,abs_vo850_cluster1,abs_vo850_cluster2,abs_vo850_cluster3,abs_vo850_cluster4,abs_vo850_cluster5,abs_vo850_cluster6,abs_vo850_cluster7,abs_vo850_cluster8,abs_vo850_cluster9,abs_vo850_cluster10
1965-01-01,0.0016119927749969065,-0.00010201628606739469,-4.002742316906831e-05,0.0019297625840408728,-7.822163169270751e-05,-0.009589993715053424,2.1534513052756665e-05,-0.007699127309024334,-5.349828353257779e-05,-1.74675511605129e-05
1965-02-01,0.002591004522400908,-9.995051516233472e-05,-3.874571629366787e-05,-0.0006548367309733294,-7.899799152838592e-05,-0.0047362140321638435,-8.650137715449091e-05,-0.003625146928243339,-6.082613530268161e-05,-2.2390918829620293e-05
1965-03-01,0.0048568195779807866,-9.635888104178552e-05,-4.244823793014411e-05,0.003072316394536756,-7.659437893054042e-05,-0.009748824959388003,0.000179892813321203,-0.0032868454582057893,-5.6058600916279645e-05,-1.1890356623419993e-05
1965-04-01,0.0004992762114852667,-0.00010223326777728896,-3.43539932635062e-05,-0.004392982737044804,-8.032895598612062e-05,0.0017435681002098136,0.0002888245762733277,-0.002151694025087636,-5.242974008138798e-05,-4.615603978802428e-05
1965-05-01,0.004794004780706018,-0.00010314411222192365,-3.6206231055085253e-05,-0.004864765651291236,-8.343438658369287e-05,0.004478698247112334,0.0006941244646441191,-0.00017662150639807805,-5.145365194729942e-05,-5.122537248364718e-05
1965-06-01,0.001976318162633106,-0.0001075011243591544,-3.4748539888745635e-05,-0.00346512024407275,-8.51018792393286e-05,0.0007116128472262062,0.0006978741294005886,-0.002306936039531138,-4.8880983855799307e-05,-4.7597495722584426e-05
1965-07-01,0.0021055369870737195,-9.951240761016591e-05,-3.526683451460114e-05,-0.0039014579670038074,-8.075691988405873e-05,0.00019473754946375266,0.0009217930346494541,-0.0020422170564415865,-4.8639265491768625e-05,-5.34967667346525e-05
1965-08-01,-0.0009023882739711553,-9.71436616121049e-05,-3.4886730274045334e-05,-0.004606777292792685,-8.368285528913242e-05,0.0010113284588442184,0.001252672664122656,-0.008578533015679568,-4.899998720811939e-05,-5.228317693364239e-05
1965-09-01,0.0005638852599076927,-0.00010519362294344583,-3.385288710956291e-05,-0.004568190706777386,-8.324404566687567e-05,0.0009538978702039458,0.001173314085463062,-0.012871465878561139,-4.569555119216395e-05,-5.910143688485799e-05
1965-10-01,-0.001195822551380843,-0.00010893309608682235,-3.4852135247082737e-05,-0.004800604801857844,-8.258310770496535e-05,0.0027180927645531483,0.001010746564134024,-0.014412219752557576,-4.544146830522561e-05,-5.413670051649849e-05
1965-11-01,0.00020673905964940786,-0.00010499830038853638,-3.7887276517057046e-05,-0.004196238296572119,-8.147808505152799e-05,0.0014483392078545876,0.0007422330236295238,-0.01566402497701347,-4.7798565429741445e-05,-4.425709470879378e-05
1965-12-01,0.004422500933287665,-0.00010263507990031572,-4.0606674476919733e-05,-0.002160145595553331,-8.031873757994243e-05,-0.0024004051738302223,0.00023477463400922716,-0.011123424337711185,-5.041965547966759e-05,-2.2752509521967846e-05
1966-01-01,0.002070678601739928,-0.00010606642151116462,-4.2230357227894544e-05,-0.0003855230261251563,-7.59305469098483e-05,-0.004866036033490673,0.0004328768773120828,-0.011213176912860945,-5.01485293527735e-05,-8.107860217356442e-06
1966-02-01,0.003907782593159936,-0.0001030564422051058,-4.015459791101235e-05,0.0013750009202340152,-7.841673521351111e-05,-0.006762611883459613,0.00022187990907696076,-0.009143888746621087,-5.378158998092094e-05,-1.0232263487457048e-05
1966-03-01,0.004611666372511536,-9.576722969422522e-05,-3.8939917861278696e-05,-0.0017871803720481694,-7.927693705147621e-05,-0.0032839270716067404,0.00021699161152355373,-0.006707994907628745,-5.613625564618342e-05,-3.350878392755077e-05
1966-04-01,0.0018873755834647454,-0.00010791644445566489,-3.718083970979737e-05,-0.0033342581446049735,-7.945212497034868e-05,0.004572849138639867,0.0003120174369541928,-0.00481793686049059,-4.829042476949671e-05,-4.9172079498686533e-05
1966-05-01,0.0019264802176621743,-0.00010919248924820104,-3.453005481259747e-05,-0.00555487276869826,-8.209166807295659e-05,0.0038135673094075173,0.0008313384023495018,-0.008655895362608135,-4.489620435758953e-05,-5.3154885457976295e-05
1966-06-01,-7.844791980460286e-05,-9.678862651513107e-05,-3.370580421316297e-05,-0.005004760168958455,-8.405846552378558e-05,0.0028669086532318033,0.001119211665354669,-0.0006410709829651751,-4.991426654277912e-05,-4.4107729059405535e-05
1966-07-01,0.0020682344256783836,-0.00010125784657261187,-3.4077936194784516e-05,-0.005335927562555298,-8.174477221846479e-05,0.0017850134099717252,0.0008781758515397087,-0.0007347591235884465,-4.638982951476038e-05,-5.2691544491297957e-05
1966-08-01,0.0010262585419695824,-9.977467951999195e-05,-3.5719228914678494e-05,-0.004117980643059127,-8.030270482077658e-05,0.0006534224667120725,0.0010793549154186621,-0.009071382373804227,-4.6907684285358726e-05,-4.9125881604395994e-05
1966-09-01,-8.385541150346398e-06,-0.00010780439470840646,-3.478787700152425e-05,-0.004195375367999077,-8.448539924407109e-05,0.00011328938853694126,0.0011328780965413898,-0.013360672164708376,-4.488543778233513e-05,-5.0424755389075276e-05
1966-10-01,0.0005203419277677312,-0.00010855228933708176,-3.623213600686511e-05,-0.00395137831219472,-8.28198649170913e-05,0.001990312557609286,0.0010286307951901108,-0.014168836059980094,-4.7560457414299056e-05,-5.087213361459762e-05
1966-11-01,0.005111879727337509,-0.0001103664702816826,-3.7484848582353544e-05,-0.0038208261685213074,-8.198940355587416e-05,-0.00013926146493759006,0.0006258324719965458,-0.015513872494921088,-4.7391857819254446e-05,-4.563684253697852e-05
1966-12-01,0.005926559970248491,-0.00010561842287458697,-3.90279344555306e-05,-0.0027199894248042256,-7.988002065618415e-05,-0.002512425089662429,0.00035285556805320084,-0.011398108472349122,-5.2103192340641555e-05,-4.261632190120021e-05
1967-01-01,0.006822498107794672,-0.00010343825071712659,-4.326457201386802e-05,0.002908183159888722,-7.587370174195922e-05,-0.010704962915042415,0.00022376647393684834,-0.013335766561795026,-5.149833461611614e-05,-1.5204174881701631e-05
1967-02-01,0.002047121415671427,-0.00010558504837335668,-4.451832415158009e-05,0.00385279199690558,-7.53638914829935e-05,-0.009392815991304815,0.00027048070478485897,-0.00875689074746333,-5.242528240609018e-05,-9.232838753699227e-07
1967-03-01,0.0021144931451999582,-0.0001030853562279726,-3.9247857120078335e-05,0.00044530306695378385,-7.842986400273498e-05,-0.0066835076722782105,0.00024343677068827674,-0.0048910325858742,-5.3020570864842e-05,-2.176908177405982e-05
1967-04-01,0.0013284890883369371,-9.830716104867558e-05,-3.355592730992113e-05,-0.0047200686822179705,-8.077064684095183e-05,0.004120040830457583,0.0003662315066321753,-0.0029236156478873454,-5.444050162346868e-05,-5.407941565996536e-05
1967-05-01,0.001631662053114269,-0.00010047032433710453,-3.4671654336101884e-05,-0.004783629992743954,-8.36693399646603e-05,0.001370630161545705,0.0007905423262855038,-0.0010821200703503564,-5.0800013071503727e-05,-4.868475892779804e-05
1967-06-01,0.0017864567780634388,-0.00010005934872543035,-3.3423053067845984e-05,-0.004862030255026184,-8.234211376335364e-05,-0.0016314248568960465,0.000938788361963816,-0.0036671117413789034,-4.7279167971927436e-05,-4.6802295667187473e-05
1967-07-01,0.00274570284091169,-9.990384358494286e-05,-3.522873451020719e-05,-0.004543217801256105,-8.370740348394835e-05,-0.0014108625691733323,0.000852355660754256,0.002037033664237242,-4.915828073155606e-05,-5.084747078022125e-05
1967-08-01,0.00026497691578697413,-9.614332288881576e-05,-3.4453931084010365e-05,-0.004497501140576787,-8.165650692367657e-05,0.0004923907908960246,0.001250296481885016,-0.0023148635591496713,-4.893066759421667e-05,-5.690200806584028e-05
1967-09-01,-0.0006349175237119198,-0.00010328428512709081,-3.4187943001793476e-05,-0.005103044895804487,-8.05768399331077e-05,0.0027180662073078565,0.0011661053576972336,-0.008360679930774495,-4.696242435381429e-05,-5.925126837299592e-05
1967-10-01,-0.0014473895134869963,-0.00010757785934981878,-3.3444729358238234e-05,-0.005943989526713267,-8.158568935192679e-05,0.003987703530583531,0.0009022728772833943,-0.016357068670913577,-4.5153013426114956e-05,-5.910048302456101e-05
1967-11-01,0.0014776693205931224,-0.00010353040230204014,-3.5854884450228746e-05,-0.004622419510269538,-7.98361328727482e-05,0.0006929021765245125,0.00043251653551124036,-0.010805313650052994,-4.8281689015323225e-05,-4.8659554833160125e-05
1967-12-01,0.0005079968104837462,-0.0001005126619745262,-3.798292602114479e-05,-0.0013472677892423235,-7.785243572773955e-05,-0.004673582589020953,-0.0001948101635207422,-0.004578235530061647,-5.816156910349249e-05,-2.2630743709358774e-05
1968-01-01,0.002586074697319418,-0.00010073259624693057,-4.1360282764760077e-05,0.003629838101915084,-7.77590988339701e-05,-0.009830120689002797,-0.00020954086721758358,-0.00426984261139296,-5.8475885867388754e-05,-6.368438845107094e-06
