,zgu600_cluster1,zgu600_cluster2,zgu600_cluster3,zgu600_cluster4,zgu600_cluster5,zgu600_cluster6,zgu600_cluster7,zgu600_cluster8,zgu600_cluster9,zgu600_cluster10
1965-01-01,-0.43994218,0.1026535,0.28742903,0.029981231,0.12839814,0.15837936,-0.010428238,-0.1407816,-0.10493431,0.074301526
1965-02-01,-0.19846305,-0.06419907,0.2985092,0.3301193,0.1906414,-0.013035202,0.041387178,-0.29720575,0.04562359,-0.16424522
1965-03-01,0.042038918,0.057681274,-0.07397576,-0.12416153,0.469598,0.13361207,0.18216896,-0.22811833,0.022485923,0.044971846
1965-04-01,-0.07397537,-0.044971846,0.33207512,-0.00586586,0.12839775,0.03095894,0.010102081,-0.18347225,-0.105912015,-0.13817444
1965-05-01,-0.0941803,0.08864021,0.32881624,-0.10330506,-0.045949556,-0.028351974,-0.15805359,-0.029003525,0.027374268,-0.057355117
1965-06-01,-0.41550103,0.11764374,-0.042690657,-0.087336734,0.07690849,-0.012057686,-0.3216467,-0.14697322,0.30274564,-0.17141476
1965-07-01,-0.089943886,-0.086359024,0.03454361,-0.07723427,0.108193204,0.184124,-0.26070672,0.010754013,-0.164571,0.014338684
1965-08-01,0.026396561,0.013035202,0.5165249,0.07299767,0.30665627,0.13589326,0.10232735,-0.052793123,0.015968323,0.034217644
1965-09-01,-0.07495308,0.06810951,0.2391983,0.14469185,-0.0228117,0.25060424,0.13817444,-0.26233596,0.06191788,0.14012985
1965-10-01,-0.23626518,0.038780022,-0.08016739,0.08994369,-0.11731796,0.027048493,0.067783736,0.16685219,-0.32001725,0.21345349
1965-11-01,-0.06680622,-0.18738289,0.3030712,0.20628396,-0.02574501,0.14371452,0.16261558,0.015968323,-0.2831928,0.35781974
1965-12-01,-0.091572955,0.017271806,0.33403015,0.46894568,0.08472977,-0.19161911,0.26689833,-0.17011109,0.07136841,-0.18151684
1966-01-01,-0.24617234,0.010503387,-0.026586533,0.43063736,-0.21531907,0.05940933,-0.0006565094,-0.19989204,-0.034464072,-0.07910347
1966-02-01,-0.17133598,-0.23304328,0.2983612,0.17822877,0.12111664,-0.25503463,0.038402937,-0.21072388,0.06072235,0.17954178
1966-03-01,-0.133918,-0.23632546,0.18019828,-0.055470657,0.17954178,-0.22385292,-0.04004402,-0.38534164,-0.05711193,-0.036761664
1966-04-01,-0.0157547,-0.060394287,0.12210159,0.05481415,-0.060394287,-0.1719925,-0.1667408,0.29639167,-0.23698215,0.16280213
1966-05-01,0.018052673,0.059081268,-0.08402672,-0.10043831,0.10995712,-0.09945373,0.13030739,0.22680683,-0.018708993,0.06630249
1966-06-01,0.092232704,0.1995636,0.3236347,0.0170681,0.041028786,0.16444321,-0.2642254,0.042341612,-0.29967403,0.16017608
1966-07-01,-0.14474945,-0.10043831,0.0068927766,0.0052516935,-0.038074683,0.19857903,-0.13720016,-0.11159821,-0.18774757,-0.028227616
1966-08-01,-0.17658767,0.009518432,0.29737663,-0.012800979,0.11323929,0.08074455,0.009846878,0.02133522,0.06794357,-0.17625943
1966-09-01,0.11619339,-0.08566799,0.11225472,-0.06827164,0.067287065,0.08205757,0.1427803,-0.03708992,-0.08271389,-0.08107281
1966-10-01,-0.0009845734,0.16739711,0.041028596,0.035120774,-0.14081077,-0.015098572,0.17002296,-0.13818474,-0.5465027,0.18577805
1966-11-01,-0.17297745,0.25798875,0.02494545,0.08205757,0.038402937,0.059081268,0.26685104,-0.024289321,-0.14048234,-0.08402691
1966-12-01,-0.17067948,0.07713394,0.048577882,0.25667572,-0.118162535,0.0052516935,0.13720016,-0.13949776,0.14507751,0.119147494
1967-01-01,0.0803297,0.1028616,0.052900314,0.06041069,-0.11298428,0.10188179,0.24066314,-0.10384102,-0.1218008,0.14269981
1967-02-01,0.4310383,-0.070206836,0.14498559,-0.009143067,-0.09665718,-0.0065307617,0.118535616,0.028083038,-0.032654572,-0.12996463
1967-03-01,0.033307265,0.07837029,0.18645668,-0.08490143,0.013061523,-0.14661828,0.11004524,-0.19755916,0.16555786,0.084901616
1967-04-01,-0.53259355,-0.1433529,0.22596817,0.20147781,0.064655684,-0.19396743,0.1286583,-0.035593413,-0.068574145,0.11722927
1967-05-01,-0.3833626,0.16980286,0.2723379,-0.08424835,0.16294536,0.13355675,0.2765831,0.0682476,0.010122871,0.029715538
