,abs_vo500_cluster1,abs_vo500_cluster2,abs_vo500_cluster3,abs_vo500_cluster4,abs_vo500_cluster5,abs_vo500_cluster6,abs_vo500_cluster7,abs_vo500_cluster8,abs_vo500_cluster9,abs_vo500_cluster10
1965-01-01,-5.8724236e-05,-4.283804e-05,-7.961754e-05,-4.8163474e-05,7.2906755e-06,-5.9995647e-05,-7.121445e-05,-7.137087e-05,-6.658221e-05,-4.8728085e-05
1965-02-01,-5.085445e-05,-3.8485883e-05,-8.23096e-05,-5.005689e-05,2.866726e-06,-6.5209264e-05,-6.516629e-05,-7.035686e-05,-6.33338e-05,-4.135185e-05
1965-03-01,-4.8261103e-05,-4.7594007e-05,-7.4287265e-05,-4.124489e-05,6.9513635e-07,-7.16702e-05,-5.7314457e-05,-7.396422e-05,-5.958286e-05,-5.7916972e-05
1965-04-01,-6.0967617e-05,-3.4573426e-05,-9.571604e-05,-4.231274e-05,7.4252735e-06,-5.718693e-05,-7.5638396e-05,-7.6934455e-05,-7.4739146e-05,-5.0038223e-05
1965-05-01,-4.291288e-05,-3.92935e-05,-9.621856e-05,-4.9706923e-05,-4.4915664e-06,-5.8165046e-05,-7.875221e-05,-8.461579e-05,-6.822436e-05,-5.8231046e-05
1965-06-01,-3.961063e-05,-2.845348e-05,-9.132799e-05,-4.097568e-05,-7.5694857e-06,-7.9548954e-05,-7.221051e-05,-9.666724e-05,-8.1343656e-05,-6.663924e-05
1965-07-01,-4.954432e-05,-3.0176398e-05,-8.36646e-05,-5.5458946e-05,-1.3375351e-05,-6.813463e-05,-8.321205e-05,-8.449016e-05,-6.4787506e-05,-5.8652804e-05
1965-08-01,-6.0689435e-05,-1.734426e-05,-8.787318e-05,-6.084306e-05,-1.3904793e-05,-6.5236185e-05,-8.341844e-05,-6.35998e-05,-6.797311e-05,-6.985176e-05
1965-09-01,-5.4497705e-05,-3.2706932e-05,-8.370946e-05,-4.4663797e-05,-2.9195644e-07,-6.836794e-05,-8.3597915e-05,-7.775104e-05,-7.1885566e-05,-4.8826798e-05
1965-10-01,-6.341739e-05,-3.2132626e-05,-8.195963e-05,-4.9644103e-05,4.5806723e-06,-6.0866078e-05,-9.0606234e-05,-8.031747e-05,-7.194838e-05,-5.9352737e-05
