,vo500_cluster1,vo500_cluster2,vo500_cluster3,vo500_cluster4,vo500_cluster5,vo500_cluster6
1965-01-01,-9.513058968581418e-07,-1.460685964881268e-05,4.976209298085548e-06,0.0063921727511721356,6.071377825694727e-06,0.0003699792544536579
1965-02-01,-2.1277218471754273e-07,-1.4154316082050489e-05,4.754982325308412e-06,0.007175644956684361,6.261034962336196e-06,0.0004447384596390363
1965-03-01,-6.832805828337959e-07,-1.4101997261193895e-05,5.021786715506037e-06,0.005458394298329949,6.077150448307558e-06,0.00038229532387609093
1965-04-01,-7.152391425717077e-07,-1.1983472131925973e-05,1.8418344410757657e-07,0.005224870013383528,7.537088625135378e-06,0.00032965863983218483
1965-05-01,-1.9153453259398426e-07,-9.048235016215234e-06,-3.6621524605761097e-06,0.003927655052393675,8.23442974822811e-06,0.0003327653617956317
1965-06-01,1.4834574663302496e-06,-7.108073242624162e-06,-5.549106146338113e-06,0.0018677759120085589,7.329799814786512e-06,0.0002596620806098844
1965-07-01,4.123838593775176e-07,-3.3849192845715364e-06,-9.93552836858665e-06,-1.503643526727198e-05,9.820036902521538e-06,0.00018622294401911157
1965-08-01,7.529906178832016e-07,-4.1497954707206865e-06,-8.638907415898168e-06,0.00035615233476467745,9.058686339676536e-06,0.0002446968070356748
1965-09-01,-6.586332636131776e-07,-4.967687205024939e-06,-5.289396725259047e-06,0.0017441254991960402,8.4486349458612e-06,0.0002428093116927462
1965-10-01,4.2013110871221943e-07,-9.654296232818641e-06,-2.6324486520469983e-06,0.002723009917341794,6.991114809723288e-06,0.0003574829091891073
1965-11-01,-1.4776893148698118e-07,-1.027084376861993e-05,-2.2077391186017914e-06,0.00500127935083583,6.071592945185903e-06,0.0003845444622968968
1965-12-01,-3.624833960365253e-07,-1.4338299235050937e-05,1.8199342866735445e-06,0.006558518119466802,7.535600429336034e-06,0.00041092103996421566
1966-01-01,-7.874189335677997e-07,-1.5419521455325974e-05,5.465191083551458e-06,0.0057710392866283655,5.963503119414472e-06,0.00036138413773957064
1966-02-01,-1.9168188576392114e-06,-1.0797607849550377e-05,2.630812850720767e-06,0.00696431816322729,5.219863019417668e-06,0.00038139761062876246
