,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,sst_cluster6
1965-01-01,26.628906,22.618256,20.629883,25.500244,16.135712,16.096802
1965-02-01,26.638367,22.861237,19.766174,26.766113,16.582794,15.4930725
1965-03-01,27.268555,22.75595,19.674866,27.214691,16.922577,15.103363
1965-04-01,27.262573,22.030975,20.713715,26.624908,16.158691,16.026947
1965-05-01,27.796478,20.53357,22.142242,25.866486,14.806,17.245422
1965-06-01,27.425232,19.4628,24.153046,24.429474,13.97522,18.645996
1965-07-01,27.411774,18.434937,25.956299,22.808838,13.026703,20.749634
1965-08-01,27.04602,17.657074,27.151306,22.05243,13.109528,22.283936
1965-09-01,27.619843,18.092651,26.993134,22.731506,13.702301,21.755524
1965-10-01,27.962616,18.617065,25.625488,23.434052,13.13147,19.382477
1965-11-01,27.602875,19.706299,24.218903,23.975922,13.680817,17.453491
1965-12-01,27.048523,20.924255,23.046356,25.299652,15.323914,16.346283
1966-01-01,27.018707,22.698425,21.4281,25.920868,17.00595,15.608582
1966-02-01,27.635468,23.645996,20.294464,26.516418,18.430084,14.838501
1966-03-01,27.789764,23.38327,19.878418,26.44986,17.733154,14.573761
1966-04-01,28.032349,22.192108,20.694366,26.731262,16.755829,14.699341
1966-05-01,28.243134,20.509796,21.544098,25.788239,14.963562,16.558655
1966-06-01,28.097382,19.57483,23.381744,24.889069,14.061401,17.791656
1966-07-01,27.805908,18.753326,25.256195,22.979828,13.517761,20.336304
1966-08-01,27.245636,17.979248,26.646027,22.5643,13.137543,22.020142
1966-09-01,27.242615,18.047333,26.680328,22.390808,12.969086,21.772034
1966-10-01,27.697998,18.572296,26.218903,22.952087,13.034149,19.629791
1966-11-01,28.092346,20.195618,24.0943,24.119537,13.236877,17.470917
1966-12-01,27.910797,21.084686,21.922333,25.245605,14.924255,16.49765
1967-01-01,27.593903,22.228546,20.651459,25.81845,16.910278,15.8255005
1967-02-01,27.145142,22.514526,20.3815,26.828613,18.0672,15.244537
1967-03-01,26.937805,22.624207,20.633423,26.580719,17.983551,15.111816
1967-04-01,27.413605,21.969635,21.106201,26.145996,17.243835,15.68927
1967-05-01,27.800232,21.108215,23.002838,25.273071,15.870575,16.428497
1967-06-01,27.89389,19.621246,24.279419,23.922852,14.262939,18.88205
1967-07-01,27.359009,18.765839,25.900604,22.753418,13.266785,21.374634
1967-08-01,27.237305,18.515442,27.081055,22.056763,12.870148,22.372803
1967-09-01,27.354492,18.917084,27.0029,22.128876,12.501038,22.333221
1967-10-01,27.164673,19.452484,25.800446,22.714355,12.980804,20.708557
1967-11-01,27.152649,20.585358,24.344025,23.795135,13.390991,18.382202
1967-12-01,26.715942,21.591003,22.710358,24.68158,14.949554,17.192749
1968-01-01,25.980438,22.360382,21.25592,26.162476,16.640717,16.09317
1968-02-01,26.513641,22.71997,20.865173,26.466156,17.61261,15.508057
1968-03-01,27.001312,22.866364,20.8815,26.368713,18.05133,15.040649
1968-04-01,27.17691,22.294098,21.570496,26.695648,17.068542,15.003052
1968-05-01,27.696259,21.309845,23.012787,25.365143,15.827087,16.342957
1968-06-01,27.73581,19.712738,24.044525,23.725006,14.566315,18.553375
1968-07-01,27.709595,18.88031,26.137238,23.194794,14.411499,20.12622
1968-08-01,27.511261,17.8891,27.490479,22.525604,13.93222,21.764893
1968-09-01,27.167511,17.854004,27.162567,22.709595,13.202667,21.169373
1968-10-01,28.028137,18.794739,25.356232,23.219513,13.784821,19.185974
1968-11-01,27.80606,20.142548,24.30371,24.079163,14.397644,16.889008
1968-12-01,27.650757,21.537354,22.929688,25.227661,15.937866,15.451172
1969-01-01,27.246857,22.793121,20.96875,25.858337,17.666138,14.669098
1969-02-01,27.622711,22.72647,20.204773,27.226349,18.245026,14.423492
1969-03-01,28.304169,22.832611,19.275665,27.387878,17.94867,14.163544
1969-04-01,28.007263,21.497406,20.106812,27.396088,17.038513,14.761932
1969-05-01,28.322113,20.871857,21.104645,26.070099,16.176605,15.557709
1969-06-01,27.978577,19.289001,23.257172,24.699524,14.7578125,17.144653
1969-07-01,27.383759,18.195282,25.838867,23.200256,13.612335,21.371277
1969-08-01,27.262756,18.068634,27.216095,22.634674,13.6779785,21.613281
1969-09-01,27.314545,18.112213,27.228424,22.504944,13.399536,21.283081
1969-10-01,27.781677,18.65268,26.121368,23.29715,13.358002,19.397705
1969-11-01,27.927795,19.860718,23.625305,24.066803,14.803955,17.317474
1969-12-01,28.054962,21.392792,22.418304,24.597992,16.27298,15.968933
1970-01-01,27.721893,23.183899,20.839233,25.529602,17.720734,14.723663
1970-02-01,27.48117,23.390533,20.06491,26.533783,18.517273,14.4183655
1970-03-01,27.862915,23.885895,19.790619,26.722351,18.148987,14.115662
