,ssta20_cluster1,ssta20_cluster2,ssta20_cluster3,ssta20_cluster4,ssta20_cluster5,ssta20_cluster6
1965-01-01,0.11022949,-3.9004211,-5.888794,-1.0184326,-10.382965,-10.421875
1965-02-01,-0.1843872,-3.9615173,-7.0565796,-0.056640625,-10.23996,-11.329681
1965-03-01,0.25567627,-4.2569275,-7.3380127,0.20181274,-10.0903015,-11.909515
1965-04-01,-0.27230835,-5.5039062,-6.821167,-0.90997314,-11.37619,-11.507935
1965-05-01,0.35073853,-6.9121704,-5.3034973,-1.5792542,-12.63974,-10.200317
1965-06-01,0.4310913,-7.5313416,-2.841095,-2.5646667,-13.018921,-8.348145
1965-07-01,0.8600769,-8.11676,-0.59539795,-3.742859,-13.524994,-5.802063
1965-08-01,0.60220337,-8.786743,0.707489,-4.391388,-13.33429,-4.1598816
1965-09-01,1.0235901,-8.503601,0.3968811,-3.864746,-12.893951,-4.8407288
1965-10-01,1.0782471,-8.267303,-1.2588806,-3.4503174,-13.752899,-7.501892
1965-11-01,0.51934814,-7.377228,-2.864624,-3.107605,-13.40271,-9.630035
1965-12-01,0.03845215,-6.0858154,-3.9637146,-1.7104187,-11.686157,-10.663788
1966-01-01,-0.023498535,-4.3437805,-5.614105,-1.1213379,-10.036255,-11.433624
1966-02-01,0.4190979,-3.5703735,-6.9219055,-0.6999512,-8.786285,-12.377869
1966-03-01,0.4149475,-3.9915466,-7.496399,-0.9249573,-9.641663,-12.801056
1966-04-01,0.34451294,-5.4957275,-6.993469,-0.9565735,-10.932007,-12.988495
1966-05-01,0.7196045,-7.013733,-5.979431,-1.7352905,-12.559967,-10.964874
1966-06-01,0.87124634,-7.651306,-3.8443909,-2.3370667,-13.164734,-9.434479
1966-07-01,0.9553528,-8.097229,-1.5943604,-3.8707275,-13.332794,-6.5142517
1966-08-01,0.75994873,-8.506439,0.16033936,-3.9213867,-13.348145,-4.4655457
1966-09-01,0.78378296,-8.411499,0.22149658,-4.0680237,-13.489746,-4.686798
1966-10-01,0.96017456,-8.165527,-0.5189209,-3.785736,-13.703674,-7.108032
1966-11-01,1.1585693,-6.738159,-2.8394775,-2.8142395,-13.696899,-9.46286
1966-12-01,0.99087524,-5.8352356,-4.997589,-1.6743164,-11.9956665,-10.422272
1967-01-01,0.8187561,-4.5466003,-6.1236877,-0.95669556,-9.864868,-10.949646
1967-02-01,0.26895142,-4.361664,-6.49469,-0.047576904,-8.8089905,-11.631653
1967-03-01,-0.19656372,-4.5101624,-6.500946,-0.5536499,-9.150818,-12.0225525
1967-04-01,-0.0798645,-5.523834,-6.387268,-1.3474731,-10.249634,-11.804199
1967-05-01,0.2859497,-6.406067,-4.511444,-2.241211,-11.643707,-11.085785
1967-06-01,0.8581238,-7.4145203,-2.7563477,-3.112915,-12.772827,-8.153717
1967-07-01,0.82144165,-7.7717285,-0.6369629,-3.7841492,-13.270782,-5.1629333
1967-08-01,0.9874573,-7.7344055,0.8312073,-4.1930847,-13.3797,-3.8770447
1967-09-01,1.0523376,-7.385071,0.7007446,-4.173279,-13.801117,-3.968933
1967-10-01,0.8019409,-6.910248,-0.5622864,-3.6483765,-13.3819275,-5.654175
1967-11-01,0.59350586,-5.9737854,-2.2151184,-2.7640076,-13.168152,-8.176941
1967-12-01,0.1182251,-5.006714,-3.8873596,-1.9161377,-11.648163,-9.404968
1968-01-01,-0.58096313,-4.2010193,-5.305481,-0.39892578,-9.920685,-10.468231
1968-02-01,-0.2425232,-4.036194,-5.890991,-0.29000854,-9.143555,-11.248108
1968-03-01,0.15866089,-3.9762878,-5.961151,-0.473938,-8.791321,-11.802002
1968-04-01,-0.15127563,-5.034088,-5.7576904,-0.63253784,-10.259644,-12.325134
1968-05-01,0.3873291,-5.9990845,-4.2961426,-1.9437866,-11.481842,-10.965973
1968-06-01,0.65078735,-7.372284,-3.0404968,-3.3600159,-12.518707,-8.531647
1968-07-01,0.9882202,-7.8410645,-0.58413696,-3.5265808,-12.3098755,-6.595154
1968-08-01,1.0546265,-8.567535,1.033844,-3.9310303,-12.524414,-4.691742
1968-09-01,0.6240845,-8.689423,0.6191406,-3.8338318,-13.340759,-5.374054
