,vws500-200_cluster1,vws500-200_cluster2,vws500-200_cluster3,vws500-200_cluster4,vws500-200_cluster5,vws500-200_cluster6
1965-01-01,17.1028446416678,16.352702818878125,10.903660335222954,20.826621768595746,8.664652949405731,36.70820534907075
1965-02-01,15.525315625809329,16.40934269603982,11.063082348968653,22.51883114307627,8.720820253871485,38.66251928184633
1965-03-01,15.980607026236656,16.695017859115975,11.000581959532955,21.84392736474033,7.757098818748878,37.19166456454881
1965-04-01,12.402050586920403,22.02398946427465,12.159724122554277,20.298274746351243,7.17586150539663,32.568234858996014
1965-05-01,9.569332180551347,25.65030478316801,16.05190191535756,16.53276848400689,8.208685491343402,25.197897375997417
1965-06-01,8.163865329219734,27.69821150234689,18.922780582030533,11.066835109992743,9.251009497960007,18.014009318310244
1965-07-01,7.987233064198199,29.144045047283,18.916222909238563,10.086852198765307,11.104713771864626,11.260769322820366
1965-08-01,7.704039743338145,26.45950661038488,16.889368717107008,7.362337031975647,7.903714506759118,9.229397004712697
1965-09-01,7.011065662086343,26.13946454511009,15.702882097194658,9.386764482552604,8.01882124832904,16.98253498573194
1965-10-01,8.437567337076521,24.072973144407914,13.665953048439652,13.57336401747055,7.179624991193856,26.180660592912147
1965-11-01,13.01066062588275,21.27826606277556,12.76860394718788,17.14852879969148,7.870033575859019,31.240594933486932
1965-12-01,14.40791706885969,17.982648915980736,11.797779247380399,20.16259711247789,7.567995059611274,38.32489206878008
1966-01-01,18.370627330129643,16.492237758716577,11.605844645727835,21.97545693455801,8.50412831297299,37.123900000033345
1966-02-01,16.947471738517457,17.166860077257148,10.615030865114857,21.72781782380934,8.456831297834736,39.36282793071942
1966-03-01,15.156835101685111,17.724852782744026,11.405052385233478,21.885422314678873,6.690989010160445,35.38221072106778
1966-04-01,13.819323649187062,21.771701109401945,13.372248493686564,19.97175704502415,7.771332564928594,28.683583954530047
1966-05-01,9.553896084459252,25.576342127111996,15.202157749451882,16.24772852835733,8.34518014765695,25.94440025270033
1966-06-01,7.659557809107855,29.040041765091424,17.904399170053132,11.870819072799229,7.803199900091897,17.975462791250177
1966-07-01,7.377127267520684,27.96201460097943,18.906180624125845,9.374621115231633,9.43458549308714,10.878477624927934
1966-08-01,7.161448704065796,27.15313942721398,18.17091945071347,8.004850581140584,8.666213636114868,8.843920590475113
1966-09-01,6.702702823320032,27.033692907143603,15.826876741999092,8.549679622969068,8.14839611160472,13.088995354176813
1966-10-01,8.809401315263031,23.594824557485282,13.120540402428402,12.831298338533724,6.745081282935363,28.503877260492505
1966-11-01,13.340637569956169,20.39328414679885,12.808849264529204,16.008629412581104,8.546940820144222,33.36070618190151
1966-12-01,15.375071241853634,19.680627334695878,12.075385570363197,19.865373076222316,7.32669387936223,40.40874118663168
1967-01-01,17.07989060599857,15.570371469056306,10.937161183791623,21.67460302392034,9.579910039260781,43.46156331146282
1967-02-01,16.63493338880037,14.933783502069451,10.623361596412403,22.38498108181184,8.489341364159168,41.509968819830334
1967-03-01,14.91764299091854,18.01017747861648,9.992234735307433,20.824017107985085,8.474151551446361,37.31447012122067
1967-04-01,12.821352206631746,19.787113842763368,12.149725652373668,19.443904089538254,6.9164476395778465,29.32716764818351
1967-05-01,10.533887292972425,25.26786716087075,14.44358801424417,16.762284338161116,8.345159851829893,23.594893120104288
1967-06-01,7.5108285561118215,28.38842353519921,17.475843286138296,11.46862654966218,9.32508663527102,18.0716421733948
1967-07-01,8.140390160137166,28.59283133639161,19.4308997843253,9.514181895162169,11.08248498638672,10.412509049819462
1967-08-01,7.780320610615808,27.74664978568699,18.62790574801294,8.880058073198326,10.540457982293638,8.733104327023701
1967-09-01,6.752871236342454,24.156094380650583,15.91215677103256,8.865377233426443,8.690349075861786,14.463386968457726
1967-10-01,7.950149798246261,21.20116497609849,12.805272124582245,12.72838037813073,7.97676266785774,26.512292461015704
1967-11-01,13.401177053568697,19.569679078479517,12.59502505914579,17.662440420854743,7.926780824420243,33.47150004355894
1967-12-01,15.336521794865105,19.34947341967975,12.285288007720252,21.036304277112947,8.188420630741657,38.40766868943538
1968-01-01,19.04493693830729,15.294109038634744,10.923945451568667,22.598386581388453,9.408804689318757,44.14512526406184
1968-02-01,17.136996512297685,15.833169798940744,9.949699793101058,22.801352035248854,10.449038086475957,44.341833791357004
1968-03-01,15.282319705080367,17.12833924200784,11.027769098742516,19.888029772087986,7.880490413716564,33.21388664079147
1968-04-01,14.277578683122972,19.125481090527114,13.181499692918004,20.041998938821592,8.427479545231936,26.9596497589822
1968-05-01,9.614008457670648,23.900282729257352,13.998003963584708,15.578391646777122,8.916941289467399,25.641200811567888
1968-06-01,6.986293290443116,30.011434666507427,18.46694826218585,11.490620355632123,7.775979946843743,19.492794330082333
1968-07-01,8.196617434589218,27.627451527296788,20.103791265927516,9.362804470818752,10.464229630440938,10.82756701750278
1968-08-01,6.773227900669834,28.939657310200836,19.01959826504241,7.9190268933864125,10.10380371795322,9.438684250186757
1968-09-01,6.479695765330115,25.78070171160576,16.071447103174467,9.324886581675235,7.995455722074772,15.369698118152469
1968-10-01,8.011628842038288,22.76948068459518,13.251100035945148,11.892824323816335,7.077574735876024,25.982593190121534
1968-11-01,14.085090167245939,19.757495765293804,12.802792755761235,17.399603364566918,9.018764183473495,33.709904199312184
1968-12-01,15.996854400072117,19.49161653572154,11.857428728817686,20.765203295145636,8.231216851709428,38.97438334442342
1969-01-01,18.48531417556396,17.153940956949747,11.107190465998283,21.926445081018194,9.214954439756639,40.68141517667066
1969-02-01,18.2111048564438,16.523435332329704,11.405190827056916,24.035059324355977,9.379819312918388,38.96324964592934
1969-03-01,17.91147483769721,18.70033957305181,12.138059281848092,23.01737209477387,8.487164666835115,30.14726731059219
1969-04-01,12.533150241112189,21.6672101641639,14.38463906729966,20.948188101485954,8.95195712082092,26.569497332518274
1969-05-01,10.187439074318128,27.20441483090591,15.232021592988957,16.972290971693923,8.249373309150403,23.123536641440477
1969-06-01,8.517342857501687,29.64238202009393,18.645439116755526,11.60613444894374,9.479912603376482,19.716809797519332
1969-07-01,7.839946290052399,28.235100327148643,19.282669124037977,9.123409183865082,10.134390403477738,10.851080224925617
1969-08-01,7.921703694078381,25.00497809513093,17.264943899532135,7.048833874837191,8.329087134126427,9.192371920220415
1969-09-01,7.030203713175842,26.196809793801368,16.63953444803805,10.277395722142435,8.416540446662642,15.546604326823665
1969-10-01,8.110443343809745,22.49007710472448,13.334286043765006,12.523145367632628,6.939962357999784,26.70244035783601
1969-11-01,12.483332236576615,20.362638632608427,12.148464058003167,17.777485668361038,7.201588811291208,34.164199665337435
1969-12-01,16.546254880306872,19.385302043417028,12.0591341112826,19.89525457100317,8.257423339814633,38.34650923628564
1970-01-01,19.459682272939386,16.469499024464337,10.90068042819463,22.692118966930213,9.35850724659627,40.84460019583256
1970-02-01,18.45552087046906,17.330285676883975,10.858386726473812,23.3593357777733,8.922712680263482,41.86995506294822
1970-03-01,16.811993738414948,19.431931915307192,11.507164426290323,23.45059060537356,7.775546153644566,39.41792145700782
1970-04-01,14.412340864173647,21.41701084469267,13.853145693336154,20.68782935707943,8.87919495723429,31.687656844576107
1970-05-01,9.175907012583412,26.174628739583028,15.5277036016364,15.914221876169238,8.385081598356772,25.68895120367455
1970-06-01,7.992454557209438,28.845287734948215,18.77534348506518,12.325576534111322,9.134700202559973,16.730945015420424
1970-07-01,7.827723373906345,27.673145775496263,19.176687588516515,8.57977924316593,9.680821434642276,11.330882952236294
1970-08-01,8.180907945359488,26.30587421568954,18.988009281367628,7.8400552910675,10.846988873760438,8.324212550482818
1970-09-01,6.804187193059145,25.38071829144118,16.84900507774683,8.6657036322701,8.307981988541432,11.501920825887703
1970-10-01,8.974791989648008,22.292610303075673,14.45811751225257,14.2437849903535,8.117988978721577,24.667143200973005
1970-11-01,13.016171367803464,20.713547686223126,13.000116099115813,17.58988839836951,7.7203225579695856,34.37949901186532
1970-12-01,16.688624190452966,18.365083825015663,11.48596478141202,21.705708754020623,8.302472440012968,39.32193788689155
1971-01-01,16.609342422056688,15.911638482954034,10.685974097883385,21.30713687063682,8.128499177244457,42.88212884064623
1971-02-01,14.349998328113882,14.389731784059082,9.966618639435643,21.588959920949385,8.217033493918688,43.27778301478919
1971-03-01,15.774276186146196,16.951628375065763,11.388395006016534,19.78826596075733,8.004847051341606,35.250899877948356
1971-04-01,12.17823888224068,20.979614423854873,11.76641194242519,19.510143484193932,7.484327858705842,26.90056608621883
1971-05-01,10.143915890137697,23.87890772084211,15.024854574586557,16.822137759123905,8.407076610347138,23.375325465867586
1971-06-01,7.800411500799673,27.749868797965476,18.339058166784245,10.72998280433652,9.189818340519896,14.285363573350121
1971-07-01,7.527319025127759,26.257429876894648,18.104779311518755,8.869388080072119,9.769290571419727,9.677530727848433
1971-08-01,6.927705701643941,25.799381785388466,17.310121689033846,7.033870829016234,9.155986943482025,7.86915948598507
1971-09-01,6.9934826048129475,24.295425890207913,16.715038041081762,8.154442491791373,8.475363846915627,13.52205906901806
1971-10-01,7.825183478548992,21.982175719449437,14.874597982515398,13.031133846153697,9.30660262909198,24.456884788884857
1971-11-01,12.238002861777767,21.787363717858813,12.222710590696941,17.999286445856118,7.737361275096498,31.116610864354556
1971-12-01,15.088997709031618,19.417201510788423,10.750437652607642,20.629326239392544,7.867364345251983,38.46866085328705
1972-01-01,17.758246993264695,15.737675955925878,10.746142586190706,21.908295693967197,9.07590477907957,37.23098458628302
1972-02-01,15.401349910265163,15.174454386144367,9.739003369647044,22.141991854442203,8.874891958618136,41.420375973673515
1972-03-01,15.588552047365049,17.219994570948632,10.53350047000183,21.74861690629607,8.358560143263196,33.554946137686564
1972-04-01,12.619081182176584,20.828825541407767,12.151507807891173,19.402842173114724,7.2042121331368865,29.317978645099256
1972-05-01,10.160407970585458,24.88670882409968,14.926183845760391,17.364139246140287,8.59206340184554,25.187402750001418
1972-06-01,8.272849951806176,28.797574993177076,16.689213126093357,11.810623889990302,8.936971014105653,18.386127501108636
1972-07-01,8.011580037761048,30.190467097024733,18.168870821031938,10.569335537992682,11.077307526970978,10.991689466823718
1972-08-01,7.345437783736601,27.950283128356062,17.569456893569285,7.430314414438129,9.424104205367295,8.411364579846836
1972-09-01,7.676876423801538,26.15629280622483,15.139055149352332,10.808706745752799,7.91180542272199,16.868235103160107
1972-10-01,9.501515610307136,22.68949504627942,12.864277050615641,14.389448037733754,7.638674704144874,27.194520164941242
1972-11-01,10.773264125388176,20.65030680298538,12.732656607469645,18.64331839079611,7.423736120781758,33.35149262798514
1972-12-01,14.677012110273276,19.09477674835409,13.066829541886497,21.117746907412553,7.719453286955773,38.75149258188779
1973-01-01,16.72310367382025,17.622170605183744,12.21582245860795,21.8288864715976,8.232377859204702,43.451476184363656
1973-02-01,16.614637574290988,16.938345417201795,10.854891681433717,22.489158815890246,8.440989334486002,37.5946758390757
1973-03-01,14.78602589872773,20.027615010770216,11.478954057298491,23.26743777320913,7.034340407075109,40.94786333601281
1973-04-01,11.630600040715615,21.63028324052415,13.156100109211248,19.321114954251247,7.7662709126043525,29.81522075473834
1973-05-01,8.80963818515619,25.741853417549475,15.089641007290906,15.748293072650446,7.643123708664616,27.120030308822674
1973-06-01,7.637734805179629,27.41587804372174,18.23607240157653,11.93794283723612,8.581271601893393,19.020205757486146
1973-07-01,7.64390864384756,26.905222266310087,18.70442935822981,7.861191138176404,10.199635867433344,8.607193699355701
1973-08-01,7.673293644488138,25.988991684571925,18.532387472862425,9.094355545016034,9.952754568331422,8.54754883165642
1973-09-01,6.6910825628854464,23.695314207636375,17.251074244467933,9.29600918289695,9.078167720520803,12.130136653904028
1973-10-01,8.694541509144141,22.304514366339312,13.677724262651756,13.927728521368142,8.122665169828474,23.032291344159958
1973-11-01,13.06865565921978,20.198506132466946,12.539994951037825,18.788529694308707,8.221024648664638,35.10915652912451
1973-12-01,13.985589126387744,19.156806424492057,11.550937124811528,19.172804085796614,7.702553866060799,39.59296896969133
1974-01-01,15.889861033789645,12.954387960589338,10.70437460301169,21.51498522566591,10.345705410186975,44.58555941350344
1974-02-01,16.227758811297303,14.126924407092705,10.530763079665899,21.67583383224884,8.295110241903842,39.68710713409336
1974-03-01,15.217196079469035,15.938320310832577,10.260523757817507,20.40742075665489,8.52847340071382,35.31852687246264
