,vws850-250_cluster1,vws850-250_cluster2,vws850-250_cluster3,vws850-250_cluster4,vws850-250_cluster5,vws850-250_cluster6
1965-01-01,36.757965087890625,15.621668815612793,8.941134452819824,8.673508644104004,12.120285034179688,24.752534866333008
1965-02-01,39.97898483276367,13.1102294921875,3.2185733318328857,13.309271812438965,16.25157356262207,17.0856876373291
1965-03-01,39.01689529418945,11.765743255615234,6.3917460441589355,10.927536010742188,17.19436264038086,26.495800018310547
1965-04-01,41.38479995727539,16.334768295288086,11.18409252166748,8.982908248901367,31.7176513671875,18.501117706298828
1965-05-01,28.98191261291504,17.538999557495117,18.974374771118164,1.6334089040756226,38.1035041809082,21.358041763305664
1965-06-01,14.266315460205078,32.495704650878906,26.271221160888672,10.655858993530273,35.24140548706055,9.07726764678955
1965-07-01,4.913512706756592,24.068208694458008,14.900835037231445,10.701930046081543,43.2793083190918,10.017824172973633
1965-08-01,3.0201563835144043,16.620084762573242,16.70148468017578,12.054664611816406,40.495269775390625,9.618603706359863
1965-09-01,11.516940116882324,17.220247268676758,13.172514915466309,6.159231185913086,43.742820739746094,3.838270425796509
1965-10-01,23.864978790283203,20.442459106445312,16.149354934692383,6.889622688293457,35.91554260253906,13.316767692565918
1965-11-01,30.78961944580078,19.666780471801758,13.532469749450684,6.931728363037109,41.29004669189453,17.39468765258789
1965-12-01,39.588661193847656,13.004354476928711,13.409295082092285,6.194345951080322,25.713619232177734,14.10988998413086
1966-01-01,34.629669189453125,13.887468338012695,9.009345054626465,6.058722972869873,16.47502899169922,29.344606399536133
1966-02-01,34.567317962646484,20.605070114135742,14.716498374938965,8.456396102905273,22.024539947509766,28.788124084472656
1966-03-01,44.41315460205078,15.731096267700195,15.579350471496582,7.32753849029541,22.56941795349121,22.286083221435547
1966-04-01,31.900936126708984,22.23782730102539,13.221158981323242,3.7387049198150635,25.529359817504883,28.516788482666016
1966-05-01,28.81749725341797,18.175907135009766,19.246063232421875,2.590643882751465,36.2208366394043,17.507308959960938
1966-06-01,12.66755485534668,25.977279663085938,19.467321395874023,1.2796090841293335,48.04136276245117,9.668896675109863
