,mgu850_cluster1,mgu850_cluster2,mgu850_cluster3,mgu850_cluster4,mgu850_cluster5,mgu850_cluster6
1965-01-01,0.22094879,-0.5113106,0.10851898,-0.24636765,0.9356106,-0.89976346
1965-02-01,0.240176,-0.71172905,0.14534378,-0.30567855,0.8606575,-0.8075386
1965-03-01,0.27309036,-0.7824459,0.04334259,-0.2457161,0.85609514,-0.92192346
1965-04-01,-0.190316,0.32034302,0.051163483,-0.2079132,0.4686199,-0.9779755
1965-05-01,-0.24539033,0.97504234,0.06550255,-0.24441223,0.51163673,-0.8994377
1965-06-01,-0.47578925,1.0213181,0.09450607,-0.30893707,0.5768135,-0.67294884
1965-07-01,-0.23105125,1.0750885,0.07299767,-0.20661011,0.64036065,-0.98481905
1965-08-01,-0.3529316,0.82774353,0.16913338,-0.32523116,0.59701806,-0.94115067
1965-09-01,-0.41321984,0.9789532,0.20791359,-0.21769027,0.7254162,-0.9818859
1965-10-01,-0.1189476,0.7674549,0.16815606,-0.11405945,0.75930786,-0.79157066
1965-11-01,0.015968323,0.21606064,0.112103656,-0.229422,0.8684788,-0.9538601
1965-12-01,-0.054096602,-0.38030547,0.25679627,-0.23593979,0.60679436,-0.5973442
1966-01-01,0.3804184,-0.90788424,0.20153312,-0.24026413,1.0585415,-0.008534241
1966-02-01,0.47757453,-0.993552,0.15656586,-0.28555983,0.73786086,-0.21433449
1966-03-01,0.15393981,-0.40930253,0.15984802,-0.24485931,0.4831543,-0.67877924
1966-04-01,0.07483635,0.03905945,0.050218962,-0.2054718,0.42768365,-0.5858906
1966-05-01,0.13654366,1.1616058,-0.0170681,-0.13654327,0.60624045,-0.35481682
1966-06-01,-0.30558243,0.6315144,0.018380737,-0.2717743,0.6699173,-0.96138537
1966-07-01,-0.30853614,1.0693734,0.06860008,-0.30197144,0.5218857,-0.92954713
1966-08-01,-0.22057076,0.9157612,0.13720016,-0.30328447,0.36597633,-0.94037896
1966-09-01,-0.3364357,0.96433944,0.2048153,-0.18709107,0.5090847,-0.89508283
1966-10-01,-0.5330456,0.8937702,0.1779007,-0.0781189,0.8816258,-0.95088196
1966-11-01,-0.14015427,0.51893157,0.13588715,-0.2317299,1.0611675,-0.5875317
1966-12-01,0.38796768,-0.06991272,0.15722199,-0.28884202,1.1563542,-0.4703537
1967-01-01,0.18286438,-0.8415039,0.17372131,-0.468264,1.2062542,-0.55839044
1967-02-01,0.31740075,-1.1977638,0.13878098,-0.34940186,1.1448635,-0.6272911
1967-03-01,-0.013061523,-0.5920246,0.14759788,-0.45846787,0.8258301,-0.8757912
1967-04-01,-0.3689949,0.0829422,0.07085991,-0.41340485,0.5531658,-0.8539127
1967-05-01,-0.20800857,0.50157166,0.12800522,-0.40295562,0.23739776,-0.89473075
1967-06-01,-0.5165928,1.1882938,0.059757613,-0.29650193,0.46597824,-0.8095028
1967-07-01,-0.16457824,1.1641296,0.10971908,-0.37291336,0.36344337,-1.1673954
1967-08-01,-0.28376657,1.0459206,0.20800857,-0.30433884,0.53389966,-1.2470719
1967-09-01,-0.49928588,1.0351448,0.25437775,-0.021552276,0.41667023,-1.1004536
1967-10-01,-0.36213723,0.76933783,0.18645668,-0.23903045,0.56883967,-0.97179526
1967-11-01,0.14727135,0.10677986,0.07739105,-0.297155,0.54043084,-0.9074661
1967-12-01,0.45879477,-1.3616886,0.119515225,-0.22466202,0.45585555,-0.81701356
1968-01-01,0.021516036,-1.01599,0.1881733,-0.3530075,0.5688961,-0.48903197
1968-02-01,0.44125938,-0.72570765,0.14149475,-0.28955382,0.71002614,-0.5327927
1968-03-01,0.24141617,-0.59989357,0.13456574,-0.24579239,0.3865574,-1.0232842
1968-04-01,0.013492966,-0.3708771,0.10101547,-0.20932464,0.54409826,-0.7413883
1968-05-01,-0.15571709,0.030268097,0.059077837,-0.4660576,0.4861141,-0.6553246
1968-06-01,-0.29465905,0.30012894,0.093357466,-0.38874587,0.5415455,-0.5546738
1968-07-01,-0.3457138,0.5915066,0.15681115,-0.36540604,0.5831188,-0.6287033
