,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5,w_cluster6
1965-01-01,-0.028157532,0.01801765,0.3778056,-0.03078407,0.013867617,0.33315384
1965-02-01,-0.006304443,0.03419733,0.77342,-0.07154852,0.017282188,0.39067578
1965-03-01,0.007458806,0.029311895,0.29580396,-0.09261364,0.010925889,0.088147104
1965-04-01,-0.040029645,0.031255543,1.5855038,-0.039346695,-0.02406007,0.014497995
1965-05-01,-0.0056215525,0.027578354,2.3857155,-0.08058393,-0.03078407,-0.08757061
1965-06-01,-0.013238609,0.022325218,1.7150464,-0.050378323,-0.041395426,-0.114729345
1965-07-01,0.0012075305,0.019751191,1.8532567,-0.033358157,-0.040660024,-0.06739855
1965-08-01,0.017282188,0.019961298,1.6763306,-0.046806216,-0.06477195,-0.08231747
1965-09-01,0.004464507,0.019173324,1.0820423,-0.06650549,-0.031361938,-0.047121406
1965-10-01,0.008877158,0.014235377,1.5583451,-0.04864478,0.0030986667,0.08016235
1965-11-01,0.008351862,0.009717643,1.4667827,-0.057154894,0.00078731775,0.23297635
1965-12-01,-0.012398064,0.022115052,1.8349757,-0.06204033,0.014392972,0.34029812
1966-01-01,0.006186843,0.030168056,0.38418758,-0.060513794,0.010153294,0.3314836
1966-02-01,-0.0029314756,0.016125858,0.6614763,-0.057641506,0.0323565,0.2567132
1966-03-01,-0.022444725,0.02100414,0.80545485,-0.08878064,0.0055941343,0.2628225
1966-04-01,-0.026593566,0.028253198,1.5265787,-0.07391775,-0.005439043,0.13698941
1966-05-01,-0.003341794,0.027569354,1.7239908,-0.057869494,-0.0018373132,0.019180477
1966-06-01,0.0003055334,0.026657522,2.124833,-0.025453806,-0.030924797,-0.100999236
1966-07-01,0.003952861,0.02688545,2.127842,-0.08955574,-0.04524058,-0.10970724
1966-08-01,-0.0009710789,0.025152981,1.7625613,-0.07824898,-0.040635824,-0.12160671
1966-09-01,-0.0029314756,0.022007167,1.0809199,-0.023083031,-0.04241389,-0.03124392
1966-10-01,-0.0017917156,0.025380969,1.2143668,-0.08280814,0.01211375,0.111047745
1966-11-01,0.0019012094,0.024514735,1.0930017,-0.07674444,0.019909918,0.23847654
1966-12-01,-0.0064876676,0.022235096,1.7653425,-0.10432744,0.010609269,0.48161703
1967-01-01,-0.017614007,0.02204001,0.7301105,-0.083268166,0.018953443,0.34126025
1967-02-01,-0.00861609,0.030724108,0.1345675,-0.07777524,0.0027360916,0.3462301
1967-03-01,-0.008982182,0.018534958,0.5000334,-0.088395,-0.011336327,0.20184332
1967-04-01,-0.011859536,0.027009845,0.7309998,-0.09802067,-0.013533592,0.13461983
