,mgv200_cluster1,mgv200_cluster2,mgv200_cluster3,mgv200_cluster4,mgv200_cluster5,mgv200_cluster6
1965-01-01,0.7171812,0.44005165,0.51069546,-0.25814402,-0.84728336,-0.6583115
1965-02-01,0.5869318,0.41164702,0.92999554,0.28802046,-1.5163386,-0.6768554
1965-03-01,0.4020807,0.47625655,0.679946,-0.09213121,-0.9723818,-0.4000202
1965-04-01,0.3777969,0.27948433,0.51731825,-0.2841939,-0.48523426,-0.06681719
1965-05-01,-0.50598586,0.01560049,0.29081675,0.28375238,-0.13334012,0.027815962
1965-06-01,0.1211246,0.3817706,0.19103256,0.3206932,0.057103682,0.13672507
1965-07-01,0.31907424,0.3805932,0.116709374,0.12362657,0.48023027,-0.072115496
1965-08-01,0.16233344,-0.1364307,-0.1898551,0.0650511,0.78385127,-0.10920347
1965-09-01,0.5299753,0.04017849,0.12333222,-0.06593416,-0.09581061,-0.5087822
1965-10-01,0.45211998,0.4313685,0.6693495,-0.6415335,-0.8388945,-0.66390413
1965-11-01,0.51128405,0.3488035,1.1981474,-0.21148975,-0.42916077,-0.5822223
1965-12-01,0.025608445,0.2600573,0.6558094,-0.27345017,-0.6394731,-0.5099595
1966-01-01,0.3947958,0.46278924,0.6397169,-0.1921176,-0.46524864,-0.08535342
1966-02-01,0.68195975,0.56883013,0.9255786,-0.12354548,-0.86221445,-0.17012815
1966-03-01,0.20571622,0.32260713,0.44022125,-0.13642082,-0.6379808,-0.1854629
1966-04-01,-0.00607605,0.42112526,0.54973406,-0.17461291,-0.35385513,0.07566075
1966-05-01,0.15985687,0.092731476,0.22249761,-0.02546134,-0.05048871,-0.21844693
1966-06-01,0.5986315,-0.039349366,-0.052080058,-0.18416095,-0.7908936,0.11197214
1966-07-01,0.31436107,0.20311227,-0.018662024,0.35805044,0.12050752,0.24014696
1966-08-01,0.3513958,-0.16043559,-0.09244213,0.09851813,0.17837425,-0.22018294
1966-09-01,0.59732944,-0.0076673506,0.43327713,0.3152291,0.02502737,-0.39305985
1966-10-01,0.54568344,0.08491945,0.5613074,0.32824913,-0.3636925,-0.4218486
1966-11-01,0.46004063,0.13584217,0.88868856,-0.40362054,-0.28832108,-0.30061775
1966-12-01,0.08636618,0.32926184,0.5652134,-0.61034954,-0.5831521,-0.763407
1967-01-01,0.11973362,0.47427207,1.063615,0.02514572,-0.27410525,-0.23680297
1967-02-01,0.15337238,0.44729453,0.8256464,0.058784414,-1.1577034,-0.064279854
1967-03-01,0.8364705,0.31307283,0.70291513,-0.11440482,0.07893429,-0.07377194
1967-04-01,0.509576,0.2429645,0.60183257,-0.13422164,0.05528736,-0.30191547
1967-05-01,0.41049176,-0.13322248,0.1552042,-0.0947545,-0.09042482,0.2721069
1967-06-01,0.26527926,0.22930923,0.22614518,0.101582155,-0.24562892,0.062614575
1967-07-01,0.38251504,-0.32806033,0.058451366,0.16336408,0.2048296,-0.072772786
1967-08-01,0.3252294,-0.30641165,-0.009325599,0.37135765,-0.12173204,-0.28309777
1967-09-01,0.37302297,0.50957596,0.54554605,0.1621984,0.14771043,-0.17202352
1967-10-01,0.45728612,0.116736196,0.6144887,-0.4987517,-0.4912579,-0.4694427
1967-11-01,0.18401356,0.24712773,0.7958378,0.04046633,-0.5457126,-0.10907592
