,abs_vo850_cluster1,abs_vo850_cluster2,abs_vo850_cluster3,abs_vo850_cluster4,abs_vo850_cluster5,abs_vo850_cluster6
1965-01-01,2.9485325979191292e-05,-5.0437829881759725e-05,5.915842565848859e-05,-3.3921040961481263e-06,9.596016147545109e-05,-8.229672120772612e-05
1965-02-01,2.8561748642703643e-05,-4.9895265245413974e-05,5.943710256521287e-05,-3.346328950522925e-06,9.830570541376715e-05,-8.140065340640827e-05
1965-03-01,2.840389083523649e-05,-4.917838282830482e-05,5.924291469671257e-05,-4.605446475779457e-06,0.0001004037231362682,-8.13691866138875e-05
1965-04-01,2.8546173780341633e-05,-4.660363981521895e-05,6.144789268542823e-05,-5.380446175533463e-06,9.735525651473954e-05,-8.323534215404321e-05
1965-05-01,3.0690093058417674e-05,-4.4802437863290116e-05,6.156838225364031e-05,-7.77590837681534e-06,9.783898532165851e-05,-8.371223807163863e-05
1965-06-01,3.223366191602893e-05,-4.472579010742719e-05,6.321782251952307e-05,-1.0009884643229116e-05,9.940924604765568e-05,-8.375929731029303e-05
1965-07-01,3.2507222217130214e-05,-4.411158730550173e-05,6.441752309060642e-05,-1.0077169452931298e-05,9.832215546272777e-05,-8.401261960234608e-05
1965-08-01,3.3144857232250665e-05,-4.446076712591331e-05,6.385013029154929e-05,-9.388906474397318e-06,9.830351464554219e-05,-8.511465821184562e-05
1965-09-01,3.286082039604602e-05,-4.5675102702934176e-05,6.341777269522552e-05,-8.854282331067613e-06,9.624436410430009e-05,-8.338533464093115e-05
1965-10-01,3.241738758118014e-05,-4.6560313716427735e-05,6.143925188184724e-05,-7.593467647624738e-06,9.311902373169346e-05,-8.316137911382207e-05
1965-11-01,3.1498587670341164e-05,-4.7895808187345594e-05,6.043941548909215e-05,-5.451564890136514e-06,9.275165571017324e-05,-8.347410218590447e-05
1965-12-01,3.0796921884157386e-05,-4.849584030690088e-05,5.921627628535977e-05,-4.665128876806149e-06,9.421036416754958e-05,-8.21006763919579e-05
1966-01-01,2.9021046748780888e-05,-5.0515326918742396e-05,5.81265074138469e-05,-2.701381856418377e-06,9.722835024634897e-05,-8.042176555201049e-05
1966-02-01,2.8839476679835215e-05,-5.0045805131987094e-05,5.9103922165372465e-05,-3.169300437481824e-06,9.64616718182725e-05,-8.135365365129362e-05
