,mgv50GLB_cluster1,mgv50GLB_cluster2,mgv50GLB_cluster3,mgv50GLB_cluster4,mgv50GLB_cluster5,mgv50GLB_cluster6,mgv50GLB_cluster7,mgv50GLB_cluster8,mgv50GLB_cluster9,mgv50GLB_cluster10,mgv50GLB_cluster11,mgv50GLB_cluster12,mgv50GLB_cluster13,mgv50GLB_cluster14,mgv50GLB_cluster15,mgv50GLB_cluster16,mgv50GLB_cluster17,mgv50GLB_cluster18
1980-01-01,-0.3006104,-0.026274782,-0.030990768,-0.123828314,0.012531054,0.021289313,0.00821929,-0.3295801,0.21720485,-0.03570675,-0.15225899,0.27837792,-0.030317057,0.005659199,-0.05120214,0.24496181,-0.104964375,0.014821673
1980-02-01,-0.58774674,0.036919437,-0.1307002,-0.050797917,0.037323665,0.039749034,-0.10105686,-0.309234,0.5108088,-0.016169107,0.045947183,0.088660546,-0.0066023828,-0.06117308,-0.06117308,0.030317057,0.22569363,0.023175716
1980-03-01,-0.14255753,-0.023310447,0.27298826,-0.08583096,0.037323665,-0.03382036,0.09162488,-0.1519895,0.0013474226,-0.07478207,-0.10994985,0.008623516,-0.0017516613,0.020750355,-0.16330786,0.2635563,0.046890356,-0.056052864
1980-04-01,-0.080576,-0.0021558763,0.17004499,0.0051202117,0.021289313,0.0060634078,-0.115474306,-0.16128674,0.011587858,0.17907277,-0.13002649,0.28201598,0.024388384,-0.2468482,-0.12733164,0.080845475,0.08030651,0.07410836
1980-05-01,-0.031260252,-0.04163543,0.14983363,0.0070066093,0.18634884,-0.024388384,-0.14889042,-0.0662933,0.030047577,0.20278743,-0.12800534,0.1325866,0.08515725,-0.095128186,-0.14821672,-0.027352726,0.015899623,-0.0013474226
1980-06-01,0.023445189,-0.034359336,0.08731313,0.033685613,0.14417443,-0.026813751,0.15145051,-0.057400294,0.050393682,0.06481111,-0.023714686,0.037862636,-0.021289313,-0.055513896,-0.019402921,0.003907514,-0.079632804,-0.2657121
1980-07-01,0.007276094,-0.1986104,0.122076675,0.021828283,0.30667382,0.027352726,0.12423253,-0.05874772,0.026274782,0.17247038,-0.043521833,0.04392605,-0.0679102,0.07532108,-0.08165393,0.02290622,-0.029643338,-0.2785127
1980-08-01,0.05281905,-0.005793917,0.033820353,0.038266867,0.2452313,0.0036380528,0.08057599,-0.06561957,0.027352715,-0.048103057,-0.024523115,0.0074108364,0.037727892,-0.049181003,-0.17058396,0.042309128,-0.03233819,-0.23741622
1980-09-01,0.061442573,-0.033685625,0.08259713,-0.00525496,0.11641749,0.074243106,0.18176755,-0.11304893,0.033416133,-0.16330788,-0.09122064,0.10173056,-0.0697966,-0.061846793,-0.023445189,-0.060634114,-0.01819023,-0.06764072
1980-10-01,-0.24321017,-0.02573582,-0.095936656,0.0103751775,0.09822725,0.0061981557,0.10456018,-0.17570417,0.08259714,-0.17085342,-0.1557623,0.24038057,0.04001851,-0.22677156,0.1149353,-0.022771478,0.08866054,-0.034089845
1980-11-01,-0.21060248,0.0064676404,0.03813212,-0.13703309,-0.08111497,0.064137414,0.10994985,-0.26436472,0.04756409,-0.008084548,-0.10469492,0.15050736,0.011318361,-0.27649155,0.16101727,-0.017516518,0.1595351,0.29171744
1980-12-01,-0.2739314,-0.017786002,0.10523387,-0.07114403,0.009566712,0.03247294,-0.034763563,-0.34062895,0.32499883,-0.0,-0.21936063,0.14848623,0.057130806,0.042713355,-0.067910194,0.17179665,0.20292215,-0.101461075
1981-01-01,-0.35270977,-0.045656394,0.30282602,0.03663788,-0.015782451,0.057352353,-0.052843094,-0.431763,0.31015348,0.033537723,-0.05072937,-0.017755222,0.022687245,-0.11301365,0.030860424,0.24279623,0.3951251,0.038187884
1981-02-01,-0.18544392,-0.050024796,-0.019164372,-0.09413109,0.049742937,0.0007045746,-0.046924688,-0.17276153,0.15430173,0.037624262,-0.16980234,0.00915947,0.052279375,-0.07961683,-0.022264576,0.17402983,0.12625961,0.008173084
1981-03-01,-0.14429674,-0.0071866987,0.10681343,-0.02663288,-0.035651397,-0.037060548,0.13668737,-0.10033135,0.06172075,-0.0059184553,-0.112168215,-0.031846713,0.09089003,-0.0046502114,-0.012682343,0.18812123,0.19826713,-0.027337503
1981-04-01,0.0343832,0.00028181076,0.2463191,-0.058197785,0.10977264,-0.06778002,-0.019728089,-0.048615646,0.06341167,-0.18614845,-0.14260583,-0.062284373,0.013950539,0.031001234,-0.05270214,0.087367155,-0.031846713,-0.041428946
1981-05-01,0.003663826,-0.02916937,0.04058342,0.015077877,0.12315955,-0.057915974,0.033396818,0.006622982,0.009582234,0.07341661,-0.10131769,0.06792097,0.012400532,-0.1231596,-0.031001281,-0.050729323,0.10709534,0.0514339
1981-06-01,0.09074917,0.046220016,0.028887559,0.03241043,0.22306815,0.050024796,0.08328061,-0.035933305,-0.04156985,0.04988389,-0.08948092,0.0022546768,0.027760219,0.0056365966,-0.09272194,-0.009441281,0.11752291,-0.23814602
1981-07-01,0.01423235,0.019728089,0.08257608,0.055943202,0.2644971,0.08187151,-0.1472559,-0.026914692,-0.0,-0.19573069,0.106672525,-0.040724374,-0.0021137237,-0.044106342,-0.067075446,-0.033255912,-0.040724374,-0.18685313
1981-08-01,-0.017896175,0.03635607,0.035087775,0.020573521,0.028464794,0.12513237,0.09060822,-0.02606926,0.028182935,-0.064538956,-0.031564903,0.06327076,-0.06749821,-0.124145985,-0.11710014,-0.03832879,0.018882561,0.06552534
1981-09-01,-0.020432662,-0.014936924,-0.028746605,0.013950634,0.20629926,0.0986404,0.22856379,-0.03663788,0.006904793,0.07919411,-0.0014091491,0.14119664,-0.03128309,-0.23687783,-0.06763916,-0.012964154,0.03480587,-0.11963668
1981-10-01,-0.009441281,0.013386965,-0.055097677,0.005354786,0.09131279,0.03114214,0.19432154,-0.057634164,-0.021559954,-0.19178514,-0.08567615,0.17177515,-0.027619267,-0.01521883,-0.028605748,-0.04030166,-0.07285295,-0.0700346
1981-11-01,0.032269478,-0.017332459,0.23025474,-0.012823296,0.030578518,-0.048897456,-0.036637783,-0.19361696,0.03691969,-0.09187651,-0.014091492,0.24575539,0.029732991,-0.088917255,0.16134743,0.13908295,-0.021559954,0.06890736
1981-12-01,-0.20277643,0.0033820153,0.064539,-0.009723139,0.012118673,-0.0008455276,-0.051152088,-0.28647986,0.14570594,-0.009582186,-0.117382005,0.35003242,0.073416665,-0.04720645,0.027619362,0.15979747,0.01690979,0.040442564
1982-01-01,-0.39518985,-0.049631596,0.1430401,-0.118556954,0.039518975,-0.038188387,-0.11562963,-0.18641786,0.33996972,0.00093140604,-0.051228285,0.12334709,0.01596725,-0.030470897,-0.0667964,0.25627464,-0.05921192,-0.034728788
1982-02-01,-0.23471884,-0.0007983685,-0.09101343,-0.09287624,0.013439107,0.010777903,-0.05003078,-0.087021634,0.17590606,0.0043910025,0.04377692,-0.026345992,0.06546581,-0.06440129,-0.035793304,0.17018446,0.0894167,0.0775743
1982-03-01,-0.086356305,-0.013306069,0.11296842,0.069723725,0.03259983,0.020491337,-0.013572169,-0.22873107,0.13518953,-0.055885434,-0.092610165,0.1434393,0.0037256717,-0.06426823,-0.064002134,0.26212928,-0.23392043,-0.017031765
1982-04-01,0.116827205,-0.007584429,0.17284565,0.11602881,0.0380553,0.0050563095,-0.008116722,-0.062006235,0.02208805,-0.065598845,-0.21409445,0.082497574,0.04723649,0.06227231,-0.1760391,0.13625403,-0.07903798,-0.11190393
1982-05-01,0.00226202,-0.0055885315,0.08316286,0.004257941,0.221945,0.008515882,-0.17909952,-0.00093142985,-0.05322423,0.08502569,-0.11363373,-0.0022620677,-0.0069191456,0.044442225,0.08555794,-0.0412488,0.026612114,-0.15780982
1982-06-01,-0.030071687,-0.03765614,0.08728771,0.0071852445,0.28301978,-0.004790187,-0.09673502,-0.018628502,0.008515882,0.07531233,-0.13412504,0.071985744,-0.009846473,-0.042845488,-0.15847512,-0.02621293,0.04311161,-0.18561944
1982-07-01,0.00412488,-0.010245633,0.114565134,0.017297888,0.10338807,-0.09314239,0.007717514,0.023152541,0.0053224326,0.14304009,-0.068260096,-0.031003093,-0.024616217,0.04377694,-0.1727126,0.045772813,-0.03752308,-0.21436056
1982-08-01,-0.018096257,-0.018362379,0.069723725,0.031934522,0.2584036,0.0026612282,-0.13053241,-0.04204712,0.0586797,-0.05295811,0.025015403,-0.073981665,0.001596737,-0.10352111,0.01051178,-0.01876154,-0.024616193,-0.11895616
1982-09-01,-0.029140282,-0.022620296,-0.049631596,0.010644841,0.22141275,-0.018229295,0.014902783,0.015701126,-0.023152541,-0.23258987,-0.018229317,0.017031765,-0.03672471,-0.08941672,0.05921192,-0.0412488,0.00039918424,-0.12441163
1982-10-01,-0.0007983685,-0.03446269,0.012906885,0.008515859,0.13851604,-0.008382797,0.39505687,-0.20211896,-0.03299904,0.026878262,-0.041514874,0.22420707,-0.028741097,-0.21276383,0.1552817,0.029539442,-0.19879249,-0.40862894
1982-11-01,-0.1434393,-0.007983637,-0.0037256957,0.028874159,-0.0021289825,-0.022487234,0.17324486,-0.15887427,0.09327545,0.10471864,0.005322409,0.09646888,0.025414562,-0.1434393,0.07517924,0.06506662,0.01503582,-0.09487216
1982-12-01,-0.13891521,-0.03965204,0.023285579,-0.05295811,0.06373601,0.0333982,0.0046571256,-0.28474966,0.042978574,-0.086090185,-0.33704242,0.40729827,0.026745152,0.035926342,0.01596725,0.12348018,0.18415582,-0.116427995
1983-01-01,-0.15627137,0.010865224,0.06653269,-0.052716423,0.06130128,-0.032595646,-0.047350883,-0.22441368,0.21113396,-0.0057679564,-0.14500368,-0.06988616,0.044399835,0.0634475,0.058752656,0.17089242,0.21958467,-0.06666682
1983-02-01,-0.15788098,-0.024815619,0.25821656,-0.01703558,0.023742512,0.038095318,-0.06411817,-0.43957177,0.18202591,0.11146907,-0.29389736,-0.13722372,0.042387754,-0.094165206,-0.11294458,0.17384347,0.16874619,0.13132158
1983-03-01,0.070690975,0.06371577,0.122736715,0.009389711,-0.013145572,0.03272979,-0.07927583,-0.52300584,0.21462151,0.0250839,-0.10516455,0.008987283,0.073910296,-0.041314654,0.03568084,0.052984692,0.22307229,0.08034895
1983-04-01,0.1321264,0.024681479,0.075654104,-0.07605651,0.04413156,-0.025754586,0.19101313,-0.026291132,0.039973266,-0.1391016,-0.06237439,0.12166359,0.15211302,-0.02132802,-0.124346375,0.034339428,-0.018511128,-0.10811561
1983-05-01,-0.005231398,-0.048021577,0.07431272,0.10731079,0.19114733,0.059289206,0.07417858,0.0067069293,-0.0052313926,0.105432846,-0.06452061,0.08222689,0.065861985,-0.14245507,-0.13480921,0.024279058,0.01770628,-0.15533236
1983-06-01,0.03997326,-0.037827052,0.14755233,-0.024010783,0.09510418,0.062776804,0.17209968,-0.07632479,0.004426575,-0.011804188,-0.06505716,0.02280354,-0.047216743,-0.09832354,0.0061703683,0.09631141,0.027632523,-0.26156998
1983-07-01,0.08088549,0.046814322,0.12595601,0.012609014,0.07484926,0.02548631,-0.017303873,0.044533968,0.016767312,-0.008316586,-0.03554671,-0.019450068,0.011804188,-0.14218679,0.14902785,0.039034296,-0.028705638,-0.15788095
1983-08-01,0.010060394,-0.08008067,0.094165206,0.017840415,0.17062414,0.10194524,-0.034741856,-0.029644608,0.015694201,0.00026826857,0.015425945,-0.043460846,-0.027766665,0.016633177,-0.012340737,0.023205955,-0.028571496,-0.18162349
1983-09-01,0.01757214,-0.029510468,-0.044131555,0.0002682805,0.267338,-0.012877291,0.024681497,-0.053118836,-0.013950402,-0.100335576,0.05486263,0.027766664,0.01247488,-0.111871496,-0.10932286,0.114151835,-0.1087863,0.08249514
1983-10-01,-0.10892043,-0.019584218,0.022803545,0.014621091,0.1484913,0.012206608,0.06934965,-0.10731077,0.09953074,-0.22441366,-0.045472942,0.25016826,-0.007780033,-0.023071814,0.02079146,0.034876,0.1436623,-0.14071126
1983-11-01,-0.07203236,-0.018779386,0.35332075,-0.086116895,0.12917535,-0.014621091,-0.025218034,-0.018242836,0.042924307,-0.07967825,-0.10301836,0.21877989,-0.004560709,-0.047619157,0.046143632,0.08316585,0.028839778,0.04989953
1983-12-01,-0.34768695,-0.0072434754,-0.06626441,-0.091750704,0.09000691,0.018913519,0.059557486,-0.32998067,0.23970544,-0.05459436,-0.08987276,0.09631147,0.023474228,-0.0010730982,-0.027364254,0.33963862,-0.06881303,-0.14540611
1984-01-01,-0.30443907,0.008887744,-0.017775536,-0.04669392,0.07189802,-0.013132667,0.078663334,-0.19805121,0.4128167,0.015520429,-0.20547979,0.08396945,0.011673475,-0.016846955,-0.051204134,0.23081656,0.2487247,-0.07441845
1984-02-01,-0.15865318,-0.021224523,-0.1110307,-0.09842865,0.06513272,0.0050408365,0.0042449236,-0.15666342,0.01764288,-0.003581643,0.15918383,0.072561264,-0.044704128,-0.06579594,-0.042183686,0.23957166,0.14843893,0.013132667
1984-03-01,-0.07892865,0.012071443,0.008224487,-0.14618382,0.020030642,-0.00079591275,0.14326544,-0.09988785,0.14804097,-0.088214375,-0.48643932,0.095112324,0.040857174,0.020030642,0.003581643,0.16555123,0.18266344,-0.14724502
1984-04-01,0.07441845,-0.03754084,0.08503072,-0.014724493,0.097500086,-0.0053061247,0.08251028,-0.18253079,0.018571448,-0.06407146,-0.10413275,0.07123475,0.0076938868,0.081449054,-0.08436742,0.14498994,0.03289797,-0.03886739
1984-05-01,0.050275564,0.0041122437,-0.0050408123,-0.00212245,0.06102047,-0.047224544,0.10824499,0.02082653,0.0031836748,0.055581678,-0.00689795,-0.005969405,0.040459227,-0.36439833,-0.16873483,0.04125514,0.15626545,0.18372464
1984-06-01,0.07083678,-0.019897986,0.13132668,-0.02401023,0.22577572,-0.005704069,0.12893891,-0.038336754,-0.0019897937,-0.07906129,-0.07481639,-0.024142873,-0.012336755,-0.20402059,-0.007163286,0.005438781,0.02401023,-0.10744908
1984-07-01,-0.019632673,0.019897986,0.18438792,0.02454083,0.071632706,0.029316355,0.10930624,-0.01724491,0.009153056,-0.005438781,-0.03793881,-0.040193915,-0.02891841,-0.120051146,0.05505109,-0.0476225,0.024142861,-0.26557168
1984-08-01,-0.008622455,0.001061225,0.1264185,0.02401023,0.04974494,-0.068449065,0.12336745,-0.04377556,0.010744929,-0.118193984,-0.040857174,-0.04218371,0.004642844,0.016581655,0.082642935,0.01087755,0.0061020376,-0.08224497
1984-09-01,0.026000023,0.01883676,-0.04855106,-0.010346961,0.19460222,0.024673486,-0.12230624,-0.019632673,0.05425515,-0.2718064,0.004377556,0.065132715,0.009683681,-0.07375517,0.0892756,0.0019897937,0.038336776,0.00703063
1984-10-01,0.064734794,-0.003448987,-0.08290825,-0.030377578,0.122836865,0.035949014,0.09922459,-0.012867403,-0.022816349,-0.14233688,-0.18982671,0.23877577,-0.0029183864,-0.41785756,-0.089010336,-0.12217357,0.06592862,0.17802058
