,mgu200GLB_cluster1,mgu200GLB_cluster2,mgu200GLB_cluster3,mgu200GLB_cluster4,mgu200GLB_cluster5,mgu200GLB_cluster6,mgu200GLB_cluster7,mgu200GLB_cluster8,mgu200GLB_cluster9,mgu200GLB_cluster10,mgu200GLB_cluster11,mgu200GLB_cluster12,mgu200GLB_cluster13,mgu200GLB_cluster14,mgu200GLB_cluster15,mgu200GLB_cluster16,mgu200GLB_cluster17,mgu200GLB_cluster18
1980-01-01,0.6664955,-1.1921966,0.068877414,4.3967104,-1.0210148,0.83632696,-0.3214302,2.5788727,-0.49058685,-2.838178,-0.190765,1.8110855,-3.2845337,1.027092,-3.9479911,0.18164825,2.4698157,-0.105680086
1980-02-01,-0.5837749,-0.7039734,0.56149065,3.7849126,0.4703285,0.7353737,-0.63171846,2.6896172,-0.8856224,-3.0184758,-0.40989152,1.6966267,-5.011885,1.3691185,-3.0340073,-0.07833099,2.182486,-2.9877505
1980-03-01,0.33358535,-1.3464969,-0.28057632,3.308844,-0.79310954,0.50578004,-0.52266234,2.1335297,-0.74921685,-1.90326,-0.061450195,0.94133264,0.84510577,0.8657015,-0.9413322,-0.34000054,2.1068559,-0.9136461
1980-04-01,0.80729026,-2.1851876,0.25120202,3.2845337,-0.8967644,-0.20899734,-0.41326752,0.77150077,-2.5957541,0.0074279783,-0.82045823,0.5800606,3.019151,1.6942631,-0.20494613,-0.35114288,2.046081,1.8097351
1980-05-01,2.078832,-2.717979,0.2829399,2.3030229,0.6519772,-0.49024886,-0.24512443,1.238115,-3.0299556,-0.9717201,-1.2144806,0.42002028,2.6619315,1.3475097,0.36701164,1.0213524,2.2689214,-0.63880956
1980-06-01,2.1882262,-1.8772625,0.14450875,1.091243,1.0790882,-1.3586518,-0.42576066,1.5193672,-3.3483474,1.947491,-1.5136273,-0.3491165,1.2040138,1.1648483,1.7702316,1.0780754,0.8059395,0.8761681
1980-07-01,3.4827266,-2.422884,-0.10601807,0.55304945,2.4904113,-1.3535874,-0.03612747,2.1315033,-2.5667176,2.387432,-1.1651863,-0.21068497,0.3582329,0.74786645,2.6501136,1.2570232,0.5408943,0.18941422
1980-08-01,1.2999032,-3.0978208,0.26639557,0.59052736,1.1803795,-0.86806566,-0.08575974,3.3081684,-2.8726163,0.39571077,-1.234739,0.15159912,-0.46222535,0.9214115,1.7705692,1.3083439,0.8133675,1.0078468
1980-09-01,0.59559214,-1.2367649,0.15497589,0.9599026,-0.22891769,-0.9730698,-0.45581055,2.0187325,-2.0791695,-1.3201611,-0.87650603,0.036801912,2.952299,1.1786915,2.7139275,0.9001404,1.1405385,-1.4538654
1980-10-01,1.1101509,-1.3562886,0.032075502,2.7551188,-0.16713028,-0.2815895,-0.25289002,2.498177,-3.1899955,-0.56419164,-1.3005784,0.29779586,2.4698155,0.32649535,-0.5955917,1.6898737,2.2334695,-0.95787656
1980-11-01,-0.630706,-1.6797445,-0.027010346,3.4182382,-1.4288803,0.26268196,-0.5844501,1.7283642,-2.9631035,-0.4764061,-1.073011,0.7070122,0.24276122,0.21271133,-1.8752365,0.68540347,1.6554348,0.7735268
1980-12-01,0.6762873,-1.0223656,-0.11952362,4.1144457,-2.526876,1.017976,-0.9899521,0.4139431,-1.7013534,-2.8739674,0.26335716,1.5872322,-4.165429,0.86874044,-3.6485062,0.7600212,2.2955947,-1.5217304
