,zgv200GLB_cluster1,zgv200GLB_cluster2,zgv200GLB_cluster3,zgv200GLB_cluster4,zgv200GLB_cluster5,zgv200GLB_cluster6,zgv200GLB_cluster7,zgv200GLB_cluster8,zgv200GLB_cluster9,zgv200GLB_cluster10,zgv200GLB_cluster11,zgv200GLB_cluster12,zgv200GLB_cluster13,zgv200GLB_cluster14,zgv200GLB_cluster15,zgv200GLB_cluster16,zgv200GLB_cluster17,zgv200GLB_cluster18
1980-01-01,-0.09211023245845829,0.2617209468724741,0.06058908210187092,-1.9136902231436508,0.18604764633852502,-0.1355225076886811,0.45601328602060676,-0.012271211793025335,0.10408878039855222,-0.5081391837912649,0.16797353617019123,0.3844908692620017,0.10495668322574801,0.5645229036991413,0.39079048885748935,0.25443583471726067,-0.5182809041192135,0.28448855435406717
1980-02-01,-0.32302507677593745,0.23223516212902298,-0.17668577398816845,-1.7652926536706777,-0.07898102554938068,-0.029747495569143273,-0.3114756429567933,0.5142680803934733,-0.14741986703414184,-0.3667814946678001,0.5936655181425589,0.2837173810059374,-0.044374507132584486,0.8307541104463431,0.492068723990367,0.32809835488665595,-0.32753994067509973,0.2344599660531974
1980-03-01,0.4008958602810765,0.29408036845257773,-0.024916485946003042,-0.6259873509407043,0.0018310834370229554,-0.025501601204049817,0.008253933629021049,-0.005717281873027484,0.08343264747124451,-0.34396882077782714,0.004511009211893435,0.5951288748871196,-0.3286961011770295,0.37955145423228925,0.04253194380838137,0.09197853314243767,-0.26092488939563435,-0.31801903689349137
1980-04-01,-0.371226789178075,0.3301733372634246,-0.15056903004887842,-1.6292126132891729,-1.0123695368352144,0.023970159034319462,-0.19043798092752695,-0.17847192287445068,-0.35107872233941,-0.1431154109753897,2.0304123560587564,0.8581566539677706,0.168584747527673,-0.3451842929308231,-0.7296299132016989,0.15458119140095908,0.03767665815151607,-0.010892953493712861
1980-05-01,-0.5345277421109311,0.18307360287558228,0.050819092581136864,-0.9224616564237154,0.2481941700629566,0.068058287765257,-0.17270475800614804,0.3481343587239583,1.7705603287770197,-0.024725828541446327,-0.0760873986615075,0.04070878706195138,0.31543847748903725,-0.03713910969404074,1.1480119365912218,-0.04775022788049832,-0.5731456447392702,-0.8631512706662401
1980-06-01,0.3157910395849932,0.1610758920392563,-0.17208262599837454,0.38034941714543563,0.05386367379485265,0.15512948649695016,0.09496879356447607,0.2182689110438029,-0.6249628961086273,-0.07941973001933916,0.21101446753298794,-0.23935697972774506,-0.46121062544303215,-0.9579792848000159,0.4631151660130574,-0.026945243127108234,0.18764816535015902,-0.17911582081406205
1980-07-01,0.15338583438246098,0.13045203370609113,-0.11193453708194438,-1.4040832336132343,-0.3913240426260492,0.14925665603930416,0.05385852236940991,-0.010766239215930304,-0.04813366283017855,-0.06596667749267393,0.5340349481061653,0.6728549572554502,-0.019048027149060877,-0.536189812880296,0.814066999233686,-0.06166670265310916,0.11121474284057817,-0.22985692377443664
1980-08-01,0.5707705074602418,0.07399213628015963,-0.08157289928368797,-0.27201674305475676,0.12932834822846495,0.10629528709192337,0.23716307459835662,0.5331926743189493,-0.486273834338555,-0.10880197196369437,-0.20321109504611404,0.057906115596944634,-0.3040840228398641,-0.8258947271567124,0.461153772014838,-0.10442472547803024,0.09784218079100053,0.3293944729699029
1980-09-01,0.8240965035584595,0.25959572187834296,-0.1308291307429869,-1.0865080815095167,-0.32301541093898856,0.07166331330892062,0.5559715093113482,-0.3462608257929484,-0.6323963403701782,-0.024669464041198283,-0.17204486626993726,0.23337191140109842,-0.336333406649954,-0.7833938873731173,0.6353382307749528,-0.0610077058360593,0.13444841218491396,-0.17312820310945862
1980-10-01,0.8789625790742066,0.16833977157444144,-0.14288197910213413,-1.0004576582175035,-0.6319904942875323,0.02055176694871385,-0.34474327112548053,0.3434494336446126,-1.447749940248636,-0.23203493594665675,0.7649713644274958,1.1528620665723628,-0.20131124713556553,-0.0854871730105235,-0.2008750461615049,0.073342724728768,0.40152808651328087,0.34366695233333255
1980-11-01,-0.4118795464704702,0.28769785718791446,-0.13429247576771236,-2.922677076779879,-0.2787411336928768,-0.09271143097228444,0.3333487780764699,0.8613929748535156,-0.06558880783044374,-0.5190418629179532,0.11780860109461677,0.7299595935778185,0.8169699005964326,0.3292184838881859,0.3388169866341811,0.14643783055960316,0.009308730174476903,0.7615636160344252
1980-12-01,0.4464042985492998,0.2937694482839031,-0.032656079627331955,-1.0112154942292433,0.09120644434638644,-0.11137703074033244,0.250050809700042,-0.02438352753718694,0.32919364479871893,-0.42086673503645095,-0.9715419124673913,0.6168195469812914,0.650982352776256,-0.7723538233683659,1.0739499559769263,0.3048577550033184,-0.21376824006438255,-0.014428656410287927
1981-01-01,0.7001240511198301,0.4015760894667296,-0.0652840789064923,-2.677479157081017,-0.09839421583582525,-0.17641398524400856,-0.652576144784689,0.46846258640289307,-1.4754745822686415,-0.2953390792841646,0.5921079052819146,0.8699610829353333,-0.8167260546025222,0.13328398649509135,-0.45583027486617744,0.3290874143577602,-0.1843694675092896,-0.023451596958401762
1981-02-01,-0.1848688651178334,0.1692711694040072,0.07939173351100036,-0.8751159104017111,-0.006225976445104765,-0.06821644381335137,0.05175414771656506,-0.015451042602459589,0.9984788986352774,-0.37590330198492977,-0.19672514387854823,0.608684935353019,-0.04556431942354373,0.15004442861446968,0.08708734351855058,0.23347034233890168,-0.0029856649537881217,0.14368418006249414
