,zgv600GLB_cluster1,zgv600GLB_cluster2,zgv600GLB_cluster3,zgv600GLB_cluster4,zgv600GLB_cluster5,zgv600GLB_cluster6,zgv600GLB_cluster7,zgv600GLB_cluster8,zgv600GLB_cluster9,zgv600GLB_cluster10,zgv600GLB_cluster11,zgv600GLB_cluster12,zgv600GLB_cluster13,zgv600GLB_cluster14,zgv600GLB_cluster15,zgv600GLB_cluster16,zgv600GLB_cluster17,zgv600GLB_cluster18
1980-01-01,-0.005587683221039442,0.7010427040931506,0.21393252492515963,-0.027141008629567094,0.5911953108651298,-1.9776002718852115,-0.05407057702541351,0.05367071743109333,0.043977232953758105,-3.188323335988181,-0.06915489280057549,-0.2899494155177048,-0.2993266885451849,0.07492246585232872,0.5372502375394106,0.552418517569701,0.11143193580210209,0.09459549975064066
1980-02-01,-0.005666962292418617,1.1813403704227545,0.1650787748714194,-0.18420786493354374,0.46871189560209003,-2.4391788702744703,-0.2533633204606863,0.005972747249639968,0.0906158977479739,-1.1987553111144473,-0.08280197385474274,-0.27581606326358654,-0.34424624719672436,0.03180366860968726,-0.08882182883098722,0.3790981136262417,0.5352822318673134,0.09196427547269398
1980-03-01,-0.026452043271734015,0.6686896085739136,0.2946306037676843,-0.15357981125513714,0.611495886530195,-1.8832319057904756,0.1625363414104168,-0.014275128939258518,0.04495178814505613,-0.1817242508488042,-0.053739890445259,-0.01582861877977848,-0.1965014253696684,0.16195576531546457,0.4591742064803839,-0.285880733281374,-0.8744016289710999,-0.013738147552228637
1980-04-01,0.0033450827080135546,1.1067660191120245,0.1951849856082862,-0.23995623406436709,0.5657657980918884,-3.3373172466571512,-0.459406880232004,-0.04798985823099293,0.055665985030983606,-0.372849591076374,-0.12175882681000776,0.1493007343794618,-0.26733234771707437,0.17988129598753794,-0.1466365996748209,-0.22939906145135563,0.3636724129319191,0.6262679894765218
1980-05-01,-0.03037687801408355,1.4427660367427728,0.21253518795515125,-0.2097219435705079,0.6688307012830462,-2.766922345528236,0.31223906920506406,0.08609656022110981,0.03966379867302369,-0.15804489542331013,-0.05447238959951898,-0.21943220552722256,-0.27620263027222774,0.27600669860839844,-0.8124214597046375,0.4691898822784424,-0.5862007290124893,0.19508604374196795
1980-06-01,-0.0077450385672145515,1.8362225630344489,0.18835078695374077,-0.8331284754806095,0.19707815987723215,-2.234878448339609,-0.11045002020322359,-0.26202293029472007,0.0871904930354614,1.6799644700118472,-0.1228371730810045,0.1487686580990807,-0.2740251589875195,0.4462733439036778,-1.7786407843232155,-0.0444649369455874,-0.4493965581059456,0.02954523079097271
1980-07-01,-0.031451676216917746,1.590077540813348,0.20458569741362082,-0.9469304647710589,0.06931399128266744,-2.5801768669715295,0.018864116416527674,-0.37184167486518177,0.039778680379267524,2.013679913112095,-0.05894541745887804,0.5172815972140856,-0.10760516051758719,0.4384669916970389,-0.7552425377070904,-0.07080151699483395,-0.5056488141417503,0.36617178055975175
1980-08-01,-0.011777380919015897,1.4578675612425191,0.10789986258434459,-1.0917433434062533,0.11071840567248209,-2.2343344413317165,0.17106459690974307,-0.35695547043387565,0.04510107283171912,0.9192103786127906,-0.030413080313175963,0.5449392832815647,-0.23702457958822093,0.3956072841371809,-0.09498504805378616,-0.2577436777452628,-0.02175735542550683,-0.08522234857082367
1980-09-01,-0.005940924771077734,1.3945668171613643,0.2861659744339532,-0.8857820596959857,0.22118787680353438,-2.977779507637024,-0.016963473306252405,-0.3901442040258379,0.067541940730318,0.8045788854360579,-0.13878017707718276,0.44090545603207176,-0.25183326302312353,0.4718895299094064,-0.40739458054304123,0.3242308894793193,-0.6153080239892006,-0.0903061694569058
1980-10-01,0.0023894670483263075,1.145695264522846,0.23274442172163473,-0.3087182632750935,0.47558277845382696,-3.028881779083839,-0.2552233521754925,-0.04001558105002588,0.04188209930632977,-0.19124979153275487,-0.14609593279911384,0.3562345635145902,-0.291744376743696,0.167618850512164,0.07311165682040155,0.03286287343750398,0.5940242484211922,0.4325706097814772
1980-11-01,-0.004602426167278058,1.0879302636170998,0.24054126716903038,-0.036036807836757764,0.5079446094376701,-2.7912341631375823,0.19121813086362985,0.09468906461747724,0.07474228651041077,-1.8132186361721583,-0.1045451984329152,0.044118466653994146,-0.45056376009356247,0.06388635507651738,0.6814355030655861,0.5258601779739063,0.1690882258117199,0.007188437868737512
1980-12-01,-0.006205884800221878,0.18009209097960055,0.29288609445942526,-0.014980853949156074,0.4204698971339635,-1.8402211941205537,0.18804074479983401,0.12243460697024615,0.10772817621900198,-1.4863744378089903,-0.1391188152648629,-0.30658500535147526,-0.34609434519024845,-0.025828152894973755,-0.7451560348272324,0.9319015468160312,0.695788562297821,-0.16292603686451912
1981-01-01,0.013229663670642152,0.7940096732897636,0.22825099775011506,-0.4899240616295073,0.4936090537479946,-2.3192146649727454,0.004666862078011036,0.04262075578766082,0.09358163749404713,-1.1865104947771343,-0.1568396021878667,0.00663665123283863,-0.33357471062992156,0.0016040791358266557,-0.6716694682836533,0.0030757233616895974,0.2836090140044689,0.13006032548016971
1981-02-01,-0.017751974313210503,0.7853025045150366,0.1308221917299298,-0.13272199365827772,0.4995494229452951,-2.269450747049772,0.05677127494261815,0.07789723241507117,0.04062194720650396,-0.8303462394646235,-0.010858782705209504,-0.09426504672904099,-0.35975288949618683,0.10456612706184387,0.26800541672855616,-0.009082528413273394,-0.027366757858544588,0.178695201045937
1981-03-01,0.008102265922007156,0.9007402719595493,0.1491630343958665,-0.013243132788274024,0.5579881157193866,-1.2159530933086689,-0.1344812260224269,0.1352963440898639,0.026708301968246004,-0.8373094456536428,-0.07951665128117616,-0.32840739669544355,-0.2599362839651371,0.03476903374705996,0.0323399028275162,-0.2831983069578807,0.1557992771267891,0.2675189533167415
1981-04-01,-0.029493490194230688,1.3711036779941657,0.4004147168584345,-0.09386462883816825,0.7866877317428589,-2.039326612765972,0.05125566170765803,-0.006071255723042274,0.041520627387827636,-0.6433087268045969,-0.07515405520123926,-0.0800724939576217,-0.38060152398947195,0.29872916425977436,-0.35374730359762907,0.09579371350506942,0.1311757043004036,0.04568967140383191
1981-05-01,-0.0028610392696129397,1.6084458583440535,0.17172878881766335,-0.3150898963212967,0.6877553888729641,-2.2392353186240563,-0.2544061266458951,-0.17687790095806122,0.013359447916650724,-1.1666321328708102,-0.08693722920511437,-0.05703225199665342,-0.21344764538891406,0.368995121547154,-0.27398939710110426,0.19792546518146992,0.15163451433181763,0.40148811207877266
