,abs_vo500GLB_cluster1,abs_vo500GLB_cluster2,abs_vo500GLB_cluster3,abs_vo500GLB_cluster4,abs_vo500GLB_cluster5,abs_vo500GLB_cluster6,abs_vo500GLB_cluster7,abs_vo500GLB_cluster8,abs_vo500GLB_cluster9,abs_vo500GLB_cluster10,abs_vo500GLB_cluster11,abs_vo500GLB_cluster12,abs_vo500GLB_cluster13,abs_vo500GLB_cluster14,abs_vo500GLB_cluster15,abs_vo500GLB_cluster16,abs_vo500GLB_cluster17,abs_vo500GLB_cluster18
1980-01-01,0.00013280979423459783,-5.9374236290916464e-05,1.9260648293090304e-05,-6.867221468448828e-05,7.363224506064485e-05,4.002229492660839e-07,-5.949456006777982e-05,-1.382703350975282e-05,-9.295379782071496e-05,2.4354226938792622e-05,1.4976424108288231e-05,0.007442168862326071,0.00011503305480194588,0.00018042203155346214,4.554581864653627e-05,-9.75504670784013e-05,-3.7115001200268474e-05,0.00010444353689119321
1980-02-01,0.00013906285765688813,-5.817097065293804e-05,1.9557157577002874e-05,-7.02386624534088e-05,6.753049153253966e-05,8.967989899849155e-08,-5.80814416370742e-05,-1.307203768413495e-05,-9.47729510004285e-05,2.4653399422149106e-05,1.4692882189301703e-05,0.007027992978692055,0.00011596784073238571,0.00019333083764649928,4.335464843990941e-05,-9.764059017326016e-05,-3.681276831520046e-05,9.882719557820841e-05
1980-03-01,0.00013350592411555135,-5.726791173712645e-05,2.2932156236886323e-05,-6.623499428024988e-05,7.029090613218328e-05,-1.3617007122199455e-06,-5.776670601654009e-05,-1.639065695181253e-05,-9.540539549326875e-05,2.7880669954692282e-05,1.6128260881159593e-05,0.005863391197635792,0.0001097795482362724,0.0001746542693581432,4.679400351302561e-05,-9.975943335452246e-05,-3.54805524693802e-05,9.406813327117709e-05
1980-04-01,0.0001303706823450014,-5.61554035978052e-05,2.325287405747568e-05,-7.260804114343627e-05,6.816506615467758e-05,-1.6765330073860452e-06,-5.8337406639390394e-05,-1.40016183920395e-05,-9.87652206159372e-05,3.244546537003136e-05,1.3710424520064585e-05,0.005121873618918471,0.00010681663601038356,0.0001650072750635445,5.265617603164326e-05,-0.00010181656099596857,-2.982416225387459e-05,8.945368802937684e-05
1980-05-01,0.00012832029991454764,-5.156285233199536e-05,2.56282564313969e-05,-7.35173407651862e-05,7.144132636099758e-05,-2.9021461889131637e-06,-5.927396710685039e-05,-1.1598294005690715e-05,-9.9640099479511e-05,3.547707124106936e-05,1.0897240051212123e-05,0.004146028368268162,0.00010105503477259642,0.0001557076582685113,5.2173965479653145e-05,-0.00010294674850217012,-2.7558217970091483e-05,9.06084220102099e-05
1980-06-01,0.00012432790112767173,-4.9274755633854787e-05,2.962845600622303e-05,-7.858690641233294e-05,6.783547897425687e-05,-4.562674216064395e-06,-6.205119481726623e-05,-1.3378770303018894e-05,-0.00010523117352294224,4.138348731735796e-05,1.0582231777887562e-05,0.0027146204956807196,9.488078325779902e-05,0.0001526468724478036,5.328001154148191e-05,-0.0001091757247267624,-2.1906302468518595e-05,8.44147005376545e-05
1980-07-01,0.00011859999312726773,-4.7543856272844034e-05,2.9892823501565568e-05,-7.584618235367985e-05,7.312998631540452e-05,-2.3222627951719604e-06,-5.947195281772568e-05,-1.3646775654263832e-05,-0.00010381776371685534,4.0343320811708026e-05,1.1075084401281672e-05,0.0020463168766582385,9.427132641172243e-05,0.0001467742200475186,5.5477330923181914e-05,-0.00011382313905475008,-2.275804925395258e-05,8.567506101085674e-05
1980-08-01,0.00012246158285007997,-4.953327135589423e-05,3.026656781298083e-05,-7.20821950328199e-05,7.109515821691758e-05,-2.862783961606622e-06,-5.855330076564892e-05,-1.2655291848696416e-05,-0.00010256796361744487,4.130514380998672e-05,9.242526424509575e-06,0.002418368421785999,9.466029910577668e-05,0.00014418928767554462,5.6323592740397336e-05,-0.00010994624141033196,-2.555347736643443e-05,8.51461219383252e-05
1980-09-01,0.00012034259903568613,-5.147547092507154e-05,2.8125289375295962e-05,-7.261768178727506e-05,7.00249211720452e-05,-2.089118613034345e-06,-5.917489989856121e-05,-1.3495934728927898e-05,-0.00010102608348964627,4.3261650033238904e-05,1.011123664488681e-05,0.0030003631763975136,9.358956918327344e-05,0.00014057958615012466,5.502409397050057e-05,-0.00010411166304580571,-2.625040536628688e-05,8.51461746149414e-05
1980-10-01,0.00012543138973122455,-5.030364477104456e-05,2.9314374055625315e-05,-7.417149417038225e-05,6.74911130757449e-05,-2.7467272645003344e-06,-5.947667156833897e-05,-1.391535896481081e-05,-9.903112599090072e-05,3.657672114181176e-05,1.2539421129236682e-05,0.004323308530729264,9.913972785903348e-05,0.0001521823345683515,5.0042533149928265e-05,-0.00010713041449329563,-2.752226314591858e-05,8.762003148050465e-05
1980-11-01,0.00012900294642670504,-5.366456127423696e-05,2.789177685642514e-05,-7.090894686753282e-05,6.31213997355292e-05,-1.3035220353159152e-06,-6.135289275162193e-05,-1.4776098298072514e-05,-9.621239853232439e-05,3.421444355216402e-05,1.5532116721698245e-05,0.004784372868016362,0.00010620256782405906,0.0001576058624777943,4.753127176829175e-05,-0.00010457361407658172,-3.04481159968578e-05,8.598931159558643e-05
1980-12-01,0.00013015482542082525,-5.549936344299514e-05,2.2918749301744675e-05,-6.900458359176402e-05,7.13281212890887e-05,-1.3448406781476446e-06,-5.937890155176312e-05,-1.595767663594735e-05,-9.771868284977285e-05,2.7065013131773686e-05,1.5362858447187206e-05,0.00562162313144654,0.00011157187853111989,0.00017640652367845178,4.6284670908917254e-05,-9.803378340458213e-05,-3.186248420036633e-05,0.00010088125438159711
1981-01-01,0.00013725238147524642,-5.997845006034276e-05,1.9155663353189624e-05,-6.79146319600767e-05,7.154420353072816e-05,-1.1623493598478013e-07,-5.7950114585326666e-05,-1.404982806372966e-05,-9.203297034510828e-05,2.3756449643269355e-05,1.4533716160753709e-05,0.005192961180000566,0.00011612898217410677,0.0001872985507361591,4.644702951485429e-05,-0.00010117331333921001,-3.6850657664587375e-05,0.00010192877498699765
1981-02-01,0.00013663765093073214,-6.120300439189428e-05,2.045830655874483e-05,-6.948557579628381e-05,7.15696952592145e-05,1.203238589499856e-07,-6.112969345770042e-05,-1.338254624233987e-05,-8.953615165628301e-05,2.4524394007893468e-05,1.6137012474269737e-05,0.0067030880018137395,0.00011411278521538609,0.000182054698234424,4.598189056769434e-05,-0.00010111759925979676,-3.837240541003297e-05,0.00010066116489448934
