,abs_vo850GLB_cluster1,abs_vo850GLB_cluster2,abs_vo850GLB_cluster3,abs_vo850GLB_cluster4,abs_vo850GLB_cluster5,abs_vo850GLB_cluster6,abs_vo850GLB_cluster7,abs_vo850GLB_cluster8,abs_vo850GLB_cluster9,abs_vo850GLB_cluster10,abs_vo850GLB_cluster11,abs_vo850GLB_cluster12,abs_vo850GLB_cluster13,abs_vo850GLB_cluster14,abs_vo850GLB_cluster15,abs_vo850GLB_cluster16,abs_vo850GLB_cluster17,abs_vo850GLB_cluster18
1980-01-01,-4.8829363e-05,9.5638796e-05,-5.866216e-05,7.86979e-05,-2.0991398e-05,-7.1335126e-05,2.1236676e-05,7.7278255e-06,2.4831837e-05,0.00010848876,-9.3571885e-05,4.1776093e-05,-8.9999685e-06,2.0778207e-05,-3.326599e-05,5.992865e-05,9.358672e-05,-7.0577166e-06
1980-02-01,-4.405007e-05,9.110799e-05,-6.757467e-05,7.8913254e-05,-2.1339283e-05,-7.10535e-05,2.5129691e-05,1.0717989e-05,5.9504484e-05,0.00011824614,-9.3952905e-05,4.3548655e-05,-8.453289e-06,2.2277425e-05,-4.1300504e-05,5.7559708e-05,9.051373e-05,-6.593867e-06
1980-03-01,-4.6037992e-05,8.260134e-05,-5.331134e-05,8.056157e-05,-2.2258695e-05,-7.508732e-05,3.0505358e-05,4.936455e-06,6.0796636e-05,0.00010829825,-8.640709e-05,4.1047188e-05,-1.154285e-05,1.8011684e-05,-2.9977637e-05,5.6772828e-05,8.636394e-05,-1.0163845e-05
1980-04-01,-4.2517717e-05,8.105242e-05,-6.244749e-05,7.620471e-05,-2.2664562e-05,-6.928094e-05,3.0621322e-05,4.4311905e-06,6.7704656e-05,0.00010921767,-8.709458e-05,3.9423718e-05,-5.637072e-06,2.0140411e-05,-3.5386438e-05,6.2339e-05,9.1085254e-05,-8.233905e-06
1980-05-01,-4.342885e-05,3.7458987e-05,-5.665768e-05,7.174846e-05,-2.25983e-05,-7.526127e-05,2.5825462e-05,4.406343e-06,0.00012528808,0.00012373776,-8.466766e-05,4.404563e-05,6.124817e-05,2.0952146e-05,-3.3323973e-05,6.6016655e-05,8.257033e-05,-7.869452e-06
1980-06-01,-4.9417456e-05,3.7057544e-06,-5.835569e-05,7.5334996e-05,-2.2093036e-05,-7.5228134e-05,3.158215e-05,3.7519872e-06,0.00014056193,0.000116233365,-8.5595355e-05,5.1458923e-05,0.00010546284,1.7448438e-05,-3.1070995e-05,6.273659e-05,9.15988e-05,-1.0370919e-05
1980-07-01,-4.6112542e-05,1.4299709e-05,-5.394085e-05,7.01664e-05,-2.3964994e-05,-7.4366704e-05,3.0538493e-05,4.5305874e-06,0.00018093328,0.00013095226,-8.350804e-05,5.045668e-05,0.00010661417,1.4276047e-05,-2.7177979e-05,6.4169544e-05,8.876601e-05,-9.269281e-06
1980-08-01,-4.25757e-05,5.16804e-07,-6.0426442e-05,7.310687e-05,-2.4544808e-05,-7.7779296e-05,3.3536937e-05,9.68897e-07,0.0001727828,0.00013922698,-8.298621e-05,4.886634e-05,9.988838e-05,1.6379927e-05,-3.7059603e-05,6.642252e-05,9.11101e-05,-9.907069e-06
1980-09-01,-4.3064396e-05,2.945761e-05,-5.547321e-05,8.000661e-05,-2.2788807e-05,-7.058965e-05,3.762046e-05,1.6563877e-06,0.00012817056,0.00011260541,-8.065869e-05,5.15666e-05,6.741072e-05,1.5833255e-05,-3.313346e-05,6.4857035e-05,9.0455746e-05,-1.0660822e-05
1980-10-01,-4.897846e-05,6.837943e-05,-6.5843524e-05,7.709928e-05,-2.2904771e-05,-7.148422e-05,3.5003028e-05,-7.637142e-06,0.00011095021,0.000112795926,-9.1029004e-05,5.0597486e-05,3.424559e-05,2.2136614e-05,-3.7440623e-05,6.511381e-05,9.421623e-05,-1.1513972e-05
