,wGLB_cluster1,wGLB_cluster2,wGLB_cluster3,wGLB_cluster4,wGLB_cluster5,wGLB_cluster6,wGLB_cluster7,wGLB_cluster8,wGLB_cluster9,wGLB_cluster10,wGLB_cluster11,wGLB_cluster12,wGLB_cluster13,wGLB_cluster14,wGLB_cluster15,wGLB_cluster16,wGLB_cluster17,wGLB_cluster18
1980-11-01,-0.029068172,0.025744855,-0.028886378,1.0950073,0.023654103,-0.29654282,0.22127181,0.02129072,-0.0017980337,-0.040430725,0.03492576,-0.0117970705,0.16554981,0.1345073,-0.014978588,-0.054702103,-0.11551458,0.16573161
1980-12-01,0.009337306,0.049788,-0.004297793,0.7818096,0.015791237,-0.24645668,0.3977551,0.038061857,0.033425927,-0.051793277,0.03669834,-0.08292669,0.29735547,0.22804385,-0.068518996,-0.045339346,0.03983444,0.15309644
1981-01-01,0.03192389,0.060118735,-0.0057546496,0.60371506,0.015417099,-0.2566374,0.41803932,0.03382063,0.006651044,-0.07567781,0.03351307,-0.19799215,0.26604354,0.023209155,-0.12309641,-0.06281072,0.060426295,0.23692596
1981-02-01,0.007676363,0.0514552,0.0035240054,0.28372937,0.017826498,-0.12909418,0.5465565,0.03110367,0.022593975,-0.09197956,0.023670495,-0.2704273,0.34063166,0.19242936,-0.053429544,-0.026875198,0.028694332,0.16961718
1981-03-01,0.021671236,0.015775919,-0.038153112,0.62083703,0.0104445815,-0.15826303,0.40650505,-0.0077539086,-0.0020124316,-0.07588285,0.024388194,-0.14252526,0.08703196,-0.010932267,-0.034410894,-0.055223763,0.045662463,0.26645362
1981-04-01,-0.086084306,0.024234414,-0.019134402,0.8466008,-0.0058571696,-0.23536307,0.15808296,0.021722496,0.024131894,-0.07562655,0.020543456,-0.12135345,0.06821835,-0.06265694,0.019979537,-0.09397882,-0.10464162,0.15716022
1981-05-01,-0.06316954,0.015058279,-0.048508227,2.65594,-0.0028839111,-0.30123645,-0.055838883,-0.055377543,0.021671236,-0.019134402,0.03264159,-0.053788364,-0.016776264,-0.12545449,0.022645235,-0.015956044,-0.17292434,0.20939755
1981-06-01,-0.04076749,-0.0042167306,-0.006267309,1.4382309,-0.009240568,-0.30446607,-0.08234209,-0.04389459,0.039100766,-0.011957526,0.05078882,-0.13447684,-0.10951167,-0.2372598,0.025054634,-0.07537025,-0.2718113,0.3006975
1981-07-01,-0.037948072,0.002601266,-0.009496868,1.6196005,-0.013956785,-0.24561578,-0.08403379,-0.06450242,0.025105894,0.026746273,0.05027616,-0.05901724,-0.086699426,-0.42539626,0.015570879,-0.04066497,-0.19599289,0.07052517
1981-08-01,-0.08341855,0.0007557869,0.015519619,0.96917135,-0.020108402,-0.245462,-0.07644683,-0.047585547,0.017416358,-0.010727227,0.023004055,-0.057223022,-0.088647425,-0.20209318,-0.00513947,-0.048559487,-0.2718113,0.24507684
1981-09-01,-0.046919167,0.011572361,-0.021236181,1.274547,-0.029797137,-0.20885998,-0.013495445,-0.048354447,0.017262578,-0.037435353,0.041817725,-0.11781627,-0.030566156,-0.18968743,-0.048713267,-0.106384575,-0.23223609,0.29393077
1981-10-01,-0.035641134,0.029104412,-0.014469445,0.9464104,0.020594716,-0.30205673,0.14552343,-0.04087001,0.021619976,-0.047636807,0.026028633,-0.04025489,0.10148823,-0.0953117,-0.014879525,-0.087314665,-0.3980729,0.74961054
1981-11-01,-0.020467222,0.030180931,-0.021697521,0.88894427,0.020287097,-0.2751947,0.31679422,0.029001892,0.024183154,-0.034718454,0.019261837,-0.072038114,0.18940485,-0.019134402,-0.0039604306,-0.054608643,-0.10182208,0.3427847
1981-12-01,-0.009650648,0.03315419,-0.015853524,0.9074503,0.017621398,-0.2700171,0.44218433,0.03115493,0.006138444,-0.108281314,0.038588107,-0.15000969,0.25927675,0.12230116,-0.034718454,-0.047534287,0.028745592,0.3096686
1982-01-01,0.024615526,0.050336123,-0.03235197,0.50261587,0.0148540735,-0.21539176,0.47327992,0.04036808,0.022807837,-0.069331825,0.035048366,-0.20588857,0.30712897,0.25956136,-0.034108043,-0.048311174,0.07703805,0.3129135
1982-02-01,-0.013655484,0.019812286,-0.04257828,0.44409892,0.0135112405,-0.22592795,0.5015829,0.01914084,0.021258414,-0.078525126,0.02394408,-0.20392597,0.24468678,0.13570994,-0.05600667,-0.07108784,-0.062152803,0.22475076
1982-03-01,0.015060663,0.035616517,-0.023623526,0.53510237,-0.0068896413,-0.28341192,0.5308156,0.026681423,0.025183678,-0.049447417,0.026474833,-0.16777253,0.19593126,0.09800702,-0.030182779,-0.066129625,-0.013965368,0.3795908
1982-04-01,-0.0064247847,0.05240202,-0.013500571,0.5714624,0.008708,-0.21787089,0.109989345,-0.025586128,0.017643094,-0.07299882,0.0307616,-0.07583946,0.0307616,-0.07521969,-0.002551198,-0.024294913,-0.03498602,0.21550578
1982-05-01,-0.014223635,0.028385818,-0.017838955,1.6175368,0.010360718,-0.15811437,0.07481718,-0.026619077,0.0071069,-0.0051852465,0.043105423,-0.13905632,0.04517132,-0.09680843,0.00070261955,-0.049344122,-0.22530818,-0.008387446
1982-06-01,-0.07067466,0.000857532,-0.005495131,2.4516487,0.00034105778,-0.30458754,-0.10424572,-0.025379539,0.015009046,-0.00048530102,0.026113331,-0.14050245,-0.10352266,-0.35354966,-0.008800626,-0.06375384,-0.35313648,-0.37100655
1982-07-01,-0.04640019,0.0048860908,-0.001363337,2.2313192,-0.00952369,-0.39145917,-0.0991326,-0.03736186,0.017591417,0.0076750517,0.040523052,-0.04980898,-0.10791272,-0.38918656,0.022807837,-0.022848785,-0.40721172,0.024408937
1982-08-01,-0.028065205,0.00090920925,-0.028065205,1.6610243,-0.016237855,-0.31238633,-0.053734183,-0.03973764,0.019450724,-0.010763228,0.049044907,-0.03534758,-0.04314637,-0.12707406,0.020380378,-0.049447417,-0.25707155,0.20837837
1982-09-01,-0.026670754,0.017746389,-0.04133874,1.2990248,0.0008059144,-0.21998847,-0.01133132,-0.04154533,0.012839854,-0.047071636,0.026113331,-0.09531069,-0.07966137,-0.24669033,0.007468462,-0.01995653,-0.4377355,0.51175755
1982-10-01,-0.03875631,0.021000206,-0.01794225,1.4743692,0.013614535,-0.30386442,0.03194952,-0.032248676,0.022084773,-0.020834565,0.033705533,-0.056161642,0.083339095,-0.078938305,-0.017012596,-0.012261033,-0.18574595,0.4155377
1982-11-01,-0.033643186,0.021103501,-0.02734214,1.451076,0.0070036054,-0.3130061,0.3112608,0.027507782,0.023272693,-0.071914196,0.032517612,-0.13606077,0.22376943,0.19019836,-0.034211338,-0.03457284,-0.14979911,0.30010486
1982-12-01,-0.030802548,0.041246116,-0.007612705,0.40086973,-0.014430225,-0.19189203,0.35195926,0.035874724,0.0025619268,-0.06783402,0.034118712,-0.1610583,0.25635916,0.3390473,-0.0477947,-0.064115405,0.029315472,0.15771186
1983-01-01,-0.009095281,0.0014466643,0.018802762,0.5386844,0.038844466,-0.30202472,0.3320946,0.033753872,0.015836596,-0.04200375,0.031910032,-0.12257135,0.1956507,0.14017528,-0.05298662,-0.067576945,0.004492998,0.21360807
1983-02-01,0.021768928,0.032511294,-0.013023436,0.37811032,0.014794439,-0.20349973,0.3701738,0.033713788,0.0035309792,-0.0631277,0.025176018,-0.100004435,0.1517193,0.09616372,-0.014747024,-0.010458112,0.03860396,0.13304046
1983-03-01,0.033032358,0.022610694,-0.012943268,0.87193775,0.01178816,-0.21805,0.36664647,0.025456607,0.019484192,-0.082528055,-0.040560752,-0.20654607,0.16646999,0.18611085,-0.036592484,-0.05334735,-0.06501162,0.20659348
1983-04-01,-0.0011186898,0.023292094,-0.022843868,1.2708478,0.011026591,-0.29998046,0.30756354,-0.020559132,0.027581036,-0.04809642,-0.042725265,-0.12453544,0.06790492,-0.050381184,0.020847023,-0.03102088,-0.23853266,0.039245307
1983-05-01,-0.13475674,0.014072925,-0.01743263,1.4293375,0.006978154,-0.27733338,0.049105823,-0.04268515,0.031148463,-0.006810516,0.044937134,-0.1341154,-0.001198858,-0.1908735,-0.029497713,-0.05014068,-0.5639297,-0.008894861
1983-06-01,-0.091667056,-0.0063696206,0.0070583224,1.5487058,0.00256899,-0.16405767,-0.08938229,-0.06104338,0.02878353,0.0070583224,0.025977701,-0.11355263,-0.07118446,-0.27320474,0.039525896,-0.06288719,-0.7026583,1.291611
1983-07-01,-0.04801625,-0.010778785,0.011507601,1.7724915,-0.024567455,-0.16481924,-0.07859987,-0.03791523,0.025256187,0.029865772,0.040568054,-0.1802113,-0.08926207,-0.35982502,0.02714011,-0.024206728,-0.64433694,0.77329254
1983-08-01,-0.054108918,0.0048537552,0.017880857,1.0977275,-0.0057683587,-0.26675135,-0.08902156,-0.062165678,0.025697112,0.0021681488,0.046219796,-0.014065623,-0.061083436,-0.18778706,0.036960542,-0.036191642,-0.62417495,0.9822473
1983-09-01,-0.04120207,0.0012462437,-0.015428454,1.426692,0.006978154,-0.25761235,-0.031662226,-0.06064254,0.02092719,-0.015428454,0.040287465,-0.09876186,-0.05627346,-0.26627034,0.024534702,-0.052064657,-0.49719077,0.82399803
1983-10-01,-0.04725468,0.015556008,-0.03791523,1.0925969,0.014393598,-0.22947377,0.1428208,-0.0068906844,0.016718417,-0.025088549,0.030386865,-0.13611954,0.030467033,-0.20606506,0.010986507,-0.07928133,-0.13856465,0.19288495
1983-11-01,-0.015468538,0.025176018,-0.014306128,0.34640437,0.009784013,-0.19796824,0.13175777,0.018642426,0.02052635,-0.039638817,0.036599785,-0.083890915,0.1225386,0.07972953,-0.04092151,-0.08741826,-0.044088066,0.10947141
1983-12-01,-0.0088146925,0.038122952,-0.011660606,0.3498916,0.02489543,-0.2124784,0.36941224,0.030066192,0.025416523,-0.055431664,0.0327518,-0.15054959,0.24807979,0.17276308,-0.027974546,-0.031141132,0.09239587,0.23216668
1984-01-01,0.01105696,0.034269333,0.008283794,0.61997056,0.019787252,-0.18419391,0.5539283,0.027593195,0.022560418,-0.09190935,0.016141057,-0.26245862,0.2641333,0.13148391,-0.0537014,-0.008560598,0.05650595,0.14447668
1984-02-01,0.021790087,0.03683704,-0.014979899,0.7309996,0.033190846,-0.17202282,0.6807746,0.050086588,0.024409175,-0.08636308,0.024101079,-0.31689465,0.33582458,0.15428543,-0.056834042,-0.04558736,-0.008509219,0.17831945
1984-03-01,0.026206613,0.039148033,-0.030745804,0.5771407,0.018708825,-0.18558049,0.43807194,-0.0010114312,0.023022592,-0.09324461,0.0190683,-0.12975782,0.23285824,0.18165752,-0.038140893,-0.037062466,-0.09992075,0.27733147
1984-04-01,0.029904187,0.028414845,-0.017188191,0.69243217,0.022252321,-0.18866175,0.21370292,-0.023299396,0.011673212,-0.07747871,0.030571759,-0.1623168,0.09291646,-0.027715921,-0.003784597,-0.03423798,-0.08184385,0.15223125
1984-05-01,0.0045862794,0.014138222,-0.0074821115,1.8563881,-0.0031169653,-0.34452355,-0.025559008,-0.029718757,0.02877438,-0.0084578395,0.035964012,-0.013850093,-0.02617526,-0.056782722,0.042075217,-0.06659144,-0.41226047,0.11982638
1984-06-01,-0.030694485,0.0020185113,-0.019961357,1.8311217,-0.0052738786,-0.25372827,-0.038859904,-0.03983563,0.028260827,-0.0028601885,0.03693974,-0.090522826,-0.030180931,-0.20340061,0.044386208,-0.058272004,-0.7728737,0.79914737
1984-07-01,-0.06407511,0.009054124,-0.002089858,1.76965,-0.009741724,-0.21998817,-0.08507919,-0.05380416,0.0289284,0.004894376,0.041407645,-0.06982684,-0.10705906,-0.6661585,0.038942575,-0.04979843,-0.66626126,1.1423514
1984-08-01,-0.05534476,0.0076161623,-0.029975533,1.0426717,0.010851562,-0.17443651,-0.08204925,-0.068697035,0.026103914,0.00052922964,0.03200972,0.015268028,-0.041170835,-0.12184924,0.0094136,-0.06967276,-0.49288744,1.055305
1984-09-01,-0.04414946,0.017373621,-0.031464815,1.7159843,-0.04399538,-0.32264638,-0.013336539,-0.06458861,0.019838631,-0.0023466349,0.04017514,-0.11147553,-0.0765543,-0.28649265,0.022868574,-0.044508934,-0.3803692,0.5807869
1984-10-01,-0.0861063,0.019171,-0.0135419965,2.2263994,0.013316572,-0.33964485,0.034680128,-0.03670299,0.004791677,-0.034135222,0.035604537,-0.13951528,-0.048668623,-0.15456218,-0.007841587,-0.09360409,-0.15569198,0.5601936
1984-11-01,-0.057398975,0.032523274,-0.04332775,1.0675788,0.010902882,-0.26117474,0.26813897,0.021790087,0.024563253,-0.05524206,0.01824665,-0.06561571,0.16055071,0.14617139,-0.020423532,-0.055550218,-0.06284255,0.4736608
1984-12-01,0.009464979,0.025693059,-0.006455004,0.6837019,0.0028915405,-0.38401538,0.61134297,0.03601539,0.029133856,-0.07393521,0.046491742,-0.28875226,0.31553942,0.3700782,-0.057296276,-0.04081136,0.01829797,0.17333806
1985-01-01,0.02380228,0.03612274,-0.010975122,0.49704695,-0.006854534,-0.25758976,0.48456168,0.047619045,0.025079668,-0.048595667,0.0374825,-0.16644329,0.2830258,0.15421754,-0.049749434,-0.026138723,0.030560017,0.24717706
1985-02-01,0.023843527,0.027634382,-0.009903789,0.45406964,0.02503848,-0.16537195,0.35270423,0.02965349,0.0043533444,-0.06450099,0.026357055,-0.10850841,0.24820721,0.17951769,-0.04670024,-0.059309125,0.041767895,0.23436219
1985-03-01,0.02194804,0.022854567,-0.026633203,0.9931606,0.005589485,-0.19277358,0.43956533,0.006825626,0.012141168,-0.07142353,0.031095684,-0.23538,0.1636948,0.20506507,-0.014477551,-0.06499547,-0.011675596,0.24944335
1985-04-01,-0.004876673,0.03274387,-0.04880172,1.4206259,0.0046417713,-0.22034001,0.10279316,-0.0031048656,-0.039901316,-0.07748073,0.033691585,-0.046123385,0.03274387,-0.026221156,-0.016537845,-0.027622104,-0.075956106,0.44446877
1985-05-01,0.020588279,0.010904968,-0.04904896,2.1178222,0.030230343,-0.2681796,0.028705716,-0.03549236,0.026769102,-0.04435152,0.038883507,-0.075956106,-0.046288192,-0.16458905,0.01510793,-0.034833074,-0.16269362,0.08960742
1985-06-01,-0.03726417,0.010698974,0.006289959,1.3058276,-0.009944975,-0.2118929,-0.06693214,-0.09367448,0.027469575,0.0029523373,0.034433305,-0.06099856,-0.09219104,-0.25384003,0.03138411,-0.066643655,-0.24440402,0.24911374
1985-07-01,-0.07010496,-0.0067309737,-0.036398888,0.96534693,-0.019669473,-0.1429562,-0.13376737,-0.057042778,0.018775225,-0.0096565485,0.0526461,-0.032607973,-0.07109386,-0.4566533,0.0076497793,-0.05514735,-0.4386465,0.44380948
1985-08-01,-0.05976236,0.0041061044,-0.024943769,0.85780066,-0.012087643,-0.2913782,-0.07562649,-0.06371808,0.025986195,-0.007513821,0.05017376,-0.07068181,-0.08287865,-0.17039901,0.034433305,-0.06915718,-0.3610155,0.6214462
1985-09-01,-0.060174406,0.013088882,-0.040313363,1.4907577,-0.011840403,-0.22635603,-0.0978362,-0.08559817,0.021618426,-0.028363824,0.042385936,-0.047524333,-0.06796223,-0.30242127,-0.0020747185,-0.07830483,-0.3715641,0.45798418
1985-10-01,-0.09408653,0.007690966,-0.040148556,1.7693064,0.010039687,-0.34189612,0.07007605,-0.049667,0.013459742,-0.025355816,0.041767895,-0.09359205,0.13320279,-0.12313634,0.0047653913,-0.08127159,-0.25437576,0.29373923
1985-11-01,-0.10426426,0.02903539,-0.0341326,0.7800872,0.019516945,-0.20715427,0.24408662,0.009586394,0.022401333,-0.05341673,0.04296285,-0.06878638,0.18549252,0.107902646,-0.022141814,-0.05065596,-0.008049548,0.20197469
1985-12-01,-0.008585215,0.02915901,-0.0088736415,0.84243107,0.012470782,-0.309179,0.42023996,0.04160303,0.02903539,-0.04954344,0.025615335,-0.13512713,0.28780565,0.25702518,-0.032937586,-0.070517,0.09904343,0.28492126
1986-01-01,0.021766841,0.029436707,0.0047131777,0.54327476,0.020267189,-0.1568253,0.4506365,0.05248916,0.02168119,-0.13175899,0.041991293,-0.22825354,0.29775342,0.21231371,-0.07395649,-0.061401904,0.10664952,0.2799285
1986-02-01,0.01649648,0.044133723,-0.041777313,0.36189747,0.020267189,-0.17027968,0.46786156,0.032007635,0.02626592,-0.11590505,0.016325116,-0.16440946,0.27632922,0.20944285,-0.051503897,-0.077170074,0.005998671,0.19838798
1986-03-01,0.017567694,0.025880337,-0.0299083,0.71136904,-0.01881057,-0.21149987,0.42029986,-0.014525712,0.00085681677,-0.117661834,0.030379415,-0.2024588,0.22692502,0.16779423,-0.032393515,-0.032907724,0.01812476,0.3646826
1986-04-01,0.016410828,-0.0007285476,-0.035350084,1.6353519,0.013411403,-0.20875758,0.28447044,0.0047560334,0.018981695,-0.032907724,0.04529065,-0.08548272,0.053346157,-0.041948736,0.004070461,-0.076355994,-0.09718031,0.2536624
1986-05-01,-0.052617967,0.021595478,-0.02176714,1.8914568,-0.0029994845,-0.26664573,0.04152,-0.012854636,0.017139256,-0.022795498,0.037192285,-0.12357491,-0.062815905,-0.14966959,-0.015339851,-0.042977095,-0.18232006,0.038991928
1986-06-01,-0.043791175,-0.020610213,-0.0025710464,1.7315896,-0.015382707,-0.29441148,-0.077255785,-0.06787199,0.018338978,0.010026395,0.040277362,-0.13925743,-0.08775365,-0.22726804,0.04224837,-0.052617967,-0.23035318,-0.047947466
1986-07-01,-0.05137539,0.013197184,0.0213812,1.2585431,-0.035264373,-0.13060206,-0.08012664,-0.072371066,0.029736638,0.005870104,0.03997743,0.0092122555,-0.052446544,-0.23887998,0.030507922,-0.06195891,-0.13578671,0.008740962
1986-08-01,-0.058959544,0.009297967,0.008183897,2.0029485,-0.011569202,-0.3573987,-0.092509806,-0.049918532,0.021509767,-0.010969341,0.04640472,-0.002056837,-0.0736137,-0.2220406,0.014268398,-0.03406459,-0.35461348,0.034921348
1986-09-01,-0.05077547,0.016025186,-0.028494298,1.5283595,-0.009298205,-0.25092036,-0.10510725,-0.060373545,0.023266554,-0.035478592,0.04691887,-0.10069388,-0.076355994,-0.19311786,0.00865525,-0.0496186,-0.368882,0.66783506
1986-10-01,-0.084797084,0.013111472,-0.029522657,1.06414,0.011954606,-0.26471752,0.12070382,-0.023223937,0.0246377,-0.010283768,0.040877223,-0.057631254,0.117061734,-0.1112774,0.019710124,-0.050432682,-0.14645594,0.15425414
1986-11-01,-0.06847185,0.03552121,-0.015982568,2.1992798,0.011954606,-0.26994509,0.36035493,0.024766266,-0.008784056,-0.035949945,0.031107843,-0.19358921,0.24564976,0.15459692,-0.045333743,-0.061101973,-0.19187528,0.3176351
1986-12-01,-0.0047991276,0.030807853,-0.02695179,0.61637414,0.014268398,-0.17773527,0.5058253,0.03552121,0.013411403,-0.04739046,0.039720356,-0.16200995,0.27782893,0.18523353,-0.01688242,-0.031707942,0.08556813,0.16710865
1987-01-01,0.02140984,0.03257546,-0.0058000684,0.19306868,0.022264868,-0.22845864,0.46295476,0.029708624,0.021711618,-0.09914866,0.03141865,-0.18163344,0.23592052,0.20810705,-0.06097433,-0.07727009,0.065871134,0.23426075
1987-02-01,0.024930537,0.055862322,-0.003184706,0.462653,0.023119897,-0.10533503,0.5324633,0.000939548,0.015575558,-0.08058959,0.038309157,-0.1729826,0.20005976,0.1153117,-0.026018888,-0.08994457,0.027495623,0.08619055
1987-03-01,0.03141865,0.039616838,-0.030696392,0.656291,0.006220579,-0.09522563,0.4637595,0.01527378,0.0029010773,-0.045432985,0.0146199465,-0.12640887,0.21228158,0.012759,-0.042113483,-0.032356143,-0.07168728,0.09142129
1987-04-01,0.010093331,0.022214562,-0.009270459,0.89826304,0.022164285,-0.2482751,0.16279073,-0.013294101,0.02055481,-0.07606301,0.021560729,-0.14763361,0.056968823,-0.070379585,-0.0011728704,-0.06067255,-0.11333203,0.1847699
1987-05-01,-0.04482943,0.029004484,-0.031501114,1.0670047,0.008986831,-0.20663035,0.114004016,-0.0351727,0.026338816,-0.00801307,0.030010372,-0.10538533,-0.0010219812,-0.08913985,0.011250138,-0.03562534,-0.5682053,0.45153767
1987-06-01,-0.077923924,-0.00046873093,0.012054861,1.3166218,0.017386198,-0.123894095,-0.08773157,-0.051971406,0.025684953,-0.010527849,0.03353107,-0.20542324,-0.13264555,-0.21010074,0.0037057996,-0.028986335,-0.22176933,0.08815208
1987-07-01,-0.07923162,0.01889506,0.0151228905,1.1352055,-0.022347331,-0.010628432,-0.13551238,-0.045181513,0.019750088,0.013161361,0.041477785,-0.066205055,-0.10111019,-0.39186895,0.037202656,-0.011030823,-0.9404429,1.9351568
1987-08-01,-0.041811705,0.01653117,-0.028131306,1.2967046,-0.016663909,-0.21769536,-0.11966926,-0.06097433,0.024980843,8.4519386e-05,0.03629732,-0.048752487,-0.07978487,-0.3096357,0.03765531,-0.029137224,-0.541951,0.27067477
1987-09-01,-0.026169777,0.0061199963,-0.021794051,1.1263032,0.009942442,-0.35676265,-0.10825217,-0.059465468,0.013513446,-0.020939052,0.036548823,-0.08702743,-0.07244173,-0.25290227,0.035392016,-0.03391531,-0.362949,0.82885516
1987-10-01,-0.027879834,0.015424669,-0.023705304,1.097182,0.023321062,-0.35349345,0.12537082,-0.008314848,0.025483787,-0.032607615,0.03227368,-0.17268082,0.14508669,-0.065853,-0.021844357,-0.030746669,-0.3492183,0.6263651
1987-11-01,-0.0431194,0.017989755,-0.019681662,0.79576063,0.024628758,-0.23700887,0.36900264,0.03674999,0.016983837,-0.07671684,0.030764818,-0.18138194,0.2234472,0.011099249,-0.028835446,-0.060068995,-0.078326315,0.29039064
1987-12-01,-0.007661015,0.035140544,-0.0061018467,0.80521625,0.006572634,-0.27981043,0.30703846,0.030060679,0.016631752,-0.04689157,0.024176091,-0.10764864,0.25105947,0.26071623,-0.05876133,-0.07188848,0.03674999,0.17209542
1988-01-01,0.026607782,0.03671953,-0.02688539,0.69164395,0.0058291256,-0.3229417,0.48112118,0.022642374,0.02506128,-0.087040395,0.031247288,-0.18050471,0.35684577,0.23264962,-0.06979093,-0.039376378,0.029542178,0.26992434
1988-02-01,0.009279013,0.022285491,-0.03346795,0.05155009,0.018558025,-0.21175203,0.65056247,0.026409507,0.014156431,-0.07494596,0.03790915,-0.2600902,0.34161866,0.10690701,-0.039931536,-0.053493172,0.02295962,0.18680967
1988-03-01,0.023197532,0.024942309,-0.024585456,0.65932596,-0.0021016598,-0.15242973,0.603057,0.020580381,0.02506128,-0.070108175,0.021571726,-0.2278119,0.28047228,0.10944486,-0.064596266,-0.056308597,0.073914915,0.26032805
1988-04-01,0.01994592,0.015108138,-0.031921446,1.2680932,0.0007930696,-0.25771096,0.16345352,-0.005273998,0.017130494,-0.06665829,0.023831993,-0.11971524,0.08945927,-0.0078118443,-0.00892216,-0.03894019,-0.08620766,0.25588685
1988-05-01,0.020302802,0.010785848,-0.014592677,0.7958149,0.01403749,-0.30176648,0.061741173,-0.027916372,0.018161476,-0.024307877,0.03739366,-0.10084,0.009120405,-0.14509377,0.008168697,-0.0451262,-0.26972607,0.10222784
1988-06-01,-0.02609229,0.007058382,-0.02938357,1.7189188,-0.03687817,-0.285548,-0.033230007,-0.036957473,0.031524867,0.013403028,0.045681328,-0.20901594,-0.06713414,-0.17213777,0.02557677,-0.033348978,-0.28638074,0.272026
1988-07-01,-0.045879632,-0.004560232,0.015940875,1.1178048,-0.012253076,-0.21004692,-0.10440883,-0.033348978,0.026211232,0.008763492,0.03842464,-0.043262452,-0.05547586,-0.4540772,0.03426099,-0.031247318,-0.42528847,0.65488476
1988-08-01,-0.0684427,0.0022206008,-0.02387169,1.6144307,-0.024744064,-0.27107432,-0.07906997,-0.062217027,0.018478721,0.009794503,0.037155718,-0.056467235,-0.11912045,-0.5616187,0.045205474,-0.0025378764,-0.33309308,0.6538538
1988-09-01,-0.056229293,0.007256657,-0.026171625,0.7281652,-0.00511536,-0.22828773,-0.064080775,-0.09029201,0.019589037,-0.024982005,0.042033166,-0.08228192,-0.06427905,-0.20941243,0.037552267,-0.024902701,-0.42548677,1.0582843
1988-10-01,-0.054801762,0.01443401,-0.02387169,1.455577,0.01494953,-0.40526322,0.08303532,-0.021294177,0.020025223,-0.033943772,0.033229977,-0.14410242,-0.0054722726,-0.15056601,-0.003291279,-0.09104547,-0.08941963,0.4757679
1988-11-01,-0.056070685,0.018082172,-0.016892582,0.66876364,0.017527014,-0.22923943,0.18062367,0.04274693,0.016813248,-0.056308597,0.04064527,-0.03921777,0.09362292,0.061027378,-0.00943765,-0.04917091,0.08327326,0.32214856
1988-12-01,-0.013482362,0.04120043,-0.008208394,0.8374118,0.02518022,-0.24204764,0.36013705,0.044372737,0.0127289,-0.07046506,0.031128317,-0.12839946,0.20735042,0.15298486,-0.04040739,-0.0556345,0.055793077,0.2818205
1989-01-01,0.021620274,0.02563548,0.025781453,0.34137556,0.010268211,-0.17669368,0.39123693,0.03344685,0.023189843,-0.113582194,0.028336585,-0.21710116,0.2397547,0.15163949,-0.07700741,-0.056931496,0.023627877,0.23632354
