,sstGLB_cluster1,sstGLB_cluster2,sstGLB_cluster3,sstGLB_cluster4,sstGLB_cluster5,sstGLB_cluster6,sstGLB_cluster7,sstGLB_cluster8,sstGLB_cluster9,sstGLB_cluster10,sstGLB_cluster11,sstGLB_cluster12,sstGLB_cluster13,sstGLB_cluster14,sstGLB_cluster15,sstGLB_cluster16,sstGLB_cluster17,sstGLB_cluster18
1991-03-01,297.65353,288.60788,297.41525,290.25146,299.45056,301.99335,292.47116,293.2846,285.63284,297.6397,295.71783,301.70316,294.9954,281.04807,300.13486,288.88284,300.41745,288.72366
1991-04-01,297.61206,288.8533,296.62183,289.83685,299.38763,302.58856,292.28293,292.44974,285.81012,297.4715,295.24606,302.234,294.56128,283.20868,300.2802,288.09558,300.41696,289.64053
1991-05-01,299.04645,289.40894,295.25366,288.47824,298.4079,302.397,293.82214,290.57883,286.71173,296.2506,296.59274,302.27692,293.35513,286.49298,300.66476,287.49564,299.95758,291.06015
1991-06-01,299.74933,293.0778,293.38422,287.86874,297.3695,301.09222,297.00162,289.56808,289.60907,295.4381,298.51224,302.0515,291.9322,292.1452,300.95355,287.14203,299.238,293.7864
1991-07-01,300.79153,294.8715,292.2672,286.98383,296.24774,299.9995,299.40384,288.51495,291.41373,294.85483,300.3841,302.15585,290.79233,295.99374,301.2252,286.31,298.10098,296.89584
1991-08-01,301.16562,296.24344,291.45377,286.29333,295.17218,299.16748,300.88828,288.10083,293.32465,294.09045,301.41342,301.5921,289.9088,298.0543,301.36386,285.11484,296.80432,298.31686
1991-09-01,301.676,296.11334,291.11066,286.62024,295.06686,299.3381,299.36667,288.03268,293.73972,293.6449,301.32336,301.44965,289.82257,296.42786,301.03458,284.64783,297.4024,297.07834
1991-10-01,301.30334,293.94604,291.78876,286.93237,295.4586,299.86227,297.48434,288.22424,292.82666,293.7769,299.62354,301.65787,290.0923,291.9322,300.7939,285.25256,297.81317,296.0719
1991-11-01,300.10437,292.58173,292.5722,287.1101,296.72998,300.36218,295.43906,288.8814,290.95578,294.8934,297.81125,301.89233,290.9081,288.077,300.48227,285.9488,298.24966,293.023
1991-12-01,298.76242,291.07254,294.94678,289.3813,297.7269,300.96832,294.1038,290.68225,288.72034,296.0395,296.43884,302.0777,293.1731,285.23016,300.18918,287.28738,299.1265,289.93408
1992-01-01,297.61902,290.32376,295.87283,290.36884,298.55533,300.8261,293.0368,292.25162,286.9118,297.39233,295.19714,301.80264,294.0162,283.07986,299.7847,288.76746,299.78568,288.4686
1992-02-01,297.45676,289.94305,296.3388,290.96655,299.05618,302.1325,292.42938,293.06247,286.05542,298.10147,294.7636,301.91064,294.7389,281.8074,299.40494,289.28186,300.03513,287.78076
1992-03-01,297.60013,289.68246,296.11697,290.1988,299.2417,302.1441,292.3785,291.95566,285.79578,298.0322,294.829,301.87286,294.09952,281.6248,300.06805,289.30658,300.0269,287.65097
1992-04-01,297.83313,289.98907,295.5822,289.48047,298.74814,302.0705,293.13852,291.3681,286.02344,297.55557,294.9748,302.26862,293.66696,284.03217,300.09277,288.5059,299.8496,289.00772
1992-05-01,298.3456,290.43518,294.52335,288.5025,298.35336,301.6796,293.86798,290.18332,287.00674,296.34753,295.8462,302.46283,292.8755,287.31625,301.01068,287.90817,299.73044,290.63474
1992-06-01,299.84137,291.4417,293.19568,287.308,297.26593,300.65173,295.79727,289.15012,289.154,295.14774,298.16058,302.11554,291.57153,291.94208,301.3405,286.48022,298.97144,294.09515
1992-07-01,300.9312,294.03995,292.14697,286.76163,296.19397,299.24704,298.00266,288.456,290.96268,294.31894,300.17462,301.8346,290.42645,297.1734,300.99857,285.2988,298.04578,296.783
1992-08-01,301.07993,295.88107,291.24603,286.2332,295.6534,298.46283,299.20102,287.57928,293.81033,293.95325,300.46573,301.53427,289.29205,298.92395,300.9656,284.6473,297.61514,298.4541
1992-09-01,301.20053,296.10294,290.94864,286.2201,295.2165,299.01212,298.87744,287.49936,293.83942,293.8278,300.61493,301.8501,289.35403,296.81592,300.76993,284.29855,297.5241,297.07846
1992-10-01,300.7375,293.961,291.33224,286.24045,295.59286,299.83023,296.45798,287.7362,291.94354,294.1964,299.27658,302.1388,289.7706,292.00604,300.5752,284.8498,298.3025,296.0608
1992-11-01,299.80844,292.61877,292.97916,287.9198,296.24582,300.8639,294.75876,289.51633,289.8515,295.2809,297.59143,302.1228,291.22134,288.1765,300.92154,285.59235,298.6745,293.9508
1992-12-01,298.64978,291.61368,296.13052,288.81396,297.263,301.31873,294.09225,291.02176,287.60205,296.3209,296.4391,301.5464,294.0501,284.93115,300.23566,287.1559,299.39282,290.93604
1993-01-01,297.58594,290.3844,297.89154,290.29276,298.82297,301.03778,293.00082,292.98816,286.314,298.1138,295.1776,301.5057,295.9224,282.09546,300.12973,289.2643,299.6306,288.53906
1993-02-01,297.25742,289.6245,297.15506,290.81625,300.01227,301.7372,292.53876,293.12756,285.6609,298.68845,294.86908,301.57394,295.60117,281.05432,299.93137,289.79852,300.2906,287.69583
1993-03-01,297.15213,289.4432,297.57422,290.3917,300.71854,301.65826,291.92365,292.82147,285.65845,298.59973,294.50305,301.91904,295.89557,281.0441,300.33884,288.93433,300.96368,287.41898
1993-04-01,297.82962,289.8385,296.58917,289.57187,300.11072,302.4079,292.89798,292.12933,285.36063,297.78772,295.23758,302.46933,294.77014,282.13638,300.41245,288.44595,300.79456,288.75156
1993-05-01,298.2493,290.01395,294.72433,288.25732,298.84247,301.93024,293.25916,290.41364,285.95477,297.21158,295.62067,302.4313,293.49847,286.50067,301.09726,287.35025,300.27206,291.6273
1993-06-01,299.5156,291.99823,292.9755,286.83798,297.66,300.8623,296.11636,289.1259,287.79184,295.8439,298.18933,302.16418,291.67944,291.1306,301.25955,286.46365,299.3406,295.4023
1993-07-01,300.67563,293.91327,292.19806,286.4724,296.95132,299.47562,298.31265,288.3124,290.05002,294.4884,300.07126,301.75867,290.72168,295.08405,301.41113,285.57703,298.3575,296.97275
1993-08-01,301.04315,295.49493,291.54395,286.37592,296.1427,299.14175,299.75784,288.17984,292.49197,294.16232,300.29205,301.62708,290.20306,297.22574,301.3819,284.99506,297.95,298.13962
1993-09-01,301.48572,295.0967,291.7823,285.84998,296.34888,299.2553,299.6243,287.94928,292.69864,293.9776,301.1309,301.43796,290.01785,297.02344,300.92715,285.0628,298.22296,297.6098
1993-10-01,300.94128,293.00082,292.81708,286.30817,296.3825,300.4714,297.60446,288.66284,292.52316,294.3417,299.6355,301.92535,290.96832,292.2663,301.05728,284.92828,298.80154,295.91263
1993-11-01,300.34955,290.80453,293.1802,286.88037,297.26227,300.9101,295.71768,289.24677,290.60324,294.8535,298.44135,302.03992,291.4489,289.3886,301.0807,285.73495,299.2056,293.23624
1993-12-01,299.02722,289.8931,294.6473,288.26172,298.58463,301.21375,293.8582,290.87766,287.4872,296.19876,296.9128,301.8737,292.82584,285.21927,300.80334,287.43115,299.7671,290.71048
1994-01-01,298.07614,288.90796,296.45886,290.537,299.332,301.2342,292.95654,293.2076,286.54578,297.84665,295.89542,301.84915,294.70673,282.46875,300.28384,287.44318,300.35544,289.568
1994-02-01,297.4205,288.574,296.80753,291.6796,299.869,301.57993,292.20578,293.66956,285.41104,297.87164,294.99802,302.35522,294.9215,281.0182,300.03964,288.33664,300.5771,288.16602
1994-03-01,297.79907,288.70297,296.50397,290.73807,299.9803,302.0301,292.43085,293.1115,285.6778,297.88586,295.1054,301.90506,294.3904,281.06528,300.54373,288.5274,300.84778,288.48132
1994-04-01,297.65097,289.34634,295.9773,289.42432,299.7655,302.16592,293.44202,292.0361,285.61603,297.63135,295.56638,302.48026,294.31833,283.21756,300.5712,288.6005,300.92282,289.2527
1994-05-01,298.415,289.69598,294.40414,288.57693,298.48413,302.1159,294.22028,290.88272,286.34375,296.36423,296.2529,302.32776,293.23215,286.8513,301.19498,287.31616,300.28088,291.91104
1994-06-01,299.4188,291.403,293.03796,287.64032,297.43716,300.69037,295.77133,289.6298,287.6923,295.48987,298.51355,302.0203,291.66782,292.64713,301.5907,286.04166,299.54092,294.67337
1994-07-01,299.98764,293.929,292.30533,286.83463,296.146,299.0015,297.4818,288.58823,290.8636,294.48703,299.30994,301.5005,290.67627,298.97305,301.58923,285.0913,298.42432,297.70834
1994-08-01,300.68008,294.86267,292.05865,286.49036,295.79144,299.1133,299.20648,288.17972,292.73734,293.90643,299.7621,301.6525,290.2864,299.98862,301.39456,284.35278,297.97952,299.21136
1994-09-01,301.00714,295.635,291.2309,286.3869,295.6556,299.36926,299.55316,287.96005,293.07816,293.5362,300.58347,301.6368,290.02356,297.72208,301.19055,284.1743,298.0678,298.77838
1994-10-01,301.07727,294.62335,291.8488,286.56882,295.76694,300.29022,298.0776,287.95514,292.7815,293.8927,300.07248,302.2228,290.5831,293.13995,300.83994,284.79904,298.48267,296.94385
1994-11-01,300.2294,293.29932,293.00558,287.49957,296.5133,300.9988,296.26074,289.23993,289.13254,294.9333,298.72247,302.20468,291.66586,289.66852,300.87476,285.4782,299.15598,293.3719
1994-12-01,299.2246,291.72665,295.19955,289.4758,297.804,301.1057,294.24722,291.2559,287.04303,296.5324,296.92618,301.9114,293.4239,286.11475,300.2093,287.1514,299.7248,290.45804
1995-01-01,298.0079,290.55643,296.30084,291.01944,298.8993,301.5764,293.62033,292.8066,285.0733,297.58005,295.96677,301.7322,294.62506,282.91785,300.0857,289.03497,300.05396,289.03888
1995-02-01,297.68018,290.01816,297.02716,291.693,300.10815,301.99692,292.91064,293.6521,284.5077,298.60233,295.15793,301.49384,295.38846,281.34366,300.1951,289.9107,300.73825,289.03204
1995-03-01,297.72757,289.64893,296.87134,290.73764,301.12115,302.75204,292.60098,293.2472,284.59415,298.88416,294.89954,301.76297,295.20236,281.85553,300.49548,289.11066,301.46112,288.6916
1995-04-01,297.94394,290.1735,295.7377,289.9586,300.26886,302.94986,293.0982,292.63422,284.87744,298.2536,295.3743,302.41354,294.44092,283.20554,300.24152,287.56674,301.10797,289.02078
1995-05-01,299.26514,292.38608,294.2768,288.79367,299.1782,301.93002,294.69586,290.97403,286.03943,297.07843,297.0081,302.35983,293.17734,286.60208,300.8833,286.89807,300.53848,291.3267
1995-06-01,300.62198,293.40298,293.27502,287.2517,298.01718,301.0279,296.29352,289.39444,287.63562,295.78214,299.1826,302.2636,291.92453,292.72946,301.76736,286.13467,299.7311,295.4461
1995-07-01,301.57443,295.1037,292.2542,286.53616,296.46887,300.21512,297.71777,288.31744,290.2189,294.89563,300.2249,301.8196,290.83142,296.78732,301.67017,285.0313,298.31073,298.28436
1995-08-01,301.5305,296.77658,291.672,286.09314,295.9018,299.7902,299.28906,287.8647,291.70422,293.69067,301.0225,301.46893,290.08118,300.0012,301.29407,284.22687,297.3383,299.13425
1995-09-01,301.5124,295.58432,291.71838,286.23773,295.71814,299.79752,298.79037,288.25348,292.29034,293.56808,300.5717,302.07263,290.15298,296.73898,301.04254,284.1409,297.2533,298.1442
1995-10-01,301.20615,294.3525,292.1404,286.46875,296.20413,300.42957,296.86743,288.86157,291.35745,294.28607,299.42584,302.37888,290.21597,292.81638,300.81247,284.69427,297.94052,295.00308
1995-11-01,299.8664,292.32797,293.3859,287.51642,296.6154,301.07233,294.80576,289.5654,290.14175,294.72763,297.4169,302.33493,291.39554,288.10156,301.0733,285.2169,298.1603,292.2117
1995-12-01,298.9921,290.80942,294.57376,289.2743,297.7593,301.42154,293.57297,291.98898,287.7958,296.3668,296.32086,301.7361,292.50867,284.39926,300.42468,285.98422,299.29248,290.32785
1996-01-01,298.26187,289.15744,295.65378,290.5657,299.14978,301.55405,292.1938,293.16507,286.30585,297.39456,295.26773,301.58133,294.22388,282.29514,299.70157,288.17224,300.15863,288.5938
1996-02-01,297.68384,288.20776,297.29214,291.20038,300.06033,301.6925,291.76245,294.20584,285.4298,297.45993,294.75763,301.17883,295.7073,281.09787,299.6326,288.67978,300.63013,288.3035
1996-03-01,297.6015,288.00958,296.2174,290.2955,300.27704,302.36578,291.8299,293.42966,285.21875,297.85217,294.61713,301.7831,294.78027,280.8328,299.9656,288.89337,300.91888,288.11203
1996-04-01,297.75797,289.1214,294.99542,289.5831,299.979,302.5454,292.5119,292.78058,285.4123,297.5531,295.04022,302.5305,293.73538,282.56586,300.29297,287.84384,300.8741,288.9253
1996-05-01,298.27887,289.48685,293.9871,288.70602,298.5836,302.22937,292.7955,290.9528,286.23584,296.48505,295.49216,302.58557,292.93448,286.76758,300.91992,286.8036,300.2935,291.64508
1996-06-01,299.2692,292.01517,293.21243,288.1424,296.98895,300.96573,294.9831,289.8132,287.57877,295.32794,297.69824,302.40283,291.9107,291.77634,301.29877,286.5174,299.2311,294.98926
1996-07-01,300.11078,294.51984,291.98636,287.18655,296.28534,299.93784,297.04147,289.15436,291.1592,294.52292,298.68756,302.181,290.7114,294.596,301.75687,285.50702,298.4554,296.59674
1996-08-01,300.4299,296.20813,291.26575,286.58896,295.65018,299.2414,299.00565,288.50888,293.66333,293.6865,299.09058,302.1398,290.00775,299.84467,301.66885,284.7694,298.11313,298.26086
1996-09-01,300.92352,295.8864,291.07477,286.64505,295.50244,299.4401,299.40973,288.50424,292.70645,293.4039,300.4119,302.24585,289.92902,297.0384,301.29565,284.52026,298.1234,298.11877
1996-10-01,300.89728,294.92285,291.2441,287.12067,296.04855,299.94144,298.67264,289.15228,291.77325,294.19608,299.874,302.5166,289.78024,292.33844,301.2936,284.67728,298.93155,295.40207
1996-11-01,300.10974,293.29324,292.0646,287.67194,296.75012,300.3985,296.83353,289.80392,289.96606,295.63986,298.60468,302.35754,290.55798,288.17328,300.57556,285.42773,299.5626,292.57056
1996-12-01,299.00104,290.81845,293.65045,288.47696,297.57523,300.90652,294.94653,291.13037,287.81863,296.8217,296.8217,301.78827,291.71613,284.22174,300.1293,286.311,300.04333,290.87506
1997-01-01,298.12714,289.42004,295.22733,290.29492,298.30264,301.6211,293.00604,292.00195,286.42307,297.92877,295.10168,301.49698,293.17084,282.5217,299.54272,288.14178,300.22736,289.28983
1997-02-01,297.39062,288.86307,295.69833,291.4699,298.25177,301.49036,291.90024,292.6932,285.87524,298.28534,294.16678,301.77927,293.6571,281.5761,299.60733,289.48718,300.0117,288.43478
1997-03-01,297.20648,289.43124,295.5493,290.80206,298.30823,301.75027,291.72778,293.25427,285.8793,298.6068,294.3733,301.6282,293.56808,281.40012,300.28485,289.02023,300.1587,288.3656
1997-04-01,297.531,290.20895,295.3082,290.2751,298.1958,301.95883,292.25833,292.41754,286.19214,298.03204,294.69528,301.998,293.33972,283.24094,300.7177,288.0136,300.06055,288.69217
1997-05-01,298.5117,290.81427,294.7441,289.33713,297.55542,301.87134,293.83972,291.21405,287.04413,296.52744,295.7146,302.65823,292.4699,287.06754,301.1241,287.4119,299.5763,291.55942
1997-06-01,300.08344,291.54214,293.64795,287.67587,296.885,300.71924,295.1866,289.93988,288.36154,295.39975,298.34586,302.37134,291.28934,293.22986,301.59717,286.2191,299.0188,295.7207
1997-07-01,301.34946,293.61337,292.4394,286.85083,296.3184,299.98322,297.706,288.85138,290.02737,294.13373,300.06818,301.65414,290.54315,296.90436,301.53818,285.6611,298.37485,297.25278
1997-08-01,301.06512,295.9847,291.98007,286.477,295.444,299.2945,299.148,288.3132,291.93124,293.69373,300.42065,301.60684,290.26135,299.4929,301.558,285.21146,297.84332,298.2777
1997-09-01,301.822,295.89874,291.89005,286.41748,295.51114,299.87234,299.11392,288.2542,291.64233,293.5035,300.89777,301.80316,290.33817,297.30923,301.8352,285.0726,298.1831,296.64902
1997-10-01,301.36572,295.05896,292.36972,286.57974,296.84738,300.90692,297.3647,288.76895,289.9536,294.1744,299.53052,302.12668,290.859,292.62863,302.05597,285.5085,299.29654,295.41348
1997-11-01,300.3174,293.03555,293.35852,288.05127,298.28433,301.4298,295.4964,290.13876,288.42004,295.20648,297.68106,302.44968,291.9114,288.62503,301.35303,286.28827,300.31384,293.1683
1997-12-01,299.70856,290.90326,294.95264,289.33255,299.44812,302.1765,294.20187,292.15912,285.88846,295.52133,297.03506,302.22638,293.04672,284.77502,300.60834,287.6372,300.8581,290.7822
1998-01-01,298.5157,289.8352,296.33524,291.17712,299.795,301.98184,293.2393,293.61746,284.83145,296.0801,295.78467,301.89008,294.14575,282.82178,300.2501,288.91922,301.23877,289.38385
1998-02-01,297.95984,288.96854,297.82617,293.31833,299.92285,303.36935,292.13766,295.53433,284.08676,296.84177,294.73026,301.6445,295.5948,281.30164,299.7791,288.45142,301.43234,288.74313
1998-03-01,297.6623,289.08627,297.8723,291.93292,300.4856,302.91058,292.18274,294.5674,283.40945,297.30322,294.2932,301.91342,295.8128,281.86438,299.67514,288.44928,301.7336,288.35275
1998-04-01,297.93173,289.24805,297.05444,290.46002,300.10052,303.1466,292.7561,293.75006,283.8046,296.6805,294.81033,302.10544,295.01932,283.85233,299.786,287.89078,301.22867,289.31064
1998-05-01,298.89706,290.233,295.48022,289.3255,299.35583,303.23306,294.30804,292.20236,284.54132,295.6139,296.1899,302.23166,294.08633,287.54443,300.25647,286.83157,300.84625,291.65872
1998-06-01,300.52698,292.571,294.3669,287.89023,298.66367,301.7633,296.2631,291.00314,287.7311,294.80026,298.3189,302.2152,293.23505,292.03372,300.78738,286.30807,300.27396,295.15402
1998-07-01,300.99265,295.02994,293.10403,287.1238,297.47345,300.65903,298.28604,290.10147,291.42056,293.88266,299.11612,302.2587,292.11697,296.57867,301.45782,285.31995,299.38556,298.0887
1998-08-01,301.147,296.67734,292.0231,286.60138,296.54846,299.63962,299.66455,289.42044,293.36978,292.92636,299.6131,302.4921,290.7984,299.70697,301.47903,285.15976,299.0965,299.75735
1998-09-01,301.59305,296.85397,292.1069,286.96628,296.31082,299.94937,299.33835,289.5785,292.86963,293.1263,300.5678,302.94345,290.58148,297.85852,301.3284,285.10193,299.05194,298.41916
1998-10-01,301.27905,295.6213,292.08304,286.99014,297.12976,300.49515,298.48706,289.7726,290.5645,293.66202,300.1992,302.74033,290.7268,293.06055,301.27057,284.96405,299.4386,296.44608
1998-11-01,300.4225,294.53665,292.68716,287.8775,297.76147,301.4069,297.18704,290.47223,288.42435,294.76102,298.9713,302.42896,291.64703,289.151,300.70148,285.92245,299.59613,293.69864
1998-12-01,299.07422,292.6389,294.45602,289.1144,298.1142,301.68536,295.1604,291.81625,285.15445,296.0605,297.3621,302.11337,293.077,285.47482,300.02045,287.1164,300.00983,290.80264
1999-01-01,298.00046,290.4474,296.88385,291.68195,298.5512,301.60178,293.8569,293.79816,284.75296,297.26895,295.76776,301.9045,295.0694,283.34213,299.87918,288.8724,300.23566,289.2153
1999-02-01,297.37085,289.97495,297.9176,292.13232,299.46448,301.87238,292.87134,294.40366,283.44104,297.3523,294.78873,301.9271,296.4496,282.27173,300.18393,289.44977,300.42242,288.35577
1999-03-01,297.29053,289.59387,297.4291,292.04245,300.38126,302.69073,293.0551,294.2922,283.0931,297.34125,294.61353,301.75488,295.93948,281.14362,300.31546,289.22183,300.66742,288.49133
1999-04-01,297.79208,289.97293,296.71417,290.70847,300.27783,302.6079,293.79715,293.4663,283.56458,296.8467,295.30386,302.40155,295.26117,283.24072,300.5158,288.1213,300.96515,289.80322
1999-05-01,298.8916,290.85153,295.37112,289.61343,299.11404,301.77246,295.01266,291.97064,285.34286,295.87018,296.80002,302.3865,293.8534,287.26932,300.62875,287.18747,300.51782,292.69614
1999-06-01,299.27167,291.8632,293.9523,288.45218,298.02356,301.38086,296.34064,290.8877,287.98627,295.35056,297.7976,302.5361,292.65646,292.94165,301.2001,286.37964,299.72253,296.32407
1999-07-01,300.2723,294.6828,292.3487,287.57507,296.92102,300.4179,298.8876,289.90112,289.37997,294.66022,299.79584,302.2911,291.56247,296.17795,301.28598,285.9082,298.9845,297.99393
1999-08-01,301.11526,296.03638,291.85165,287.2899,296.32806,300.0293,300.03732,288.90454,291.21603,293.89957,300.67798,302.1736,290.76068,298.1857,300.9541,285.35544,298.32428,299.74814
1999-09-01,300.75427,295.94852,291.80145,287.45255,296.08557,299.7903,299.77777,289.23187,292.08463,294.1215,300.74576,302.49844,290.28873,297.77,300.64484,285.10388,298.20932,298.73898
1999-10-01,300.31598,293.69623,292.20007,287.61975,296.10617,299.8405,298.7154,289.93427,290.89423,294.2731,299.79834,302.5065,290.7165,293.3749,300.43546,285.72244,298.53766,297.04752
1999-11-01,299.8325,291.79895,293.86646,288.2855,297.06763,300.77185,296.1448,290.71198,287.88986,295.08997,298.43375,302.58533,292.19257,288.64948,300.07047,286.32944,299.28073,294.51663
1999-12-01,298.94934,290.2049,294.66522,289.22183,298.256,301.535,294.37003,290.89822,286.01465,296.85623,296.7267,302.49997,293.06064,284.5672,299.4228,287.45306,299.96854,291.79593
2000-01-01,297.99963,289.31564,295.61597,290.78253,298.44986,301.68597,293.63992,292.06497,285.07162,298.74292,295.7262,301.83057,293.72885,282.55423,299.23022,289.16177,300.11267,289.69275
2000-02-01,297.3999,288.82068,296.88312,291.22128,299.60022,301.85403,292.7815,293.45383,283.7728,299.5435,295.02768,301.64993,295.03586,280.53943,299.25534,290.0169,300.65674,288.52
2000-03-01,297.12485,288.89435,296.26154,291.42212,299.58987,302.62512,292.60522,293.06418,283.49887,299.45126,294.97147,301.997,294.51196,280.67587,299.69028,289.79315,300.78336,288.38467
2000-04-01,297.234,289.00076,295.6296,290.7585,299.86,302.7763,292.7242,292.51355,283.85138,297.789,294.89124,302.5329,294.06503,282.16678,299.91946,288.64114,300.90778,289.4188
2000-05-01,298.4171,289.70038,294.74716,289.41553,298.7025,302.24533,294.33243,291.23932,284.9199,296.76578,296.12402,302.42978,293.24155,286.6662,300.28348,287.30304,300.44772,292.61942
2000-06-01,299.45178,291.89798,293.68903,288.3061,297.7126,300.90778,296.2839,290.27612,287.75162,295.3911,297.99255,302.27097,292.1774,292.01422,301.0169,286.10193,299.40488,295.4244
2000-07-01,300.4128,293.23227,292.48517,287.96338,296.39523,300.17377,298.0935,289.5574,290.3105,294.6626,299.50473,302.2284,291.44012,296.71667,301.37,285.37885,298.40182,297.57507
2000-08-01,300.9629,295.14664,291.87997,287.46893,295.83643,299.5948,299.18768,289.20215,292.54794,294.16162,300.30093,301.88788,290.70615,299.681,301.30777,285.20532,298.29214,298.53336
2000-09-01,301.10422,295.44897,291.3468,287.21902,295.6378,299.4971,299.45724,289.0799,292.7313,294.09558,300.55087,302.4314,290.21664,295.25415,300.79807,284.89154,298.29977,297.90796
2000-10-01,300.71948,294.4585,291.95148,287.82858,296.2708,300.33148,298.3822,289.18576,291.46143,294.29752,299.93204,302.19946,290.55444,292.14575,301.0764,285.15674,298.78165,295.6023
2000-11-01,300.18634,292.99597,292.98886,288.46378,296.98788,301.21283,296.81433,289.88864,289.2158,295.75458,298.8335,301.78964,291.57602,288.5904,300.55524,287.2752,299.4638,294.52615
2000-12-01,299.24716,291.01883,295.45224,290.40164,297.68204,301.5266,295.0151,291.8898,287.21683,296.96988,297.4992,302.2317,293.9182,284.46695,300.35986,288.3901,299.83105,291.56073
2001-01-01,298.53995,289.53323,297.02222,291.43246,298.93643,301.72046,293.84378,293.00076,285.62897,298.64838,296.283,302.08133,295.23553,282.60846,299.78613,289.7733,299.93637,289.99628
2001-02-01,298.05365,289.30765,297.2468,292.32397,300.07007,301.34363,292.95068,293.52527,284.58875,298.68915,296.01248,301.88153,295.584,280.94208,299.84653,289.6979,300.3984,289.15433
2001-03-01,298.0361,288.80533,297.12857,292.78085,299.7087,302.39932,292.23828,293.96664,283.96048,298.53583,295.29077,302.20108,295.28665,280.99887,299.77994,289.64215,300.38342,289.41656
2001-04-01,298.55905,289.47128,296.27368,291.84802,299.85223,302.7292,292.57385,292.91766,284.06012,297.858,295.70584,302.54333,294.40594,282.71637,299.64984,288.4956,300.68127,290.0376
2001-05-01,299.4955,290.49963,295.07758,290.84137,298.80322,302.29037,294.28775,291.95538,285.7446,296.53543,297.17606,302.64505,293.3451,287.59116,300.68903,287.64227,300.29825,291.96313
2001-06-01,300.9172,293.7431,293.74002,289.00977,297.44604,300.83615,296.17664,290.59668,288.1807,295.46887,298.64938,302.12003,292.39264,293.03226,301.33588,286.87,299.3019,294.98053
2001-07-01,300.79175,295.16687,292.4706,287.97833,296.75018,299.85068,298.1502,289.50793,290.51562,294.9227,299.20123,302.1056,290.9002,297.1203,301.49695,286.32227,298.7511,297.69333
2001-08-01,300.98224,296.40894,291.62088,287.40118,295.61807,299.09076,300.1692,289.00305,292.28784,294.4999,300.2141,301.90527,290.05566,299.6731,301.8831,285.50195,297.92874,299.48413
2001-09-01,301.78345,296.24323,291.75717,287.46002,295.65732,299.08304,298.66745,289.02267,292.834,294.38116,300.60385,302.5676,289.67776,298.09186,301.23468,285.3507,298.04333,299.06497
2001-10-01,301.64407,294.2005,291.72205,288.4548,295.9273,300.19965,297.36087,289.7898,292.01425,294.78592,300.17642,303.0823,289.88116,293.1892,301.27185,285.03168,298.83472,296.7574
2001-11-01,300.59094,291.84802,293.4019,288.65668,296.67892,301.20166,296.04498,290.54248,289.06552,295.08636,298.68192,302.6626,291.51196,288.82547,300.8351,285.92218,299.36078,294.05026
2001-12-01,299.16873,290.70096,295.6444,289.95602,297.39752,301.5439,294.24127,291.93732,285.94904,295.7492,297.13065,301.8263,293.49017,284.66876,300.084,286.83902,299.3525,290.8362
2002-01-01,298.285,290.0546,296.5821,291.5137,298.12097,301.40714,292.97968,292.92697,284.87982,297.2998,295.88257,301.78693,294.10626,282.10153,299.78497,288.19452,299.46283,289.27924
2002-02-01,298.07468,289.20337,297.01605,292.28265,299.31256,301.8342,292.45898,293.86438,284.35666,298.10077,295.40918,301.7081,294.62643,280.98972,299.53522,288.4955,300.0239,289.2871
2002-03-01,297.8732,288.85266,297.40964,291.77673,299.60568,302.3529,292.39987,293.591,284.51675,298.60077,294.83237,302.48346,295.27866,281.00107,299.91553,288.60782,300.51996,289.44672
2002-04-01,297.986,289.0817,296.37567,290.58463,299.4027,302.74652,293.10776,292.21713,285.13745,297.6742,294.9097,302.6061,294.5767,283.03354,300.20667,288.62064,300.51895,289.84033
2002-05-01,298.40964,290.46246,295.09637,289.8147,298.7855,302.62927,294.67422,291.37085,286.29654,296.58948,295.93234,302.7544,293.7644,287.29456,300.77954,288.06104,300.20566,292.40875
2002-06-01,299.33722,292.52747,293.5659,288.57532,297.62146,301.30023,295.67026,289.89105,288.18762,295.28555,297.98453,302.34308,292.18265,293.04913,300.96625,286.75317,299.4106,295.30182
2002-07-01,300.09286,293.86932,293.0432,287.63986,296.62543,300.1446,297.6136,289.1339,290.1339,294.5363,299.0589,301.94357,291.22897,295.6146,301.7337,285.53644,298.45544,299.00717
2002-08-01,301.2436,296.09244,292.0989,287.1773,296.08356,299.49387,299.33228,288.51227,292.9905,294.39984,300.31207,301.7027,290.32553,298.09634,301.47708,285.3404,297.92047,299.22192
2002-09-01,301.57166,295.65106,291.83832,287.05316,295.5688,299.8825,299.56577,288.4359,293.3442,294.26883,300.5022,301.81204,290.12848,296.12543,301.02783,284.77292,297.89487,298.7515
2002-10-01,301.51944,293.9634,292.2654,287.35712,295.7604,300.3707,297.819,288.89352,292.4107,294.51562,300.1091,302.44504,290.60632,293.00873,301.51056,285.2207,298.0525,296.78305
2002-11-01,300.8761,292.07526,293.58508,287.38272,296.74908,300.95197,296.09094,289.34378,289.93146,295.0166,298.8904,302.86325,291.53537,287.298,301.0889,286.0857,298.58795,293.84174
2002-12-01,299.78253,290.42996,295.36337,289.10583,298.01508,301.7288,294.40576,291.4477,287.3325,295.80573,297.421,302.62238,293.4043,283.5685,300.56577,286.92804,299.39386,291.3477
2003-01-01,298.78415,289.28107,298.20108,290.67307,300.0178,302.18085,293.5313,292.96954,285.631,297.03598,296.23535,302.1232,296.15436,281.47473,300.11594,288.04016,300.37866,289.79974
