,r300GLB_cluster1,r300GLB_cluster2,r300GLB_cluster3,r300GLB_cluster4,r300GLB_cluster5,r300GLB_cluster6,r300GLB_cluster7,r300GLB_cluster8,r300GLB_cluster9,r300GLB_cluster10,r300GLB_cluster11,r300GLB_cluster12,r300GLB_cluster13,r300GLB_cluster14,r300GLB_cluster15,r300GLB_cluster16,r300GLB_cluster17,r300GLB_cluster18
1980-01-01,51.23793,40.48704,26.905434,23.127874,32.32895,71.13285,67.0538,57.981472,47.12792,67.339,28.474798,33.979797,30.694399,53.275005,49.947235,35.021156,43.803406,16.04699
1980-02-01,56.6973,37.45424,29.286371,26.933138,21.483543,60.450413,74.4264,36.04132,49.704414,41.345875,33.77935,34.2324,22.440157,53.229378,52.6264,23.33484,37.538982,16.28329
1980-03-01,60.777973,40.0617,26.369274,22.247856,40.50823,82.49812,68.109825,55.51742,42.920128,32.113834,16.948193,32.72659,28.637764,56.462627,58.53882,48.13179,37.907288,15.743874
1980-04-01,67.25099,54.339176,35.117302,34.960854,50.40517,67.710556,47.62008,61.731327,49.499077,67.1027,35.397606,56.676113,37.636765,49.87716,60.973534,51.915867,41.85107,25.049248
1980-05-01,57.877174,48.46424,23.064318,34.26662,27.221588,65.251396,34.46381,25.342587,44.706238,64.11716,14.120728,73.79898,38.62108,56.327366,55.129562,58.175404,36.377033,43.374805
1980-06-01,15.32505,44.582386,19.783806,60.007145,23.315287,44.388454,31.403303,12.714329,43.41066,77.32883,10.823921,67.648636,39.090424,53.74272,53.090855,49.561005,34.392105,45.201656
1980-07-01,3.8619995,48.36972,35.66813,68.020195,12.973446,45.305954,32.555473,13.111965,26.939655,76.35266,21.014202,72.09435,35.23301,41.867367,58.47852,56.125286,18.015621,33.795647
1980-08-01,11.425266,42.43286,35.932137,65.77778,14.120728,61.982296,31.61353,11.1531105,31.998129,77.43802,22.552603,84.800835,37.22609,48.599503,64.21819,64.80813,24.439753,55.955803
1980-09-01,15.312012,49.04929,20.764862,55.21105,21.724735,56.912415,55.302307,16.67115,37.763878,75.17605,13.064705,53.69546,42.933167,47.79282,60.153812,48.990623,25.987932,36.09021
1980-10-01,60.20922,49.140553,21.467247,45.63352,33.063927,72.39584,59.330833,25.063913,54.950302,77.43802,11.487194,37.188606,45.18862,63.576107,55.100227,46.665092,51.22163,51.741493
1980-11-01,59.68447,46.05886,17.006863,25.274141,34.426327,77.38424,57.914658,31.725975,56.428406,65.4111,27.853897,30.138683,38.52004,54.497253,52.69159,38.591743,53.21471,27.853897
1980-12-01,53.71013,44.616608,32.677696,27.539371,35.43509,66.59098,67.477516,44.821945,42.657753,65.768005,25.930895,39.225685,33.911354,54.394585,57.720726,31.621677,42.846794,27.896269
1981-01-01,42.86334,38.60704,25.507912,23.808393,35.940178,78.58156,78.249664,42.356316,39.691128,46.337425,21.933754,25.602978,27.304163,58.852814,58.904514,19.967384,35.13295,20.948067
1981-02-01,58.150658,28.586723,22.724304,18.636456,33.093197,75.727905,70.81615,53.815968,55.71896,39.210793,14.605316,31.9474,15.030613,46.53923,51.18247,35.841778,44.63624,12.292038
1981-03-01,66.22462,36.352135,30.276234,30.274567,48.27711,76.11651,74.473694,52.31826,55.22195,48.720753,35.926838,33.400078,25.964897,56.182617,50.938965,49.547997,58.615982,21.309986
1981-04-01,61.35789,48.46057,16.74514,17.407269,36.001892,72.52067,60.702435,32.841354,42.604824,45.583565,19.18684,28.79687,37.603004,51.392612,59.64503,56.92814,42.35298,37.00092
1981-05-01,48.804142,56.486164,23.152939,26.079977,24.754053,75.11748,28.49833,26.795475,45.01317,64.30828,27.487623,56.31271,39.917953,55.587204,64.45505,62.760536,45.660286,32.21425
