,mgv850GLB_cluster1,mgv850GLB_cluster2,mgv850GLB_cluster3,mgv850GLB_cluster4,mgv850GLB_cluster5,mgv850GLB_cluster6,mgv850GLB_cluster7,mgv850GLB_cluster8,mgv850GLB_cluster9,mgv850GLB_cluster10,mgv850GLB_cluster11,mgv850GLB_cluster12,mgv850GLB_cluster13,mgv850GLB_cluster14,mgv850GLB_cluster15,mgv850GLB_cluster16,mgv850GLB_cluster17,mgv850GLB_cluster18
1980-01-01,-0.1034822,-0.1484862,0.0026948452,0.6475722,-0.21949558,0.64541644,-0.7530757,0.79525006,-0.07370413,0.263691,0.3127373,-0.2211124,0.07262619,0.36070555,0.08879529,0.16883233,-0.18095914,-0.050258934
1980-02-01,-0.05322329,-0.06561959,0.101461075,0.37081128,-0.64716816,0.638275,-0.7971364,0.7398709,-0.13891949,0.14713876,0.09081642,-0.12086401,0.032203447,0.32984957,0.08434878,0.22367251,-0.13245185,-0.09903572
1980-03-01,-0.11197098,-0.09081642,0.06386793,0.40085888,-0.3522168,0.7971364,-0.8513029,0.56537944,-0.15306744,0.40665275,-0.06413742,-0.15064207,0.07100928,0.22609787,0.13339505,0.041500688,-0.15576228,-0.10941088
1980-04-01,-0.049854707,-0.13056545,0.031799227,0.67128706,-0.21100669,0.59232795,-0.84793437,0.38010845,-0.18190233,0.37930006,-0.33092752,-0.27083236,0.0111836195,0.20992875,0.07073979,0.10186529,-0.12638845,-0.113453165
1980-05-01,0.09795779,-0.16438581,-0.018324982,-0.13218236,-0.100922205,0.7669541,-0.60997915,0.2522379,0.10038314,0.52697784,-0.63180745,-0.21114144,-0.06750597,0.066966996,0.11224048,0.32472938,-0.13945845,-0.23216128
1980-06-01,0.5721165,-0.32405564,0.008893001,-0.9884707,0.19254684,1.0260639,-0.49073204,0.30182308,0.39129215,0.44491968,-1.575948,-0.20359588,-0.008623516,0.0036380528,0.08448353,0.13231707,-0.012531042,-0.30007148
1980-07-01,0.3766052,-0.5198364,0.07060504,-1.1031367,0.27500933,0.8490124,-0.2953555,0.25870553,0.23364344,0.6381403,-1.9859693,-0.20615597,-0.041904915,-0.15818766,0.0130700115,0.26786804,-0.045003988,-0.32338196
1980-08-01,0.32782847,-0.47348505,0.054301202,-1.0488354,0.18823528,0.6508061,-0.32944533,0.285654,0.21707013,0.5652447,-1.774828,-0.16681118,-0.07087455,-0.090412185,0.07653372,0.31017715,-0.0634637,-0.28093806
1980-09-01,0.36636478,-0.38536346,0.006063414,-0.0072761537,0.019807052,0.6615855,-0.5140425,0.17462623,0.008893001,0.33766463,-1.2265607,-0.15091155,-0.036515206,-0.050258946,0.06858392,0.22771478,-0.018998694,-0.18554036
1980-10-01,0.101191595,-0.3810517,0.02991283,0.40005034,-0.2337782,0.75078505,-0.5426079,0.4523305,-0.23229602,0.3473661,-0.16937129,-0.2255589,0.0028295994,0.03570676,0.08084549,0.14902517,0.024792623,-0.16128674
1980-11-01,0.004177022,-0.22097766,0.027891695,0.41352463,-0.32270828,0.8461827,-0.58747715,0.59354055,-0.20265266,0.16977553,0.28282443,-0.20885083,0.030721288,0.21922597,0.07909383,0.21046774,-0.106581286,-0.036110986
1980-12-01,0.08394456,-0.13272133,0.052549552,0.6582169,-0.51229084,0.55433047,-0.6893425,0.6681879,-0.21302786,0.16950603,0.42605573,-0.09701458,-0.002021134,0.31233305,0.07464732,0.15630127,0.03611098,-0.057804514
1981-01-01,-0.05608406,-0.061157037,0.07764411,0.25646496,-0.55661345,0.6146704,-0.67371374,0.7630537,-0.158811,0.27929315,0.24180984,-0.13119169,0.07228927,0.34284574,0.09920397,0.076798536,-0.17952546,-0.08567615
1981-02-01,0.054674912,-0.06341167,0.08384428,0.57521427,-0.51729834,0.6642724,-0.82787454,0.38991126,-0.22222266,0.43162212,0.16444759,-0.17078876,0.020573616,0.27140194,0.11540918,0.15458354,-0.11456375,-0.06496167
1981-03-01,-0.15359716,-0.03889246,0.07045736,0.2835206,-0.15275164,0.5853601,-0.65863585,0.4138669,-0.123723224,-0.08088513,-0.22673187,-0.07510762,0.043824483,0.18276648,0.10822258,0.26379257,-0.25463304,-0.041006185
1981-04-01,0.15401983,-0.099767685,0.014936924,0.34453678,-0.074403,0.33227715,-0.5570362,0.29775304,-0.1359828,0.23518677,-0.33551812,-0.15683818,-0.031564903,0.15261078,0.09539938,0.23067752,-0.06961193,-0.09497652
1981-05-01,0.031001281,-0.2618197,0.023814583,0.09906311,-0.1490879,0.5847965,-0.51588905,0.22645016,-0.09483566,0.5807098,-0.6458126,-0.22588643,-0.07355757,0.11146359,0.11850934,0.23673686,-0.06834364,-0.19432154
1981-06-01,0.4321857,-0.37708798,-0.0018318177,-0.81166935,0.17346612,0.99570405,-0.35087782,0.3813154,0.09765396,0.59691507,-1.4160528,-0.16402483,-0.04213352,0.10230412,0.07257118,0.37441063,0.02635107,-0.30395323
1981-07-01,0.43458122,-0.28957996,0.0009863854,-1.2017214,0.30057105,0.7367027,-0.3420002,0.124286845,0.1586701,0.72824776,-1.9209509,-0.18713483,-0.008032227,-0.07933502,0.09201737,0.3117036,-0.06580715,-0.36031914
1981-08-01,0.2591423,-0.33439082,0.05509777,-1.0913851,0.2888752,0.85070264,-0.43711773,0.19911261,0.07609396,0.5698595,-1.8051188,-0.17149334,-0.016205216,-0.0759531,0.14063302,0.17191601,-0.012682343,-0.28126597
1981-09-01,0.24716458,-0.3460868,0.004932022,-0.4195034,0.19051686,0.5058841,-0.46924633,0.3548235,0.1434513,0.62030697,-1.1591651,-0.19079867,-0.03551054,-0.0343832,0.105122425,0.3056442,0.08764906,-0.276193
