,ssta20GLB_cluster1,ssta20GLB_cluster2,ssta20GLB_cluster3,ssta20GLB_cluster4,ssta20GLB_cluster5,ssta20GLB_cluster6,ssta20GLB_cluster7,ssta20GLB_cluster8,ssta20GLB_cluster9,ssta20GLB_cluster10,ssta20GLB_cluster11,ssta20GLB_cluster12,ssta20GLB_cluster13,ssta20GLB_cluster14,ssta20GLB_cluster15,ssta20GLB_cluster16,ssta20GLB_cluster17,ssta20GLB_cluster18
1980-01-01,-2.7261642269466235,-17.02571596418108,-4.479372636838392,-12.550150381552207,-1.6635212746072323,1.4609831320988882,-8.555787648910131,-8.657148338499523,-19.737818581717356,-3.902593933709777,-5.470069493252807,1.7897554584171462,-6.546196018356875,-66.26469647442853,-0.23189210178894545,-11.646127198871813,-0.039119388855678935,-10.68800995030354
1980-02-01,-3.463327625523443,-18.584461212158203,-3.785624151880091,-11.514473605800319,-0.955744132082513,1.5612976239608214,-9.8982022358821,-7.915568635577247,-21.2593868800572,-2.966203252867897,-6.497498962776793,1.6265506264956102,-5.795097638325519,-72.48285081651476,-0.5857079652429537,-11.10591587267424,0.265347034158841,-11.866397464398256
1980-03-01,-3.802670810533607,-19.18782461257208,-3.9671133865009653,-12.376715685870197,-0.9463079685860492,1.5471455929157611,-10.118479606432793,-8.540313868295579,-22.08666665213449,-2.9057686871821335,-6.785359704421342,1.5805875088857568,-6.21851984276829,-73.72988948115595,-0.6724136855462731,-11.694814782393607,0.36874358397974094,-12.104936973335818
1980-04-01,-3.0944976081018867,-18.795004345121836,-5.07677441293543,-13.908416516072041,-1.7738320218755843,1.2716794336164319,-9.668973470345522,-9.95615181468782,-22.487723486764093,-4.431029121474464,-6.103329863284995,1.6105805272641391,-7.534698405897761,-68.65059887921367,-0.19306367779809402,-13.06723946019223,-0.04140381425829001,-11.670667117403955
1980-05-01,-2.082585251849631,-18.021785191127233,-6.473601135340604,-15.392797702067607,-3.00364113868551,0.8086001170469118,-8.287448760790703,-11.307278701237271,-21.039675303867888,-6.277858856881019,-4.795898250275594,1.9035941103230354,-9.05677295592894,-54.19265958997938,0.4827852391711325,-14.191955767179792,-0.6599732687775518,-9.698520739053944
1980-06-01,-0.19050561863443127,-14.99019668215797,-7.441294464198026,-16.735825023135625,-3.907688830761199,0.07271964170105823,-5.658131379347581,-12.532733167920794,-16.808853149414062,-7.45980173054308,-2.547375629284631,2.084531991378121,-10.134583208934371,-35.47335730658637,1.2642989935159077,-15.11958172446803,-1.353123574189737,-5.966021842563276
1980-07-01,1.199635824431544,-11.146863301595051,-8.19889334115115,-17.13462391415158,-4.707899905265646,-0.30027429290764684,-2.842262234443273,-13.044669514610653,-12.11658205304827,-8.178097186702313,-0.5695672488651393,2.2768896040709126,-10.78599217426346,-18.66846791020146,1.6565684447155047,-15.398040570710835,-1.8560111942425581,-2.608723984551184
1980-08-01,2.0179230752198594,-7.780087107703799,-8.722846616398204,-17.79596032323064,-5.088598575997859,-0.5960509002029717,-1.4593678407180004,-13.661588941301618,-8.656704085213798,-8.766513531750972,0.5638332089032133,2.31444555780162,-11.435142769870989,-11.15601239381013,1.7796503071869905,-16.05423274793123,-2.180159175899667,-1.099199486761978
1980-09-01,2.0037363404813022,-8.827372505551292,-9.075279940258373,-18.08356336645178,-5.277068259868216,-0.37448067699108756,-1.6836923857529957,-13.822143418448313,-9.450665201459612,-9.141128606135302,0.4818908824511101,2.3217164433520776,-11.709224172385342,-17.507019749394168,1.8361504144644312,-16.193953062358656,-2.0893773142720615,-1.8599275461177236
1980-10-01,1.306538400442704,-10.627964564732142,-8.636239171028137,-17.312151676899678,-4.966157852335179,0.16159483709850828,-2.8819813178135796,-13.157980214981807,-12.965800421578544,-8.442228383356982,-0.47407272311807414,2.25611774817757,-11.14004031721368,-29.242285975703485,1.598843803235896,-15.464862020392168,-1.8049257741847509,-3.8662300896398802
1980-11-01,0.09546949325696283,-13.462722869146438,-7.745951143178073,-16.28424090308112,-4.106484474019801,0.8213809302619269,-4.953069106126443,-12.041119734446209,-16.130240304129465,-7.387542252493377,-2.022786740145069,2.2608386433642846,-10.1092993494976,-45.55854444150571,1.0214491199901086,-14.655846043636926,-1.2460397162907562,-6.5127800420387505
1980-12-01,-1.282954786134803,-15.690995625087192,-5.861730467189442,-13.977616542094463,-2.757512762191448,1.3884702512809821,-7.001833426646697,-9.956413223629907,-18.271077019827707,-5.1323409127716975,-3.8482622134904925,2.1331512928009033,-7.920332701809436,-59.91155836317274,0.30922534432423326,-13.027412013003701,-0.6910428745855748,-9.005503310370692
1981-01-01,-2.3199951130410903,-17.351103283110117,-4.110997644337741,-11.918966834609574,-1.4587542176880735,1.6514523877753868,-8.396391379527556,-8.139443113690332,-19.880563191005162,-3.113473110859937,-5.050674391670461,1.9573359515355981,-6.103746575045299,-71.88183819806133,-0.2509418329930184,-11.658158553274054,-0.19859634208637225,-10.865633266488302
1981-02-01,-3.147396574849668,-18.738169897170295,-3.578765419396487,-11.14182794416273,-0.773446204814505,1.7136420931544032,-9.488325241284493,-7.47733059383574,-21.18776593889509,-2.2871560389452643,-5.993480038789153,1.7148396631945735,-5.535683287195413,-76.97292610451026,-0.5277790678973113,-11.156030956067537,0.1925563098679126,-11.795110800831589
1981-03-01,-3.4091238871864653,-19.548437027704146,-3.9472422816536645,-12.089356216224465,-0.9492941105619389,1.6318834042763926,-10.050596640660212,-8.212714252017793,-22.42363112313407,-3.125463499881253,-6.46246635109369,1.56641212494477,-6.063739362969456,-78.05205451117621,-0.5056938293932655,-11.750285499974302,0.21347813308238983,-12.247115066371013
1981-04-01,-3.088873987612517,-19.79224159604027,-5.185248364101756,-13.617451126511032,-1.9803064427477248,1.3183729426638857,-9.928729900946983,-9.615477209999447,-22.222035271780832,-4.586641387184067,-6.019296236564777,1.782818851263627,-7.475187117794911,-72.0087969744647,-0.13334164182648403,-13.102412976716694,-0.14381637849228485,-11.518011388090468
1981-05-01,-1.9808844898058022,-18.330318814232236,-6.541897491975264,-15.397412712509567,-3.084042782479144,0.7783444928335356,-8.496184532458965,-11.313822723570324,-20.74521200997489,-6.276843807484844,-4.86739486273081,1.9700417052144592,-9.109021956662097,-56.57562679714626,0.5322754307254277,-14.1611731679816,-0.7416291555888217,-9.688340019933957
1981-06-01,-0.0008076429367065431,-14.79769161769322,-7.683495499870994,-16.216275498673724,-4.061353155907164,0.205244137360169,-5.216899437782092,-12.334697019486201,-18.04487500871931,-7.435559754324432,-2.2451144785968804,2.0063833568407143,-10.268750248185123,-37.01011869642469,1.1413079333366025,-14.665868658768504,-1.2739562022853905,-6.103176431557567
1981-07-01,1.2352536553921907,-10.971038000924246,-8.498446236957204,-16.920817864907754,-4.75678636672649,-0.3384395717858552,-2.8988056457959686,-13.106220676785425,-12.986207689557757,-8.312928794634225,-0.3724597714429984,2.259538147760474,-11.065217098557806,-17.99206557097258,1.5519942946106422,-15.002001712196753,-1.8143313871303075,-2.84477681228795
1981-08-01,1.9507222590239153,-8.446761994134812,-8.809253573417664,-17.467532286772858,-5.295431563194762,-0.5169003362859691,-1.8362638851006825,-13.447888692220053,-8.628382682800293,-9.1013233260353,0.4482944684525941,2.389127067897631,-11.446551242506649,-9.270367798981843,1.8264603372141908,-15.611989874588817,-2.186974673204019,-1.2578948256895714
1981-09-01,2.0315178580906084,-8.211820239112491,-9.057834473523227,-17.89850157660407,-5.466432368501704,-0.3426440664239832,-1.725537883929717,-13.818839050474622,-9.095181737627302,-9.214844562039517,0.57638746463448,2.28901119335838,-11.762105987732669,-17.2174542038529,1.904274398133955,-15.693384471692537,-2.0510573622206567,-1.595714411784693
1981-10-01,1.237573001695716,-10.765227817353749,-8.830973505973816,-17.69193829716863,-5.149716417840186,0.0961759941534953,-3.1745339051271095,-13.416729086921329,-11.769050870622909,-9.1568394462661,-0.6379310521611408,2.220230854075888,-11.492686673819302,-31.67718251546224,1.568040001483364,-15.537876329923932,-1.7854159566718089,-3.677744717942071
1981-11-01,-0.01630312722662221,-13.208461034865605,-8.071144060655074,-16.833364641344225,-4.339482733543883,0.7598957499942264,-5.186558381105081,-12.540686698186965,-15.766042981828964,-7.747319193169622,-2.3161180911619974,2.170222712599713,-10.590856046561736,-48.1787363688151,0.9612190359421359,-14.964251267282586,-1.2917026667527751,-6.492986875711028
1981-12-01,-1.1808032834011577,-15.527497246151878,-6.410031156106428,-14.654015850376439,-2.8626467826518605,1.282398389266418,-7.032807973714975,-10.757391793387278,-18.701086044311523,-5.631743917370787,-3.8353683027021725,1.9260832796926086,-8.819798963615694,-62.35617884883174,0.3451340412365571,-13.486915387605366,-0.5641025923927065,-8.949233576194528
1982-01-01,-2.602295149927554,-17.483698981148855,-4.558915712616661,-12.36868935662347,-1.546525371835587,1.651685588710659,-8.689558200347118,-8.403928790773664,-20.193793433053155,-3.5894984065896214,-5.464552224048076,1.864106823568759,-6.560427596770137,-70.46294035734954,-0.21175696270459785,-11.928172864412007,0.06592458140262417,-10.633256263339643
1982-02-01,-3.4511281096416973,-19.19375283377511,-3.8894149390133945,-11.504784790245262,-1.050102431723412,1.5784930896472644,-9.840789208045372,-7.667854002543859,-21.14910398210798,-3.0445361491477136,-6.495563823021263,1.725629140501437,-5.851677239659321,-76.02236712420428,-0.44436989963509654,-11.421557978579873,0.2557982372539774,-11.819944676664687
1982-03-01,-3.6468702813853393,-19.917162032354444,-4.467212611978704,-12.282419849086452,-1.2323573295106278,1.5493896988419082,-10.283522116832243,-8.499351569584437,-21.864705766950337,-3.6220703974808797,-6.718370812070882,1.7365481801654983,-6.612757315118629,-75.08866345440899,-0.42750754087935877,-11.964276966295746,0.27623484403052384,-12.16275716565319
1982-04-01,-3.6354863125344985,-19.679941449846538,-5.778641863302751,-13.946586686211663,-2.0205429767040495,1.4500604735480414,-10.300135001158102,-10.021548044113887,-21.625242233276367,-5.378994493201227,-6.670803526427848,2.0164434806160307,-8.098468148564718,-69.03946487991898,-0.2542694637186958,-13.129864742881374,0.051124551346604256,-11.622489850545668
1982-05-01,-2.5794990166373877,-18.146605718703498,-6.935507871887901,-15.39419599481531,-3.1580755558419735,0.9191252179331966,-8.65558874912751,-11.377356733594622,-20.014066696166992,-6.857658730875148,-5.351941570913866,2.1754302667534873,-9.407458535159927,-52.66075487490053,0.41876614956379543,-14.134286579332855,-0.5703954052337459,-9.523041715326997
1982-06-01,-0.8078618833552237,-15.765534355526878,-7.949353077194908,-16.78837183359507,-3.8441732081961124,0.2893216661862783,-5.883431128966502,-12.674978233519056,-16.92122323172433,-7.686433461633059,-3.074579882475496,2.253766655921936,-10.537345725369741,-33.859044534188726,1.1112817674496094,-15.242069645931847,-1.2251246982896833,-5.926828286082475
1982-07-01,0.7371884888119025,-12.01340084984189,-8.341067216613077,-17.33026697828963,-4.265432256333371,-0.2461510422351482,-3.2742575193062806,-13.235475903465634,-13.160302298409599,-8.046534509942083,-0.9888033034062825,2.323196737662606,-11.045602430780251,-16.98911808155201,1.565851692024988,-15.521517301860609,-1.7280271775285962,-2.8944657020962117
