,zgv200GLB_cluster1,zgv200GLB_cluster2,zgv200GLB_cluster3,zgv200GLB_cluster4,zgv200GLB_cluster5,zgv200GLB_cluster6,zgv200GLB_cluster7,zgv200GLB_cluster8,zgv200GLB_cluster9,zgv200GLB_cluster10,zgv200GLB_cluster11,zgv200GLB_cluster12,zgv200GLB_cluster13,zgv200GLB_cluster14,zgv200GLB_cluster15,zgv200GLB_cluster16,zgv200GLB_cluster17,zgv200GLB_cluster18
1980-01-01,-0.047698785,0.06319423,-0.025735855,-0.5285948,0.2896963,0.0010779381,0.05591812,-0.0033685684,0.4524652,0.12328949,-0.25237265,0.9735144,0.1253105,0.0057939054,0.3233819,0.13528147,-0.6363887,0.21477947
1980-02-01,-0.12517567,0.12800531,-0.0032339096,-0.58047044,0.07976761,-0.05025897,0.3942566,0.35154313,-0.27164087,-0.012800408,-0.0022906302,0.86329496,-0.1885047,0.014282703,0.5139076,-0.28349814,-1.0644655,0.071009256
1980-03-01,0.2634215,-0.15374117,-0.08825626,0.008893013,-0.052010536,-0.025331592,-0.09391556,0.2747399,-0.021424055,-0.21221943,-0.097418785,0.84793437,-0.37579674,0.23579928,0.0037727356,0.3372604,-0.8131708,0.18823524
1980-04-01,-0.37242812,0.1307002,0.022636723,-0.3764705,-1.862141,-0.03341613,-0.36757746,0.15710965,-0.67802393,-0.2880794,1.292854,0.99359095,0.218148,0.071278766,-0.41891423,0.073434636,0.086369894,-0.55177045
1980-05-01,-0.3965471,0.3274242,-0.06548486,-0.21774387,-0.7410835,0.027352715,0.17934223,0.31583637,0.7546927,0.036649965,-0.82381535,0.045542955,0.19901466,-0.28727096,0.96233064,0.023445178,-0.33550873,-1.32371
1980-06-01,0.16020879,-0.031125497,0.09391556,-0.07424311,0.18513612,0.0495852,0.38832784,-0.13743743,-0.52091444,0.14511764,0.19901463,0.06346373,-0.5330412,-0.1691018,-0.003503418,-0.12167244,0.05308857,0.3954692
1980-07-01,0.034494113,0.08273192,-0.04203968,-0.45758542,-0.16169092,0.23997632,0.08879528,0.15306744,-0.17947696,0.0022906302,-0.22515468,0.94467944,-0.19766721,-0.32082182,0.32688522,-0.019133378,-0.019537639,0.013070017
1980-08-01,0.0051202774,0.13272133,-0.13945846,-0.004042244,-0.009027744,0.108198166,0.16883239,0.39708596,-0.43211907,0.028295923,-0.22340302,0.16047828,-0.3119288,-0.6300558,0.24725246,-0.10712032,-0.12234616,0.7905341
1980-09-01,0.2512947,0.5382961,-0.09014263,-0.9662382,0.17273983,-0.20642547,0.3293106,-0.05443592,-0.4672869,0.04177017,0.07437782,0.2724493,-0.041365933,-0.7161562,0.57171214,-0.18082443,-0.06683226,1.4108884
1980-10-01,0.6265526,0.2669248,-0.13299079,0.041500665,-0.39587337,-0.23081383,0.11385739,0.4589328,-1.0010018,-0.11924708,0.33550876,0.917192,-0.21936074,0.23445196,-0.09701462,0.06817975,0.24159317,0.16937122
1980-11-01,-0.20521279,0.299802,-0.16815862,-1.1705078,0.17705154,0.18284552,0.075321004,0.6017598,-0.26382574,-0.57817996,-0.31907016,0.8441616,0.6016252,0.086369894,0.4958523,0.18338451,0.034763716,1.3392055
1980-12-01,0.049854852,0.39425647,0.005120182,-0.5527136,-0.052549552,-0.16640696,0.17341347,0.34116793,-0.1971283,-0.5652447,-0.4594718,0.73973614,0.43939513,-0.8507639,0.95532405,0.5434164,-0.09189434,-0.28888783
1981-01-01,0.15289268,0.21559963,-0.009582138,-0.6868187,-0.5185664,-0.029310226,-0.0841259,0.36976042,-0.88114035,-0.54872215,0.7331797,0.72416115,-0.70880157,0.08990364,-0.21630421,0.34115475,0.0054956437,-0.0500247
1981-02-01,-0.2632288,0.29338464,0.0021137237,0.013105107,-0.2303957,0.022123719,0.09864044,0.15909281,0.91397333,-0.5612637,-0.39174327,0.41724882,-0.036637783,-0.04607916,0.14500141,0.32494956,0.3019804,0.061438847
1981-03-01,-0.03762436,0.37116966,-0.21898155,0.16205196,-0.16487026,0.025646497,-0.13246003,0.45726854,1.0926534,-0.3451001,0.2666107,0.5993107,-0.40963936,0.049742937,-0.5888828,0.37271968,0.29803485,-0.14796047
1981-04-01,-0.4748829,0.4210534,0.07130289,-0.42598543,-0.81392384,0.035933305,-0.6875235,-0.28084326,-0.30028945,-0.01747341,-0.02522378,0.64257145,0.05608406,0.34679136,0.18854408,0.27126104,-0.061579704,-0.63538486
1981-05-01,-0.09807672,-0.17247972,0.055943202,-0.15641546,-1.1129452,0.13541909,-0.025364686,-0.06904821,-0.050306607,-0.191926,0.20038089,0.50461596,-0.5394219,-0.31649464,0.110759065,0.022405434,0.26858363,-0.6008607
1981-06-01,1.0159957,0.2057356,-0.16148834,0.47995585,0.42204008,0.25533763,0.05509772,0.21264043,-0.14514227,-0.08567619,0.1619111,-0.28718433,-0.45557755,-0.48911533,0.65074456,-0.30902633,-0.12470941,-0.53885823
1981-07-01,0.1375328,0.31804466,-0.17078876,0.049320173,-0.24096432,-0.06073432,0.2876072,0.501234,0.18290749,0.17149334,-0.4595232,0.30930805,-0.2668926,-0.63003016,-0.03818798,-0.1762844,0.6155159,-0.10061316
