,vws_u850-250GLB_cluster1,vws_u850-250GLB_cluster2,vws_u850-250GLB_cluster3,vws_u850-250GLB_cluster4,vws_u850-250GLB_cluster5,vws_u850-250GLB_cluster6,vws_u850-250GLB_cluster7,vws_u850-250GLB_cluster8,vws_u850-250GLB_cluster9,vws_u850-250GLB_cluster10,vws_u850-250GLB_cluster11,vws_u850-250GLB_cluster12,vws_u850-250GLB_cluster13,vws_u850-250GLB_cluster14,vws_u850-250GLB_cluster15,vws_u850-250GLB_cluster16,vws_u850-250GLB_cluster17,vws_u850-250GLB_cluster18
1980-01-01,13.760400772094727,-6.68690299987793,6.425233840942383,49.315277099609375,6.666645050048828,5.522054672241211,64.91411590576172,29.77621841430664,23.0369815826416,16.768747329711914,16.966266632080078,16.139053344726562,5.697624206542969,-5.655422210693359,17.35792350769043,27.10382080078125,34.78844451904297,20.467561721801758
1980-02-01,18.131113052368164,-7.652544021606445,10.088598251342773,46.463932037353516,-2.532278060913086,10.07171630859375,56.46136474609375,28.20282745361328,29.006404876708984,17.124956130981445,26.615934371948242,24.728540420532227,1.4822273254394531,-2.0849075317382812,17.4085693359375,20.805198669433594,33.469970703125,12.909555435180664
1980-03-01,14.376588821411133,-6.953636169433594,7.743707656860352,40.98407745361328,5.424140930175781,8.532089233398438,47.28776931762695,20.13161277770996,22.5811710357666,17.25832176208496,16.459810256958008,20.572229385375977,2.837839126586914,-1.8840160369873047,9.35930061340332,25.108383178710938,37.16878128051758,25.945722579956055
1980-04-01,25.58951759338379,-4.478755950927734,25.722885131835938,29.82179832458496,16.064773559570312,5.825927734375,36.89698791503906,19.78553581237793,31.192604064941406,14.665267944335938,15.495855331420898,28.0205020904541,4.05839729309082,-0.9436969757080078,12.28492546081543,22.854656219482422,33.68605422973633,14.756429672241211
1980-05-01,12.166754722595215,-3.6566085815429688,29.76102638244629,21.92108917236328,17.687118530273438,-6.78819465637207,25.072933197021484,18.026447296142578,23.725759506225586,22.515329360961914,29.210674285888672,33.660736083984375,5.280643463134766,3.3375415802001953,3.325725555419922,19.876697540283203,22.00043487548828,10.730106353759766
1980-06-01,9.36436653137207,-9.052053451538086,27.934406280517578,1.9836177825927734,18.431610107421875,-21.1934814453125,15.906085968017578,-8.147184371948242,1.397817611694336,17.69049644470215,28.402034759521484,47.35529327392578,4.282926559448242,1.7557125091552734,-0.42542266845703125,16.951072692871094,25.137083053588867,2.5508460998535156
1980-07-01,8.761682510375977,-10.672708511352539,28.182571411132812,-4.397722244262695,19.87500762939453,-23.4421443939209,7.2068634033203125,-16.292678833007812,-1.127706527709961,17.395063400268555,31.152088165283203,40.29192352294922,-1.0956344604492188,8.780254364013672,-7.122457504272461,15.846996307373047,6.428611755371094,2.758495330810547
1980-08-01,2.7044734954833984,-9.88939094543457,26.690214157104492,-5.57438850402832,23.36617660522461,-24.20182991027832,12.392970085144043,-14.93875503540039,-0.7613716125488281,19.194669723510742,22.57779312133789,35.424888610839844,0.7850055694580078,2.734861373901367,-7.522554397583008,9.68511962890625,11.574199676513672,5.273891448974609
1980-09-01,1.3826236724853516,-8.530401229858398,23.94015884399414,3.4337692260742188,11.334478378295898,-15.840248107910156,16.061397552490234,-3.440523147583008,-0.7850055694580078,24.336883544921875,32.14136505126953,38.0078125,-1.397817611694336,9.859003067016602,-3.811922073364258,13.061491012573242,24.006000518798828,3.5840187072753906
1980-10-01,1.7168846130371094,-5.756711959838867,26.526460647583008,23.04204559326172,12.28492546081543,-10.530902862548828,36.05120086669922,5.692564010620117,18.234092712402344,25.170848846435547,26.052080154418945,35.657859802246094,4.544595718383789,6.057209014892578,4.321754455566406,8.001998901367188,28.900049209594727,12.877479553222656
1980-11-01,13.334978103637695,-2.130491256713867,14.000123977661133,22.993087768554688,14.803698539733887,-0.9436969757080078,43.821922302246094,18.208770751953125,20.7967586517334,13.383934020996094,20.751176834106445,19.137271881103516,1.1564064025878906,3.214305877685547,6.280050277709961,9.03348159790039,20.714038848876953,13.944414138793945
1980-12-01,9.070621490478516,-5.40388298034668,12.715415954589844,31.64841651916504,2.162567138671875,3.138338088989258,60.83207702636719,18.090595245361328,21.083749771118164,27.010971069335938,20.64651107788086,21.72694969177246,1.1530303955078125,-2.831087112426758,16.139053344726562,20.974018096923828,36.20989227294922,22.42754554748535
1981-01-01,6.847352981567383,-10.561920166015625,1.4682083129882812,46.364166259765625,-2.3417930603027344,9.446081161499023,61.56011962890625,23.91160011291504,28.053781509399414,17.91580581665039,22.5388240814209,13.795646667480469,2.63726806640625,-7.85124397277832,13.034017562866211,22.102031707763672,41.377769470214844,18.52327537536621
1981-02-01,11.455692291259766,-7.232757568359375,5.797586441040039,42.603721618652344,-5.219478607177734,10.587615966796875,60.5250358581543,27.325183868408203,23.098581314086914,17.14316177368164,25.24950408935547,15.838293075561523,-1.1396942138671875,-8.045780181884766,12.510965347290039,30.263437271118164,37.60630798339844,24.533754348754883
1981-03-01,31.126005172729492,-3.7586116790771484,11.417152404785156,39.61775588989258,4.527585983276367,16.476961135864258,36.23169708251953,28.560314178466797,31.359086990356445,13.25057601928711,18.28285789489746,14.634361267089844,-1.2406349182128906,-1.1947517395019531,21.21193504333496,19.083030700683594,23.14813232421875,18.743511199951172
1981-04-01,16.027324676513672,-3.152975082397461,15.353782653808594,27.09027099609375,17.220243453979492,4.80103874206543,34.80754089355469,17.332191467285156,19.804290771484375,20.345691680908203,22.261701583862305,18.677440643310547,6.082052230834961,6.256402969360352,10.57476806640625,22.843481063842773,29.488956451416016,23.570241928100586
1981-05-01,11.764015197753906,0.8533954620361328,27.82437515258789,21.202756881713867,21.817569732666016,-4.092630386352539,29.301759719848633,7.37224006652832,24.845746994018555,19.0169620513916,29.784433364868164,35.2736930847168,11.255647659301758,10.341690063476562,1.8572826385498047,18.264507293701172,30.160661697387695,12.327442169189453
1981-06-01,9.224016189575195,-12.329275131225586,27.374736785888672,8.587181091308594,27.5968017578125,-19.393192291259766,11.34190559387207,-5.957256317138672,8.212787628173828,19.145429611206055,24.377758026123047,43.74525451660156,9.123077392578125,3.8962554931640625,-4.903816223144531,17.044055938720703,27.073753356933594,10.633495330810547
1981-07-01,16.1392765045166,-11.316213607788086,28.17123794555664,-7.9576873779296875,11.622699737548828,-24.245616912841797,0.5193767547607422,-17.541414260864258,-2.0793495178222656,24.419967651367188,33.53937530517578,36.95111846923828,5.371807098388672,-0.8075141906738281,-4.266979217529297,9.468109130859375,6.968481063842773,7.3850860595703125
1981-08-01,11.228120803833008,-16.280590057373047,22.155256271362305,-1.9692344665527344,23.302295684814453,-22.88201904296875,0.2642784118652344,-12.769739151000977,-1.0993194580078125,17.875431060791016,37.08692932128906,38.73316192626953,-4.626689910888672,6.483972549438477,-10.525217056274414,5.529636383056641,9.266227722167969,-5.439708709716797
1981-09-01,3.628307342529297,-7.344709396362305,25.139389038085938,7.241933822631836,17.759809494018555,-19.053667068481445,14.190229415893555,-3.587932586669922,0.7010707855224609,24.39794158935547,31.29668617248535,36.63362121582031,1.5819969177246094,6.548206329345703,-8.981760025024414,3.804492950439453,17.20189094543457,6.168308258056641
