,vws_v250-50GLB_cluster1,vws_v250-50GLB_cluster2,vws_v250-50GLB_cluster3,vws_v250-50GLB_cluster4,vws_v250-50GLB_cluster5,vws_v250-50GLB_cluster6,vws_v250-50GLB_cluster7,vws_v250-50GLB_cluster8,vws_v250-50GLB_cluster9,vws_v250-50GLB_cluster10,vws_v250-50GLB_cluster11,vws_v250-50GLB_cluster12,vws_v250-50GLB_cluster13,vws_v250-50GLB_cluster14,vws_v250-50GLB_cluster15,vws_v250-50GLB_cluster16,vws_v250-50GLB_cluster17,vws_v250-50GLB_cluster18
1980-01-01,4.398667812347412,-4.063158988952637,3.167795181274414,3.2021546363830566,-0.24994727969169617,-5.420690059661865,-0.7660109996795654,-8.864707946777344,-3.5147571563720703,1.482840895652771,-3.0653910636901855,-2.9858932495117188,-1.4821672439575195,-0.46620893478393555,-6.922393798828125,6.528946399688721,7.720743179321289,9.344389915466309
1980-02-01,6.223081111907959,-5.030610084533691,1.3130652904510498,3.76066255569458,-0.44936612248420715,-5.494797706604004,1.3865000009536743,-6.161099433898926,-2.6483631134033203,-1.2793797254562378,1.0489702224731445,-1.8351924419403076,-1.4107537269592285,-1.2982436418533325,-1.4646506309509277,1.5657075643539429,11.821630477905273,11.069093704223633
1980-03-01,1.658006191253662,-4.290874004364014,-0.03233814239501953,0.2944122552871704,1.2726426124572754,-0.9310704469680786,2.1397104263305664,-4.363635063171387,-2.9191956520080566,-1.7914011478424072,-1.7098819017410278,-3.4864614009857178,-1.6519426107406616,0.5612024068832397,-0.8845843076705933,5.824243545532227,7.038946628570557,7.849422454833984
1980-04-01,0.1441744565963745,-1.0489702224731445,5.682089805603027,1.368309736251831,0.8394455313682556,-1.7590630054473877,5.490755558013916,-1.3130652904510498,-0.6110571026802063,3.8529610633850098,-1.4269226789474487,-5.756871700286865,-0.8219290375709534,2.962313175201416,-8.314284324645996,3.042484998703003,3.337570905685425,0.8461828231811523
1980-05-01,0.1744915246963501,0.9613875150680542,5.416646957397461,-2.31083345413208,-0.44060787558555603,0.7336727380752563,4.220808029174805,-1.8432765007019043,0.270832359790802,8.407929420471191,-0.5605286359786987,-0.12800538539886475,-1.0200004577636719,2.0447168350219727,-1.1224048137664795,-2.6227622032165527,3.476355791091919,5.8909406661987305
1980-06-01,1.840582251548767,0.9950731992721558,-15.478540420532227,-1.9362493753433228,6.444732189178467,-1.7880326509475708,1.2510838508605957,-3.4473862648010254,1.629036545753479,-4.162868976593018,-0.8091285228729248,-0.8549409508705139,-0.7255882024765015,3.680490255355835,1.8991949558258057,-1.8621408939361572,-3.5821285247802734,6.000082015991211
1980-07-01,2.6308467388153076,2.3364343643188477,-13.370495796203613,-4.305695533752441,2.604572057723999,-0.23445188999176025,2.7790637016296387,-1.4990099668502808,3.462881565093994,0.06871867179870605,-1.1405949592590332,-2.4327752590179443,1.7401988506317139,1.8917843103408813,1.4350074529647827,7.984164714813232,-3.113224744796753,8.142486572265625
1980-08-01,4.071917533874512,1.9207539558410645,-6.009514331817627,-4.1520891189575195,1.2099874019622803,0.7545578479766846,1.2793796062469482,-0.47294604778289795,3.1240041255950928,-3.682512044906616,0.792285680770874,-1.8924580812454224,0.6312684416770935,3.7768313884735107,1.7159453630447388,0.17920750379562378,-2.0709915161132812,4.695101261138916
1980-09-01,-1.5872663259506226,1.9288384914398193,-1.1709120273590088,1.6829335689544678,2.4017844200134277,-1.8675305843353271,3.0000410079956055,-2.114109516143799,3.4945459365844727,-5.728576183319092,-1.7213351726531982,0.754557728767395,-0.20480859279632568,1.6512688398361206,-0.5093265771865845,-1.1695644855499268,0.8879528045654297,7.571178913116455
1980-10-01,4.448523044586182,0.19874513149261475,2.9218904972076416,-4.992882251739502,2.329697370529175,-1.6964077949523926,-0.9687983393669128,-3.0741493701934814,1.8965003490447998,-6.950016975402832,-1.0018103122711182,-3.2048494815826416,0.6912288069725037,3.4312171936035156,-2.390331268310547,18.00361442565918,6.536357402801514,6.2379021644592285
1980-11-01,0.200092613697052,-1.633752465248108,3.7882847785949707,3.0027360916137695,0.4790094494819641,-2.4873459339141846,2.9326698780059814,-6.127413749694824,1.515852928161621,3.5632646083831787,-3.340939521789551,-3.7296714782714844,-0.15023785829544067,2.8498032093048096,-3.9533438682556152,8.212553977966309,7.79754638671875,6.853675842285156
1980-12-01,4.335339069366455,-2.752788543701172,-2.082444667816162,3.130068063735962,0.8825631141662598,0.454082190990448,1.800832986831665,-4.276725769042969,-1.7233562469482422,1.2443466186523438,2.083118438720703,-2.395721197128296,-0.08017176389694214,1.8446242809295654,-15.677286148071289,7.232975006103516,9.443426132202148,14.420138359069824
1981-01-01,3.5707814693450928,-5.8853068351745605,3.4876413345336914,3.7434020042419434,-0.1324596405029297,-2.386392593383789,-2.141200542449951,-2.072856903076172,-3.647580146789551,-5.548521518707275,0.2909891605377197,-4.92849588394165,0.32833147048950195,0.20714473724365234,-1.432398796081543,8.11316967010498,13.520071983337402,7.762996673583984
1981-02-01,2.7013368606567383,-5.69718599319458,0.5974788665771484,2.372300863265991,0.0887761116027832,-1.7931408882141113,0.051433563232421875,2.546330690383911,-4.302833557128906,2.5745134353637695,-1.3415091037750244,-2.9028453826904297,-3.7793350219726562,-0.09370851516723633,-5.552043437957764,10.114866256713867,4.77419376373291,8.788856506347656
1981-03-01,5.628137588500977,-4.142895221710205,6.782934665679932,1.3330540657043457,1.0455877780914307,0.8955135345458984,1.4718551635742188,-0.11977767944335938,-1.606428623199463,-0.5573182106018066,0.5707051753997803,-1.4507179260253906,0.21066761016845703,0.6143887042999268,1.2393457889556885,6.671611785888672,5.604182243347168,1.2463915348052979
1981-04-01,-0.8997411727905273,-3.484823226928711,8.024394035339355,0.5178618431091309,2.7943408489227295,-2.0446739196777344,3.807518482208252,0.2987394332885742,-0.7996914386749268,5.264577388763428,-0.9525842666625977,-2.488555669784546,-2.463191032409668,3.0353050231933594,2.3885061740875244,1.6275660991668701,0.8595805168151855,4.352153778076172
1981-05-01,0.37976527214050293,-0.415698766708374,7.168336391448975,-2.007331371307373,1.8924860954284668,0.6291844844818115,-0.1606431007385254,3.0402369499206543,-0.678504467010498,-5.125776767730713,-2.7161331176757812,-4.550843238830566,-0.6080474853515625,2.9733023643493652,-1.5077886581420898,0.626366376876831,3.6102375984191895,3.372796058654785
1981-06-01,8.290018081665039,2.160223960876465,-1.268937587738037,-1.5993833541870117,5.299101829528809,-0.5580227375030518,-5.188483715057373,-4.598755359649658,2.8965036869049072,-8.571144104003906,-0.10920906066894531,1.3210763931274414,-4.362722873687744,5.734528541564941,1.011063575744629,-3.859656810760498,2.084129810333252,5.339262008666992
1981-07-01,4.083710670471191,1.4711506366729736,-8.895952224731445,-5.141276836395264,3.491164445877075,-0.09864044189453125,-0.35651445388793945,7.722836017608643,2.580854654312134,-2.751361846923828,1.3851923942565918,-2.109494924545288,-1.1054763793945312,3.828655242919922,0.25505590438842773,-1.0378375053405762,-1.4915833473205566,2.5695815086364746
