,vws250-50GLB_cluster1,vws250-50GLB_cluster2,vws250-50GLB_cluster3,vws250-50GLB_cluster4,vws250-50GLB_cluster5,vws250-50GLB_cluster6,vws250-50GLB_cluster7,vws250-50GLB_cluster8,vws250-50GLB_cluster9,vws250-50GLB_cluster10,vws250-50GLB_cluster11,vws250-50GLB_cluster12,vws250-50GLB_cluster13,vws250-50GLB_cluster14,vws250-50GLB_cluster15,vws250-50GLB_cluster16,vws250-50GLB_cluster17,vws250-50GLB_cluster18
1980-01-01,24.52501106262207,24.26609992980957,25.469745635986328,35.353816986083984,26.375062942504883,23.57025146484375,36.89205551147461,24.558990478515625,27.915950775146484,24.73589324951172,39.80279541015625,14.621495246887207,58.186546325683594,21.119789123535156,28.038419723510742,22.117713928222656,45.79476547241211,11.392666816711426
1980-02-01,23.415334701538086,23.702346801757812,16.280797958374023,26.59073829650879,33.08781814575195,22.243257522583008,39.495262145996094,25.360984802246094,26.545751571655273,26.85565757751465,45.62813186645508,18.441801071166992,60.91437911987305,25.072959899902344,46.847774505615234,24.172523498535156,42.619651794433594,5.687798023223877
1980-03-01,23.94641876220703,17.468730926513672,23.137048721313477,23.681407928466797,45.00450134277344,24.10686683654785,22.615768432617188,22.05658531188965,19.758474349975586,20.24007797241211,34.726802825927734,9.831509590148926,47.48942565917969,14.418807029724121,31.819318771362305,12.825822830200195,31.989606857299805,12.519625663757324
1980-04-01,20.229557037353516,17.251577377319336,25.611034393310547,23.98296356201172,30.51243019104004,32.7697639465332,24.167543411254883,17.9284610748291,30.64894676208496,26.264490127563477,31.809814453125,9.518774032592773,30.712627410888672,31.521211624145508,11.640655517578125,12.791064262390137,27.14391326904297,28.869264602661133
1980-05-01,22.79894256591797,16.730709075927734,32.09580993652344,7.1807756423950195,31.908634185791016,32.318382263183594,18.247699737548828,20.93484115600586,27.463708877563477,33.834651947021484,33.201847076416016,1.987347960472107,27.043365478515625,25.53080940246582,16.328292846679688,5.412440776824951,19.811248779296875,30.992033004760742
1980-06-01,18.531661987304688,9.884346961975098,46.015987396240234,2.9522933959960938,21.499710083007812,26.08497428894043,9.11128044128418,8.408300399780273,11.140152931213379,34.63740539550781,20.512792587280273,7.057350158691406,24.617919921875,18.651878356933594,34.23524856567383,2.1670520305633545,13.826027870178223,28.306726455688477
1980-07-01,4.277589797973633,22.86159324645996,41.050865173339844,4.747096061706543,13.515620231628418,28.11089324951172,5.97208833694458,1.0556918382644653,22.86944007873535,24.959754943847656,15.6732816696167,18.81306266784668,20.12137794494629,17.520519256591797,30.790508270263672,1.721866250038147,12.926383972167969,35.802242279052734
1980-08-01,5.015481472015381,22.08601188659668,34.187744140625,6.573831558227539,10.819951057434082,17.56785774230957,2.9469079971313477,8.453688621520996,9.948997497558594,23.671117782592773,21.013917922973633,19.553247451782227,26.50117301940918,18.347803115844727,21.1992244720459,4.407983303070068,13.785998344421387,25.58727264404297
1980-09-01,3.118685007095337,27.316843032836914,30.686786651611328,12.83345890045166,15.703947067260742,19.97368621826172,1.7242151498794556,15.948551177978516,21.483930587768555,29.336318969726562,27.495346069335938,14.05091381072998,22.218446731567383,11.390637397766113,25.608760833740234,4.551821231842041,9.876809120178223,13.740561485290527
1980-10-01,7.149861812591553,32.927730560302734,46.61317825317383,15.395851135253906,25.34238052368164,17.436260223388672,3.3380014896392822,22.22604751586914,22.54534912109375,35.31782150268555,22.951541900634766,12.361361503601074,30.00178337097168,14.235499382019043,16.380481719970703,7.295705795288086,17.011817932128906,7.788437366485596
1980-11-01,7.355064392089844,29.142864227294922,27.022323608398438,12.312970161437988,18.24494171142578,26.638931274414062,10.517375946044922,18.97391700744629,22.350383758544922,25.262985229492188,21.97037124633789,12.270041465759277,38.441680908203125,17.920122146606445,8.656384468078613,7.718095302581787,18.835886001586914,13.347347259521484
1980-12-01,10.487068176269531,22.288145065307617,24.063444137573242,6.40512228012085,17.84203338623047,16.98353385925293,16.23932456970215,32.143131256103516,19.629657745361328,21.080717086791992,29.083282470703125,16.04491424560547,54.75107192993164,14.999272346496582,18.215436935424805,5.320369720458984,38.753047943115234,14.309818267822266
1981-01-01,9.98353099822998,27.082725524902344,22.238767623901367,5.167914867401123,33.53421401977539,16.59575080871582,16.789674758911133,25.252126693725586,7.827020168304443,17.151569366455078,38.67121505737305,10.511245727539062,57.98340606689453,27.43017578125,33.40610122680664,9.522989273071289,36.320343017578125,2.890315532684326
1981-02-01,12.22665023803711,16.137948989868164,22.25426483154297,8.224298477172852,32.441368103027344,16.029489517211914,11.801265716552734,25.464391708374023,10.068028450012207,21.743135452270508,36.63909149169922,11.650629043579102,55.56422805786133,15.073684692382812,20.863935470581055,8.619150161743164,34.90763473510742,12.125860214233398
1981-03-01,6.456060409545898,27.271839141845703,33.64787292480469,7.218593597412109,43.00937271118164,19.234743118286133,15.022974014282227,18.071386337280273,15.994797706604004,20.823986053466797,23.836212158203125,10.334567070007324,38.11454772949219,19.60200309753418,19.751901626586914,11.25451374053955,29.549724578857422,11.325519561767578
1981-04-01,16.16267967224121,18.505023956298828,23.486249923706055,4.423999786376953,31.604717254638672,28.620908737182617,9.619372367858887,16.215322494506836,25.027088165283203,18.81035614013672,27.21280860900879,12.923596382141113,41.83979797363281,17.777875900268555,12.931260108947754,7.56855583190918,30.678821563720703,29.45823860168457
1981-05-01,12.461609840393066,13.872876167297363,39.27070999145508,6.049190521240234,24.869901657104492,37.23802947998047,4.1077961921691895,11.764925956726074,20.04909324645996,33.532371520996094,30.983739852905273,11.299272537231445,34.18910217285156,26.378963470458984,14.85288143157959,7.965942859649658,23.939605712890625,28.326295852661133
1981-06-01,13.07426929473877,17.53807258605957,48.6605110168457,1.6927770376205444,16.780752182006836,23.813344955444336,8.927983283996582,9.472001075744629,16.17011070251465,34.421627044677734,22.167566299438477,9.435992240905762,23.148759841918945,15.953680992126465,15.002573013305664,1.3317818641662598,16.30730438232422,17.098175048828125
1981-07-01,13.037097930908203,14.686225891113281,40.15605545043945,4.144807815551758,14.969992637634277,19.709774017333984,8.304771423339844,7.5010905265808105,20.41189193725586,26.288278579711914,13.481999397277832,19.979412078857422,14.125133514404297,16.47602081298828,23.226272583007812,1.5316357612609863,18.543519973754883,34.956512451171875
1981-08-01,15.133460998535156,20.101152420043945,40.91260528564453,8.533003807067871,17.20095443725586,35.12855911254883,9.346220016479492,6.035721778869629,24.324308395385742,28.341846466064453,18.50532341003418,8.97571849822998,14.765023231506348,14.151322364807129,26.056421279907227,2.690948486328125,16.801010131835938,28.490753173828125
1981-09-01,16.450115203857422,22.719322204589844,35.94904708862305,4.182546615600586,20.90230369567871,24.591028213500977,9.63102912902832,18.556608200073242,20.028976440429688,34.09304428100586,24.949703216552734,8.148616790771484,20.903804779052734,10.643560409545898,14.945411682128906,2.8017284870147705,10.595894813537598,17.553722381591797
1981-10-01,14.63300895690918,31.185274124145508,48.60161590576172,4.060415744781494,24.95966911315918,30.85915184020996,13.328217506408691,23.049549102783203,28.028850555419922,36.10478973388672,26.64167022705078,4.509050369262695,34.73897933959961,9.76110553741455,23.091739654541016,5.442229747772217,17.83424186706543,11.212971687316895
1981-11-01,14.57651138305664,26.9482364654541,44.373722076416016,7.016084671020508,23.862028121948242,32.977352142333984,19.295446395874023,16.11081886291504,19.735523223876953,35.847103118896484,27.269569396972656,2.9652175903320312,39.25118637084961,15.990133285522461,16.267044067382812,8.389203071594238,20.128177642822266,5.649135112762451
1981-12-01,14.864542007446289,24.405010223388672,28.97321128845215,24.28317642211914,29.658740997314453,28.343873977661133,20.961528778076172,22.208805084228516,18.25464630126953,26.843875885009766,19.008861541748047,6.8360466957092285,45.817447662353516,15.762126922607422,13.868813514709473,14.549907684326172,32.613487243652344,16.8156795501709
1982-01-01,18.01174545288086,25.09345054626465,19.005882263183594,23.007884979248047,27.22832679748535,20.633756637573242,32.645633697509766,29.956331253051758,17.198787689208984,22.031383514404297,33.268043518066406,1.1253737211227417,55.749568939208984,19.31632423400879,18.38970947265625,12.956273078918457,43.747100830078125,7.315093040466309
1982-02-01,21.069110870361328,21.48526382446289,24.889184951782227,24.691890716552734,30.86457061767578,22.0330867767334,28.115074157714844,22.373689651489258,16.636356353759766,28.28608512878418,47.9368896484375,0.9723268151283264,56.99322509765625,27.5768985748291,24.562673568725586,10.028273582458496,43.22160720825195,14.398357391357422
1982-03-01,11.11461353302002,30.00849723815918,30.580190658569336,12.31686782836914,31.828948974609375,30.583356857299805,25.434162139892578,13.095197677612305,19.526763916015625,25.640705108642578,46.74241256713867,1.2957239151000977,47.78041458129883,15.368800163269043,40.186859130859375,7.013423442840576,40.79542922973633,12.72787857055664
