,mgu850GLB_cluster1,mgu850GLB_cluster2,mgu850GLB_cluster3,mgu850GLB_cluster4,mgu850GLB_cluster5,mgu850GLB_cluster6,mgu850GLB_cluster7,mgu850GLB_cluster8,mgu850GLB_cluster9,mgu850GLB_cluster10,mgu850GLB_cluster11,mgu850GLB_cluster12,mgu850GLB_cluster13,mgu850GLB_cluster14,mgu850GLB_cluster15,mgu850GLB_cluster16,mgu850GLB_cluster17,mgu850GLB_cluster18
1980-01-01,0.4369782425897538,-0.7198490332227966,-0.8152712401145142,-0.2253646125544363,-0.14916082550905763,-1.4744211126256872,0.5170764752796718,-0.8683798786921378,1.10750536048367,0.647742748260498,0.9149243868887424,0.41942134133127873,-1.5626585246711377,-0.766298837131924,-0.6644435683075263,-0.10371954319749604,0.9373884986747395,0.987483279496294
1980-02-01,0.4524462559832586,-0.7467304995666397,-0.7569447241194261,-0.2272933410174811,-0.1602456006665452,-1.33419198754393,0.5342054963111877,-0.7941511770089467,1.1149403033601015,0.3645954860581292,1.3745001703500748,0.2851262884061845,-1.5776786977881627,-0.7596181498633491,-0.5620972639849396,-0.1819670205328235,1.0389112613417886,1.0709268706185477
1980-03-01,0.32327082592810213,-0.5728423647348889,-0.814915501354822,-0.02080198002061737,-0.37844262339852075,-0.6547867515940725,0.18058484247220413,-0.8155441628052638,0.861006816530409,0.47635651297039455,1.5433623641729355,0.2597968444441919,-1.6390691529836086,-0.5099745260344611,0.4743191736693285,-0.20708667841505876,0.9826317090879787,1.1534674651062433
1980-04-01,0.24175509735273673,-0.4131063247806934,-0.7270077538620578,0.14154028314263073,-0.4879356091408402,0.13117452646479194,-0.1167380293565137,-0.882178029188743,0.7856201309668247,0.726681285434299,1.545037403702736,0.3071446884728846,-1.2736796345931805,-0.7371820343865289,1.315035463190403,-0.16317442059516907,0.6019607863642953,0.6744283204254468
1980-05-01,0.15378802212899043,-0.3006740236323885,-0.63593302919565,0.23578478774028036,-0.6259964799669524,1.1365724934471977,-0.3186856188944408,-1.115322647950588,0.5431932301575694,0.30228734016418457,1.2021413445472717,0.40277201621258846,-1.2327562302153632,0.13783059186405605,1.3624264674932778,-0.13235252808759557,0.03492294556715272,0.9757388022638137
1980-06-01,0.04607465091023611,0.28625208144611597,-0.39732160219729273,0.33256053479749764,-0.6795837781381713,1.4464940553829992,-0.46279880830219816,-1.091702511677375,0.4735497184126096,-1.2817973560757108,1.1089567467570305,0.5614799065668075,-1.1215517556430488,1.2236954106224907,1.1193252745128814,-0.16314748296125686,-0.2440378831868822,1.1040399151463662
1980-07-01,-0.06571144174634073,0.1554602322262754,-0.41800767101876724,0.4270985411174262,-0.7444023028709936,1.2508908907572427,-0.47759874377931866,-1.2468514916224358,0.31982107874105187,-1.5981547037760415,0.9830668196082115,0.6983797276606326,-1.28170812366814,1.466983954111735,1.1463669287104186,-0.1439668387573033,-0.3109159371392293,1.1302799947800175
1980-08-01,-0.09786943558419767,-0.058994083973588844,-0.6700033047160164,0.4439838341812589,-0.7328908750064622,1.3979273077882366,-0.4263685771397182,-1.2844562721558106,0.21597825897283882,-1.6111193762885199,0.6487970612943172,0.7570690502885913,-1.5298438190624415,1.4945871300167508,1.1130720985179046,-0.08783129686340291,-0.30839228155938064,1.0335728594784364
1980-09-01,0.031068512643666547,-0.005156214540428401,-0.59749690072784,0.31225224929069406,-0.6261628112877552,1.3173693492088787,-0.4627827320780073,-1.1501099054629986,0.27403118719166225,-0.8103471332126193,0.7828265801072121,0.7302281700196814,-1.7364496032133796,0.910953680674235,1.0839773278658082,-0.09768159417584936,-0.41982887143438513,0.914684363773891
1980-10-01,0.22657064578992903,-0.40870077570556346,-0.6335423618066506,0.16181356204089833,-0.41878424964828664,1.006490801587517,-0.40192351596696035,-0.9559683692760956,0.5145213109912075,0.45970241228739417,1.323896236717701,0.6833726167678833,-1.3359935275766233,-0.15527336133850944,1.4781587788847839,-0.09758151659273846,-0.2238837070763111,0.910699669666554
