,mgu600GLB_cluster1,mgu600GLB_cluster2,mgu600GLB_cluster3,mgu600GLB_cluster4,mgu600GLB_cluster5,mgu600GLB_cluster6,mgu600GLB_cluster7,mgu600GLB_cluster8,mgu600GLB_cluster9,mgu600GLB_cluster10,mgu600GLB_cluster11,mgu600GLB_cluster12,mgu600GLB_cluster13,mgu600GLB_cluster14,mgu600GLB_cluster15,mgu600GLB_cluster16,mgu600GLB_cluster17,mgu600GLB_cluster18
1980-01-01,0.1378043120366936,0.15719116498262453,-0.9379706168786074,-1.0534973784943615,-0.8976318031908518,-0.6184889696031342,1.5397111974169861,-0.4270511301788124,1.8258203851415757,0.5166175243366196,-0.13936643340193214,-0.23814491890921383,1.466004319769568,-1.9280139459382502,-2.005202586834247,0.8772797197908968,0.26069738446397983,1.2981939625430416
1980-02-01,0.04650776924080208,0.12411105995758985,-1.0156002258643126,-0.7847480789357405,-0.4176020981317543,-0.8200445568374315,1.632009199516258,-0.47963121222713284,2.1585469550274787,0.4009828339499163,-0.12713645303124999,-0.6980391889076516,1.752660414165034,-1.9939223013886616,-2.4550940440251274,0.8888454695005674,0.2802327275276184,1.3798680398371312
1980-03-01,-0.028666981472438124,1.8090464365787995,-1.1656049123177161,-1.0191156254617142,-0.13029158833515214,-0.7073978791062121,1.400402922127115,-0.29631713872710713,2.2860040055944566,0.27998454958559515,-0.2224855408094679,-0.6461922391294846,1.881390635438544,-1.9789669491829127,0.7318051503254817,0.9872112725232098,0.19074952665795672,0.4453928568662503
1980-04-01,-0.1477354800449919,2.2350960817092504,-0.7622006917611147,-0.9575924537714245,-0.02964772732861071,-0.23936077230731856,1.0310953585945781,-0.0244279855926985,1.5416473784345261,0.46473833810852233,-0.361172883769972,-1.5530111460850158,1.4087339824213643,-1.637160887411975,2.952277110173152,0.1896592169194608,-0.415483148808175,0.2956241175725863
1980-05-01,-0.148192688259257,2.0071323101337137,-0.6018800460375272,-1.0917641005469758,-0.24197182831275896,-0.0028917692718705584,0.6871365123058684,0.13969995685525843,1.1712164320844285,0.5046988700527743,-0.48081369185056844,-1.8780634908253337,1.2570053962484065,-1.3267586264041584,2.2654230778033915,-0.4038710771380244,0.6180435419082642,0.05335447043825538
1980-06-01,-0.07995650457891347,1.5072421385691717,-0.09883344173431396,-0.8492881040357078,1.1308024087584163,0.1463526772110874,-0.29737163877966416,1.053672844838912,0.9745947858120533,0.5176256220024752,-0.6677956588222088,-2.519161419328211,0.7680217840681515,-1.275540464514986,1.3490803425128644,-0.9457950656478469,0.936192717958004,0.02457320617584439
1980-07-01,-0.01837447943056331,1.1696873567043207,-0.1846976081530253,-1.28713215439065,0.5952972065971559,0.14546803974044262,-0.40271840802389175,1.056359656529077,0.7858761447541258,0.3504758588520877,-0.6063508116896924,-2.5769748123995777,0.49088730722291696,-1.2155258600864935,0.9669528557704045,-0.6936899069193246,1.0071938976328425,0.1608173004089496
1980-08-01,0.016474204153573813,0.8904755879671146,-0.6102689336507748,-1.1373444282507048,0.2590481236756566,0.04273976018915626,-0.4581013516565064,1.0202115336900512,0.6016594932434407,0.3934405582496919,-0.5859935958765659,-2.0609436364009466,0.5360172134064232,-1.2258281948369576,0.930107098359328,-0.5513887630926596,0.8742268415207559,0.22088441175299806
1980-09-01,-0.09982705335406697,1.510446499555539,-0.5922147937310048,-1.0796911315238977,0.2667611722935395,0.1952985662440355,-0.3866569480704303,0.7410811066167236,0.5499178424794624,0.3593659616378416,-0.5272197785569375,-1.5462276970811666,0.6732417075703832,-1.3574491126821675,2.1119620249821587,-0.5035673927616429,1.2860380588693823,0.04607872206927378
1980-10-01,-0.19299241111559026,1.8276523321102827,-0.264285588875795,-1.1749275872622493,-0.3676758630268545,0.011333124955911288,0.4839088449526073,0.4835575243681094,1.4566653586448508,0.4777708613728902,-0.4917019303616042,-1.1983748140006232,1.2748599800604656,-1.2325685778889086,2.387248736161452,-0.39629716325450587,0.9768990760153913,0.11181412708191645
1980-11-01,-0.13783966042414433,1.3643121490111718,-0.5709562737208147,-0.8654877398777935,-0.41238557861511965,-0.20171172565814713,0.8877002713668286,0.2745960641321529,2.2537109699655087,0.32079799168081163,-0.40646388616007595,-0.8960207254428583,1.4275934656294818,-1.8400314751021358,0.40988161013676566,0.05712455994374043,0.21195600324488703,0.6518174495015825
1980-12-01,-0.032627158367834176,0.2951406897642673,-0.823617546986311,-1.2381583741567668,0.3026380057794502,-0.5343601809746308,1.430212552823014,-0.12420355899683758,2.436058318361323,0.3975906070456447,-0.27709213347797423,-0.9783414784323406,1.2926448089807103,-2.1257882271337945,-2.5477026059077335,0.5985219091982454,1.0533271951878325,1.1493154160388104
1981-01-01,0.03511095576050903,0.2739542635539785,-0.7606700903330094,-1.009136766291745,-0.7804805794394161,-0.8064021614833652,1.538974555892561,-0.4272126955875559,2.3529930317655525,0.3933023679328252,-0.18919985991210056,-0.43367991233106906,1.7465043516837402,-2.154759201434774,-2.55387544631958,1.0144482432184991,0.3421140795058393,1.356116027543039
1981-02-01,0.039193055694218444,0.813844016729257,-0.9681983024646075,-0.6368688395108221,-1.2163768331688571,-0.8941834509684777,1.6544131777394357,-0.42802644282234226,2.0589853854889566,0.341348151665136,-0.1488221390103441,0.04145053807150555,1.6682639780403679,-1.7807223381252462,-1.3289964199066162,0.8403180418787776,0.27376010696938696,1.1795590966294853
1981-03-01,-0.02259236345646762,1.0289613061990492,-0.5806359037374839,-0.7527275957335933,-0.6758855767996915,-0.4845094696389443,1.1999398020643686,0.0625553508522888,1.9676666310492983,0.19376079540654836,-0.1317193089039155,-0.4742779608430534,1.3599758866441798,-2.1469323460115204,0.3531860388242281,0.3868250307199117,-0.7359479336028404,0.7901944312795158
