,vws500-200GLB_cluster1,vws500-200GLB_cluster2,vws500-200GLB_cluster3,vws500-200GLB_cluster4,vws500-200GLB_cluster5,vws500-200GLB_cluster6,vws500-200GLB_cluster7,vws500-200GLB_cluster8,vws500-200GLB_cluster9,vws500-200GLB_cluster10,vws500-200GLB_cluster11,vws500-200GLB_cluster12,vws500-200GLB_cluster13,vws500-200GLB_cluster14,vws500-200GLB_cluster15,vws500-200GLB_cluster16,vws500-200GLB_cluster17,vws500-200GLB_cluster18
1980-01-01,16.171064377698833,6.049077492399534,39.19749179248861,9.2836016190502,19.097773716071238,23.682637249309952,13.107764589590644,25.299961778912618,25.55820142884426,14.296345739831999,11.521488768119536,11.46648143942757,35.87286233057557,8.546037303096528,69.60073303625742,20.489150362230877,16.70457795927441,11.954542404721266
1980-02-01,18.723228094019696,7.900769077300169,37.75825442159666,8.075815661597161,20.35643736572695,24.284576897460315,13.22524328157307,19.71744537051903,22.72865968776883,12.576787888215021,10.007063576387528,10.934341319824401,33.51270560300711,9.417801028706311,60.948896417418815,21.225235576253226,18.207190907770336,10.552465372661834
1980-03-01,18.652174494337178,6.490615180754414,31.889955918943183,7.8177357738525775,25.307132974477387,21.18780047081899,13.491746172447039,26.83820047671709,27.24282806667831,14.136414393220702,11.598892729515873,10.49847072373458,36.33061882521403,8.097534141363782,52.1682515473419,23.994880960834728,14.700591976170227,7.5965100443744795
1980-04-01,18.77564016641797,5.665278033093381,24.706069352265967,17.284536487622415,28.940445036911505,19.61840563349375,12.06103653933127,20.820687571707392,23.846666866897564,16.001517904704272,12.017297016166609,21.493982191724598,29.081883908299655,6.6295024530821545,40.661344189745165,19.241533676090423,13.367614229940497,11.583969316622166
1980-05-01,21.595103004661198,5.584134023162154,19.957092260581884,18.0909162320081,38.65553598587251,15.650398975128999,13.727019653455114,12.737409116343331,21.610521770116623,19.897912236892555,11.527096404822434,22.316769881545625,30.483367741776913,7.066965405782531,33.36845995683119,14.39193701733351,8.480081270810837,6.746503014555176
1980-06-01,27.12834377204003,6.752232615286117,11.281816068803934,17.010014483309163,45.714146576292336,8.201459507186339,14.774095584596484,7.4478840492324405,17.467122658568698,21.45747439675656,8.758118377696999,22.949998788355913,36.49618935755284,12.692543289009592,22.11218863508422,14.252206012051195,6.903644177883943,27.97659672217606
1980-07-01,29.301902122927267,6.304763216880518,8.374443164856938,13.957927778396684,47.1768599118685,6.684902457121021,15.930138245962578,8.138587043074413,12.526831212027162,21.61527266561557,8.22808989152771,22.94709620421688,29.829805657763394,14.216156963117859,13.816844478430113,13.029875130023587,6.790016468717451,30.830652522360555
1980-08-01,25.445076657597358,5.9192237258623965,8.69133097022667,14.62955073919374,39.47251457298359,5.511659444071141,16.638372854673882,8.962024464265186,11.437401851372709,19.69595078303919,8.790099944656065,20.386445821541365,32.55681258368551,13.940833728439314,16.934814765542622,11.822746410465534,7.688546982069261,33.41559156161662
1980-09-01,22.649095614013056,6.016470619458182,10.645911529452572,16.065977685663572,32.67880934854005,6.386334754696162,14.714471371881046,7.601458379517897,15.831322641181313,20.182490393566216,6.8079580727103535,21.581538046630484,36.780114519482616,10.779416814951775,20.261800938468326,10.586992441757648,5.194452414854681,19.287402856096104
1980-10-01,16.558679302290926,5.810249956258173,20.89258960067159,14.64202919570336,32.77526731692205,12.25973883616665,12.97381059253294,10.726957650030535,17.75032205424301,21.892892827959297,9.67541750229732,17.734070922274256,37.433806207258314,6.868506427486591,43.580168886771936,10.215182421973175,8.997386343339976,13.925121970756464
1980-11-01,14.885702745942615,5.718630283821785,24.202965992331368,15.58057004681499,22.362539249903275,17.97712553199181,12.229773430079756,16.389652237969138,17.535076585930934,20.188820267084154,9.346923116774382,16.880809183529877,38.94672342469548,5.518663186451967,52.46378921815268,14.396228100841526,12.519687476067318,8.783800378349712
1980-12-01,14.581630447830438,5.421249450075078,34.18840853591554,12.86095481516231,24.008225385789974,22.236317877806705,12.801008125202005,26.82633268490468,23.00872167429953,16.044424699617,10.897417760518731,12.903766084262077,36.89408394305635,7.739008833926777,62.57060797753666,19.28231652163983,16.203003858770256,14.726807303810732
1981-01-01,13.848925194571883,7.940883112851436,40.338943732243884,7.976168078108846,17.835393035250586,24.813630754669195,13.714042612217044,22.641564269017106,24.675121576578043,16.187684521685206,10.382732716611201,10.35656265284012,37.565328857783626,11.70833920003626,66.07594523195984,19.68561793146514,18.301791293137967,10.941335483967995
1981-02-01,14.996141246922013,9.888640347651805,35.166396285741385,7.507840619333704,17.456742111207102,23.693715210241077,13.887550634146619,30.661148999968766,29.26990582075312,12.591436316508775,11.609414111258086,8.000080927160184,38.52954817419327,9.041613827796265,62.948581170173725,22.009119041458867,18.632046635933204,10.78161053579259
1981-03-01,15.50108570465923,6.21386457322624,31.82993947236049,9.402677646326087,22.822113601605356,24.485926973243643,11.595289134387352,20.12121513608736,20.466699937369516,15.574877499137656,14.062919398440654,14.410036599974358,28.44839107655199,6.756903126465671,41.62787617330059,22.170470126284428,15.037366271969928,10.740860863146986
1981-04-01,18.60202055010897,5.993680750839168,24.610112317830556,17.89427872725173,24.664991113966014,19.392366775730693,13.591195259746701,23.330441296747463,28.460704476437545,17.253244040133936,16.6926449308273,19.849431793469574,28.257675828515417,7.225423817689123,42.05937964331358,19.07970117194369,11.775657799237559,7.164526706161262
1981-05-01,22.174571846713103,7.811225572729619,20.54087095241225,20.794001677717826,32.961598089310996,15.431470815123399,14.29321907502633,12.679218443551653,20.863605925454,19.773733456191174,15.682779898830598,24.56649723158996,29.74692196868689,7.650955691572397,33.84527038865372,12.583345920943561,8.86065297090223,8.586803081586723
1981-06-01,25.14971352011404,6.5162040581627965,14.304635279558493,16.062387441506313,46.73107556608933,8.754892340572086,15.276211478295478,11.554481589804945,17.99164271286298,21.87173973050216,13.460801376258573,22.639166705950533,38.26938417970851,15.410392565420713,22.486631951865306,8.646160516546418,6.993678055000234,29.909544824013476
1981-07-01,28.189234385419304,7.164602210455576,8.7608247089473,13.186447905206263,44.22940314524168,5.668905141669773,17.136711006108833,10.731471519200733,12.120958222075696,18.605552632293914,11.076143691368006,20.29454997628183,18.508871404997343,15.323035035532946,10.982074769728937,13.122013657042405,7.411267410698113,35.41754006522836
1981-08-01,29.721543777521905,7.415802907295496,8.03306769572536,11.7381168104235,43.65864915647802,5.227427071381254,16.840327105605283,9.980090980020407,10.812898256236505,18.380872234266825,6.774984245000463,20.677417190691422,24.12863394003506,16.343713159518682,12.000104008901479,11.783348144231635,7.003345619326977,31.885051386709126
1981-09-01,21.836117410675392,5.8776494586746235,10.850493741091052,16.52655090096712,35.71725595872592,6.046519613581684,16.43521437928018,11.835337581582124,13.951786608027827,19.998068511758465,9.800471401294343,18.370082451807434,39.07591266802422,10.850711721833957,22.88076290436019,8.431442072883746,6.69887505306451,24.973389604143048
1981-10-01,17.910501496918634,5.377427828928718,21.249810175075666,16.282059804651194,31.698892092942113,11.817751854591164,11.817893515461613,8.431682629803841,18.367231716303497,21.431579271286672,6.595460507569339,20.72515078916985,44.25816090578289,6.998763915812994,43.791276737705054,12.808421054296756,7.296275524401276,12.178128004713798
1981-11-01,17.505585610913162,5.331816681349094,28.210714514318358,13.12666128319794,31.909225291419727,16.848697562039668,12.57258046979011,17.408721358806126,21.163749662747634,19.741229127511257,11.552090452016389,14.624432258717142,45.71571261266876,7.0557971511053195,56.293755988991,13.693818281752733,12.599438823550589,11.628739428368013
1981-12-01,16.53487522075012,7.19460419240956,28.791787896336725,12.97058155193,23.233208896934432,19.92387980809299,14.172782963430892,32.73813552285867,22.48684548831292,17.4345799369625,14.776101576297334,13.11016431222726,40.59007553996119,8.203226308836706,61.29570411116971,18.239138715020438,18.708812768202822,12.362263847222986
