,r50GLB_cluster1,r50GLB_cluster2,r50GLB_cluster3,r50GLB_cluster4,r50GLB_cluster5,r50GLB_cluster6,r50GLB_cluster7,r50GLB_cluster8,r50GLB_cluster9,r50GLB_cluster10,r50GLB_cluster11,r50GLB_cluster12,r50GLB_cluster13,r50GLB_cluster14,r50GLB_cluster15,r50GLB_cluster16,r50GLB_cluster17,r50GLB_cluster18
1980-01-01,3.1970978,6.0848618,3.8196297,4.8544655,3.0797615,1.6717339,2.6267166,6.151676,3.2769508,4.870762,5.7475204,3.4024353,2.2567825,2.3675995,3.687626,4.5611267,7.7438583,2.0384064
1980-02-01,1.9129257,7.135994,4.6523857,5.840412,2.6707153,1.9911461,2.8809433,7.2305145,3.9043732,5.781742,7.0691757,3.304657,2.6299744,2.6690865,4.7860184,5.2358055,9.870567,2.1704102
1980-03-01,3.263916,7.3739243,5.4476624,6.875248,3.726738,1.6440277,3.4089546,6.643837,4.4437904,6.6715393,7.04636,4.135784,2.8874626,2.4278984,4.691498,5.400402,8.659729,1.5250626
1980-04-01,2.0465546,5.5144806,4.0836334,4.839798,2.413231,1.9064064,3.4203606,4.7534256,4.269417,4.267788,4.927799,5.3873634,4.269417,2.421379,3.4024353,4.5741615,5.3547707,2.1427078
1980-05-01,1.5201759,3.6110344,3.9500008,4.078747,2.010704,1.740181,2.3382645,3.215023,2.8450928,2.933094,3.5295486,4.2906036,3.1889496,2.4539719,2.6967926,3.6778488,2.794571,1.7662544
1980-06-01,1.4077301,2.7978325,3.5376968,3.343769,1.7173653,2.0758896,3.0797615,2.3741188,3.6208115,2.4409332,2.9656868,3.0781326,2.682125,2.6153069,2.3268585,3.083023,2.5810852,1.5169144
1980-07-01,1.3832817,2.0856667,2.7016792,2.5289383,1.5837326,2.2551537,2.0595932,1.8835907,2.2910042,2.0644836,2.261673,2.5468636,2.6169395,2.8418312,1.9927788,2.6495323,1.9471474,1.6815109
1980-08-01,1.298542,2.0661125,2.3887863,2.4409332,1.5071373,1.7955894,2.2095222,1.9862595,2.362709,2.0938148,2.370861,2.4490814,1.9927788,2.2095222,1.9634438,2.5256767,2.131298,1.288765
1980-09-01,1.4354324,2.3741188,2.5175285,2.5533829,1.7026978,1.169796,1.911293,2.282856,2.3757477,2.4588623,2.5761986,2.5468636,2.1948547,1.6554375,2.1753006,2.6609383,2.3464127,1.5120277
1980-10-01,2.1443367,3.3013954,3.4187317,3.5132523,2.3398972,0.96609116,2.282856,3.0993195,3.0765038,3.2476196,3.604515,3.1058388,2.1394463,1.5266953,2.7668686,3.4464378,3.3975487,1.6261024
1980-11-01,2.2600403,3.985855,3.7902946,4.20586,2.4067116,1.4158783,2.8124962,3.7234802,3.4219933,3.5605125,4.3834915,3.76585,2.8581276,2.2095222,2.8206444,4.49757,4.016819,2.6951637
1980-12-01,2.4393044,4.8446884,4.686611,4.7925377,2.8516083,1.7646255,2.9966507,4.536682,3.5214005,3.9728165,4.989727,4.7126846,2.893982,2.6364937,3.4236221,4.8952065,4.337864,2.0547028
1981-01-01,2.7937508,5.187084,4.5249596,4.7484474,3.275753,1.8264122,3.370819,4.8485184,4.2280846,5.495632,5.4372597,3.7644272,2.0232162,2.8020897,4.4215508,4.808487,4.8568573,1.4344711
1981-02-01,2.8070946,6.623085,5.6440697,6.0660324,3.7344055,2.159977,3.7961159,6.236149,5.078678,8.159157,7.4870224,6.924965,3.3891678,3.2040367,4.8385086,7.6004333,6.1627655,1.6979866
1981-03-01,3.2040367,6.10606,4.79348,5.2738113,3.174015,1.7730408,3.6560173,5.6457405,4.5366325,7.6588097,6.724823,4.17638,2.3984756,2.2500381,5.480625,5.407238,5.8675613,1.9214783
1981-04-01,1.7863846,5.0636673,4.074642,4.713421,1.9098015,1.9781837,2.9805489,4.791809,3.4358673,3.462551,5.1770782,3.8228035,2.366787,2.581936,2.9321823,4.9219017,4.68507,1.3577499
1981-05-01,1.2493439,4.278118,3.4592133,3.966236,1.7897186,1.7263412,2.068245,3.8611603,2.3517761,2.9938927,3.8244705,4.401539,2.7120285,2.265049,2.6219635,3.8194656,3.984581,1.3127213
1981-06-01,1.5395432,3.3458023,3.1306534,3.6977158,1.6679688,1.5595589,1.9965286,3.4942398,2.0932617,2.777073,3.460884,3.8161316,2.358448,1.9681778,2.2833977,3.369152,3.59264,1.351078
1981-07-01,1.3277283,2.780407,2.1316223,2.575264,1.64962,1.9765167,1.6829758,3.5959778,2.0015335,2.253376,2.8321114,2.6970177,2.5285683,2.0332222,2.169983,2.9171715,3.2440643,1.7129974
1981-08-01,1.3227272,2.98555,2.0232162,2.4485092,1.6162643,1.542881,1.5011826,3.5225945,1.8931236,2.4251595,3.1123085,2.8037567,2.3000755,1.7663689,2.1933327,2.9405212,3.4125175,1.4344711
1981-09-01,1.5495529,4.164707,2.6086235,3.1523361,1.9648399,0.8006973,1.5662308,4.693409,2.0749168,2.9455223,3.6927109,3.0322495,2.3017426,1.1742897,2.6453133,3.3024406,4.2130737,1.9364891
1981-10-01,1.9514961,4.801819,3.2507362,3.777771,2.1316223,0.88742447,1.9414902,5.6357307,2.3834648,3.475895,4.5399666,3.0555992,2.5402412,1.4194603,2.6069565,3.6259995,5.420582,2.255043
1981-11-01,3.0439262,5.712452,3.6193275,4.17638,3.0155716,1.3243942,2.5402412,6.437958,3.078949,4.291462,5.6590805,3.6243286,3.2190475,1.9298172,3.17902,3.8344765,7.627121,2.5319023
1981-12-01,3.771099,6.516346,4.2280846,5.0303116,3.7227325,1.5845757,2.9121666,6.9683266,3.672699,5.7724953,5.9309387,4.0329475,3.1506653,2.2767258,3.679367,4.2130737,7.848942,3.8361435
1982-01-01,2.9103813,8.1382675,5.516281,6.716282,3.4203033,1.6798172,3.5216446,8.443897,4.634781,6.1484528,7.0926895,5.075531,2.519497,2.5806236,4.446575,5.6755333,9.031029,2.2942963
1982-02-01,2.3409462,8.358643,5.540413,6.7564964,4.403145,1.7216415,3.9044838,7.967758,4.9194984,4.7296867,6.658375,3.1757965,2.180088,2.5243225,6.423523,4.1152077,8.302345,1.4111862
1982-03-01,2.0562248,6.8803596,4.2471123,5.374729,2.5613213,1.6991196,3.0969772,6.692154,3.798317,3.9897385,5.3715096,3.0036812,2.4519386,2.1961708,3.2707024,3.8481827,6.890011,1.6235161
1982-04-01,1.8261986,5.4905434,3.3800888,4.1522064,1.9918823,2.1270027,2.2653427,5.620842,2.8251266,3.1661453,4.416012,3.1757965,3.1661453,2.192955,2.3280754,3.703411,5.9666862,2.5661469
1982-05-01,1.3806229,4.3227158,2.8524742,3.3350487,1.8969765,1.7377281,2.0851822,4.6074333,2.4085045,2.5597115,3.8321,3.2240562,3.0133324,1.9854469,2.3843765,2.936119,4.750599,1.9355812
1982-06-01,1.5157433,2.8106499,2.040142,2.3409462,1.588131,1.6444283,1.9709702,3.1532784,2.1495247,2.1109161,2.8508644,3.0841103,2.4921532,1.845501,1.9822311,2.5564957,3.6004639,1.4401398
1982-07-01,1.2792816,2.3409462,1.9822311,2.1302223,1.4867897,2.041748,1.4948311,2.5822334,1.694294,2.06427,2.4262009,2.4101143,2.2878609,2.004753,1.8294144,2.2428207,2.866951,1.4755287
1982-08-01,1.4723129,2.0900078,1.961319,2.1157417,1.7457695,1.4272728,1.7441597,2.262123,2.0385323,2.2106514,2.3843765,2.5371933,2.3184242,1.5623932,2.088398,2.5581017,2.0916138,1.4433556
1982-09-01,1.4916153,2.004753,2.2026062,2.2572975,1.8728485,1.171505,1.6186905,1.9227142,1.9693642,2.5387993,2.6980515,2.4905434,1.7650719,1.4465752,2.400463,2.8589058,1.8744583,1.5334358
1982-10-01,1.821373,2.8975143,3.182232,3.2304878,2.5034103,1.1119881,1.8519363,2.5951004,2.6079674,3.3704376,3.5682907,3.3060913,2.2122574,1.5929565,3.0841103,3.6664162,2.4229813,1.7457695
1982-11-01,2.8685608,3.367218,3.5811615,3.5731163,2.99403,1.4176178,2.7479172,3.031025,3.182232,3.5441628,3.6471138,2.6723137,2.3473778,1.913063,3.318962,3.4653435,2.8991203,2.192955
1982-12-01,3.4428215,3.703411,3.9784813,3.9993896,3.6004639,1.5253944,3.0261993,3.2353172,3.6310272,4.748989,4.5028763,5.3489914,3.553814,2.1093102,3.3816948,5.030491,3.610115,2.8170853
1983-01-01,3.0842438,4.7288055,4.439247,4.6232185,4.1496887,1.6764488,2.9850578,3.9033241,3.8153381,6.376564,4.7783966,3.31781,3.3929977,2.284359,5.311119,5.101551,3.912922,2.4043427
1983-02-01,3.3370056,5.754257,4.703209,5.139946,4.034504,1.473278,3.034649,4.7384033,4.1416893,7.5603943,5.0439606,3.7833405,2.7434921,2.1723747,5.1927376,6.8836937,4.3256645,1.8860168
1983-03-01,3.356205,5.890236,4.327263,4.7128067,3.7705421,1.8972168,3.6569595,4.8375893,4.400852,5.935028,5.096752,5.581482,3.2074242,2.4619331,5.1079483,6.106205,4.0760994,1.9532089
1983-04-01,1.9708061,4.7831955,3.824936,4.1928825,2.969059,2.0028,3.6025696,4.0329056,3.914524,4.4424477,4.392853,3.732151,3.2042274,2.5019264,3.5945702,4.917576,3.748146,2.0795898
1983-05-01,1.3308983,3.9257202,2.7354927,3.3402061,2.0571938,1.6684494,2.604313,3.3146095,2.9018707,2.5499191,3.3002129,3.5065804,3.0058556,2.0619926,2.7306938,3.5577736,3.295414,2.097187
1983-06-01,1.5036736,3.290615,2.6091118,3.1834297,1.5980606,1.4956741,2.2699623,2.892273,2.5403214,2.5419235,3.0154533,3.450592,2.8298798,1.8604202,2.2427673,3.2650185,2.9322662,1.6396523
1983-07-01,1.4220848,3.0714455,2.7514915,3.316208,1.7260399,1.3692932,1.6988449,3.2362213,1.9995995,2.4843292,2.9738579,3.0586472,2.9002686,1.6092567,2.2331657,3.1754303,3.0874443,1.7756348
1983-08-01,1.4156837,2.930664,2.5627174,2.7610893,1.6988449,1.1037292,1.5756607,3.3881989,1.8748207,2.3915443,2.8666763,2.593113,2.7178955,1.3868904,2.1675758,2.941864,2.8714752,1.7004433
1983-09-01,1.7180405,3.3977966,2.4827309,2.8330803,1.8588219,0.9885483,1.6636505,3.764145,2.069992,2.7466927,3.3946,2.8602753,2.34515,1.3165016,2.4683342,3.3530045,3.6249657,1.7708359
1983-10-01,2.0427933,4.194481,3.097042,3.4297943,1.9340096,1.0045433,2.0347939,4.631218,2.5499191,2.9978561,3.874527,2.9962578,2.8122826,1.4604797,2.5787163,3.3913994,4.4856415,2.5739174
1983-11-01,2.759491,5.7046623,3.9209213,4.4200478,2.5739174,1.4844742,2.6299095,6.2965775,3.2362213,4.2296753,5.360714,3.356205,2.7274933,2.1451797,2.709896,3.8025398,6.5957336,2.2667618
1983-12-01,2.7674904,6.8101044,4.9159775,5.669468,3.604168,1.7260399,3.290615,7.256439,4.2920685,4.8615837,5.603878,4.050503,2.9002686,2.3323517,3.471386,5.0103645,7.955536,2.4155388
1984-01-01,2.3709183,7.3513145,5.186138,6.3138695,3.5249138,1.7356453,3.3722496,7.8339233,4.6230965,4.562359,5.752468,3.8302383,2.7074318,2.7451859,4.429394,4.7166634,8.922256,1.8866692
1984-02-01,3.431347,8.055531,5.5226517,6.837517,3.8745575,2.2100487,3.5249138,8.34444,4.8430595,5.8181267,6.517418,3.7317467,2.9618683,3.135872,4.4983406,5.7179947,9.488583,2.6040154
1984-03-01,2.4464302,9.372036,6.341774,7.755131,4.135563,2.2346725,4.1782417,9.621548,5.493103,6.7160416,7.794529,7.234768,3.5840073,3.1375122,5.6868057,7.0935936,10.639294,1.6043243
1984-04-01,3.0324554,6.423851,4.117504,5.020344,3.355835,1.8686104,2.9684334,6.763649,3.7235374,3.7415962,5.2435913,5.0581017,3.1687012,2.2576523,3.7727852,4.6214523,7.316841,1.9408379
1984-05-01,1.3679428,4.966175,3.2786827,3.9631996,2.1164818,1.7077408,3.0061913,5.5718994,3.2655525,3.3804588,4.3571663,3.7301025,2.5564117,2.2658615,2.7895088,3.50029,5.9806404,1.6749115
1984-06-01,1.6946106,4.611603,3.2573433,3.6316109,2.0245552,1.5189667,2.7878647,4.920212,3.0833397,2.8568115,4.0387115,4.2406197,3.909031,2.124691,2.664753,3.7104034,5.511162,2.2855606
1984-07-01,1.6453629,4.0124474,2.947094,3.0258865,1.9112892,1.9950066,2.091858,4.3571663,2.569542,2.702507,3.9254456,3.1030388,3.4214973,2.3101807,2.4497108,3.2080994,5.0695915,2.482544
1984-08-01,1.5731354,4.033787,2.929039,3.2163048,1.8899498,1.3777924,2.0278397,4.444168,2.3988228,2.8289032,3.9369354,3.1506424,2.9126244,1.9424782,2.5285034,3.1276627,5.017063,1.8308563
1984-09-01,1.8423462,4.475357,2.929039,3.3394203,2.1903496,1.2973595,1.9638176,5.146744,2.456276,3.0833397,4.0895996,2.9339638,2.482544,1.816082,2.733696,3.3016663,5.4454994,2.1017075
1984-10-01,1.9769516,5.397896,3.5216293,4.0452766,2.3528633,1.1857338,2.2215385,6.028244,2.9684334,3.424778,4.795456,3.5167046,2.822338,1.8144417,3.0078316,3.7612915,6.625759,2.3118248
1984-11-01,3.866352,5.9822807,4.6427917,4.977665,5.26165,1.6601372,3.4083633,6.612625,3.8597832,4.7987366,5.8049965,3.966484,3.702198,2.475975,3.9960327,4.2915077,7.392353,3.5429688
1984-12-01,3.9615593,6.927799,5.1943474,6.121811,5.386406,1.784893,3.895897,7.5335236,4.355526,5.983921,6.410721,4.2586746,3.8893318,2.7123566,4.7297935,5.2879143,7.4186172,3.1884003
1985-01-01,4.4845543,7.8641205,6.1333237,7.3883553,7.6196747,1.8137131,4.5124435,8.041302,5.5345154,7.5064774,7.647564,6.1858215,5.1030464,2.7094612,8.47113,7.467102,9.209385,3.7380981
1985-02-01,3.7069244,6.938839,5.890518,6.9043884,4.499321,2.2632294,3.6806755,5.815052,4.770012,6.5910416,7.0536804,7.450699,6.0627785,3.428028,7.478588,6.876499,5.8773956,2.7209473
1985-03-01,4.3697166,5.309757,5.052189,5.77404,5.2917137,1.9105072,3.9677773,4.7585297,4.776577,6.0726204,5.7806015,6.6123695,5.2424965,2.6471214,6.284256,5.831459,4.281124,3.2590523
1985-04-01,2.9982033,4.103943,4.3254204,4.4714317,4.0104294,2.1237793,3.134369,3.3181114,4.018635,4.087536,4.4648666,5.276947,4.2663574,2.5798569,4.684704,4.2827644,3.6232567,3.091713
1985-05-01,1.4987259,2.9653893,3.241005,3.2229576,1.9072266,2.143467,3.3181114,2.4765015,3.6790352,2.7701645,3.1786652,4.541973,3.2278824,2.7471962,2.3879128,3.4181862,2.6700897,2.2271347
1985-06-01,1.823555,2.4682999,3.0342941,2.9375,1.8973808,2.757038,3.044136,2.1894035,3.6101341,2.5404854,2.868599,3.8348885,3.2721748,3.055622,2.2435417,3.1688194,2.5027504,1.8711319
1985-07-01,1.5905952,2.2484627,2.7488365,2.6061058,1.8629303,1.8284798,2.7652397,2.0762024,3.2803802,2.3419762,2.4863434,2.9079704,3.3017082,2.314087,2.2008858,2.7816467,2.3846283,2.0220642
1985-08-01,1.6102829,2.4486122,2.8390656,2.9096107,1.9137878,1.4872398,2.1106567,2.409237,2.506031,2.4518929,2.6750107,3.0671043,2.5404854,2.0450325,2.399395,2.7865677,2.50111,1.6988754
1985-09-01,1.7923851,2.783287,2.8177414,2.9932785,1.8990211,1.5052872,1.9023056,2.6651688,2.4666595,2.67173,2.8768005,2.8718796,2.5683746,1.8580093,2.4502525,2.8456306,2.7750854,1.6414528
1985-10-01,1.9564438,3.4460754,3.449356,3.7610664,1.7759819,1.306778,2.0581589,3.0326538,2.7980537,2.9391403,3.3033485,2.830864,2.2336998,1.8038712,2.2074509,3.2065544,3.1064796,2.1057358
