,mgv50GLB_cluster1,mgv50GLB_cluster2,mgv50GLB_cluster3,mgv50GLB_cluster4,mgv50GLB_cluster5,mgv50GLB_cluster6,mgv50GLB_cluster7,mgv50GLB_cluster8,mgv50GLB_cluster9,mgv50GLB_cluster10,mgv50GLB_cluster11,mgv50GLB_cluster12,mgv50GLB_cluster13,mgv50GLB_cluster14,mgv50GLB_cluster15,mgv50GLB_cluster16,mgv50GLB_cluster17,mgv50GLB_cluster18
1980-01-01,-0.5203609735193387,-0.009207828208418234,0.06603459112865981,-0.21517506297330677,0.06162891230356377,0.014368736072245872,0.011165779125824404,-0.3281387132267619,0.27557427684466046,-0.04555999675369638,-0.07739684290506622,0.35597056150436396,0.023429563716305956,-0.06592572083540052,-0.10519719700206,0.26724437662100387,-0.11088488673841632,-0.020412887550062604
1980-02-01,-0.6397995730520974,0.007291738444071619,-0.0007828350346752031,-0.2619937895247655,0.0586627792995588,-0.005442570319475314,-0.06244499864203207,-0.3040215996808784,0.5271663599544101,-0.05990411558254497,-0.0257300953804092,0.15156514265320517,0.038915051603028314,-0.031651862870867006,-0.20850721114086654,0.0829281735281318,0.1945675426238292,0.020797234028577805
1980-03-01,-0.21652749306719069,-0.0038862511589391737,0.21588966943496882,-0.031619498749142105,0.08124428578710134,0.00584635554416515,0.07494301273581687,-0.15897250106168348,0.032832341061698064,-0.10790980648337387,-0.18206587569280105,0.09074947373433546,0.007345878979529275,0.05813416998798602,-0.10842952947571592,0.21039475450071238,0.032492442610296046,-0.06896885732809703
1980-04-01,-0.10039994204548043,-0.020434731505962547,0.08457530896330989,0.025996055905215486,0.15265490958648448,0.01677502856537091,-0.08333462677644879,-0.10539578317209732,0.031229354855087068,0.07753651735820169,-0.2461081032048572,0.22499256513335486,-0.001156340628020306,-0.24095801549537157,-0.34246643618592676,0.16762729165917736,0.09802840650081635,0.10285365912649366
1980-05-01,-0.036645082520767,-0.016451859448676377,0.05621260768452356,0.018902525583409373,0.17768146915245903,0.01805791617843552,-0.12025952004314808,-0.016405996541644253,0.042773510018984474,-0.03929830002268468,-0.1638711006803946,0.04300056702711365,0.004607176128879878,-0.04146049303986202,-0.24906580318819802,0.012190657681627673,0.04178527742624283,-1.9047007905707385e-05
1980-06-01,0.026824598161267563,-0.015919314632832263,0.02367091906625171,0.010655776985128472,0.1124625514566371,0.04900238392027942,0.18407111422399455,-0.04909443993901098,0.046448152926233076,0.009463132014424782,0.007261671337553046,-0.026457524773749436,-0.03131553373197692,-0.15619313257319903,0.01723787435418311,0.002478685040595168,-0.07788642133409912,-0.17374657922320896
1980-07-01,0.001983461134188192,-0.032933763291884764,0.04151163752688918,0.01635210160513102,0.20113138696261212,0.04496771292527831,0.09950737604934178,-0.03023712224392004,0.009427908807992935,0.19477057879365334,-0.018963319334116848,-0.06270048801194537,-0.02449798762780985,-0.20541850843022916,0.25966703487595294,0.0011390895914223235,-0.01937646318126369,-0.23409494095378452
1980-08-01,0.03295630531411776,-0.02143046039628898,0.02678546318134596,-0.018909474782738255,0.21699832472126043,0.05222617971253175,0.049587732620453566,-0.04074473886988884,0.03851470434003406,-0.09512451044687135,-0.005317328561266715,-0.02251488347114487,-0.0037154323487566723,-0.0670262168501025,-0.19910094451229526,0.015442565841189887,-0.05688107496983296,-0.1296218236287435
1980-09-01,-0.00035910494953498873,-0.011347982048097375,0.013273144357426223,-0.03598404828435886,0.1794139302409856,0.04692065562655332,0.14762041274081455,-0.07747999110887217,0.05016538418001599,-0.23475770992556894,-0.07381146265701814,0.11576264250007542,-0.013064545171866625,-0.2364373443839706,-0.025980913888592763,0.00975026297225159,0.031751867484402015,-0.0718102107445399
1980-10-01,-0.2506566299519069,-0.014953804554106553,-0.07084208692229071,0.02418351562126823,0.1384605645342211,0.03454610874093529,0.06310489823978939,-0.09196402375088182,0.08494904471768273,-0.25782378639761855,-0.1329068263823336,0.21509323607791553,0.012019907794745793,-0.2729520340946233,0.27792847381447844,0.02407299638804743,0.10288906459872788,-0.06934790147675408
1980-11-01,-0.2865934665773956,-0.00911917405508171,0.023245562387760297,-0.06398339611217842,-0.014965171900998176,0.018164057556689473,0.09878322984395402,-0.20031764410262884,0.09146694507863787,-0.11641387424365741,-0.15167770060625943,0.2855959941040386,0.019856013269441912,-0.48395474658948234,0.40662053902194184,0.07294210905240754,0.17947373357979027,0.25837282339731854
1980-12-01,-0.4270629144050706,-0.03454125727972643,0.1543099797049234,-0.10890993549957038,0.14750122265741888,0.03861426369671137,-0.05039202698161093,-0.3347171253936235,0.3442073199484083,-0.049224256090526504,-0.32044544138691644,0.26480454612861976,0.033363983562172066,-0.015392345506871971,-0.04915351504987141,0.35809081489756955,0.11666336575069944,-0.13342069254981145
