,zgv850GLB_cluster1,zgv850GLB_cluster2,zgv850GLB_cluster3,zgv850GLB_cluster4,zgv850GLB_cluster5,zgv850GLB_cluster6,zgv850GLB_cluster7,zgv850GLB_cluster8,zgv850GLB_cluster9,zgv850GLB_cluster10,zgv850GLB_cluster11,zgv850GLB_cluster12,zgv850GLB_cluster13,zgv850GLB_cluster14,zgv850GLB_cluster15,zgv850GLB_cluster16,zgv850GLB_cluster17,zgv850GLB_cluster18
1980-01-01,-0.3382036,0.058073997,-0.5443596,0.44101208,0.0037727952,0.010509908,0.35073465,0.4527347,-0.3414374,-0.32230398,-0.087043636,-0.4530042,-0.6254746,1.5267669,0.08488774,0.0590172,-0.9396939,0.5793926
1980-02-01,-0.18554038,0.12962227,-0.49234897,0.47254187,-0.0059286715,0.11318368,0.05982566,0.69055516,-0.29939777,-0.3206871,-0.14390495,-0.45974135,-0.03597624,1.5713668,0.06871865,0.06332898,-1.2240006,0.45003986
1980-03-01,-0.21963021,0.13285609,-0.53748775,0.40678754,0.028700149,0.0437913,0.047833562,0.55945075,-0.28349814,-0.08286662,-0.10968037,-0.33416134,0.3192049,1.024986,0.12854432,0.028161168,-0.60674536,0.5432816
1980-04-01,-0.25048622,0.097688295,-0.68893826,0.20602123,0.082192905,0.123828314,0.011318361,0.38078222,-0.268407,-0.030721283,-0.00525496,0.50514954,0.58666867,0.3480398,-0.07828538,0.10402119,-0.45798963,0.6163121
1980-05-01,-0.052684307,0.050124206,-0.60620636,0.08785208,-0.027622199,0.20224845,0.34925252,0.4283463,-0.19429864,-0.2543938,0.018459719,0.38940573,0.90277445,-0.85534513,-0.14255753,-0.21410577,0.15751395,0.8480691
1980-06-01,0.075455785,0.043117583,-0.8857969,-0.12665793,0.006063414,0.2128931,1.0844074,0.39978093,-0.16047828,-0.3768747,-0.097957775,0.2868667,2.0475466,-1.1843863,-0.6615856,-0.05874772,0.16290364,0.88067687
1980-07-01,0.08623518,-0.051336884,-1.0810388,-0.27177554,-0.013608992,0.21141095,1.0194616,0.44721025,-0.091220655,-0.37673992,-0.08785208,0.18702249,2.2867146,-1.077266,-0.7144047,-0.079093836,0.11210574,0.9099159
1980-08-01,0.18769625,0.11560905,-0.99803746,-0.2119499,0.009162486,0.22852321,0.9820031,0.4629751,-0.056322355,-0.39587337,-0.09984417,0.34224588,2.083388,-0.88296735,-0.72841775,-0.15589705,0.14255753,0.86073494
1980-09-01,0.18109389,0.064676404,-0.74714696,-0.11466584,0.009970939,0.19726297,0.7137309,0.46944275,-0.12099874,-0.27231452,-0.14417446,0.3721587,1.5483257,-0.63194215,-0.7568485,-0.033011913,0.0033685684,0.78325796
1980-10-01,-0.1170912,0.069527104,-0.5655142,0.04689039,-0.012800539,-0.06561957,0.28188124,0.45596853,-0.19645452,-0.18756153,-0.028295923,0.40732652,0.6730386,0.08151919,-0.20588648,-0.073838875,-0.15778343,0.77638614
1980-11-01,-0.20898557,0.11493532,-1.0022146,0.28686672,0.009970951,-0.006737125,0.11129729,0.22367254,-0.35302526,0.01468693,0.047833573,0.0013473987,-0.2773,1.4207246,0.18917844,0.15320219,-0.8800031,0.572925
1980-12-01,-0.2969724,0.14525238,-0.51633316,0.3873846,0.07666846,0.14188382,0.09324177,0.36353517,-0.40719175,-0.09566716,-0.0393448,-0.23943734,-0.5909804,1.7362915,0.18082437,0.22219034,-1.2130864,0.49019307
1981-01-01,-0.3173402,0.24744639,-0.63411653,0.39554787,-0.011414099,-0.10174046,0.20249462,0.37920174,-0.31917208,-0.28436604,-0.17642537,-0.57521427,-0.37891993,1.6379938,-0.13541913,0.24603729,-1.4261987,0.4176715
1981-02-01,-0.29535747,0.12414594,-1.0231825,0.48037863,0.02663288,0.02466011,0.17783451,0.34665042,-0.3720151,-0.11949577,-0.19432154,-0.4898199,-0.26125607,1.7628443,0.1187912,0.08257608,-0.7093652,0.6779412
1981-03-01,-0.18628931,0.13556004,-0.92454207,0.3107172,-0.0009863854,0.14810142,0.03846979,0.35566893,-0.30338964,-0.12625961,-0.05213852,-0.20559469,0.42753553,1.2755607,-0.0011272908,0.016627979,-0.9656893,0.3824428
1981-04-01,-0.08342151,0.108222626,-0.60241085,0.18558478,0.006200218,0.1444377,0.4523365,0.36243287,-0.2760521,-0.17670718,-0.047347356,-0.038751554,0.5226531,0.8905816,-0.14781961,-0.04326086,-0.24843283,0.6486309
1981-05-01,0.009018516,0.12217321,-0.7002057,0.055661343,-0.00014095307,0.2102449,0.21996804,0.34355038,-0.2388506,-0.33312255,-0.017896175,0.34862328,1.0612295,-0.6604677,-0.34834138,-0.17868003,0.030719375,0.67554563
1981-06-01,0.20883569,0.037624262,-0.80194616,-0.045374583,-0.0074684145,0.26026964,0.7152836,0.39991626,-0.18516198,-0.22236356,-0.08553533,0.33340454,1.9854896,-1.2263815,-0.7474122,-0.14401492,0.047065545,0.7557261
1981-07-01,0.27844763,0.09370832,-0.74346656,-0.15021524,-0.0022545815,0.11921392,1.094908,0.20827198,-0.06918917,-0.33185434,-0.12710515,0.19248971,2.2668965,-1.0629203,-0.77982265,-0.10300875,0.33058614,0.8718399
1981-08-01,0.11132264,-0.025787449,-0.85958034,-0.15951562,-0.021137238,0.14852424,0.567464,0.29803497,-0.107940674,-0.2375824,-0.15416078,0.25561953,2.0487604,-1.0161368,-0.58606464,-0.23673686,0.08933997,0.7812317
1981-09-01,0.11075902,0.055520438,-0.87451726,-0.080885075,-0.00056371687,0.27591118,0.51180255,0.35299167,-0.13908291,-0.20122632,-0.14500132,0.29084817,1.5631679,-0.73219335,-0.5842329,-0.24758735,0.06622992,0.8166014
1981-10-01,-0.10681343,0.012259578,-0.7836273,0.15148345,0.007609463,0.13908295,0.3966752,0.3524279,-0.25392848,-0.44106334,-0.19023505,0.29620296,0.4125986,0.3538371,0.0400198,-0.024519157,-0.26703352,0.6569449
1981-11-01,-0.46205968,0.14006929,-0.5285714,0.3094489,0.02381463,0.06482086,0.006763935,0.38596568,-0.33269987,-0.07327571,-0.09737215,-0.22405453,-0.27365655,1.4567773,0.1816392,-0.03494687,-0.7288114,0.6345394
1981-12-01,-0.48108315,0.09089003,-0.5745096,0.353978,0.0046501635,0.12287774,0.09920406,0.38117456,-0.38441563,0.0642571,-0.15401988,-0.35876912,-0.62143433,1.8582436,0.23081847,0.16233382,-0.7290932,0.6531402
1982-01-01,-0.40570164,0.124544695,-0.45453495,0.48766693,-0.011044025,0.038188387,0.047103427,0.26332688,-0.41687876,-0.18176071,-0.1329275,-0.3265307,-0.353808,1.6329191,0.100859836,0.07863879,-1.3375248,0.41288686
1982-02-01,-0.14450376,0.13199608,-0.6135422,0.46132097,-0.044841386,0.05934503,0.08675549,0.24230328,-0.34595746,-0.09886398,-0.25188366,-0.5547294,-0.098331735,1.3487018,-0.13212915,0.00412488,-1.1243618,0.3878716
1982-03-01,-0.14995925,0.0005322456,-0.7891822,0.35061458,-0.019426871,-0.013572192,0.15780982,0.27876192,-0.31548658,-0.13984664,-0.29991847,-0.12986703,0.18415582,1.445437,0.045107555,0.110440254,-0.7822629,0.38294825
1982-04-01,-0.07704208,-0.028741073,-0.93661326,0.12308101,0.041647933,0.17284565,0.05309117,0.3262645,-0.2792941,-0.24549675,-0.081832245,0.19094189,0.5978411,0.9596327,-0.11376679,-0.08861832,-0.14596744,0.6650367
1982-05-01,-0.13199607,0.04697039,-0.8232457,0.1643298,0.004124856,0.20305037,0.57628524,0.4320476,-0.28940672,-0.23458576,-0.10751293,0.19692965,0.7545864,0.025015403,-0.03299904,-0.24429917,0.07877185,0.5970427
1982-06-01,0.13878217,0.0017297983,-0.8946992,0.044575263,-0.027277421,0.2638591,0.6625086,0.32147428,-0.1612694,-0.35540476,-0.13066547,0.3966535,1.9402891,-1.0362756,-0.74899787,-0.20837286,0.013306046,0.72624457
1982-07-01,0.1161619,-0.0027942895,-0.6792742,-0.16991834,0.009846473,0.27343947,0.9064085,0.38401276,-0.15435025,-0.39984697,-0.086090185,0.29699117,2.161835,-1.1094589,-0.81446373,-0.110440254,-0.03246679,0.95005244
1982-08-01,0.1298671,-0.07917104,-1.0298887,-0.16313224,-0.015834212,0.108178236,0.59078884,0.53849614,-0.12733893,-0.22487232,-0.08688855,0.31601888,2.1762052,-1.0261631,-0.736091,-0.1990586,0.081832245,0.9217105
1982-09-01,0.13572177,0.059078883,-0.7962344,-0.009314227,0.014902783,0.20038919,0.7263776,0.48819923,-0.12387939,-0.35234436,-0.12281489,0.34369546,1.5662558,-0.38334745,-0.64733964,-0.18122849,-0.013705254,0.821782
1982-10-01,-0.1133676,0.14224176,-0.5012391,0.1635314,-0.0025281429,-0.03060391,0.37762588,0.44322476,-0.21609037,-0.18695009,-0.075977586,0.32480082,0.3475542,0.5684347,0.14570132,-0.09806564,-0.29526138,0.7116079
1982-11-01,-0.25321424,0.08369513,-0.6361626,0.3664488,0.0206244,-0.07078822,0.27237496,0.3798879,-0.2996524,-0.08209834,-0.027942706,-0.29472908,-0.33651015,1.2825707,0.096202806,0.20065537,-0.6032965,0.6670326
1982-12-01,-0.41794324,0.012640762,-0.43670478,0.41075793,0.052958082,0.14623356,0.16180165,0.3438285,-0.35660228,-0.25055304,-0.08143306,-0.45999035,-0.68539494,1.3477703,0.22021523,0.0027942657,-0.782396,0.544883
1983-01-01,-0.3810874,0.31817645,-0.48182544,0.3688808,0.009523833,0.14969853,0.015560066,0.5019461,-0.29027563,-0.22038952,-0.100335576,-0.41006136,-0.7714303,1.3916867,0.11495666,0.09979896,-0.9668701,0.46170464
1983-02-01,-0.20241494,-0.04346087,-0.55841845,0.2984581,0.015023505,0.15224716,-0.10865216,0.59007514,-0.28088596,-0.15103993,-0.15224716,-0.5902093,-0.28880012,1.6225389,0.06867888,0.0002682805,-0.69416654,0.397184
