,vws_u250-50GLB_cluster1,vws_u250-50GLB_cluster2,vws_u250-50GLB_cluster3,vws_u250-50GLB_cluster4,vws_u250-50GLB_cluster5,vws_u250-50GLB_cluster6,vws_u250-50GLB_cluster7,vws_u250-50GLB_cluster8,vws_u250-50GLB_cluster9,vws_u250-50GLB_cluster10,vws_u250-50GLB_cluster11,vws_u250-50GLB_cluster12,vws_u250-50GLB_cluster13,vws_u250-50GLB_cluster14,vws_u250-50GLB_cluster15,vws_u250-50GLB_cluster16,vws_u250-50GLB_cluster17,vws_u250-50GLB_cluster18
1980-01-01,-17.675513696174985,-22.652716274834347,-48.89220193861234,-20.50321609696923,-47.83080290696366,-30.189279168486085,-34.440330287421496,-90.58571195529409,-25.577871998670183,-13.305654151821692,-21.116897478485658,-33.72391229551523,-30.935007331536973,-26.335636760580268,-26.823269200872915,-30.90925370665322,-27.43296283050938,-28.0129431912779
1980-02-01,-15.962881934173463,-19.70662575300252,-51.14038675031253,-18.127564683380907,-38.89389461394706,-32.979119140333815,-40.526519198594016,-95.9303555175698,-22.910851369286313,-15.205346889536033,-20.260706396928004,-32.450096004195885,-36.026285468930915,-27.971412865387958,-24.466464788580254,-26.741757415747962,-26.71117348850914,-27.706347304865613
1980-03-01,-16.189025723368832,-20.12910934455595,-40.22832596998869,-15.922120932933552,-41.85004579549174,-30.045757150216552,-38.255114655431015,-72.64954171415972,-19.87433650061227,-21.5412470266908,-16.11183913506397,-30.213664066044043,-24.80634293134106,-29.53747769376026,-19.033875171319,-25.28263866221917,-31.58377333330867,-25.617231315828867
1980-04-01,-17.34215737722453,-25.159629972541357,-34.51737435527376,-23.079652004672326,-26.807552704788822,-36.62736489920452,-31.572119154316546,-45.51516197389046,-21.097005568875456,-31.046865232430722,-16.951679121400858,-18.40515355109529,-28.675506590023023,-26.581770614533312,-16.473460097984084,-27.444196359249098,-33.584495409110765,-22.83985901111816
1980-05-01,-8.521264182388553,-25.101292303784675,-32.12485082714133,-22.854721667165812,-10.943396416608225,-35.74113140967058,-30.60648538668555,-39.03985586515801,-14.76332457108385,-27.558818581284168,-1.4863283930071627,-20.005237682460393,-27.02596217082437,-29.19963567840802,-3.7238058810441848,-24.17613547266282,-35.91693083131793,-24.215847689212218
1980-06-01,-1.6918254875597651,-23.7761176945237,-20.195053003408628,-19.58607328534487,3.1125551171515666,-41.140059261186934,-24.597098767451435,-33.576215927613625,-6.0718779131094065,-35.31234744025475,13.18107324777032,-9.380223101035497,-21.265208021099706,-31.034184833879497,4.8124375633843695,-14.521673736798476,-45.602396876324555,-22.448088674220635
1980-07-01,3.548926637269701,-20.616257538238973,-15.87741335141873,-16.95638657443667,7.405739629395597,-39.994673582526616,-19.861971412550076,-31.192540160026095,-0.07757191309958923,-33.324054364628445,19.85739390939668,-8.696010971546482,-17.77197723314258,-25.842823193942905,10.928123749925993,-8.841847093983326,-47.52198048862077,-24.14243316341018
1980-08-01,7.714927044455541,-18.427414258551966,-14.784697535375763,-11.301943901524856,11.451074068872764,-38.399989484716386,-19.721772230838088,-30.92064812916217,4.923128901658189,-29.66222806143081,23.338237724747696,-15.564109391753778,-16.840579285690136,-21.705114309221898,15.199413084224892,-3.5029612346152947,-40.94898397937061,-24.619987984304448
1980-09-01,7.892469411785795,-24.047032135873245,-13.163967218176518,-8.226628648616849,11.648793941066147,-40.36278479765314,-22.940864442549387,-26.092931442020006,2.6848359171315517,-22.909434042739875,20.571191328345254,-20.683848095387134,-11.125212911890534,-22.87805786090649,13.641877483103343,-7.635046188690504,-41.68604401969266,-27.127718451877854
1980-10-01,9.45060323993796,-23.37771023089983,-22.202140780092833,-4.694318563285068,4.77419773340699,-43.588891603397606,-28.068414568642265,-39.64114081438054,0.3248484251211576,-14.890388420856196,19.02617387728474,-28.56794963870427,-12.212261415787708,-16.25867442326063,9.285603499353032,-12.818862730735338,-47.21833027873545,-30.293717532690405
1980-11-01,10.39585651852503,-21.93312018653665,-26.88594296356676,-2.5734168328730047,4.302581084088032,-34.79697687511524,-23.879793753128215,-53.76771982056177,-2.765486549322648,-12.126899607003965,17.41055313494893,-34.46492097618678,-15.768834731978798,-11.801063656989507,7.613015920632927,-15.313408273996401,-36.72065412110906,-28.958760671416993
1980-12-01,11.503706365184053,-17.572109234483328,-34.02333446875526,0.6317251288844996,-2.630082985610681,-29.950601148527696,-31.487236747880132,-87.91949597881468,-3.3776038664050025,-11.642573188301709,16.98636763517279,-28.264282117290758,-24.793238615854573,-18.12081103880312,3.9373178905041355,-13.194558459034901,-31.622139702588,-22.70027409931377
1981-01-01,14.31924104907832,-15.880743409389405,-43.71652238402694,2.9829352076098186,-3.234004367443975,-22.39859212142566,-38.022636671333125,-92.9631087645797,-2.9691961852232907,-9.322207318190191,17.51099350493028,-30.54902501562533,-27.491909415275934,-23.366408019295978,3.2691854310048067,-11.841380171868686,-26.152629177102202,-25.117554914889503
