,r850GLB_cluster1,r850GLB_cluster2,r850GLB_cluster3,r850GLB_cluster4,r850GLB_cluster5,r850GLB_cluster6,r850GLB_cluster7,r850GLB_cluster8,r850GLB_cluster9,r850GLB_cluster10,r850GLB_cluster11,r850GLB_cluster12,r850GLB_cluster13,r850GLB_cluster14,r850GLB_cluster15,r850GLB_cluster16,r850GLB_cluster17,r850GLB_cluster18
1980-01-01,56.736412,76.46511,59.01142,71.103516,10.356209,83.81163,69.658005,32.896072,58.087402,48.925438,58.253628,64.169304,68.01368,40.283333,43.756145,81.55781,70.893295,31.408192
1980-02-01,57.74517,77.395645,56.762486,67.45796,22.740015,77.871506,70.71566,27.59641,60.57427,53.063152,62.93076,54.23977,64.38279,33.163338,32.296356,77.687355,75.663315,34.926636
1980-03-01,55.025265,77.53743,71.45552,60.777973,20.29715,82.34493,66.15097,20.24989,59.93218,32.016056,79.9917,54.76289,55.374012,37.723137,29.395557,83.13043,67.72686,33.389862
1980-04-01,48.07801,77.70691,62.886757,72.54251,13.703533,83.13206,66.92343,21.842072,44.380306,42.383972,83.73992,50.488285,58.75556,47.447334,20.797455,80.24267,69.138145,35.878357
1980-05-01,32.020943,78.890045,73.84624,70.60484,13.032112,87.1557,76.1897,44.08534,42.4296,43.21673,68.20761,56.757595,79.01227,59.865364,19.901142,67.62582,80.8212,40.368076
1980-06-01,27.312849,82.2113,65.53822,65.341034,17.645687,86.87051,73.67838,55.152378,48.41698,49.091663,61.936665,59.617653,77.33861,64.63376,11.26067,64.09271,78.77923,75.99251
1980-07-01,28.94903,74.03691,66.5095,66.620316,21.855106,85.07788,61.697105,75.770874,34.121582,41.386616,56.30944,67.26729,77.70854,71.67716,20.82679,63.94441,80.80979,80.33393
1980-08-01,34.779964,72.73807,62.96498,66.5535,25.557701,83.07013,76.372215,68.46672,49.92442,35.211823,66.224304,64.44146,84.99965,42.313896,23.854704,56.117138,81.57573,83.83771
1980-09-01,40.809715,76.059326,70.960106,68.89696,24.860207,83.508514,70.50869,53.768795,56.93523,27.69582,49.225296,69.69549,84.005554,40.081257,25.049248,60.039738,86.02797,79.9037
1980-10-01,40.54245,76.287476,59.521503,69.59771,21.305912,82.76865,70.785736,43.425323,49.11448,27.552408,51.3683,49.670193,81.85929,48.306164,28.282497,68.073975,81.50891,60.27604
1980-11-01,42.25197,77.91062,51.594826,66.54047,28.023382,81.88537,77.037125,31.668938,62.58853,26.232382,44.84639,46.31146,71.86457,37.06964,43.945187,68.24672,78.014915,54.146877
1980-12-01,44.870834,77.705284,61.349987,72.47081,25.697853,80.967865,75.272194,35.891396,59.718693,28.983253,58.545338,46.17457,56.9776,38.234848,38.650414,77.7118,73.28564,34.872856
1981-01-01,52.4717,77.34737,59.750103,73.54639,16.595036,79.68566,70.9796,32.35768,67.577225,42.77661,57.71035,39.814545,51.092403,45.500175,29.694162,76.41005,75.44937,24.338764
1981-02-01,55.148563,81.37684,51.15078,69.1283,15.626026,83.15641,69.912186,24.960863,69.63532,67.19529,74.68718,46.949516,59.373177,43.437073,28.930296,82.380875,68.89981,33.351707
1981-03-01,48.06029,81.645355,65.50912,72.960976,22.225624,81.05161,66.54484,22.022148,61.431274,40.00968,80.412834,48.812485,57.87046,52.481705,39.200783,82.484276,61.12106,28.606737
1981-04-01,40.593422,84.10707,74.18016,70.7978,17.609074,84.49568,74.432,18.924992,49.679752,28.341553,84.26552,50.822216,63.05574,44.878075,22.924446,76.92374,65.34233,36.970898
1981-05-01,35.39647,82.737785,69.18334,74.87564,16.84354,84.39561,66.80836,33.953796,59.900208,34.39077,68.84144,45.08822,76.536804,58.20236,21.365025,68.4962,75.340965,60.262127
1981-06-01,21.543484,85.72987,70.89454,68.37945,18.799904,90.14128,76.38002,45.800385,50.75717,38.446926,59.358162,66.25964,79.999214,75.547775,14.20837,69.20002,78.7917,77.2106
1981-07-01,27.405901,72.60739,75.44771,69.69704,24.68567,85.23786,66.58987,70.85117,43.75396,42.424698,68.71468,68.61795,83.31486,65.2456,21.246609,59.304794,80.72639,84.951
1981-08-01,40.90364,72.24881,77.344025,68.62796,23.783377,81.71708,71.90524,64.72357,64.07312,39.01899,43.934082,72.98766,82.1824,64.801956,23.54321,64.03142,78.95849,83.284836
1981-09-01,40.791893,74.39697,66.77166,69.478546,26.640368,82.02396,70.532616,67.5422,49.18274,26.73877,64.22989,68.582924,84.847595,48.28545,25.437862,57.927166,81.55863,78.80838
1981-10-01,43.086826,76.08315,72.81754,74.925674,26.22341,81.58699,65.04046,42.31462,50.031666,20.367664,52.89533,55.365383,84.170456,43.040127,26.416878,74.40865,78.67496,62.031693
1981-11-01,45.009834,80.41951,55.723965,75.81463,20.077461,80.66467,69.66868,40.935326,53.232227,25.184353,51.976353,55.570526,64.95873,51.290874,38.32184,76.15487,76.600174,45.50518
1981-12-01,46.89281,80.72138,59.10799,78.32805,14.084953,85.01104,70.52428,33.58854,63.229195,36.20203,63.5711,57.85545,65.78431,38.201756,38.226776,78.94014,72.77084,23.659958
1982-01-01,53.543667,80.35066,63.07129,66.73724,20.773666,82.98873,68.12866,30.943111,63.711502,55.934017,61.884155,59.648228,64.181206,44.268593,47.34098,81.082565,75.62465,22.092703
1982-02-01,57.246616,82.1587,55.74742,69.93349,28.10236,83.69168,68.867004,21.843372,60.725975,53.229992,77.447174,54.02463,63.154934,40.44178,60.711502,83.61447,80.91527,25.747398
1982-03-01,51.19353,82.72009,65.56137,63.063244,21.864285,83.733505,68.53403,24.159729,62.514717,53.96029,82.69758,56.192997,57.637505,54.880398,39.61336,82.54315,70.112045,32.1785
1982-04-01,40.75545,83.58873,72.83376,66.0166,16.638008,83.92653,72.15977,19.337204,66.76459,36.89808,80.51312,49.68629,66.89488,58.506138,25.342035,76.86487,74.0032,44.80425
1982-05-01,32.83963,80.46648,77.39891,70.30507,19.39833,87.97211,69.33671,29.44874,40.25197,36.999416,64.32115,50.643394,76.025185,58.020344,21.9608,70.0847,75.589264,46.081463
1982-06-01,30.637482,76.654144,71.14314,67.32277,19.79565,87.29329,61.964584,38.21068,44.22516,49.057335,64.72813,44.918457,77.40052,54.256268,15.211197,65.4552,80.56782,76.60106
1982-07-01,25.03158,71.45682,68.09971,63.968876,23.730238,86.807495,75.04073,56.93777,47.35224,42.06162,69.931885,67.25681,78.69543,58.789246,18.6423,62.654663,84.83377,84.66487
1982-08-01,30.880377,72.46218,61.903458,64.805336,24.37367,84.48471,74.265396,71.83483,41.329716,37.47395,68.29756,64.60587,77.884705,40.382263,22.261604,62.262173,83.07881,85.30026
1982-09-01,45.803177,71.91365,72.0713,71.09328,24.343107,81.18712,72.37049,69.06647,56.456806,45.540977,61.021957,65.25574,82.913124,54.8434,26.3104,65.26378,82.36943,77.23001
1982-10-01,41.00639,74.19623,60.618202,64.45306,25.515762,81.01661,72.2788,58.99032,54.182274,24.318977,61.92276,62.659492,70.47719,40.470734,32.38601,68.90883,78.6536,68.057884
1982-11-01,43.708805,80.75763,63.627857,71.02089,20.164017,81.81125,78.17747,34.25035,60.956005,30.418715,72.60052,63.79354,61.56244,30.182253,50.688435,78.81768,74.624115,37.79084
1982-12-01,47.406933,79.68953,61.874504,69.9914,11.377949,84.344765,81.167816,31.04606,50.757607,30.047132,77.33618,65.92651,59.913643,37.7088,51.717926,82.745834,71.26379,26.376352
1983-01-01,51.232456,79.65553,58.450607,69.20265,29.197254,84.51723,81.53846,36.892136,54.02405,36.975327,88.07351,53.307354,59.68243,38.94944,36.500195,83.58136,65.53598,22.019094
1983-02-01,51.584404,80.15306,46.24918,66.53423,22.075087,82.97825,71.47912,23.287712,56.903633,44.134285,87.64157,53.369747,57.900288,37.540043,55.40785,81.79442,58.760963,29.893152
1983-03-01,48.810406,79.72752,61.013435,68.49875,21.78073,82.538315,76.4368,17.10141,49.5495,47.4922,88.28628,41.774628,54.65596,51.438828,34.028553,79.58354,63.3251,30.131517
1983-04-01,41.443478,78.83805,67.03656,67.719666,17.141403,84.24526,75.66891,14.983318,48.44566,57.585133,85.857834,47.13865,58.497,62.673996,44.17108,72.75253,66.55663,40.758774
1983-05-01,42.243362,77.732605,68.1388,76.36641,17.122208,86.0834,74.55707,25.648968,50.17181,34.542076,85.99701,51.656395,71.00398,63.67385,26.498446,60.741474,65.50239,60.536705
1983-06-01,41.840218,80.63939,67.53089,67.64447,18.760368,87.55359,62.750786,50.56855,52.50747,40.02768,75.33775,68.11481,72.40058,63.17952,17.875698,65.4048,72.562164,78.98843
1983-07-01,47.380215,74.28671,64.94566,68.21559,22.071888,82.6167,72.13022,59.2057,50.885307,39.386177,71.19116,65.19683,81.86961,63.41789,18.518803,57.05721,80.5322,82.94625
1983-08-01,41.086727,75.83688,71.54471,68.56434,25.965723,83.207016,63.12033,67.27013,46.324368,38.744667,70.45526,72.37179,79.72112,55.110294,38.17035,60.887054,81.804016,87.37761
1983-09-01,47.69377,77.47345,66.20308,69.29224,26.727213,80.5802,66.119896,55.13109,53.115383,27.715868,70.75282,68.1372,84.29486,49.981438,17.30138,53.312153,80.324234,78.254135
1983-10-01,46.7787,76.15524,56.4573,68.684326,24.425146,82.53351,75.54413,35.322765,66.28147,21.17282,59.67923,54.635162,80.965744,51.27245,23.01415,64.7457,79.27479,62.461227
1983-11-01,46.1068,79.23159,61.07583,64.87208,26.311272,82.52071,73.158875,27.927038,71.53671,29.622791,49.68868,52.11873,81.85521,53.39374,35.869884,77.67982,77.44785,44.67341
1983-12-01,55.273468,76.88153,54.812737,65.548775,21.71834,81.83441,70.57205,30.347486,65.53918,37.42646,45.450893,60.28714,73.07568,49.248745,41.120323,83.392586,76.265625,25.472994
1984-01-01,61.740067,81.43676,60.34641,69.209015,11.607796,80.2565,70.84562,33.30716,57.723248,44.5467,55.49405,56.703857,66.91252,57.27511,34.853477,88.47399,63.169838,25.657637
1984-02-01,57.023956,78.40978,52.731358,67.112785,16.913216,82.59239,68.13053,26.214113,58.540726,42.48494,75.61098,47.089428,61.887802,41.606724,26.924896,88.089874,73.58533,16.796669
1984-03-01,58.38642,79.14355,63.207592,62.27192,16.942764,79.17966,65.98013,19.664417,60.20031,57.624756,82.35766,48.289383,51.14564,44.81591,20.693657,79.83299,62.80706,31.486702
1984-04-01,46.40655,83.03725,65.51886,67.18665,13.965031,81.67807,77.01284,16.33704,43.716087,39.975044,85.83277,36.00583,61.749916,58.768898,17.761887,73.2915,67.1489,30.7119
1984-05-01,32.455204,81.559875,71.28555,69.80653,12.678074,82.50375,71.804276,30.562523,51.514988,49.835705,76.36772,50.87315,75.95734,61.09987,23.075512,64.54544,70.630585,58.778748
1984-06-01,43.699673,80.44035,71.26421,66.79269,20.284916,85.33047,67.38364,33.789764,43.200645,31.76412,62.43115,59.950798,85.22705,44.810986,12.279182,61.95839,76.530235,75.038086
1984-07-01,39.8388,75.15791,68.273346,65.43514,22.261314,84.243774,73.286575,54.36468,49.469643,47.089428,54.464813,70.58626,81.72567,72.29673,18.513706,60.630394,74.89855,80.25486
1984-08-01,34.384,72.91723,63.16491,61.89765,26.378267,84.238846,75.077484,54.192318,43.06604,34.843628,49.341602,69.783554,84.11245,66.20174,15.243782,64.200714,80.98534,78.72003
1984-09-01,36.88897,73.18316,74.122116,71.840385,22.38607,81.97026,63.008965,52.46707,44.014847,39.894608,38.405743,72.88604,86.617424,62.296543,24.270544,55.234688,78.24563,78.918655
1984-10-01,46.26374,75.78498,52.20443,71.10663,27.184258,81.12159,69.07277,29.47583,56.840103,25.91043,56.114548,64.02343,79.07788,48.054646,21.77378,63.69348,82.403625,59.17436
1984-11-01,44.801136,81.16919,58.488197,70.318695,27.190823,80.934456,72.21301,33.727386,57.701904,18.764858,49.366226,52.31441,66.38395,46.703667,34.425037,76.05583,78.12908,45.500427
1984-12-01,46.4164,78.89075,64.04477,70.22677,31.880669,84.03366,71.343,40.211426,57.859493,39.313507,62.892418,63.42427,62.355637,39.871628,52.89387,80.02341,75.25477,26.934746
1985-01-01,60.650967,79.99815,58.767597,68.50928,23.634878,78.20502,66.675125,29.4917,63.843506,29.677082,56.46096,67.813675,62.096306,33.87365,41.540016,79.58801,74.59085,30.727045
