,abs_vo1000GLB_cluster1,abs_vo1000GLB_cluster2,abs_vo1000GLB_cluster3,abs_vo1000GLB_cluster4,abs_vo1000GLB_cluster5,abs_vo1000GLB_cluster6,abs_vo1000GLB_cluster7,abs_vo1000GLB_cluster8,abs_vo1000GLB_cluster9,abs_vo1000GLB_cluster10,abs_vo1000GLB_cluster11,abs_vo1000GLB_cluster12,abs_vo1000GLB_cluster13,abs_vo1000GLB_cluster14,abs_vo1000GLB_cluster15,abs_vo1000GLB_cluster16,abs_vo1000GLB_cluster17,abs_vo1000GLB_cluster18
1980-01-01,2.9400617e-06,-4.4808487e-05,1.1298653e-05,-9.261415e-05,3.0415824e-05,8.007503e-05,-7.1231676e-05,-1.3539677e-05,-2.8609367e-05,9.2244874e-05,-5.8205518e-05,5.03987e-05,0.00010285944,6.317573e-05,2.3519875e-05,-0.00016183115,0.00010222994,7.632339e-05
1980-02-01,3.0394513e-06,-4.6050936e-05,4.390633e-06,-8.779345e-05,3.1037045e-05,7.890713e-05,-7.0776114e-05,-1.545305e-05,-3.0663552e-05,9.197154e-05,-6.199913e-05,4.799663e-05,0.00011022303,6.146943e-05,2.1797016e-05,-0.00016771207,0.00011434797,7.454254e-05
1980-03-01,2.3519679e-06,-4.771582e-05,6.0969323e-06,-9.099897e-05,3.7953352e-05,7.4898155e-05,-7.126481e-05,-1.5428195e-05,-3.0820924e-05,9.2385686e-05,-5.7170142e-05,5.164943e-05,9.29447e-05,6.359816e-05,2.2857239e-05,-0.00016462253,0.00011913555,8.319947e-06
1980-04-01,1.4822508e-06,-4.332583e-05,2.8245675e-05,-8.478672e-05,3.6984246e-05,7.5759584e-05,-7.075126e-05,-1.6099119e-05,-2.8708764e-05,9.336308e-05,-5.5977387e-05,5.0199906e-05,9.5230804e-05,5.9796264e-05,2.0455169e-05,-0.00014258974,0.00010675246,-9.852249e-05
1980-05-01,1.2420423e-06,-4.253894e-05,4.542462e-05,-8.052097e-05,3.5543002e-05,7.8633784e-05,-7.261494e-05,-1.4922938e-05,-3.0357081e-05,8.942866e-05,-5.8611386e-05,4.807946e-05,0.00011304754,6.0748804e-05,1.6860344e-05,-0.000104487925,9.257196e-05,-0.00016703119
1980-06-01,1.1343654e-06,-4.269632e-05,6.781358e-05,-8.803365e-05,3.5973717e-05,7.41444e-05,-7.36089e-05,-1.7018538e-05,-2.9901512e-05,9.154082e-05,-5.6466084e-05,5.4059787e-05,0.00012770845,6.532931e-05,1.7655511e-05,-0.00011042684,5.689707e-05,-0.00018927106
1980-07-01,1.0726944e-07,-4.253894e-05,6.797095e-05,-8.449681e-05,3.647898e-05,7.416097e-05,-7.1952294e-05,-1.8194718e-05,-3.091204e-05,9.167335e-05,-5.4643828e-05,5.0730017e-05,0.00012183581,6.2811276e-05,1.7166814e-05,-8.726757e-05,6.607464e-05,-0.00017600169
1980-08-01,1.059816e-06,-4.386422e-05,6.3034284e-05,-8.424832e-05,3.7406673e-05,7.265346e-05,-7.307879e-05,-1.6032856e-05,-2.9984341e-05,9.359501e-05,-5.7310954e-05,5.0804567e-05,0.00012882665,6.467495e-05,1.533627e-05,-0.00011615868,4.8125374e-05,-0.00018396165
1980-09-01,1.4040415e-07,-4.3118755e-05,5.493351e-05,-8.9930465e-05,3.8317805e-05,7.810367e-05,-7.080096e-05,-1.5279104e-05,-2.6985897e-05,9.388491e-05,-5.369128e-05,5.250258e-05,0.00012635833,6.566891e-05,1.8392697e-05,-0.00014312813,6.4252374e-05,-0.00016979771
1980-10-01,6.208211e-07,-4.485818e-05,3.5418758e-05,-8.748697e-05,3.6777164e-05,7.157667e-05,-7.129794e-05,-1.5428195e-05,-3.0257685e-05,9.004988e-05,-5.493373e-05,4.808774e-05,0.0001185723,6.450929e-05,1.8815132e-05,-0.00018694522,8.766842e-05,-0.000118865544
1980-11-01,1.879831e-06,-4.378139e-05,1.7792525e-05,-8.989733e-05,3.5062585e-05,7.633111e-05,-7.282201e-05,-1.5602142e-05,-2.9272003e-05,9.295721e-05,-5.69465e-05,4.860957e-05,0.00011925979,6.2198334e-05,2.1813576e-05,-0.00011769932,0.000111283254,-7.904916e-05
1980-12-01,2.2277236e-06,-4.6614183e-05,1.10667315e-05,-8.5291984e-05,2.898286e-05,7.603293e-05,-7.174522e-05,-1.5055462e-05,-2.9876664e-05,8.9287845e-05,-5.882674e-05,5.0887396e-05,0.000111266694,6.209065e-05,2.377665e-05,-0.00015717611,0.00011081941,-2.110956e-05
1981-01-01,2.058645e-06,-4.610488e-05,4.574773e-06,-8.199286e-05,3.1980948e-05,7.6753124e-05,-7.022074e-05,-1.5185302e-05,-2.943235e-05,9.097496e-05,-6.146873e-05,4.7564048e-05,0.00010748966,6.2052604e-05,2.4443852e-05,-0.00015543905,9.346576e-05,9.534911e-05
1981-02-01,2.7835886e-06,-4.5496596e-05,1.1424228e-05,-7.064376e-05,3.233092e-05,7.70781e-05,-6.9304144e-05,-1.387707e-05,-2.9199036e-05,9.1208276e-05,-5.7052417e-05,5.0047187e-05,0.000102381724,6.021108e-05,2.3643915e-05,-0.0001327075,0.00010704802,0.000104040104
1981-03-01,3.108562e-06,-4.7054808e-05,1.1765871e-05,-9.3391965e-05,3.3314172e-05,7.5028256e-05,-7.0587375e-05,-1.4610341e-05,-3.1332198e-05,9.153325e-05,-5.93689e-05,4.800568e-05,0.000107614644,5.939448e-05,2.073581e-05,-0.00014637309,0.00010208175,-7.274599e-05
1981-04-01,2.0003135e-06,-4.4313358e-05,2.0273532e-05,-8.373439e-05,3.457241e-05,7.6544806e-05,-7.455373e-05,-1.6060229e-05,-2.8982384e-05,9.067498e-05,-5.740239e-05,4.7330734e-05,8.6582964e-05,5.992777e-05,1.8319333e-05,-0.00015378915,9.474899e-05,-0.000110768
1981-05-01,9.5040014e-07,-4.0980285e-05,5.561242e-05,-7.7868186e-05,3.604729e-05,8.056949e-05,-7.2878865e-05,-1.5168633e-05,-3.086557e-05,9.3449766e-05,-5.906059e-05,4.86223e-05,0.00010730634,6.095269e-05,2.051916e-05,-0.000106117914,5.5052114e-05,-0.00014883999
