,zgu850GLB_cluster1,zgu850GLB_cluster2,zgu850GLB_cluster3,zgu850GLB_cluster4,zgu850GLB_cluster5,zgu850GLB_cluster6,zgu850GLB_cluster7,zgu850GLB_cluster8,zgu850GLB_cluster9,zgu850GLB_cluster10,zgu850GLB_cluster11,zgu850GLB_cluster12,zgu850GLB_cluster13,zgu850GLB_cluster14,zgu850GLB_cluster15,zgu850GLB_cluster16,zgu850GLB_cluster17,zgu850GLB_cluster18
1980-01-01,-0.17523384,0.40516433,-0.05672302,-0.40415192,0.08238335,-0.2785507,0.032413483,-0.45108336,0.29138032,-0.094538495,-0.81471825,0.45682296,0.18806382,0.19211578,-0.09183731,-0.5756714,0.054359816,0.20190696
1980-02-01,-0.23161888,0.2836151,-0.3194046,0.13876915,-0.23533325,-0.25255242,0.046256255,-0.30218506,0.41866988,-0.07630615,-0.6209148,0.6583923,0.18705101,0.1917778,-0.05841141,-0.38625717,-0.025322724,0.25052643
1980-03-01,-0.19988099,0.18367462,-0.46290055,0.30758744,-0.1532875,-0.26133078,0.042204667,-0.34270173,0.10905685,-0.026673127,-0.5733078,0.42643547,0.08643532,0.2930687,-0.008778381,-0.72254336,-0.032750703,0.24276122
1980-04-01,-0.14383355,0.09386291,-0.58174896,0.48045808,-0.32852095,-0.2164257,0.034438707,-0.38929558,0.2241909,-0.13235398,-0.5787102,0.2809143,0.11243324,0.19515458,0.00405159,-0.5000404,0.08575974,0.21912651
1980-05-01,-0.06786499,0.313665,-0.68877983,0.67493665,-0.840041,-0.07596855,0.016206741,-0.4399414,0.37038764,-0.06617699,0.16983184,0.49159926,0.17320785,0.07056618,-0.009116364,-0.4679653,-0.09757729,-0.10669365
1980-06-01,-0.16577987,0.19177818,-1.0348575,1.5078872,-0.9038547,-0.105342485,-0.048282243,-0.49024886,0.7238941,-0.21980171,0.37106323,0.2241909,0.3551941,0.120874025,0.022621537,-0.37747803,-0.089811325,-0.12931518
1980-07-01,-0.017557144,0.30691224,-0.91600955,2.1136084,-0.9821865,-0.09352531,-0.0020259856,-0.4851845,0.67561185,-0.2167633,0.56115305,0.37950402,0.29712066,0.09217491,0.10939445,-0.33696213,-0.11310844,-0.2812519
1980-08-01,-0.23634605,0.30421066,-0.83362615,1.710132,-0.7333477,-0.10635567,0.048619844,-0.41765708,0.7529308,-0.29745826,0.4764061,0.23567085,0.36194724,0.085084535,0.07191658,-0.36734924,-0.116484836,-0.2238533
1980-09-01,-0.14282075,0.14822312,-0.8744804,1.2522961,-0.45412216,-0.10196648,0.023972321,-0.36059648,0.26909676,-0.24478683,0.26369438,0.5148964,0.20933494,0.050307848,0.05672302,-0.40111312,-0.069890976,-0.12154923
1980-10-01,-0.3464157,0.22182694,-0.5128708,0.21473733,-0.3511425,-0.10466728,0.01992035,-0.3119766,0.09217491,-0.1583519,-0.073942564,0.4834965,0.079344556,0.079344556,-0.011479569,-0.5057808,-0.07833214,-0.060774613
1980-11-01,-0.3183918,0.32683334,-0.37849122,-0.075968936,-0.3133274,-0.10804367,-0.0047271727,-0.36363524,0.36194724,-0.0020259856,-0.4453434,0.56115264,0.089811705,0.09825249,-0.09960289,-0.4824833,0.045581054,0.008103562
1980-12-01,-0.27787513,0.22756729,-0.27382356,-0.2211525,-0.12593842,-0.19684258,0.0037139892,-0.38153,0.100953296,0.033088684,-0.52738917,0.42035827,0.07225418,0.0958889,-0.08711052,-0.59896815,0.10871925,0.054022215
1981-01-01,-0.451474,0.22867279,-0.37402612,-0.071942136,-0.09873696,-0.27088434,0.0018352509,-0.4478031,0.45220795,-0.05285568,-0.7572281,0.51864433,0.06166496,0.17985535,-0.12149429,-0.67317355,0.033034515,0.13030358
1981-02-01,-0.32594222,0.33438492,-0.4624855,-0.11488724,0.025326539,-0.2587719,0.034870148,-0.44339865,0.3780636,-0.072309494,-0.72492754,0.50506365,0.104242705,0.2305088,-0.2503292,-0.5968262,0.060930632,0.22500268
1981-03-01,-0.33511847,0.27161866,-0.53883207,0.29694518,-0.13140488,-0.2147255,0.015416336,-0.35053483,0.49698868,0.013214111,-0.6302284,0.5149738,0.047716904,0.21986428,-0.045514297,-0.5366303,-0.029730987,0.17545089
1981-04-01,-0.28299713,0.24482346,-0.9433239,0.36962128,-0.49221689,-0.14755479,0.020555114,-0.17948799,0.31749955,-0.020922089,-0.32961273,0.42541313,0.13654327,0.1446186,-0.083321,-0.4980896,0.008809281,0.09690209
1981-05-01,-0.10093956,0.19710693,-0.71721953,0.59572524,-0.76346815,-0.10754623,0.0110115055,-0.4096302,0.42100906,-0.12663308,0.031199645,0.52341616,0.17214736,0.036705017,-0.022390366,-0.38723984,-0.10534401,-0.102407835
1981-06-01,-0.058361433,0.14168243,-0.9914074,1.2538497,-0.8302711,-0.069739915,-0.059462737,-0.42761534,0.6026993,-0.24372253,0.41146508,0.39531478,0.24922828,0.042578124,-0.027161788,-0.45074004,-0.059462737,-0.18058968
1981-07-01,-0.10681228,0.19306946,-0.7480518,1.9545517,-0.95029753,-0.11231766,-0.005138397,-0.5237831,0.9132252,-0.34062424,0.542136,0.2378498,0.31493035,0.13470802,-0.011378479,-0.27822495,-0.14131507,-0.2635433
1981-08-01,-0.050286103,0.07634659,-0.79026335,1.7504708,-0.5737022,-0.05689316,0.06680336,-0.3964161,0.7421795,-0.33952293,0.5054302,0.13140449,0.25730324,0.08992767,0.05689316,-0.40192184,-0.101673506,-0.23638153
1981-09-01,-0.3053871,0.22133255,-0.6852859,0.9011124,-0.53626287,-0.0796505,0.017251205,-0.32704315,0.54800874,-0.24959525,0.34649697,0.39458084,0.24886093,0.030465316,0.025326539,-0.54323655,-0.039641954,-0.14278297
1981-10-01,-0.1927021,-0.020922089,-0.5777397,0.23931809,-0.32741052,-0.10828018,-0.038173296,-0.4529419,0.4048584,-0.11158371,0.0932312,0.51460683,0.17508392,0.06717034,-0.014315033,-0.4199074,-0.009910202,0.04991913
1981-11-01,-0.375861,0.26941603,-0.3776966,-0.25069657,-0.07414474,-0.16627464,-0.02349167,-0.5571846,0.47239608,-0.059462357,-0.34319344,0.49038163,0.17471656,0.09836998,-0.09616776,-0.59095305,0.0066066743,0.16223717
1981-12-01,-0.28042755,0.20922013,-0.19049987,-0.22500305,-0.084789276,-0.26574555,0.00073394773,-0.56746256,0.30208358,-0.03964157,-0.6661991,0.33291626,0.17545052,0.09506645,-0.12773399,-0.77227706,0.09176292,0.14939003
1982-01-01,-0.23747368,0.19638482,-0.31609192,-0.22873802,0.011323929,-0.22582626,-0.004206085,-0.5128006,0.30670968,0.0061470033,-0.8906876,0.36753425,0.067295074,0.15950203,-0.04917679,-0.7421856,0.015529633,0.14041328
1982-02-01,-0.29247436,0.17923775,-0.5817131,0.05564766,-0.0973835,-0.2636799,0.023941804,-0.57880133,0.40635833,0.01779442,-0.79233325,0.37950516,0.0507946,0.1659729,-0.069236375,-0.6638905,-0.018117905,0.20156136
1982-03-01,-0.30023918,0.21450272,-0.702391,0.18311997,-0.23165016,-0.24070892,0.036883164,-0.4131523,0.40085793,0.029441452,-0.66162604,0.69074404,0.21935539,0.30120963,-0.1093544,-0.6467434,-0.039471053,0.2675621
1982-04-01,-0.1905613,0.10579529,-0.81562805,0.38856393,-0.2675621,-0.22388497,-0.019735336,-0.20414963,0.3604164,0.032029726,-0.20447311,0.39600486,0.18829651,0.080883406,0.006470871,-0.3261219,-0.067618564,0.15141372
1982-05-01,-0.03041191,0.19670829,-0.8932762,0.43450546,-0.6668026,-0.14720765,-0.05014763,-0.24976769,0.50083005,-0.02976532,0.0038822175,0.4215641,0.1705021,0.070206836,-0.018117905,-0.31868058,-0.026529694,0.078942105
1982-06-01,-0.068912886,0.18344346,-0.9327469,1.2329862,-0.53771245,-0.15529594,-0.014558792,-0.51765364,0.56844866,-0.17438468,0.26012078,0.15109023,0.21256141,0.102236554,0.08411904,-0.50438845,-0.06503029,0.018117905
1982-07-01,-0.11453094,0.17114906,-0.8800114,1.6425794,-0.8133629,-0.147855,-0.026529694,-0.60662496,0.68524396,-0.30670968,0.51183015,0.12747192,0.2659443,0.1397667,0.08929519,-0.50018275,-0.11582527,-0.2229145
1982-08-01,-0.21062012,0.24491462,-0.8068924,1.9923195,-0.6257137,-0.068912506,0.06988297,-0.3972992,0.719862,-0.26076812,0.36462212,0.16467857,0.15691376,0.07214775,0.058559798,-0.4781826,-0.10385437,-0.24847373
1982-09-01,-0.26044464,-0.046912383,-0.766127,1.1556618,-0.3875931,-0.115177915,0.044647597,-0.3866226,0.27435645,-0.27662125,0.3322689,0.5173298,0.20641403,0.03785324,0.07764816,-0.4099167,0.002588272,-0.08444252
1982-10-01,-0.33776894,0.08444214,-0.5390068,0.12714882,-0.32256278,-0.11097183,-0.035588454,-0.4565056,0.47527045,-0.035912324,-0.18020782,0.51765364,0.1559433,0.055971146,-0.07635383,-0.59756625,0.0,-0.045941927
1982-11-01,-0.31900406,0.025559235,-0.42059365,-0.12714843,-0.035588454,-0.16306075,0.012617874,-0.58753663,0.33129844,0.006470871,-0.28470954,0.44227028,0.11970711,0.13297233,-0.17050247,-0.73474425,0.023294449,0.03882408
1982-12-01,-0.27467996,0.09932442,-0.17535515,-0.5238007,0.07408943,-0.25170898,0.03558884,-0.57621306,0.4070053,0.030088425,-0.8405403,0.40668145,0.027177047,0.16047287,-0.2720917,-0.84701043,0.103207394,0.09770737
1983-01-01,-0.31008035,0.17440033,-0.17635193,-0.27298814,0.018546294,-0.23589554,0.005856705,-0.5674507,0.5427219,-0.0130146025,-0.7965134,0.42526284,0.011388016,0.07385979,-0.19587478,-0.69987714,0.049131393,0.16496392
1983-02-01,-0.32862702,0.037417985,-0.2433792,0.05954323,0.053686522,-0.2616001,0.016593933,-0.21702385,0.5378418,-0.017570114,-0.86874616,0.4516178,0.06637611,0.1584568,-0.17212257,-0.6901161,0.05596428,0.2580208
1983-03-01,-0.29836693,0.064423755,-0.24923554,0.13079986,-0.1770031,-0.31365967,0.047179032,-0.3862179,0.40118486,-0.036767196,-0.646516,0.48838502,0.1535759,0.19945374,0.01887169,-0.77861786,0.006507492,0.27982062
1983-04-01,-0.25151366,0.087525174,-0.6312237,0.49163857,-0.22971344,-0.26582986,0.0234272,-0.39858207,0.5192951,0.006507492,-0.3527046,0.45584756,0.18448678,0.26843262,0.03416405,-0.5404442,-0.09370728,0.24695817
1983-05-01,-0.18546295,-0.038719557,-0.9468357,0.6784027,-0.38589248,-0.13340302,-0.027656937,-0.49586868,0.34554633,-0.16691665,-0.03611641,0.36994934,0.109976195,0.07874031,0.13698196,-0.59771043,0.020172883,0.013991165
1983-06-01,-0.056615066,0.15715523,-0.7695076,0.9487877,-0.6403343,-0.18285981,-0.06409836,-0.46072847,0.5472778,-0.19359703,0.17342377,0.2925106,0.22841187,0.12331657,0.030910492,-0.3793846,-0.04457588,0.02798233
1983-07-01,-0.107373044,0.20433426,-0.91917914,1.7335876,-0.9090923,-0.14804459,-0.05889244,-0.51213723,0.62471616,-0.20335846,0.3113823,0.051408768,0.23361778,0.15487747,0.055638887,-0.5589905,-0.13860893,-0.17309837
