,r700GLB_cluster1,r700GLB_cluster2,r700GLB_cluster3,r700GLB_cluster4,r700GLB_cluster5,r700GLB_cluster6,r700GLB_cluster7,r700GLB_cluster8,r700GLB_cluster9,r700GLB_cluster10,r700GLB_cluster11,r700GLB_cluster12,r700GLB_cluster13,r700GLB_cluster14,r700GLB_cluster15,r700GLB_cluster16,r700GLB_cluster17,r700GLB_cluster18
1980-01-01,85.86028218269348,39.38911261148011,57.39015082954239,54.491528913967514,69.58404695144807,38.40071136402972,54.922972714223185,24.401703925981913,61.30091566274597,26.566878609035328,15.826173308034424,75.75759610262784,25.23775967684659,67.32087362380256,47.92540232340495,28.597832694271496,35.76822280883789,44.9960359886511
1980-02-01,84.15611982345581,37.84397769447983,59.59554690178659,55.5992311982036,71.22265594174164,40.18127504089069,55.04989113696044,24.7489040845061,62.92642717068512,40.76201673867046,16.311023348853702,76.66392655806108,24.313041658112496,70.28727531433105,44.13191239039104,26.781039552640188,37.998802185058594,43.20667110272308
1980-03-01,86.22724115848541,40.73299003752651,56.50521520536895,50.91785790347763,65.31464162499013,36.51044290390373,59.04277686690008,25.75691628129515,58.562097126306526,58.94010792607847,19.321790826383722,74.63883556019177,27.625010230324484,73.54386420477005,48.43220233917236,29.66607476248959,50.667911529541016,43.061664211216254
1980-04-01,86.05517745018005,36.69821189728793,46.15054474355285,49.43838844183368,61.77146025378295,38.37987738595882,63.40458337279865,31.861706955792155,53.770119989284474,65.9936545551687,19.52635649020079,73.16632496226917,27.002605524930086,73.45519065856934,62.37794081370036,39.41696670454771,56.619441986083984,43.39687076967154
1980-05-01,85.72931587696075,30.31102679423149,39.57355762350148,54.77735061413611,53.71665954589844,39.53168179507547,68.62715398986204,37.0216186732462,42.34773030460084,75.53286897963372,14.678414662679037,71.07934154163708,27.50428951147831,70.61814353579567,74.02953942616782,48.92212340069301,44.55622863769531,45.03757846889211
1980-06-01,85.5528712272644,26.692928541575046,34.59479472480224,58.177358980961486,40.990295795479206,35.14438593331637,72.384914028206,44.67518558240917,30.11330744512252,106.33644435716712,12.93849339560857,65.42064597389914,31.615226196520254,60.171392985752654,77.16294606526694,50.83074037193647,33.06641387939453,44.78931925190029
1980-07-01,84.59554314613342,25.596023395361488,30.67814817996608,62.54631088859767,42.02982969958373,34.83834289049319,73.23914084546143,48.623935490438384,32.29385740521011,114.42481884057972,13.574135997307994,65.87485018643466,40.844342202851266,60.014318284534276,81.42261981964111,54.750144300121946,34.402339935302734,44.35345592783458
1980-08-01,84.39540266990662,25.87533597125123,32.06110987169989,65.59709241687345,48.87658706819168,32.57267150520719,73.29626179060409,51.49564220480723,32.85981461456611,111.94633815599525,11.93735889656834,67.28955078125,38.71575124336011,59.264832451230006,81.12811247507732,57.01097013986655,29.62116241455078,41.604334560792836
1980-09-01,80.38020133972168,24.294169217545466,31.752405196521725,57.014505913917056,50.68164016261245,35.21190383624583,70.64028583641435,51.25723277052788,33.82784872738574,98.26855866805367,10.233712070202701,67.28945090553977,37.825399456602156,54.15744554428827,82.94961293538412,59.774811255750315,23.064725875854492,42.73186797526345
1980-10-01,83.36677253246307,29.60638842045866,41.68021462180398,51.688676039860965,57.155921242453836,39.07969031535404,69.77411735815348,43.53067972888685,44.96535083132799,78.30303579136945,15.377817204389624,69.1379061612216,31.817322788816508,53.07738213312059,79.838072458903,56.34598126871332,24.456209182739258,41.62451615974084
1980-11-01,83.68792533874512,29.713366679008434,45.16572862583268,48.64130570895766,64.07438528658163,38.30514200416529,65.79094060687316,31.662567347696385,50.85350531359988,55.14512545820596,15.5222494135458,72.84260142933239,26.166103825424656,55.51060267857143,75.66158294677734,47.74709982315296,25.054014205932617,44.03252886302435
1980-12-01,84.85853374004364,34.4226856105375,53.32121056822774,54.199143383640646,66.15191180296618,38.08758919227851,63.10747841927518,29.82957657069376,56.40579848566153,39.21149986377661,16.662956924034805,74.37673950195312,23.038125760627516,59.84554517836798,65.19581000010173,39.536622333042516,27.57140350341797,44.61939583963422
1981-01-01,84.30751264095306,31.932129765188456,59.92650836239041,54.035151983104576,71.29992090090357,39.81646193025258,56.73110859848583,30.134537448621778,62.58817679239214,41.92874466163525,13.90395139260267,76.29644775390625,24.898878010836512,63.03291547866095,50.37238915761312,30.45651198643718,34.206504821777344,41.85713155945735
1981-02-01,86.16795539855957,34.4388229168014,64.05583922765845,52.36411514977916,69.33994100551412,37.54180854474995,56.19228197180706,29.324865994388112,63.49595496272064,36.53725333835768,16.006997022679244,75.92357288707386,22.061962792367645,68.69077909560431,49.49673970540365,31.496351019380057,43.11265182495117,40.69141985765144
1981-03-01,83.04311335086823,41.50956513865894,54.41806996503968,53.67425263471517,66.88458221127289,39.01429959865803,56.678646942444864,26.59330825283103,57.76339846666355,64.50393787328748,18.47648519687552,72.52537675337358,22.30900851162997,76.59744989304316,52.76950518290202,33.11270118364828,55.352169036865234,42.5425942264386
1981-04-01,87.22204566001892,37.42164270767313,48.35149830785291,48.98904261255699,60.776903171731966,37.92599960112236,65.15502674523803,31.066511755120263,51.97266458244454,66.40425972316577,18.159228531771866,74.92060435901989,25.659099492159754,70.07500103541783,63.588271141052246,42.5574714157182,46.4721565246582,42.11357031295548
1981-05-01,85.57340800762177,34.98755827644803,44.432548594699014,56.88094860876947,53.981152929440896,38.87324221257313,69.00460488820156,37.51278315504936,44.41132138613548,82.84146405648495,15.769896936164333,70.18144226074219,24.979006160389293,64.23399561927432,74.76905345916748,48.7413261142479,34.67909622192383,44.92920904017206
1981-06-01,83.56184959411621,28.20933259875569,36.77506760743718,60.718298683050556,41.257474880025846,40.39923932071024,70.55607416159333,43.33500535520789,35.99155347908723,96.65214428003284,13.689057284562047,62.272308349609375,30.16295071804162,61.174631118774414,76.54686609903972,49.970932781393756,32.46632766723633,47.78391852307675
1981-07-01,84.05410349369049,22.109082834610085,32.60317954897507,65.08301847973856,40.133297082149625,33.10237983023057,72.7950616026403,50.474463423637495,33.05487974511885,112.47983186141305,11.11428699796162,63.41954872824929,36.82873971534497,57.632691519601,81.81261857350668,56.807305970167754,30.232723236083984,43.15876249057143
1981-08-01,78.1485840678215,23.200111831260834,33.081673529454534,62.075897263176174,39.75003753045593,36.873815652909975,70.83772129837087,55.12616275108024,32.680370864607774,112.64243747877039,11.048792278955855,59.66272943670099,40.24574828870369,55.12300445919945,84.13610776265463,60.38560431620797,24.945329666137695,45.391753894179615
1981-09-01,84.00005996227264,24.12276299583991,33.32678337455917,55.358252481849,49.70701969031132,35.313533729230855,71.5834678216124,49.21577009436203,39.34178140789982,101.31475476251133,13.543702181054172,68.01848116787997,36.51888587258079,51.67654809497652,81.69668038686117,58.75091940013285,23.185108184814453,43.92022801868951
1981-10-01,83.13718140125275,30.228389967356296,42.50176946944951,50.690811528260944,59.92165767785275,35.418744154379404,68.54302651906093,42.03297340706603,46.4657702136772,75.9451216545658,17.308784666515532,70.56441705877131,30.252993468082312,51.31377492632185,76.7395830154419,52.762315236977514,22.424345016479492,41.200225744674455
1981-11-01,84.84033048152924,29.344641451804055,50.70824458681304,50.84405568595353,64.84111053775055,39.120769948466844,67.10963424631584,30.727987420069027,53.710536501106546,54.548396234926976,12.694933553221365,72.15387517755681,23.565611694798324,55.68056333632696,71.90094153086345,46.84938150008923,25.572715759277344,41.608645311042444
1981-12-01,87.5841349363327,29.932866507018637,52.708586928986456,52.942190199275146,69.23091387507891,35.71442841364185,60.577161654979484,26.19417922137535,58.19072007319219,42.12321958680084,14.483428127551205,77.14588234641336,20.72432619152647,66.24805359613327,60.314747492472335,40.272064983542194,35.62411117553711,42.62133641029472
1982-01-01,86.55132055282593,33.159607135696916,56.533440377644986,50.4838149235966,70.40339383212003,38.41644922892253,56.56913578709631,26.071227739935054,59.436369755976024,36.38488382532977,14.617133266711361,77.49108609286222,26.125478022026293,64.3849668048677,47.566822369893394,33.5998418972577,36.55143737792969,41.18575195767986
1982-02-01,86.87840402126312,34.35299475461442,56.88287382215542,52.60303578478225,69.9562689270636,38.46272884959906,57.54053887714909,25.04672350948804,61.80866358630079,48.17533631255662,16.390356437239067,76.05907370827414,28.102588653564453,68.98437908717564,47.58382717768352,29.93560345644878,43.874141693115234,42.53257281744658
1982-03-01,85.84655821323395,33.54608838921351,60.58644142270462,48.652908649850396,67.17549333668718,38.22110717845075,57.920199493102004,26.924738165450425,57.87609998683473,52.42449995400249,13.883084090298446,75.76544189453125,31.76181533119895,69.00476046970913,51.14795525868734,31.791342333488657,51.67356491088867,41.429257037034674
1982-04-01,87.54885196685791,37.21915175583189,50.67692101935982,51.026754176363035,62.836980338048456,38.90533805453162,62.87094932734767,33.34016277365489,51.436086400783914,68.25100442637569,15.915718785038703,74.71478271484375,32.572714487711586,70.03563245137533,61.87354405721029,41.023895341127655,53.75151824951172,42.64114294479142
1982-05-01,87.55115568637848,30.080699289081902,37.32192120208262,56.79489645914466,52.24188024347479,37.29279343511018,68.53091134674173,36.971740200094985,37.978956723782794,81.3853056534477,15.730725142060134,73.13749694824219,26.320539821277965,65.22525378635952,74.18986638387045,51.3676348071413,36.1421012878418,45.27142795164193
1982-06-01,84.44522619247437,26.27750864092088,33.70162401827152,60.488588976642646,44.9109299014313,36.935009754879374,71.46186956195129,40.35268548416765,34.457053747600256,94.43851415661798,15.504404602858125,66.54952864213423,31.478497476288766,65.75778779529391,77.48105684916179,50.05866500931948,39.0106201171875,46.04399168669288
1982-07-01,79.41441535949707,25.430460797240404,35.4718886946436,62.99697504942178,44.43623128563467,35.99267520814994,72.21945823235654,48.30083063203995,37.22690543217057,106.55588343523551,14.35137703305199,65.028207952326,39.23412453044544,64.1987164815267,82.48945871988933,56.413059912357234,34.683128356933594,45.17282016241728
1982-08-01,81.11904859542847,25.281648446392538,32.71647964525372,63.78972131792897,48.408057472922586,33.165013398363,73.09665998886261,51.389287922480335,36.56634958937713,113.79307180211165,12.34661788536758,65.96841430664062,42.45182384144176,62.5409898303804,82.83079783121745,57.42367003774885,35.70252227783203,40.59444826040695
1982-09-01,79.54862713813782,27.94899782597624,38.80490868069162,54.317705102242236,49.30626840302438,37.2186777177551,70.58829878484923,50.200287283283394,38.20954020112855,91.2279764811198,16.43815318112651,65.52068675648083,38.07283676031864,58.09531211853027,80.59064547220866,57.68946923580267,30.78896713256836,44.536789139704915
1982-10-01,79.65787053108215,29.54018321258343,40.13108938091601,49.51534445162602,57.61718942661478,36.97770570925144,68.16542762577733,41.2970634355937,41.761799314323135,76.31714309471242,15.6018716317636,68.42546913840555,31.996876543218438,63.6466003599621,76.1250146230062,53.84552273048362,36.92100524902344,44.495018916343575
1982-11-01,82.43125379085541,37.16095235963531,48.218795872033574,48.6512737795937,62.06022705694642,37.44121381374592,66.41402483783837,33.25304527805276,52.16915013440233,50.59611002604167,18.210779422174685,70.06745633212003,24.85779415477406,68.6865352448963,71.7448377609253,44.41461901979398,53.961158752441406,42.76873745135407
1982-12-01,86.75855100154877,39.48241416981678,52.27855335582387,51.51319648719486,64.28053114149306,38.45781093472047,59.40692990918622,25.52213864783718,52.91932532404876,28.118993233943332,20.352103218199716,75.59733997691761,22.04478581746419,71.0842632112049,61.11393610636394,35.057309920412635,57.22682571411133,44.012454018664
1983-01-01,84.480682015419,41.04709246300703,55.43102395945582,53.80679655220008,70.31733965632891,37.436564539519836,47.08604079026442,23.340769989849772,57.05326978663942,27.69895912944407,22.598146509241175,77.33379017223011,20.882632515647195,77.1658079964774,43.4659743309021,26.821090969337426,69.093505859375,42.54048262069474
1983-02-01,82.76244103908539,48.67788024296034,57.83481059776952,59.72613998459465,66.66989181980942,40.95834006725902,40.97602742172802,25.90079046275518,59.68443313963177,50.07407699806103,21.614610581170947,73.56609691273083,25.56413953954523,77.52382414681571,32.9157296816508,23.22195217694123,70.62699890136719,43.96361237141623
1983-03-01,83.82448554039001,48.1404115032676,57.25810370848844,56.32692122531879,66.21541880597972,40.19142652341458,41.61341230207462,25.63748882241445,59.3845771034423,48.02273736483809,22.327004286347243,74.78828014026989,22.670563062032063,76.78633190336681,34.21645482381185,23.474326351572415,73.62039184570312,40.154042884485044
1983-04-01,85.90762317180634,38.46021993270773,49.009222670408626,50.42024861715485,61.23493464306147,39.147301794777455,50.27111270355939,30.191617469265037,50.957892616454245,64.04782723689425,22.602456713479665,72.65681041370739,24.35687021775679,76.20299884251186,43.38167031606039,31.137522586106044,71.04954528808594,41.532843860227665
1983-05-01,87.18328773975372,32.020764003526295,41.52359618662293,54.645449049929354,54.658221235178935,34.83399897114212,62.55314804638508,37.046799594408846,41.814055459084365,78.37011364923008,21.48505720511946,72.78591918945312,24.88767233761874,74.95193708510627,63.518737157185875,42.69440162000317,65.24668884277344,39.47651635355024
1983-06-01,85.23179292678833,29.86173377131784,36.40488173146981,60.989974697310146,46.39484713775943,38.42882595151803,68.46034327478313,41.03882018833944,33.140065971088084,95.56881448496944,16.59003111420485,67.83657143332742,31.290340423583984,70.53949719383603,70.65607229868571,47.043776149072016,56.467533111572266,43.73140477422458
1983-07-01,84.89329218864441,26.65987614764283,30.881470946308962,62.84748645538979,42.557527561380404,33.84093029398314,73.20211404143367,47.9350207603141,30.53206030419255,108.45926257147306,12.948089175754124,65.36279158158736,35.32028270490242,66.25762212844123,79.1901159286499,54.16849397765804,45.02908706665039,42.84908237741954
1983-08-01,85.41513681411743,25.452630567234873,30.33552438861524,65.66336147690978,41.66995539809718,35.598169693924454,72.99484457060645,53.560324890972815,32.04698660267905,113.98320958234262,11.827693414435815,65.43970975008878,39.57653045654297,59.81987544468471,84.0549119313558,59.305557018609214,36.870460510253906,43.405520738060794
1983-09-01,82.52750337123871,28.960354912359982,33.75319358323435,57.14262408688438,53.36002773708768,37.02767734796229,71.34345319358799,50.21984283238241,37.64771341056954,107.5844142747962,13.170540017425699,66.37869678844105,37.78108539003314,57.34757468813942,80.0789753595988,55.73316080316069,33.78342819213867,42.66138646140027
1983-10-01,84.2747449874878,31.74018038819168,42.860620672052555,51.2850915044999,60.54862051299124,36.92747930965513,69.57840425114966,42.35319895287083,48.02804627923021,81.4101675282354,14.502947671072825,70.47653475674716,29.70577081044515,52.93913795834496,76.99919700622559,54.121005837687385,27.976449966430664,40.493494717042836
1983-11-01,84.1990202665329,31.538639321232473,50.19943811303022,52.63296202685695,61.93572920982284,40.69101575394752,65.44539792880565,30.377288060645537,52.64739729845483,50.50452964893286,17.15206368259652,70.85944297096945,21.025163115877092,55.160247711908255,71.5265957514445,44.671820626041004,27.732173919677734,42.932268398911205
1983-12-01,85.83340644836426,31.955244051699605,56.15277185709125,52.20800707043123,68.55046436040088,38.97644051923439,62.057695420689406,28.35057794231258,58.47672342033516,35.37220885788185,16.14234661929822,73.25149674849077,22.604908365191836,54.7999382019043,64.84180768330893,37.37238772629481,24.65537452697754,43.83828746738718
1984-01-01,83.80508124828339,36.09336890921688,59.31078871963166,53.916899846317556,67.76671746764521,36.087460585043466,59.73247413252508,29.20745758161153,61.799378118417366,41.90093054287676,20.81311442864635,72.3065019087358,20.063687815810695,58.774786903744655,59.6858294804891,35.084983903139374,32.465415954589844,41.09625816345215
1984-02-01,85.18466055393219,46.75120423171694,60.06252803025201,52.919717110399056,68.28200600363992,37.96462923148429,56.18241479165577,26.012499691688852,62.54922782194899,55.50320943196615,22.892590679188885,72.58355712890625,19.2894950057521,65.29551460629418,53.13750743865967,30.584961750785713,49.42790222167969,42.3511782688881
1984-03-01,84.66209173202515,40.08910008613637,55.23419634301835,57.62145555490418,69.45367678247317,39.8426203660562,52.09225810889814,26.29913826511331,62.46663637128706,48.07698899421139,21.002931948061345,74.4031815962358,22.081224846117422,72.72213300069174,48.214410146077476,29.353226986028215,63.595237731933594,44.329108764876175
1984-04-01,87.48078346252441,38.28358744943379,48.4328613759582,56.258453786554306,65.39877689245975,37.45471479747217,59.8665026916708,29.332901680306215,51.94287479127226,67.08242996879247,19.254546190695788,75.39563543146306,22.247961795691285,71.46957034156436,54.68486944834392,32.2785653438665,59.626461029052734,40.777362282596414
1984-05-01,85.79508066177368,34.0095046340235,44.80179215673369,58.93332066869301,55.764533534194484,39.40296128322261,63.84387574466973,37.17053034534193,42.24498605565406,70.7936217819435,18.114017304920015,72.10625388405539,25.52133039994673,66.93374315897624,67.20354398091635,46.08392473404783,44.87799835205078,43.882673178146135
1984-06-01,85.94922125339508,26.659178575932586,36.60645141123231,61.44566753352667,47.98295955465298,33.80847760769123,69.09523137835754,43.12096948493017,35.96970034133859,98.80730449289516,14.723646073114304,67.74355940385298,27.530004761435766,64.05720029558455,76.1570962270101,50.16635759227772,39.87910079956055,43.317361376178795
1984-07-01,85.67526042461395,28.291710480948947,35.26210186997177,66.57394362800389,43.39580921211628,36.1714179527032,69.80717891833454,49.12530298102392,32.1181801805724,108.80443185999775,12.940359872484965,65.85134055397727,35.504334623163395,60.31224159967332,78.1053368250529,53.644383619279424,36.88277053833008,44.333867884393946
