,zgv50GLB_cluster1,zgv50GLB_cluster2,zgv50GLB_cluster3,zgv50GLB_cluster4,zgv50GLB_cluster5,zgv50GLB_cluster6,zgv50GLB_cluster7,zgv50GLB_cluster8,zgv50GLB_cluster9,zgv50GLB_cluster10,zgv50GLB_cluster11,zgv50GLB_cluster12,zgv50GLB_cluster13,zgv50GLB_cluster14,zgv50GLB_cluster15,zgv50GLB_cluster16,zgv50GLB_cluster17,zgv50GLB_cluster18
1980-01-01,-0.04352182,0.051336873,0.015225899,-0.021963011,0.20912032,-0.07505157,0.09822727,-0.06602383,0.03462882,0.010914147,0.1546844,-0.18500142,0.08327079,-0.024792623,-0.008354044,0.050932653,0.020615602,0.026409507
1980-02-01,0.02101984,0.024253642,0.0039075315,-0.01347425,0.1655985,-0.06871865,0.12814006,-0.013743734,0.04055748,-0.0269485,0.0075455783,-0.10173056,-0.057804488,-0.042578615,0.0006737113,-0.008354032,0.02883489,0.015630137
1980-03-01,0.041365944,-0.09081642,0.037323665,-0.01872921,-0.03921006,0.060364626,0.059421442,-0.029643346,0.02465787,0.018459726,-0.03287716,-0.034089852,0.17476098,0.025601065,-0.034763552,-0.057400286,-0.09108591,-0.004042274
1980-04-01,0.2414585,-0.037188925,0.0076803206,0.10994985,0.045542955,-0.080845475,0.052010596,-0.055379163,-0.14511764,-0.009701455,0.26032242,0.00943197,-0.024523128,0.025331546,-0.1011916,0.024523139,-0.11008459,-0.024253642
1980-05-01,0.24711767,-0.046081923,-0.010105694,0.07680321,-0.029239118,-0.12045977,0.00404228,0.013743734,-0.08636995,-0.0014821648,0.07788114,0.0634637,-0.0092972275,-0.0066023828,-0.031260252,0.0071413517,-0.1583224,0.09714931
1980-06-01,-0.032203436,0.06359845,0.022636741,0.015225899,-0.025601054,-0.0048507275,0.020480847,0.016169095,0.0074108364,0.020211374,0.050258946,0.07815064,-0.053223275,-0.0020211458,-0.04257865,0.0026948452,0.049719978,0.037323665
1980-07-01,0.0076803206,-0.066967,0.008893001,0.12315462,-0.023984158,-0.0066023828,0.007815051,0.013339495,-0.18904369,-0.053896982,0.02681377,0.023849417,-0.02142405,0.0071413517,-0.07478209,0.01926818,-0.14983363,0.08488779
1980-08-01,-0.003099084,-0.11533956,0.016573321,-0.014686924,-0.026005292,0.00053896906,0.037862636,0.0010779619,0.018594455,0.009162486,0.06952713,-0.030317057,0.020750338,-0.0049854754,-0.027622199,0.03826686,-0.11614802,0.024792623
1980-09-01,-0.0456777,-0.0241189,-0.0029643297,-0.040153265,-0.02991283,0.00026948453,0.014282703,-0.039479543,-0.010914135,0.04136594,0.16222993,-0.02708323,0.042982854,-0.03759315,-0.016977549,0.052414812,-0.011587858,0.039614297
1980-10-01,-0.027891695,-0.051067393,-0.022501994,-0.027756954,0.06966187,-0.039075315,-0.050528407,-0.063194215,-0.016977573,0.021963011,0.047833562,-0.014956415,-0.0026948452,-0.026813745,-0.0074108364,0.0022906302,-0.10658131,-0.034898292
1980-11-01,-0.03543725,-0.08273188,0.009162498,-0.035841495,0.007410812,-0.06602381,-0.034763556,-0.09970943,-0.01980716,-0.0074108304,0.16020878,-0.18028542,0.110758305,-0.04392605,-0.022501986,0.10712025,0.09890099,0.024523139
1980-12-01,-0.024388384,-0.009701455,0.03179922,-0.061173093,0.08327083,-0.070605054,-0.15495381,-0.15616652,0.0066023828,-0.014552188,0.42969376,-0.1992841,0.014956427,0.06305947,-0.022097766,0.07181772,-0.00943197,0.02236725
1981-01-01,-0.010568619,-0.1500742,-0.030578518,0.01000495,-0.04551549,0.06637092,0.3194539,-0.032974053,-0.029592132,0.0036637306,-0.038892508,-0.10850439,-0.19164415,0.121891305,-0.024801016,0.0040864944,0.0050729276,0.004932022
1981-02-01,0.026491929,0.019587135,-0.014655161,-0.025082875,0.028182983,-0.09483566,0.15824728,-0.05608406,-0.00915947,0.014796066,0.1434513,-0.1388011,-0.0073275566,0.08060332,-0.008173036,-0.005636501,-0.02466011,0.016768837
1981-03-01,-0.11484561,-0.008736705,0.016205216,0.025787354,-0.014936924,-0.124568656,0.16233382,-0.08680348,-0.040160704,0.0076093674,0.070034645,0.03396044,-0.13048716,0.12527323,-0.016205216,-0.10455875,0.047629215,-0.0171916
1981-04-01,-0.007327652,0.020714473,-0.028323889,0.062143467,-0.19826718,-0.18135738,0.15556994,-0.06890736,0.03367863,-0.0008455276,0.03635602,0.035933305,-0.08793087,0.10272694,-0.023250962,-0.0011272908,-0.08299885,-0.06552534
1981-05-01,0.19530793,0.0,0.007327604,0.2666108,-0.03790612,-0.13260078,0.095963,-0.001831913,-0.24998292,-0.058479596,0.2577332,-0.06552534,0.08497167,-0.032269478,0.078912355,0.035369683,-0.16346116,0.053688526
1981-06-01,-0.23405953,-0.012682343,0.020996284,-0.026492024,-0.04748826,-0.0097230915,0.030860329,0.011836815,0.11090002,0.025646497,0.08215332,-0.044810962,0.01620512,0.02170086,-0.06298895,0.023250913,0.062284373,-0.02916937
1981-07-01,0.13725099,0.09103098,-0.0008454323,-0.038892556,-0.035228632,-0.016205167,0.0029592514,0.017332505,0.023814583,0.0171916,0.0,0.014091492,-0.015359688,0.016346121,-0.020150756,0.00915947,-0.01831894,0.06933012
1981-08-01,-0.04748831,-0.038187884,0.013386917,-0.019728089,-0.0043684007,0.0012681962,-0.015782451,0.00028181076,0.014796066,0.004932022,0.0040864944,0.02170086,-0.02635107,0.041710805,-0.009582138,0.022405481,-0.010004997,0.15162435
1981-09-01,-0.01860075,-0.031987667,0.012118721,-0.0016909599,0.02381463,-0.0042274473,-0.00915947,-0.009300375,-0.012118625,0.0009863854,0.06200247,0.016064262,-0.025787449,0.033255864,-0.016487027,0.016487027,-0.08257608,0.06637087
1981-10-01,-0.034805965,-0.03367858,0.014655113,0.034242343,0.004791069,0.00084547995,-0.021278095,-0.019587183,-0.03635602,0.002254629,0.13908291,0.042556286,-0.0074685095,-0.03973799,0.04847469,0.019587183,-0.1388011,-0.061720658
1981-11-01,0.057070494,-0.042274475,0.021419048,-0.0005636215,0.0343832,0.0457973,0.14922877,-0.05495677,-0.024519157,-0.010850477,0.1072361,0.038751602,-0.055097677,0.052279375,0.002959156,-0.06721635,0.0243783,-0.03846979
1981-12-01,0.021419048,-0.031423997,0.0128232,0.030014848,0.18459845,-0.016346168,0.035933305,-0.09201737,0.002677393,0.00915947,0.18023005,-0.010709524,0.0069048405,-0.023110008,-0.01606431,0.01338687,0.0036637783,0.01690979
1982-01-01,-0.012773824,0.01556809,-0.0073183537,-0.002128935,0.14796336,-0.04084959,0.025414562,-0.0984648,-0.021289682,-0.020225216,0.13412504,-0.23099318,0.16725712,0.1379838,-0.036192466,0.047236513,-0.019293785,0.026612114
1982-02-01,0.02621293,-0.007717514,0.03432963,-0.004923248,0.045107532,-0.021821927,0.16220084,-0.012241578,0.012640762,-0.00319345,-0.094473004,-0.1566123,0.12308101,0.07757433,-0.001995945,0.053357292,0.027942728,0.03965204
1982-03-01,0.014902783,0.042313267,-0.01144321,-0.015834237,0.045639776,-0.054421805,0.05362339,-0.05881276,0.010378743,0.013971353,0.042978548,0.10724678,-0.1213512,0.045240592,-0.027809668,-0.026745176,-0.004923248,0.021422744
1982-04-01,-0.08555794,-0.022487234,0.007318306,-0.08808608,0.02927332,-0.06786089,0.09939623,-0.03858757,0.07145353,-0.011709308,0.09433992,0.15035844,-0.071852684,0.025015378,-0.00412488,-0.024749279,0.037789203,0.047103427
1982-05-01,0.106980704,-0.016632557,-0.0050562858,0.059345007,-0.11403291,-0.01756401,0.10910964,-0.0017298221,-0.023418665,-0.018894602,0.11696024,-0.021422744,0.056949925,-0.031269215,-0.015035868,0.033797406,-0.14716497,0.01743095
1982-06-01,-0.0134390835,-0.037390042,0.011044025,0.098065615,-0.0053224326,-0.021023583,0.036990833,-0.015568065,-0.035793304,-0.004657102,0.06599803,0.008781982,0.02009213,0.042180203,-0.07105432,0.018229341,-0.054022573,0.058014415
1982-07-01,0.015435028,0.061607026,0.015301943,0.0033265115,-0.030071687,-0.011709308,0.04430916,0.0033265115,-0.06879234,0.018894602,0.018362332,0.057482146,-0.016100336,0.028341914,-0.041780997,-0.00013308525,-0.099928476,0.026479054
1982-08-01,0.13359281,0.0027942657,0.01091094,0.077973485,-0.053490303,-0.010378718,0.05761523,0.016233396,-0.054155637,-0.007983637,-0.012773847,0.0630707,-0.034861874,-0.0015966892,-0.06533275,0.008116675,-0.108577415,0.027277399
1982-09-01,0.12534304,-0.025680685,-0.0043910025,0.006120777,-0.013039947,0.011044025,0.015435028,-0.026878214,-0.17563991,-0.0090481285,0.053490352,-0.0050562858,0.0331321,-0.008648944,0.010777903,0.009979534,-0.1777689,0.023019481
