,zgu250GLB_cluster1,zgu250GLB_cluster2,zgu250GLB_cluster3,zgu250GLB_cluster4,zgu250GLB_cluster5,zgu250GLB_cluster6,zgu250GLB_cluster7,zgu250GLB_cluster8,zgu250GLB_cluster9,zgu250GLB_cluster10,zgu250GLB_cluster11,zgu250GLB_cluster12,zgu250GLB_cluster13,zgu250GLB_cluster14,zgu250GLB_cluster15,zgu250GLB_cluster16,zgu250GLB_cluster17,zgu250GLB_cluster18
1980-01-01,-0.085084535,-0.42069548,0.7168037,-0.08407173,0.2883423,0.7606964,-0.007765961,-0.35620728,-0.11344604,-0.71241415,-0.4203581,-0.3167034,0.1661171,0.3143402,-0.5790478,0.29745787,-0.047944643,-0.025997926
1980-02-01,-0.11344604,-0.52671397,0.22385368,-0.13201599,-0.009454345,0.87245446,-0.20899734,-0.8923752,-0.42137107,-1.04026,-0.3484415,-0.3271698,-0.17253228,0.45986214,-0.46391374,0.10399322,0.017894745,-0.0033763885
1980-03-01,-0.013843155,-0.30151024,-0.114796445,-0.570607,0.4507454,0.30488625,-0.23195648,0.5608147,-0.022621537,-0.99467885,0.24512443,-0.309951,0.12391281,0.55541307,-0.5520369,0.17692184,-0.03646469,0.013505173
1980-04-01,-0.02768593,-0.33493614,-0.05571022,0.00844078,0.05672302,0.30319825,-0.11108246,0.80796564,-0.5466347,-0.45412177,-0.317717,-0.17219467,-0.0020259856,-0.120536424,-0.048957445,0.10871887,0.1610527,-0.33020896
1980-05-01,-0.057398222,-0.30015945,-0.42981225,0.14653435,0.15463753,0.040179063,0.10770607,0.6033577,-1.0993465,0.12593842,-0.1546379,0.02802391,0.1269516,0.21912651,-0.16780548,-0.5449467,0.20021896,-0.1559883
1980-06-01,0.2765251,-0.13201599,-0.27416152,0.3133274,0.18907662,-0.18232422,-0.06178818,-0.95855176,-0.23229447,0.18705101,0.085422516,-0.40043753,0.07157898,-0.28091392,0.4797821,0.36836204,0.0,-0.0891365
1980-07-01,0.38558197,0.0057403566,-0.09892807,0.31704178,0.4841717,-0.023972321,-0.09926529,-0.68303967,-0.434877,0.13843155,-0.7424637,-0.26808396,-0.1570015,0.053009033,-0.3204178,-0.30826265,0.22858047,-0.15565109
1980-08-01,-0.042204283,-0.041191865,-0.010466767,0.30184785,0.41968307,-0.27348632,0.1262764,0.04760666,-0.27652472,0.13269119,-0.064826965,-0.13066559,-0.062125396,0.10601807,0.52738917,-0.6621067,0.005402374,0.021945953
1980-09-01,0.13572998,0.041867066,-0.105680466,0.31974182,0.555751,-0.2890171,0.0891365,-0.39064637,-0.30589905,0.10230408,-0.2187889,0.30421105,-0.16645584,0.0634758,-0.021946335,-0.4071905,0.12796478,-0.16645508
1980-10-01,0.2559288,-0.08879852,0.00810318,0.2917183,0.33223495,0.61247367,-0.0969017,-0.2778755,-0.36093408,-0.39098436,-0.3811924,-0.08846092,-0.14889793,-0.032075502,-0.42035827,0.59018975,0.17219543,-0.039841462
1980-11-01,0.23837166,-0.324469,0.27753752,-0.014518356,0.2782131,0.24107285,-0.08812332,1.2411541,-0.27145997,-0.37410203,-0.4156313,-0.7968235,-0.18333702,0.08812332,-0.76981276,-0.2846279,0.031062316,-0.18637581
1980-12-01,0.10804367,-0.40583974,0.4851845,-0.0952137,0.07529297,0.5466343,0.11344566,-0.0955513,-0.4774185,-0.3237942,-0.1981926,-0.34000093,-0.010129166,0.33257294,-0.74685365,0.014180755,-0.069552615,-0.42879906
1981-01-01,0.0069740294,-0.48671073,0.48487586,-0.22757225,0.26244202,1.0765636,0.14168243,-0.42578012,-0.6676674,-1.1099651,0.910289,-0.11195068,-0.41880608,0.25106353,-1.631913,0.46432036,0.029730987,0.15122528
1981-02-01,0.084422305,-0.5777397,0.13140488,-0.21032067,0.1383789,0.37989885,-0.087358095,-0.15746537,-0.30245095,-0.8974422,0.32190436,-0.16627426,-0.08148575,0.28519973,-1.0328842,-0.048083495,-0.0018356324,0.22206649
1981-03-01,-0.27382088,-0.46175116,0.54140204,-0.3978842,-0.060196687,0.5410347,-0.025326539,0.42614746,-0.1398468,-0.25289878,-0.8365116,-0.6452774,-0.054323576,0.15452881,-0.78108674,0.62765884,0.14461823,0.085890196
1981-04-01,0.18058968,-0.27528915,-0.059095383,-0.22537002,0.119659044,-0.002936554,0.005506134,0.7781502,0.0110115055,-0.19160119,-0.37622833,-0.046982575,0.1692112,0.46725732,-0.060196687,-0.136911,-0.0756134,0.051387407
1981-05-01,0.17545089,0.011745453,-0.006973648,0.03266754,0.44853783,-0.027528763,0.0073410035,0.6269245,-0.62619096,-0.12479782,-0.099471286,0.017985534,-0.18499413,0.2774914,-0.40632668,0.24922828,0.15012436,0.23271027
1981-06-01,0.023858642,0.20481491,-0.31970215,0.3127281,0.34649697,-0.29951438,0.022389984,0.5391995,-0.16957779,0.11231766,-0.69225997,-0.28776893,-0.15452881,0.35530624,-0.6812483,1.1290519,0.19490433,-0.7190552
1981-07-01,0.1659073,-0.08148575,0.051753998,0.11268463,0.22133216,-0.26134148,0.16370468,-0.79760396,-0.7432804,-0.08038406,-0.39201203,-0.071942136,-0.19490433,0.19673996,0.86697656,-0.40449142,0.32814485,0.12222824
1981-08-01,-0.20041046,0.035237122,-0.13103715,-0.024225617,0.035971068,-0.008442307,-0.07854919,-0.6305954,-0.07854919,-0.033034515,-0.090662,0.11048279,-0.09983826,-0.011745453,0.29951438,-0.5960922,0.11378632,-0.13213882
