,vws_u500-200GLB_cluster1,vws_u500-200GLB_cluster2,vws_u500-200GLB_cluster3,vws_u500-200GLB_cluster4,vws_u500-200GLB_cluster5,vws_u500-200GLB_cluster6,vws_u500-200GLB_cluster7,vws_u500-200GLB_cluster8,vws_u500-200GLB_cluster9,vws_u500-200GLB_cluster10,vws_u500-200GLB_cluster11,vws_u500-200GLB_cluster12,vws_u500-200GLB_cluster13,vws_u500-200GLB_cluster14,vws_u500-200GLB_cluster15,vws_u500-200GLB_cluster16,vws_u500-200GLB_cluster17,vws_u500-200GLB_cluster18
1980-01-01,14.84134172594014,-3.8621576700321807,22.875566772074762,5.207170058093535,55.91497767900898,21.194641089589854,17.004519816914932,-4.299712784535247,22.991210460505407,12.177904607026953,47.52486969358383,-8.3777567652752,16.073542275464522,9.549572358517024,7.580010810675882,-2.102757007320057,21.94098421482411,26.475720317479258
1980-02-01,15.161501022927101,-5.305266620043728,23.412115036795868,1.9168340751563404,48.266470908664616,19.181447978081575,18.63386090956708,-0.30350828589183865,22.63083463182245,12.624476092174708,43.88860798137122,-10.598688907347249,19.094275547700015,11.200484269941947,5.591380729637937,-4.814195100799832,17.169609482802493,26.146523881034867
1980-03-01,15.8586897316859,-4.874317990941842,16.669758390733122,3.2698348169390568,42.9813467269143,25.619836765255684,21.65653110751281,2.4384579968881477,20.913173410669074,13.465004140269862,36.67303229916246,-9.540061531248934,14.736211382264106,8.893236534623881,6.832818096149065,3.500635401235616,24.66017465196438,25.73398576374638
1980-04-01,18.86000414999495,4.673734555066992,17.54452873249706,7.5874646685147225,33.64451768157119,19.400951945246096,25.046309144262782,6.265007250245218,19.866992662759436,10.261444909440288,29.828524965236543,-0.940649095867113,16.656156796802936,11.757050604197657,14.656351139236353,9.889350105115545,16.35265788980345,21.25914502074204
1980-05-01,22.73134943596058,3.0906000521593215,10.425490529237896,9.700020831422258,28.529304405840914,17.35523943252702,33.187530321798036,-5.405571169895677,14.329677727467054,13.514656193127417,24.016371133887475,-2.146152931013364,9.88947218976223,2.016160641200411,17.61747466154586,12.902604221999692,2.3144391047743023,19.44800356640876
1980-06-01,25.36836284018645,1.4802999182091865,-2.0261870323929827,7.688127771483327,20.031074099926155,15.655338325542873,41.70604533945628,-30.30179705376985,6.277166175741341,14.602157358622657,5.41093011005964,-7.185484383252101,10.985596112831903,-10.386544704819157,19.10257131727093,18.49731063109067,-0.9141977694832011,15.2409425904187
1980-07-01,26.054286328419696,-2.0143001716124886,-11.745355155134247,5.782252023709848,10.207897742708157,12.595379297095421,41.96203161944507,-35.30875681032281,1.2366172156307325,15.440029749862738,-8.075827115143133,-12.502369772251958,7.511136639337932,-15.79904196193969,17.800370064004337,16.687078750763174,-1.7073734148760789,7.2731382765065025
1980-08-01,24.0108289630873,-2.5873281249133946,-11.513094131649865,5.558158246861805,15.289718750149866,10.621439445499268,35.36584247472192,-37.53403585659841,0.7797013391085797,16.656311094569052,-4.42194688935296,-13.148768737110817,6.766530778934125,-16.47531877846411,16.749612060794995,12.201247193364944,-5.25073754191758,10.410272601830673
1980-09-01,22.159708730432165,0.08193708970630459,-2.2547350153083046,5.1249370215101875,18.4611198122245,13.581003774081125,31.038611345338595,-20.776012011885335,3.5599297581664264,14.650111554802052,4.722040532901213,-10.007870318573497,7.354185873137228,-7.286736398271571,18.036093124378127,15.145874862874157,-5.55488902835898,16.137103876936695
1980-10-01,20.249714653114246,2.5820245012089025,9.592096150505105,8.274072862469026,37.66235830520444,14.559335269173253,29.424003818173677,-16.013394118375864,10.719814874490682,12.83531826557932,25.171809366884336,-6.3875812989354905,11.320759151827662,2.611745538187183,14.922103997604347,10.200636730143358,-2.191239443537064,18.63001299789938
1980-11-01,18.441707621736278,4.56930694849354,16.786934213437227,7.897959895044865,42.75930255925883,14.744009976033725,21.027830467734685,-3.0352705020798796,16.938493922286465,11.020451085956713,28.228467330066195,-2.968192657624916,13.94977676496886,8.892738124883955,13.942225368266273,4.343013067684453,8.467077666080076,20.542186301325344
1980-12-01,16.785616821318335,0.714202116923253,21.776644004274026,7.452206521052125,50.95485284837409,17.646278781846817,22.170930949859336,2.5689126618016718,22.510732484629592,11.105475743645364,38.27946652643051,-5.838441632210971,14.970821865623725,13.014871403946428,9.686929125886481,0.8554411463116653,24.903451952356214,24.780492435976285
