,mgu600GLB_cluster1,mgu600GLB_cluster2,mgu600GLB_cluster3,mgu600GLB_cluster4,mgu600GLB_cluster5,mgu600GLB_cluster6,mgu600GLB_cluster7,mgu600GLB_cluster8,mgu600GLB_cluster9,mgu600GLB_cluster10,mgu600GLB_cluster11,mgu600GLB_cluster12,mgu600GLB_cluster13,mgu600GLB_cluster14,mgu600GLB_cluster15,mgu600GLB_cluster16,mgu600GLB_cluster17,mgu600GLB_cluster18
1980-01-01,0.02768593,0.4466938,-0.7623848,-0.096226886,-1.0173008,-0.4791069,2.0038764,-0.25626677,1.2148186,0.17388305,-0.13100319,-0.35958368,1.0753742,-1.4829023,-1.8077091,0.36160928,0.11716004,0.706337
1980-02-01,0.22790489,0.41428107,-0.6648075,-0.5088192,-0.08373375,-0.63374484,1.7884636,-0.23972245,2.19059,-0.17084427,-0.37781602,-0.1620659,1.7060804,-1.1246694,-1.9873321,0.34168854,1.1790287,0.7164658
1980-03-01,0.11108246,0.9220871,-0.9116203,-0.3585705,0.40719032,-0.578035,1.2631004,-0.34472734,2.1446712,0.05604782,-0.20899734,-0.23938484,1.8553162,-1.2590488,0.07630577,0.19920579,0.24006005,0.7296337
1980-04-01,-0.30083466,1.578791,-0.9680058,-0.85017014,-0.21237412,-0.11277084,1.4552158,0.12492561,0.87076604,0.23634605,-0.10297966,-0.706337,1.333329,-1.4731109,2.4650886,-0.18671341,0.020933533,0.3535061
1980-05-01,-0.23195687,1.64328,-0.2812519,-0.5422455,-0.43825302,0.16442947,0.17286988,0.18401222,1.0537655,0.4436554,-0.23060608,-0.8552349,1.4329319,-0.7637352,1.8205395,-0.64792556,1.2212334,0.23195648
1980-06-01,-0.089811325,0.6708851,-0.49632645,-0.90554273,0.9818487,0.074617766,-0.7029606,0.43352586,0.8947384,0.49936524,-0.34472734,-1.6790695,0.30150986,-0.90993214,1.1618096,-0.30657426,0.6350956,0.048957445
1980-07-01,-0.13809356,0.7981739,-0.44433022,-0.49733943,0.6526524,0.18367462,-0.5412323,0.79310954,0.84780693,0.55001146,-0.6962078,-1.571701,0.4797825,-1.837759,0.39267197,-0.52401316,1.0608559,-0.18603821
1980-08-01,-0.24174805,1.0622063,-0.56014025,-0.74820405,0.84611875,0.061449815,-0.41461867,0.50240403,0.6003189,0.45817336,-0.34168854,-1.4160503,0.21541253,-1.4342827,0.82147104,-0.42542267,1.0392472,-0.23668365
1980-09-01,-0.090148926,1.4528526,-0.41799468,-0.2171009,0.42407227,-0.030049896,-1.087867,0.55237424,0.75563204,0.313665,-0.22756729,-0.9322163,0.23128128,-1.2941631,1.0378964,-0.34540254,1.0622063,-0.03511429
1980-10-01,-0.26909676,1.3988304,-0.59086496,-1.0402603,-0.581411,0.11243324,0.21271133,0.4436554,1.098671,0.40786552,-0.22722968,-1.0000813,1.3738453,-0.7228807,2.1483853,-0.24850082,1.1665363,0.383218
1980-11-01,-0.3113014,1.13311,-0.40854073,-0.97408295,-0.5348175,-0.0033763885,1.1118393,0.20899773,2.6085844,0.14045715,-0.40043792,-0.6310436,1.2222465,-1.5585331,0.5793854,-0.09318771,0.40212554,0.56250346
1980-12-01,-0.4743801,1.0605183,-0.65332794,-0.67594945,0.56317866,-0.20663413,1.4525146,-0.27990112,2.7412758,0.20291977,-0.35148048,-1.034858,0.98083574,-1.5926342,-2.085922,0.09859009,1.4791882,0.634758
1981-01-01,-0.13507538,1.1606182,-0.67170525,-0.7021702,-0.1068119,-0.3582428,0.8673439,-0.44229776,2.3832684,-0.116355136,-0.46101722,-0.3141964,1.0725257,-1.067754,-1.6774276,0.33805543,0.70437276,0.65188444
1981-02-01,0.010644531,0.5615894,-0.76787263,-0.36521682,-0.9675487,-0.6034336,1.6587079,-0.29180604,1.7244103,0.28299713,-0.12589875,-0.08368759,1.7805691,-0.49772263,-0.98810387,0.1791214,0.4074276,0.7649361
1981-03-01,-0.14315033,0.6346329,-0.8064129,-0.53883207,-0.35126877,-0.37953147,1.4197571,-0.40816194,2.2720516,0.040742494,-0.40008697,-0.30355185,1.6855026,-1.5030777,0.29988137,0.23234329,-0.8302719,0.49588698
1981-04-01,-0.25253183,1.3595604,-0.5531475,-0.30758935,0.1460865,-0.17104606,1.2846817,-0.041477203,1.9857514,0.18976593,-0.24849434,-0.60233194,0.96094245,-1.7838726,0.28299713,-0.14131546,0.4404621,0.41183203
1981-05-01,-0.28409806,1.9373001,-0.47790146,-0.804578,1.4366413,0.17471656,0.6907917,0.14204903,1.4425141,-0.0921299,-0.19894218,-1.7262459,0.98883784,-0.7884277,-0.07194233,-0.466156,0.5303898,0.20041046
1981-06-01,-0.20371398,1.6491646,-0.52451706,-0.4867111,0.30171698,-0.14388427,-0.45587844,0.5380985,1.8840774,0.3182335,-0.30208358,-1.0369217,0.11195068,-0.41880646,-1.0042541,-0.18719634,0.35053483,-0.102774814
1981-07-01,-0.23821679,0.4848755,-0.44486696,-0.21876296,0.9539684,0.07597961,0.14902306,0.41440162,0.11195145,0.43936157,-0.104243085,-0.9150608,0.3130951,-0.402289,1.6583408,-0.63243026,0.56195676,-0.18426017
1981-08-01,-0.073410414,0.59021986,-0.1372776,-0.61150897,0.74511564,0.034870148,-0.52341616,0.36521682,-0.3292454,0.40265578,-0.29107207,-1.5177597,0.5909538,-0.4823061,0.6280258,-0.64747924,0.9157944,-0.20371398
1981-09-01,-0.072676465,0.44670218,-0.42247695,-1.051604,0.537731,-0.060930632,-0.11268501,0.25987282,0.20811844,0.4834076,-0.2125229,-1.3944305,0.33548585,-1.1338238,1.5812597,-0.6562889,0.8089825,-0.10020523
1981-10-01,0.22904015,1.3257916,-0.44193077,-0.7348381,-0.32557487,-0.1387455,0.12553176,0.4356907,1.0578434,0.4298172,-0.480838,-1.2773411,1.0369217,-0.76346815,0.81632346,-0.100572206,0.8761528,0.36228028
1981-11-01,0.08185272,1.4509567,-0.92423666,-0.9848007,-0.28666764,-0.28263015,0.6357342,-0.17434959,2.1333058,0.016150665,-0.42908365,-0.5883843,1.110699,-0.78218806,1.5298725,-0.11011581,0.8280693,0.54764175
1981-12-01,0.043312453,0.95360106,-0.92166746,-0.92313576,-0.0073410035,-0.4356907,1.7398258,-0.20371398,2.2210317,0.14021377,-0.26464424,-0.3938469,0.98626864,-0.89340436,0.16040154,0.4063263,0.9774593,0.5997631
1982-01-01,0.09997177,0.42512304,-0.5128006,-0.6444786,-0.8880995,-0.490477,1.4652832,-0.3503868,1.9078772,-0.28309172,-0.3283867,-0.22809105,1.6018143,-1.4504006,-0.45456448,0.2287384,0.51150626,0.6674496
1982-02-01,0.17147255,-0.2817978,-0.7855396,-0.73603857,-0.6422138,-0.468153,1.9939369,-0.21223792,1.7868755,0.39276963,-0.25785637,-0.22485581,1.221986,-1.4937544,-1.7380222,0.5568012,2.1324093,0.6755379
1982-03-01,0.13297233,0.67036134,-1.1847794,-0.605978,0.34521025,-0.45165253,1.6092556,-0.20382614,1.5581373,0.08541298,-0.23779717,-0.078942105,0.9566883,-1.2967222,0.7774509,0.10579567,1.2653396,0.70044976
1982-04-01,-0.19314957,0.39859313,-0.8457165,-0.24135628,0.76903915,-0.20932618,1.0637783,-0.09058952,1.0660427,0.15659027,-0.34262198,-0.8696583,1.4704597,-0.7340973,0.42253476,-0.008411789,0.6027428,0.2633564
1982-05-01,-0.17341384,1.6179912,-0.75998,-0.21870843,0.18085499,-0.16597252,0.6176254,0.13685456,1.0288368,0.5079479,-0.092207335,-1.3455757,1.067337,-1.2417217,0.14332542,-0.3406807,0.24815007,0.2581795
1982-06-01,-0.13361931,1.021072,-0.6994797,-0.44647616,1.4384298,-0.1847374,-0.10579567,0.4946827,0.6325081,0.5839779,-0.21320859,-1.9826133,0.788451,-1.3750172,2.2391753,-0.6519203,1.5820789,-0.26659125
1982-07-01,-0.40182877,0.8774227,-0.5736248,-1.2963989,0.6001547,0.11129532,-0.4416233,0.44291726,1.2957516,0.5247711,-0.3471512,-1.9745251,0.67165565,-1.5202837,0.970924,-0.3283863,1.0045716,-0.19638482
1982-08-01,0.07408943,0.7379799,0.1705021,-1.1909268,0.77551,0.15044327,-0.40312272,0.25203246,0.55841905,0.6140671,-0.6101841,-1.7376983,0.3685047,-1.0932198,0.9262764,-0.5775074,0.97415924,0.11064873
1982-09-01,-0.021676635,1.375341,-0.51474154,-0.6609791,0.9790123,-0.2940918,-0.8369812,0.5315655,0.15561943,0.48562354,-0.51538885,-2.2126453,0.27856216,-1.3041637,1.4510477,-0.37368125,1.1495148,-0.2371498
1982-10-01,-0.18603173,1.4067237,-0.57653695,-1.667168,0.33356285,-0.10838356,0.2271202,0.0038825988,1.0550426,0.45618248,-0.54580116,-2.1569982,0.37594604,-1.2811928,0.41800517,-0.03332405,1.0466311,0.24265023
