,mgv200GLB_cluster1,mgv200GLB_cluster2,mgv200GLB_cluster3,mgv200GLB_cluster4,mgv200GLB_cluster5,mgv200GLB_cluster6,mgv200GLB_cluster7,mgv200GLB_cluster8,mgv200GLB_cluster9,mgv200GLB_cluster10,mgv200GLB_cluster11,mgv200GLB_cluster12,mgv200GLB_cluster13,mgv200GLB_cluster14,mgv200GLB_cluster15,mgv200GLB_cluster16,mgv200GLB_cluster17,mgv200GLB_cluster18
1980-01-01,0.5373529,-0.13649425,-0.3635352,0.34251535,0.15818767,0.124502085,-0.07990227,-0.16115208,-0.571308,1.131702,-0.2455008,-0.76062125,0.67128694,0.49383116,-0.64622486,-0.29023528,-0.13204765,0.98847085
1980-02-01,0.17772529,0.0622509,-0.4198575,0.13420351,0.3659606,0.16034356,-0.006063414,0.116013266,-0.50312835,1.0703942,-0.26409525,-0.62291443,0.40274525,0.75172824,-0.5758893,0.04028802,0.07127871,1.2547219
1980-03-01,0.05753503,-0.120729245,0.23040958,-0.23121807,0.4481535,0.35572013,-0.25156417,-0.17624314,-0.44087735,1.9386747,0.09661031,-0.83984977,-0.03718891,1.0714722,-0.86598986,-0.6987745,-0.37579674,0.025466347
1980-04-01,0.60027766,-0.40288004,-0.6289779,0.4269989,0.7530757,0.54489857,-0.509057,-0.6888035,-0.03112564,-0.4550253,0.6340981,-0.9403677,-0.19605029,0.5372182,-0.36838588,-0.7238366,-0.18001594,0.31853122
1980-05-01,-0.13514666,-0.31004244,-0.3597624,-0.021289254,0.5182196,0.054840185,0.0037727833,-0.08515725,0.34453648,0.40099353,1.3114485,-0.62965155,-0.63032526,0.1278706,-0.0018863678,0.21073723,-0.106985524,-0.07168293
1980-06-01,0.09391556,-0.06696701,-0.6997177,0.27177557,0.47927895,0.25452858,0.1932207,0.019672405,0.3613793,0.74458694,-0.41082972,-0.2107372,-0.2465786,0.21680069,0.015495395,0.09634085,-0.08367507,-0.48183912
1980-07-01,-0.38671094,-0.35181266,-0.38064742,0.70254743,0.5597203,0.65269244,-0.22084291,-0.33550876,0.28740567,1.0476227,0.8879528,-0.31206354,-0.19335537,-0.1801506,0.47415876,-0.06939237,-0.47860527,-0.66522354
1980-08-01,-0.20022735,-0.37391037,-0.57373345,0.032068707,0.73151696,0.32095662,0.106985524,-0.30923396,0.53977823,0.57171214,0.6194111,-0.37849158,-0.59286696,0.11736069,0.4663437,0.5474587,-0.40436214,-0.13568573
1980-09-01,0.20602112,0.1871573,-0.79336363,0.571308,0.5843781,0.056322336,0.16546373,-0.08380982,0.34251535,1.090875,-0.11601333,-0.40678754,-0.20494333,-0.19995785,0.18729205,0.066023804,0.0130700115,-0.07478209
1980-10-01,0.17206612,-0.2337782,-0.19079533,0.4082697,0.5823569,0.105503365,0.03462882,-0.32419038,-0.18810049,-0.35450745,-0.739332,-0.52872944,0.010779381,0.4449196,-0.38159066,0.13595514,-0.16425106,0.8129013
1980-11-01,0.5079791,0.2768957,-0.15037258,0.24132375,0.39708614,0.43966475,-0.2693502,-0.58653396,-0.7542884,0.004042244,0.24657878,-0.8875486,-0.12867907,0.2246157,-1.1812873,0.32351667,-0.17637789,1.4152001
1980-12-01,0.3023621,-0.08421402,-0.68314433,0.3988378,0.31421947,0.0064676283,-0.89374673,-0.64918923,-0.24321003,1.5007616,0.06413736,-0.8420056,0.10051785,0.8328432,-0.5428774,-0.81896466,-0.69122887,1.5212425
1981-01-01,0.30155772,-0.4829151,-0.018741656,-1.4477589,0.5426631,0.3663787,-0.027619313,-0.39780244,-0.50687057,1.3705374,-0.31367645,-0.58719206,0.41936246,0.8468981,-0.7006284,0.023532772,-0.23321399,2.5791638
1981-02-01,0.31860846,-0.22109528,0.11808662,-0.84224784,0.26985186,0.33312255,-0.5102525,-0.6916099,-0.27520674,1.5032792,0.09427204,-0.8349203,0.5444948,0.7950414,-0.42514,-0.24772815,-0.36158744,0.90326405
1981-03-01,0.5291351,0.28380242,-0.5347717,0.7220477,0.9159463,0.3813154,-0.09666757,-0.087085344,-0.4620596,0.5366036,-0.6652589,-0.80236894,0.24490996,0.93116504,-0.46417332,-0.2807023,0.06918917,1.096317
1981-04-01,0.33453172,-0.26139697,-1.067148,0.61974347,0.34975052,0.31846744,0.12668237,-0.01803713,0.3886431,0.44712257,0.44176808,-0.58536017,-0.18854399,0.65046275,-0.086098865,-0.14331035,-0.07905321,0.4510683
