,mgu250GLB_cluster1,mgu250GLB_cluster2,mgu250GLB_cluster3,mgu250GLB_cluster4,mgu250GLB_cluster5,mgu250GLB_cluster6,mgu250GLB_cluster7,mgu250GLB_cluster8,mgu250GLB_cluster9,mgu250GLB_cluster10,mgu250GLB_cluster11,mgu250GLB_cluster12,mgu250GLB_cluster13,mgu250GLB_cluster14,mgu250GLB_cluster15,mgu250GLB_cluster16,mgu250GLB_cluster17,mgu250GLB_cluster18
1980-01-01,-1.1408756,-0.18570061,-0.40313873,-4.883583,1.465345,4.646224,-2.3624473,1.1202797,-2.388783,-3.699152,-1.8830025,0.64725,-1.3657421,2.578197,-4.410891,1.0189892,-0.37714043,-1.5048488
1980-02-01,-0.7991875,-0.38760757,-0.032413103,-5.8336935,1.5511051,3.8473752,-0.42947465,0.3254822,-3.4189134,-4.5638413,-3.2956758,0.55034864,-1.3350174,2.0339255,-2.4684646,0.7674492,-1.2553349,-0.09352531
1980-03-01,-1.1584327,1.9123768,0.25322762,-1.7516617,0.7259197,3.236927,-0.75833285,-0.046256255,-2.8418915,1.676706,-1.1736263,0.2177761,-0.95753896,2.0163689,-1.441035,1.0294555,-1.2549973,-2.100103
1980-04-01,-1.6378777,3.0026069,0.015193939,3.6120427,0.6911434,3.280482,-0.9126331,0.30151024,0.14552155,3.6920617,-0.6975582,-0.3491165,-1.6372023,1.8505892,-1.537262,0.827211,1.3171222,-2.0845718
1980-05-01,-2.1591897,1.4447495,0.15328674,3.0171256,0.10264206,2.3283458,0.20899697,1.0206772,-0.5479851,2.7740269,0.1019661,-0.41630667,-0.90351677,2.089974,-0.8207962,0.5692562,0.7492172,-3.032657
1980-06-01,-1.9880073,2.0724168,0.11851044,2.2017317,-0.23972245,0.8515213,0.38017923,1.0848278,1.2495949,0.37443963,0.9457222,-0.8657017,-0.41529387,0.43588942,2.0501323,0.50037843,1.3012531,-3.3054676
1980-07-01,-1.722625,3.1663613,-0.18907699,1.0807766,0.0962265,0.34337693,1.8137863,1.4187511,1.6034386,0.41529387,-0.25795478,-1.7209365,-1.8100727,0.36498564,3.0363705,0.6097725,0.8957512,-3.4489632
1980-08-01,-1.8053459,1.5700127,0.27753752,1.6189699,0.08812332,0.26133117,0.26639557,1.4339451,0.64151037,-2.2618308,-0.026673127,-1.1101513,-1.2502705,0.42103347,3.0836399,0.56115305,-1.2394657,-3.0140865
1980-09-01,-1.9275703,0.78433114,0.074617766,3.5823295,0.26740876,0.59728014,0.07731934,1.0189888,-1.2745802,2.3087628,0.39300957,-1.0287803,-1.1732887,1.0848281,3.3473344,0.90689355,-1.5413132,-2.347253
1980-10-01,-1.5463779,1.2830212,-0.26031798,3.5522804,0.3497921,2.6065586,-0.24883842,1.8353955,-0.34135112,2.862487,-0.72389376,-0.5101696,-1.1965863,2.2135487,-2.3114638,0.16611747,-1.38465,-2.1082063
1980-11-01,-2.161553,-0.017219543,-0.34607774,1.0436363,0.7893955,3.3436208,-1.4427235,0.78601915,-0.79142153,2.1179976,-1.3400816,-0.11783524,-0.79749906,1.4910057,-2.277362,0.20156936,0.71579075,-2.2878292
1980-12-01,-1.3785721,2.0707288,-0.7326721,-5.748947,1.480539,4.188726,-2.0237973,1.4197639,-2.2341447,-3.1525178,-1.9248692,0.05976181,-2.2408977,2.4708283,-2.2067962,0.57229537,-0.5331291,-1.9694374
1981-01-01,-1.2986298,-1.3606613,-0.48377457,-6.228137,2.0085087,4.255234,-1.3426762,-0.53295976,-3.980679,-3.154445,0.88312685,0.22683792,-1.9215171,2.694528,-2.531557,1.0038872,-1.0879418,-1.791948
1981-02-01,-0.7131821,-1.8411328,-0.06827164,-5.025676,1.3265259,3.716034,-1.0934474,-0.14902306,-3.781002,-1.7262452,-1.2600895,0.46945953,-0.64564437,2.668468,-2.1832244,0.7095116,-0.8978092,-0.12149429
1981-03-01,-1.2164104,0.20811883,0.7939331,-0.07010727,1.4226936,1.6333812,-1.3940632,-3.1654556,0.47459793,1.2472427,-1.3702053,0.18536147,-0.8783554,2.1523929,-1.5104187,0.7029049,-0.76346815,-2.1854274
