,zgu600GLB_cluster1,zgu600GLB_cluster2,zgu600GLB_cluster3,zgu600GLB_cluster4,zgu600GLB_cluster5,zgu600GLB_cluster6,zgu600GLB_cluster7,zgu600GLB_cluster8,zgu600GLB_cluster9,zgu600GLB_cluster10,zgu600GLB_cluster11,zgu600GLB_cluster12,zgu600GLB_cluster13,zgu600GLB_cluster14,zgu600GLB_cluster15,zgu600GLB_cluster16,zgu600GLB_cluster17,zgu600GLB_cluster18
1980-01-01,0.18504891325445735,-0.16496731984344395,0.094162944408865,0.8406332873423165,-0.01707425562001891,0.14337136938765244,4.97814416885376,14.796193440755209,-0.42146246684224986,0.04052150607094518,-0.07531619716458526,-14.884999990463257,-0.4194614061942467,0.4801388368133671,0.02773995123182734,-0.1474623361395465,-0.04857197971722679,-0.08633889523761169
1980-02-01,0.2109718498061685,-0.17939390953291545,0.14286579517377415,0.9235648387069002,-0.0032712378878525256,0.12970761672870534,4.54438716173172,17.60140789879693,-0.5189186648318642,0.1153962584794499,-0.09256331421480589,-17.204654216766357,-0.5238960797970111,0.3210627958794271,-0.057866765807072326,0.26144830303059685,-0.10010798666042481,-0.10100267877671834
1980-03-01,-0.17723244779250202,-0.2619728412140499,0.04013585578830376,0.6829829937821134,0.054200189358306165,0.18222982282037134,2.6908281445503235,16.19453959994846,-0.4288204092728464,0.09550018003210425,-0.09255630244140976,-13.507888317108154,-0.20219266414642334,0.454835987780705,0.0585798795024554,-0.48202089965343475,-0.06709903282275227,-0.12248967719035259
1980-04-01,0.1412678203162025,-0.19242345948110925,0.013109161545535122,0.5975061326945593,0.0298060528081605,0.11853881616581669,8.269103765487671,11.069675948884752,-0.3855960306368376,0.1576069073053077,-0.2782752908811979,-10.358082056045532,-0.1083066715643956,0.2749407956422853,0.16051316633820534,-2.5261191858185663,-0.07415969903843525,-0.0821790351955424
1980-05-01,0.15177255167680628,-0.21946663883599365,-0.06212241789127918,0.37583345120106265,0.05524870633715922,0.10396452368916692,7.574608325958252,5.986266003714667,-0.31021620097913244,0.11548441980266944,-0.26376688955751665,-10.06719708442688,-0.0946521472472411,0.3416790388339807,0.24664546363055706,-3.504459063212077,-0.03754418188085159,-0.019407725710709388
1980-06-01,0.08023940465029548,-0.17290572551163758,-0.10969082552874804,0.3447682348960036,0.07731564563967414,0.07368796379179568,9.822970628738403,5.840128660202026,-0.17025047226956017,0.301972619490698,-0.308596466216573,-2.9633426666259766,0.33773938050636876,-0.30722382886350647,0.5757105847199758,-5.159887340333727,-0.14985046452946135,0.04552641061688079
1980-07-01,0.08005666382172529,-0.12889429164881056,-0.1392472643455638,0.4685200545765938,0.08956740089392258,0.018097065171008713,9.97265636920929,3.341175781355964,-0.05517750586334028,0.33986775670200586,-0.4448403427205934,0.887056365609169,0.15544225390140826,-0.39837918251999155,0.5294830848773321,-5.3555915753046675,-0.12839416471811443,0.09415639661372885
1980-08-01,0.14103571281713598,-0.14309035952795635,-0.05962105010360537,0.309639253200741,0.07823316421817547,0.05620668163976154,8.653548955917358,4.519456956121656,-0.08228428269687452,0.2590921998489648,-0.3807231326776048,-0.9247551113367081,0.03834641896761381,-0.3777135502208363,0.4408811219036579,-5.8412810166676845,-0.10080965729350719,0.033264622740995946
1980-09-01,-0.07206363274770625,-0.13442985713481903,-0.06911137665494037,0.39443983397352583,0.056906418788041604,0.07658100309404167,9.195680618286133,6.826945145924887,-0.13680169456883481,0.2512752544134855,-0.24630928332088917,-2.48009592294693,0.028573458011333756,-0.2413472853416254,0.49599328388770425,-3.9544900258382163,-0.13579460672843152,0.035227620154886743
1980-10-01,0.07310703835066627,-0.112831885503097,-0.011432337136921154,0.6755256324733069,0.024834098791362228,0.15000852781373103,8.310640454292297,9.398231903711956,-0.3799461691003097,0.18611277337186038,-0.2716984851228679,-8.966283798217773,-0.32520766441638654,0.11381970579959144,0.23282564555605254,-2.3881432082917957,-0.1688565485752546,-0.01189445657070385
