,vo850GLB_cluster1,vo850GLB_cluster2,vo850GLB_cluster3,vo850GLB_cluster4,vo850GLB_cluster5,vo850GLB_cluster6,vo850GLB_cluster7,vo850GLB_cluster8,vo850GLB_cluster9,vo850GLB_cluster10,vo850GLB_cluster11,vo850GLB_cluster12,vo850GLB_cluster13,vo850GLB_cluster14,vo850GLB_cluster15,vo850GLB_cluster16,vo850GLB_cluster17,vo850GLB_cluster18
1980-01-01,5.396809949293669e-06,-2.8083445274083415e-05,0.00040470481508236844,5.107158781482826e-07,9.19638069111696e-06,-0.0002904063876485452,8.268732419183348e-05,-0.00033604098916839575,-7.818168048707903e-06,0.0034564560337457806,-3.795905407362928e-05,0.0049409853090764955,0.00030063730567538494,-0.0034808952477760613,1.1548149254155264e-05,1.9058711173288014e-05,-0.004965847620042041,-4.432038997393732e-06
1980-02-01,5.571284812458718e-06,-2.3430720151492406e-05,0.0004406185780680971,1.1488017289719822e-06,9.425030694839274e-06,-0.0003256886702729389,9.238324838766265e-05,-1.9054503752613527e-05,-9.104230343248066e-06,-0.010787822975544259,-3.8686370923339077e-05,0.004939449354424141,0.00023208609491121024,-0.003908959721835951,6.39605274009765e-06,2.281866314164786e-05,-0.003419014683458954,-4.709875915929622e-06
1980-03-01,5.163327980243458e-06,-1.6800263506071918e-05,0.00046435270633082837,-7.939997232887042e-07,9.430451781116084e-06,-0.00022745851310901344,8.431678335994569e-05,7.453301122950506e-05,-9.237141801943698e-06,0.013623840641230345,-3.536449366947636e-05,0.006318590749287978,0.00012190187893187007,-0.0028088776161894202,-1.2795992337971275e-06,3.050325507171113e-05,-0.0026821246137842536,-2.2288134142635017e-06
1980-04-01,4.381490921802871e-06,-4.454307315033624e-06,0.00045179617700341623,-2.5889605148291138e-06,8.406035138102303e-06,-0.00031452793336939067,6.198892532306355e-05,0.00022245451418712037,-7.709461725317695e-06,0.009486480848863721,-2.9028956002245348e-05,0.005894267451367341,9.505289047713935e-06,-0.0021153515262994915,-4.833503432201711e-06,3.886280782436105e-05,-0.001126149800256826,-9.941305547079974e-07
1980-05-01,3.7167123543172224e-06,1.5106244104368779e-05,0.0004127840384171577,-3.441177939689883e-06,9.109945180358052e-06,-0.00030568119351907325,4.3572376747507346e-05,0.0005764031357102795,-7.745340348821081e-06,0.022868497762829065,-2.263040126611789e-05,0.008375624747714028,-0.00026224479370284826,-0.0013539781017849843,-1.3582862512463145e-05,5.865592604757032e-05,0.0012300422895350493,7.265367294554329e-07
1980-06-01,1.7278365711372945e-06,3.28219941176071e-05,0.0004191313109913608,-5.352795507302971e-06,1.0156278702838735e-05,-0.00037706500734202564,4.1206078813682026e-05,0.000990121225186158,-7.885257803070133e-06,0.0331120885675773,-1.948788364340241e-05,0.009696256893221289,-0.0004956986716327568,0.0007055335421076355,-1.8993023555872624e-05,6.78444088076834e-05,0.007701266440562904,3.497427400932155e-06
1980-07-01,1.3019601825766555e-06,3.8737445394682296e-05,0.00042697515709733125,-5.622914698005773e-06,1.1022681387785439e-05,-0.0003325600603905817,4.2420000428073975e-05,0.0015609612091793679,-6.734491062679761e-06,0.031025600037537515,-1.9889067819652457e-05,0.010436474258312955,-0.0005532159411814064,0.0010811837758713714,-3.1499617367901434e-05,7.556539706208488e-05,0.007441062916768715,4.00684868354458e-06
1980-08-01,2.5108459502262715e-06,3.845595814193835e-05,0.0003787186642512097,-5.817770854827735e-06,1.1531077633285148e-05,-0.00036555657667728764,4.366242941360661e-05,0.0012010790669592097,-6.149398424207469e-06,0.021838920656591654,-2.1749435594150175e-05,0.00916424542083405,-0.0005408106759811442,0.001082698994044525,-2.6886005225113087e-05,7.220324319363995e-05,0.006527469668071717,4.063266893822406e-06
1980-09-01,2.2589802382870726e-06,2.5112978564992323e-05,0.0003939359430660261,-5.6510709512976814e-06,1.0795932580130635e-05,-0.0003597602820567166,4.0495505408914546e-05,0.0006069456503610127,-6.393736694031675e-06,0.013027465320192277,-2.427573538928603e-05,0.0078026561823207885,-0.0003275275230407715,-0.00048147561149865703,-1.8292091222132414e-05,5.91114009942182e-05,0.0025386745619471185,3.385684404533788e-06
1980-10-01,3.57832491130522e-06,1.6573204420773665e-06,0.0004099923444300657,-4.743013748642953e-06,9.359979420221593e-06,-0.0003596537377840529,5.6063592722260415e-05,8.676517495587177e-05,-7.3689306511670664e-06,0.011712952255038545,-2.8960610507056117e-05,0.007193278725026175,-0.0001555521400102104,-0.0022160985584681234,-9.381049076904979e-06,3.628142043122683e-05,-0.00023164723188529024,1.0785505099550418e-06
1980-11-01,4.667990377380067e-06,-2.0551760826492682e-05,0.0003929705599148292,-2.7163691578896923e-06,8.81763109393702e-06,-0.0003204360109521076,6.464142220360119e-05,-0.0002954360070361872,-8.623097160902874e-06,-0.004680764686781913,-3.5649267374537885e-05,0.005390297155827284,3.762170914948608e-05,-0.003667787677841261,2.4526410966760983e-06,2.6582704528912224e-05,-0.004010841075796634,-6.425538835223903e-07
1980-12-01,4.73722078303689e-06,-2.7940391259677984e-05,0.0004159831405559089,4.1953479731498046e-07,9.619737785580463e-06,-0.00027175575572376454,7.192436389105265e-05,-0.0002497511559340637,-8.919012100662593e-06,-0.007647736492799595,-3.7007640154721834e-05,0.004094685937161557,0.00018647845233014476,-0.0034549040719866753,1.3199477565685275e-05,1.2083104262604715e-05,-0.003995195584138855,-2.7899261705223098e-06
1981-01-01,6.513096348157452e-06,-3.149201965338286e-05,0.000399228429159848,1.735202024867101e-06,8.707792730224835e-06,-0.000314533244818449,8.314336598634201e-05,-0.0001692085902504914,-9.38865454787409e-06,-0.009573366696713492,-3.687163310435911e-05,0.004310348231229,0.0003193771893468996,-0.003911110252374783,1.9477402960985966e-05,1.8119487570154224e-05,-0.004838508539251052,-4.487248495375983e-06
1981-02-01,6.521747862060348e-06,-2.6859612913920417e-05,0.0004362235813459847,5.05755284801473e-07,8.321278974703278e-06,-0.0002532536260938893,9.318739399151487e-05,-0.00016563127474000794,-8.715019625476791e-06,0.0010649637260939926,-3.883792426980411e-05,0.005360581417335197,0.0003227904623296733,-0.0032092102628666908,1.0245050222957289e-05,1.770688785737465e-05,-0.004626622830983251,-4.940463685008602e-06
1981-03-01,4.727890360523098e-06,-1.0670083244817692e-05,0.0003645232936833054,-7.060987677450879e-07,9.27222411000827e-06,-0.000223933020606637,7.880212357376031e-05,4.06173484179817e-05,-8.957998733812976e-06,-0.006586101517314091,-3.384260586850966e-05,0.0036914279917255044,9.76957865835478e-05,-0.002439657449334239,1.303551202393917e-06,3.478014233141121e-05,-0.0034194323234260082,-3.106306935800003e-06
1981-04-01,4.509302717517855e-06,3.969568952151579e-07,0.00038894504541531205,-2.4714057933848934e-06,9.101925173506871e-06,-0.00020316016161814332,6.244168447622987e-05,0.00033013959637173684,-8.412825637969002e-06,0.0026015091862063855,-2.9285387427080423e-05,0.004419412289280444,-6.524168687368123e-05,-0.0019927899605439356,-3.369977488089296e-06,4.2518711945211344e-05,-0.0011317856660753023,-7.65611399082078e-07
1981-05-01,2.1163455764362043e-06,1.657485271023878e-05,0.00034935985695483396,-2.1608601850500315e-06,8.546391663317803e-06,-0.0002868567874732738,5.0749161367326285e-05,0.0003937909241358284,-7.429725070521833e-06,0.006687854329356924,-2.347450693681215e-05,0.006453670357586816,-0.0002736839572510993,-0.0019431792073495067,-9.341134576737972e-06,5.1260073880918995e-05,0.001182036521640839,1.3107854010124686e-06
1981-06-01,1.2711469108468406e-06,2.7988513031585225e-05,0.0003488015863695182,-3.5575350867883008e-06,8.870044581461367e-06,-0.0003121452997826661,3.809308572970114e-05,0.0008743636499275453,-7.98066085203125e-06,0.021306704729795456,-1.3300860397672901e-05,0.009155510633718222,-0.00043346561142243445,-0.0012191884403970714,-1.9722685169542137e-05,6.565452415750107e-05,0.0072902759711723775,3.421822766966485e-06
