,r700GLB_cluster1,r700GLB_cluster2,r700GLB_cluster3,r700GLB_cluster4,r700GLB_cluster5,r700GLB_cluster6,r700GLB_cluster7,r700GLB_cluster8,r700GLB_cluster9,r700GLB_cluster10,r700GLB_cluster11,r700GLB_cluster12,r700GLB_cluster13,r700GLB_cluster14,r700GLB_cluster15,r700GLB_cluster16,r700GLB_cluster17,r700GLB_cluster18
1980-01-01,71.691826,39.04153,45.139732,45.763893,69.88127,24.821095,56.60441,44.378677,58.48504,12.8365555,12.450325,68.15709,22.109335,57.834805,41.063942,31.113222,29.274963,37.65632
1980-02-01,73.75009,33.88039,48.112236,51.128742,75.17767,30.282095,58.253628,30.60151,59.824623,24.029078,13.887688,64.6142,20.448708,56.58322,49.132404,32.568512,32.19695,39.77162
1980-03-01,71.7065,28.253164,43.68281,44.8578,68.67369,24.905836,62.846016,26.370903,60.381966,41.212242,18.31385,59.767586,22.280449,54.040947,44.587273,35.52472,41.22854,43.93378
1980-04-01,75.46938,27.079807,44.81054,48.317574,65.99452,35.01301,64.18397,28.535095,57.239975,41.595215,13.975689,65.86252,21.045166,55.220825,50.242203,34.61863,55.23223,48.602764
1980-05-01,71.58264,29.296148,24.5962,35.246048,62.86883,30.029497,66.53883,36.87245,37.27009,44.50416,12.55788,70.0475,23.232172,58.24059,57.148716,46.91606,44.093487,44.487865
1980-06-01,74.19499,17.422424,21.07124,50.858215,37.79647,34.672405,66.39705,43.674664,27.285145,73.64253,19.131943,56.84071,25.389847,37.687283,62.873722,56.092693,29.762232,30.094683
1980-07-01,73.08356,21.358059,17.220348,58.37422,42.6382,23.326693,69.7509,53.532494,28.536726,79.31539,14.119099,63.569588,29.845345,47.69667,71.72116,64.650055,35.011375,37.94803
1980-08-01,74.88922,32.138283,25.507183,55.981876,47.061104,28.46013,65.88208,55.04156,33.668533,77.22779,16.57663,61.62051,35.118935,47.69504,67.5916,65.68978,22.938833,35.052116
1980-09-01,69.537415,20.768124,21.385765,41.882034,52.261356,29.659563,63.724403,50.726215,30.430393,69.20822,7.026806,63.631516,40.49682,49.01344,62.140373,53.20982,13.463974,39.15561
1980-10-01,69.550446,29.52593,31.825384,41.65551,56.962933,35.725166,66.35631,45.38744,42.309006,45.2424,9.353966,64.57672,39.1002,43.29658,60.08048,54.787334,20.68827,44.246674
1980-11-01,67.966415,21.227688,27.330774,40.185555,64.06989,33.187782,71.96398,45.405365,37.25542,28.797472,17.577244,69.698746,33.44364,42.369305,58.77349,47.6983,12.541584,35.04397
1980-12-01,68.90184,27.30796,45.62537,55.796097,66.70832,31.450563,65.70282,25.774446,54.963337,31.843311,14.383102,68.97029,14.536293,44.27112,56.725002,43.704,17.64732,41.49906
