,r800GLB_cluster1,r800GLB_cluster2,r800GLB_cluster3,r800GLB_cluster4,r800GLB_cluster5,r800GLB_cluster6,r800GLB_cluster7,r800GLB_cluster8,r800GLB_cluster9,r800GLB_cluster10,r800GLB_cluster11,r800GLB_cluster12,r800GLB_cluster13,r800GLB_cluster14,r800GLB_cluster15,r800GLB_cluster16,r800GLB_cluster17,r800GLB_cluster18
1980-01-01,55.9414367104291,49.15818007096001,92.3720677693685,91.56997102131777,56.1022040549289,24.252215747175548,53.519376631705995,69.09632204596839,52.9995522303888,55.451101749501326,42.46145299963049,77.63354088649277,36.74325010830298,54.1682137383355,88.03104589014877,86.51361258133598,54.80016148054989,63.12571019934328
1980-02-01,53.97124272607239,52.07229614257813,90.78850216335721,91.10033478217103,59.3714138988252,31.08354108086948,53.35836256704023,72.92452924231061,52.5723295602185,54.783891718438326,43.497382499076224,80.69060301977741,34.065098870069455,56.499031914605034,89.43780027789833,84.93124091106912,52.96870268417041,60.33945915683004
1980-03-01,56.44035767973139,50.8484815514606,104.67123455471463,88.98851476009423,54.11650411198649,32.49528901330356,61.47488009545111,69.72302871310607,52.6998754133258,55.38525845142121,43.204090015308275,69.98857860722818,35.891405263341454,73.18771362304688,88.37277212260682,86.03525369063668,54.35970770499119,61.19576396558109
1980-04-01,64.71801214896784,40.48555954642918,103.48509682549371,90.88914157090029,51.81132112995962,31.37545338992415,74.88628818142799,65.00009247088501,56.63475125853778,56.36466979980469,45.570072483372044,66.17446615676249,34.74116217821164,79.58458794487846,85.93091611508969,86.89971799435823,56.193928478025896,66.3407984996002
1980-05-01,71.46380135182585,34.36759202376656,101.50139066908095,86.97193380780695,47.30115883359302,28.457513348809606,96.97850135064894,59.952270813862704,58.27953494780245,56.73796146473986,48.27713425095017,66.93031374088004,48.1776287681178,63.90992482503255,77.02165297520013,88.08097010073455,63.49652910091049,74.50592245831585
1980-06-01,72.2566111703937,27.551859150762144,92.19405916002061,83.90213121170117,42.44119094105696,27.755796498265763,120.57269311720326,54.469770415123,55.10966094613772,60.295070080046955,47.1686636435019,73.70238343546214,67.5135935159554,48.943519592285156,66.98315467363521,88.42585605123769,66.77225039337792,79.27437084633232
1980-07-01,74.85165685303649,27.244772703751277,88.48550584581163,81.19139467935427,38.13708087478238,28.72900222909862,128.81078412455898,49.87793296660939,55.94056224265294,59.732209875228556,44.805347339527025,77.69650230722979,89.20018762574159,50.131119622124565,64.8840574570644,86.67316644088082,72.18338148530229,79.29628615411336
1980-08-01,75.60299934072887,30.451674254044246,84.63924196031358,79.90297073436575,38.895554846145686,28.825323746122166,128.29748584378152,52.87896514280477,54.94164695516665,55.41018709223321,41.04662096178209,78.8880482192867,88.88358783004875,48.08378431532118,66.45652629711009,86.82667276133661,74.774617045145,79.68633766942376
1980-09-01,79.66018276714654,33.9477887360946,70.19983927408855,79.6792170447761,39.39506016420515,25.589854141761517,117.44507205101752,50.595980319047726,54.12918670832762,54.38916226650806,35.83388045027449,73.04915436043227,73.38049178732965,37.773937649197045,64.36419310393157,84.67138953830884,73.03259082647035,80.40981676754535
1980-10-01,75.80063209105074,36.159359475840695,70.17735905117459,84.04366551982284,44.596605622366575,24.70323505072758,102.04076151694021,56.67929881623276,57.277072661104256,50.9812789267682,35.345778594145905,69.04939383514656,60.73385826627114,40.606329176161026,73.12225294701847,85.47127143196437,66.34749913427879,79.17931575903157
1980-11-01,72.94711566596442,39.25747415293818,68.1802060869005,89.52569464371668,46.88377808988764,26.86054089973713,83.34410267491495,58.13865224406507,52.44762799893206,52.63648986816406,33.270803915487754,69.37558355410238,52.58144579435649,33.25861401028103,77.52479859340337,86.1372595248015,60.934841031490514,75.17138743560587
1980-12-01,66.27046820822727,40.04000290580418,79.82435756259494,90.26240488929207,48.650554414099076,24.280825976667735,67.29386237359816,65.762600174606,53.29942089772364,54.862221251142785,32.2753297960436,74.55688035192568,42.88262245350314,39.774059719509545,86.3772568879304,86.97665256002675,57.628505944498215,69.30826942392643
1981-01-01,57.56098143616866,48.496202385943874,86.88954247368707,91.2902398132035,58.14317567518142,26.370781043480186,61.83527669598979,71.55187109479931,52.18523817452771,52.3376164537795,37.08615174164643,79.01200538824412,42.12561012210702,51.021669175889755,90.22518911479432,85.85312470145847,54.507372711815535,63.223224358270635
1981-02-01,58.95723207166579,49.23854662024457,87.15911441379123,89.65556248669377,61.86407710729021,24.013162481373755,48.478217278757405,75.67021826276806,51.95635076154743,52.408193223019865,41.03851421459301,74.22888889785641,35.08687987363428,65.67650689019096,91.4907267064224,86.4256423452626,53.566259729402354,61.23627784268168
1981-03-01,62.7641427829471,45.62498175579569,102.84911261664497,91.2033804220046,57.49974482961362,29.7656511438304,65.20239922308153,69.67836833615016,53.98915385642247,56.61764834789519,44.20650172877956,71.94589504525682,37.29445952221863,74.3807135687934,88.07930181055893,83.68146730505902,50.73968677916937,60.74313221361813
1981-04-01,65.66847611902358,40.35286613132643,100.26949776543512,90.51002213175263,48.579663908883425,30.278629270093198,70.1980713875063,65.88512846938518,55.84615740859718,56.680055983523104,45.16117817646748,62.873968014047165,36.397598381329296,72.03341166178386,84.60504272837697,88.37809562683105,55.4029051557139,68.71912911434302
1981-05-01,71.92338807752516,34.60618060568105,89.54111735026042,87.59732178602174,50.09045833059018,32.78441264711577,100.53631259549049,62.209539768689,57.29321150751839,60.33447265625,51.752177058039486,68.34289613834098,47.13712276372694,54.76217481825087,78.69145781905563,88.00275636755902,60.853280087253104,75.36832566229289
1981-06-01,69.11924697933125,29.597342117973,93.22900772094727,80.98279130402335,45.998725462495614,27.294008485202134,112.29715654926916,55.36157340238292,60.13595848752741,60.93802107141373,49.672725780590156,76.47990707523567,58.1916178079476,52.03721788194444,66.64827723561982,86.8901314942733,67.30975255768094,77.80963974511063
1981-07-01,75.63968329840385,30.52176516989003,85.85667080349393,80.46264106063482,39.821704764491166,31.22632750149431,130.17027454991495,53.84247569436671,56.238293787192184,58.59466228079288,44.92706092628273,77.62054884729307,92.21776230890947,54.47417789035373,66.69626471437053,86.99416284975798,73.96124661499385,79.65735877120255
1981-08-01,79.01715053601211,31.733716052511465,74.69245062934029,75.70642679223518,40.66494716687149,31.76988486585946,127.82435263356855,50.434109269718725,57.87021346956666,59.59910291306516,43.92314189189189,76.20050572166758,86.86346469965196,41.32531483968099,61.917304992675774,81.21246462282927,75.85253956056137,79.55717048388999
1981-09-01,76.27765498357766,31.176340683646828,73.88479444715712,79.19434009570081,38.8850565706746,25.922993544874522,120.9120596608808,51.78275231304004,54.96828068069547,55.110625409065406,33.55913316881335,70.85425636985086,78.33285510988163,47.60334014892578,68.68170396781261,86.5404170492421,69.87625823884052,79.67430729193975
1981-10-01,73.88359669888958,37.89352499920389,68.47892337375217,85.45681921791692,41.9564365001207,28.018829740326982,98.32084409652218,55.83971127398034,54.19996718914188,52.11408818021734,36.5830828692462,68.46571835604581,54.869314781705235,40.56847042507595,74.30998719768759,85.29540766840395,64.17299830948917,77.79343624243
1981-11-01,71.55069786957587,45.0423928965693,69.27827199300131,88.69980545405528,52.1001394321856,25.357261197320348,73.62581683743385,63.99536460723439,53.761900516978486,51.02469829802817,36.155981115392734,72.25312319668856,42.129525206142795,38.2824961344401,82.60717745180483,86.73421196315599,57.161461351887056,74.85317255826604
1981-12-01,71.24822095092317,41.1882790275242,85.0226296318902,92.0208393115003,51.949718918246724,19.453469227100243,61.237181386639996,66.5927679285962,50.415530957673724,52.541666233793215,32.56810162518475,74.58420745597398,36.905080752265185,52.31595781114366,87.04804549982518,87.29917899422023,56.46460785002666,69.41908509939309
1982-01-01,60.05928811062588,45.03450061963952,81.64383040534126,92.09107855484949,54.678038979291024,26.59186988041319,61.145662492321385,69.76194409039779,52.563968457673724,51.907118939338844,36.354072158401074,72.72795054538192,39.817105917106,58.66365644666884,89.02150142340012,87.0849319126295,55.72505577381711,64.27321594033465
1982-02-01,56.72589848550518,56.008488198985226,93.23717753092448,90.86701632675967,59.72738087400515,28.895625574835417,58.57314755839686,70.73808686439492,51.6316296761496,51.884618718573385,38.32137649123733,73.80752405844444,36.02707941729323,70.4503885904948,90.62693089614679,86.58348788385806,53.49945045720222,62.44938997614304
1982-03-01,56.37743660573209,52.69849860149881,101.36855443318686,91.59152858065204,62.10920212420631,32.42120578371245,61.66551651493196,73.82599795103756,51.13210845411869,53.70976630677568,40.90573491276921,66.19369727520903,36.40105885670597,78.14238654242621,88.60613740520712,86.11543489539105,53.394454593828236,60.33558173467649
1982-04-01,65.74815757265698,43.4042441326639,102.6728736029731,89.49040598213956,55.53109101141883,27.437199395278405,76.0717422731461,69.29626136932809,54.85612300404331,57.46615633051446,45.40858088312922,63.38800004691132,39.19302574673989,73.60683865017361,85.5232544887213,87.54560014475946,55.27439174029523,67.9513022403589
1982-05-01,73.8929805684179,34.16224604067595,91.15044275919597,86.51330956915544,46.32582360885563,27.092484770150023,98.13194274902344,58.451173230365214,55.33374875609638,59.978712365982375,43.68830706622149,68.80982611790176,45.5292622845872,55.78116946750217,75.6670374929169,88.31554703090501,65.34238413462653,74.9093817384451
1982-06-01,72.37293371993505,29.144666091255523,99.74176618787978,84.2284270372436,37.51686753405168,30.52838259729846,112.93744117982926,53.988984116168965,57.20953578837434,60.85069859281499,42.96600960396432,76.15794189705336,52.54599635762379,57.949629889594185,70.22909941496673,87.44160196055536,64.7743938230973,78.91805507992738
1982-07-01,75.37229159351593,29.95291751364003,96.58439424302843,79.43023211583143,38.91859876082631,30.647557357261924,123.44049023043725,56.17632169095015,56.21027695505243,60.48067701623795,39.87397477433488,75.8408239065123,78.70610746225915,54.27203708224826,69.26432833259489,83.82290135259213,71.05503365264802,79.62956268515363
1982-08-01,77.02561853530256,30.13966933540676,93.6091528998481,80.31291690482912,40.677594245596325,26.583685546085754,128.5836681242912,54.101690385266494,52.01676798145674,55.613670349121094,38.71394801784206,76.29332266563226,87.080607019869,51.82574801974826,70.47382637306495,85.37563655687414,71.05360625405693,79.7011100205799
1982-09-01,77.09250860892878,32.717982582424,91.70564015706381,81.76718978520253,44.55142217628965,29.24470408209439,114.97157927482358,54.75175524167823,56.31897463436015,57.771270427298035,38.22609978753167,70.53469981043793,73.36680763646176,44.523980882432724,68.6526557545603,83.37672897007154,71.70376537107926,78.96962261840001
