,abs_vo1000GLB_cluster1,abs_vo1000GLB_cluster2,abs_vo1000GLB_cluster3,abs_vo1000GLB_cluster4,abs_vo1000GLB_cluster5,abs_vo1000GLB_cluster6,abs_vo1000GLB_cluster7,abs_vo1000GLB_cluster8,abs_vo1000GLB_cluster9,abs_vo1000GLB_cluster10,abs_vo1000GLB_cluster11,abs_vo1000GLB_cluster12,abs_vo1000GLB_cluster13,abs_vo1000GLB_cluster14,abs_vo1000GLB_cluster15,abs_vo1000GLB_cluster16,abs_vo1000GLB_cluster17,abs_vo1000GLB_cluster18
1980-01-01,2.7851008510953065e-06,-5.8108243037066946e-05,-2.919064004176848e-05,-8.858863090155233e-05,3.5753947229285393e-05,9.970680574311537e-05,-8.065005404778614e-05,-1.4102670847669419e-05,-3.303533024311921e-05,0.00010532176498887374,-6.11379124128279e-05,5.67107778036958e-05,0.0003045196117946526,8.121983525691398e-05,2.1270546125936372e-05,-0.005176530248718336,0.0006334046223568485,0.001254157723451499
1980-02-01,3.263702566590498e-06,-5.6120214157384614e-05,-1.0852427631444124e-05,-8.817170143270908e-05,3.58700134356573e-05,0.0001020425799792375,-8.255549808924105e-05,-1.388652191857598e-05,-3.3061901745354955e-05,0.0001061405837527105,-6.266842800412096e-05,5.6073149433079656e-05,0.00029721828665257106,7.99856741798061e-05,2.1479692547629127e-05,-0.004786713907378726,0.0006711143405960971,0.001902600342873484
1980-03-01,4.070643970545698e-06,-5.552669285356792e-05,4.477772192869991e-05,-8.973983937434308e-05,3.6526188984431845e-05,0.00010414585344631141,-8.169450629689332e-05,-1.6259419034991034e-05,-3.278797619812492e-05,0.00010358851973695638,-6.090792146610299e-05,5.746551935841965e-05,0.000302906335344085,7.928347173712661e-05,2.0675661871546836e-05,-0.004614413410308771,0.0006079388855907478,0.0005853655693499604
1980-04-01,3.2924867204868766e-06,-5.495909258812118e-05,0.00010760076865726322,-8.936572407175332e-05,3.689076462585684e-05,0.00010454970184740554,-8.239035261461356e-05,-1.8591519514355213e-05,-3.2807869551155865e-05,0.00010189598975913193,-6.0130221500191746e-05,5.886757102976284e-05,0.0003065926501074353,7.905633719362365e-05,2.0480184205917494e-05,-0.0036373927287058905,0.0005354707306986185,-0.0026774321668199264
1980-05-01,9.582647788253988e-07,-5.4280926765320636e-05,0.0002061126401208134,-8.99586329290123e-05,3.7528262905632415e-05,0.00010258431362596093,-8.238145259654624e-05,-1.813465976316576e-05,-3.303127930455564e-05,0.00010375416812686516,-5.903943952859423e-05,5.960175275714181e-05,0.00033125551134297575,7.861300810955384e-05,1.896889125265852e-05,-0.0028442756956792437,0.00037147937722406104,-0.004196209192741662
1980-06-01,-3.010039709546878e-07,-5.4008483453395056e-05,0.00027946664852573086,-9.127803380581655e-05,3.866523773043475e-05,0.00010049974942996116,-8.507729913268164e-05,-1.7709250866006922e-05,-3.244663890359948e-05,0.00010293753215031263,-5.9034955201349635e-05,6.030207329716247e-05,0.00035604804194205115,7.903246253270459e-05,1.6568680532470262e-05,-0.0025795061446842737,0.0002468149958938164,-0.004202883428661153
1980-07-01,-8.718851055388313e-07,-5.284886101259657e-05,0.0003146201413107553,-9.195669827734755e-05,3.978922023989193e-05,0.00010346342243143385,-8.330434840305956e-05,-1.7814397153046414e-05,-3.262802951015859e-05,0.0001024083019701652,-5.802161882419159e-05,6.054393155024557e-05,0.0003589119768474956,7.991394593098964e-05,1.3709505100778432e-05,-0.0024030718122958206,0.00017820168164019523,-0.003976046718889847
1980-08-01,-8.121092031658572e-07,-5.3388471688438604e-05,0.0003129399879576845,-9.048587389414346e-05,3.9972561320724307e-05,0.00010132606192177515,-8.05646126234589e-05,-1.8204077407616474e-05,-3.271528938155923e-05,0.00010373885305668402,-5.755743440548248e-05,6.111207714918867e-05,0.0003499685270661438,7.912542932446338e-05,1.2890021895353998e-05,-0.0027200623662793078,0.00017398557055888598,-0.004959516445524059
1980-09-01,-6.015159742849405e-07,-5.37138792266057e-05,0.00024161587740915516,-9.084223244064451e-05,4.109642841000185e-05,9.849193137980567e-05,-8.086220971388704e-05,-1.8174146596035257e-05,-3.2585101851853666e-05,0.00010200653234374169,-5.7952055203006964e-05,6.252114329841928e-05,0.00034061660109138166,7.910760889494229e-05,1.4270692423353698e-05,-0.0038595222576987,0.00031211033944457183,-0.00435547080996912
1980-10-01,3.9930403160752405e-07,-5.386300296562045e-05,0.00012548092248228687,-8.909684229294427e-05,4.075689894755918e-05,9.546888562838676e-05,-8.180838858476575e-05,-1.8253732654873442e-05,-3.2715272174902714e-05,0.00010115807362625557,-5.994159983889649e-05,6.119109474849001e-05,0.0003073982362685775,7.719168038944484e-05,1.8294993344586973e-05,-0.004815266947844066,0.0004470409629376311,-0.003604721132433042
1980-11-01,1.9064534327179307e-06,-5.543508432925891e-05,2.5489978522980688e-05,-9.072326388460519e-05,3.9537330176326293e-05,9.093184528125217e-05,-8.125638732363745e-05,-1.7680062149378024e-05,-3.304436078807968e-05,0.00010241090599710079,-5.9261255390300305e-05,5.892961430967821e-05,0.0002987885366294634,7.735954194490702e-05,2.1667608851919685e-05,-0.004511974839260802,0.0005739180012728627,-0.0025374720280524343
1980-12-01,2.714826080716425e-06,-5.497141953660086e-05,1.7088099100335427e-06,-9.099382882227747e-05,3.712140962731035e-05,9.277675908554489e-05,-8.190101215063479e-05,-1.6881587488688123e-05,-3.28502274233206e-05,0.00010645433343925926,-6.016471067026084e-05,5.850782564756138e-05,0.0002999828162452055,7.794002736331112e-05,2.1947465577517144e-05,-0.005015264832763933,0.0006423787884781824,-0.0007718440429016482
1981-01-01,2.9292789445245962e-06,-5.479770077612917e-05,-1.7918512606195657e-05,-8.827930961628553e-05,3.65547858633575e-05,9.68928466823515e-05,-8.245726223744153e-05,-1.4321526907514308e-05,-3.372019843506702e-05,0.00010594086965749082,-6.218486050972619e-05,5.7611992605626045e-05,0.0002683772165894609,7.869451923471385e-05,2.1932622746475077e-05,-0.004952738527208567,0.000671533282576619,0.001641693052079063
1981-02-01,3.678991477102523e-06,-5.7036548083567105e-05,-1.556181814521551e-05,-8.80178405754949e-05,3.618086526583308e-05,0.00010275962209281096,-8.151784646298128e-05,-1.410382920121133e-05,-3.394321391022311e-05,0.0001046491546785683,-6.267902055433155e-05,5.7656459025915516e-05,0.0003051882133051451,7.937817931874449e-05,2.1144968487113802e-05,-0.0050354770792182535,0.0006364700215942177,0.00301587406283943
1981-03-01,4.147876693843668e-06,-5.4729477249891256e-05,3.0906240108716125e-05,-8.75503080562681e-05,3.5786089506167336e-05,0.00010454376644403989,-8.297490805286091e-05,-1.6069188068681598e-05,-3.248401962746111e-05,0.000103760204983427,-6.297870801214051e-05,5.7056684874204126e-05,0.00029375357396044846,7.775760709266018e-05,2.0580588746267158e-05,-0.003943318733945489,0.000563150886017339,-0.001357126711809542
1981-04-01,3.0336316151934785e-06,-5.476704772909348e-05,0.00011046858061389583,-8.857764287574542e-05,3.668943594218724e-05,0.00010504449036053212,-8.268702405312747e-05,-1.7588863820360594e-05,-3.2784408520800186e-05,0.0001028732329263891,-6.0793105535477e-05,5.9273927140916036e-05,0.00031982533589659914,7.924805301012373e-05,2.012114019583133e-05,-0.003726742579601705,0.00048007706553969333,-0.0024454921003780328
