,mslGLB_cluster1,mslGLB_cluster2,mslGLB_cluster3,mslGLB_cluster4,mslGLB_cluster5,mslGLB_cluster6,mslGLB_cluster7,mslGLB_cluster8,mslGLB_cluster9,mslGLB_cluster10,mslGLB_cluster11,mslGLB_cluster12,mslGLB_cluster13,mslGLB_cluster14,mslGLB_cluster15,mslGLB_cluster16,mslGLB_cluster17,mslGLB_cluster18
1990-09-01,101566.06,101832.17,100874.17,101070.08,101209.96,102254.05,100556.586,101581.414,101274.914,101871.8,101607.96,101374.53,101867.66,101120.555,101596.586,101740.555,101883.7,101814.96
1990-10-01,101176.99,101899.63,101145.48,101057.47,101443.86,102322.38,101121.26,101470.766,101237.27,101891.875,101682.9,101413.87,101531.75,101987.234,101938.5,101711.73,102137.734,102635.01
1990-11-01,100884.266,101662.875,101285.88,100854.734,101601.25,102075.0,101421.98,101331.0,101133.1,101889.13,101435.87,101468.26,101432.89,102193.99,101867.77,101633.12,101972.0,102669.73
1990-12-01,100635.37,101561.51,101366.88,100895.12,101760.86,101886.74,101618.0,101251.63,101137.25,101897.36,101540.5,101589.64,101302.23,102595.266,101717.266,101871.98,101647.125,102225.98
1991-01-01,100624.95,101576.66,101407.414,100904.305,102051.83,101905.06,101658.32,101263.67,101193.164,102263.29,101580.81,101665.66,101284.05,102625.445,101312.664,102307.96,100965.195,102200.3
1991-02-01,100549.836,101500.8,101398.94,100998.83,101838.195,101804.45,101606.53,101279.44,101209.664,102366.18,101471.836,101750.79,101081.29,102311.83,101736.56,101865.8,100414.914,102044.43
1991-03-01,100984.6,101482.76,101140.984,100957.23,101389.89,101746.87,101218.26,101169.375,101067.23,102114.02,101926.97,101556.23,101293.15,101968.23,101059.15,101380.5,102705.11,101628.1
1991-04-01,101202.33,101553.555,101020.91,100949.04,101195.664,101824.71,100919.16,101260.2,101131.7,101930.33,101927.31,101490.78,101533.92,101467.8,101771.164,101287.17,102404.81,101743.96
1991-05-01,101488.164,101609.836,100880.46,100967.93,101311.07,101871.55,100653.29,101339.414,101141.04,102024.8,101861.305,101458.46,101717.16,101149.805,100857.08,101460.91,102300.68,101360.695
1991-06-01,101491.64,101727.74,100738.766,101057.5,100941.52,102157.5,100092.48,101559.64,101282.734,102270.97,101792.27,101525.9,101942.51,100576.24,100947.9,101370.484,102402.88,101119.64
1991-07-01,101524.984,101870.234,100731.484,101082.25,100825.49,102366.86,99929.62,101745.9,101345.39,102150.39,101692.01,101454.875,102162.11,100375.76,101454.02,101365.25,102288.5,102238.14
1991-08-01,101522.37,101906.15,100791.98,101051.24,100889.4,102497.516,100245.9,101856.52,101371.51,102001.234,101672.15,101392.51,102037.766,100593.484,102029.86,101471.266,102291.86,102711.14
1991-09-01,101391.086,101730.53,101008.67,101088.8,101293.945,102178.33,100813.31,101638.29,101334.46,102013.3,101478.04,101424.66,101782.03,101167.445,101479.69,101662.81,101706.69,101873.54
1991-10-01,101169.32,101751.414,101125.56,100961.67,101393.305,102194.32,101067.29,101513.32,101241.53,101578.93,101348.06,101389.945,101450.21,101809.805,101397.46,101689.445,101299.3,102207.18
1991-11-01,101029.1,101677.38,101366.62,100999.51,101801.49,102131.89,101536.37,101282.11,101180.36,101866.88,101528.12,101484.125,101495.85,102452.1,101489.48,102054.27,101614.38,102060.02
1991-12-01,100731.99,101501.99,101395.01,100975.1,101920.26,101813.5,101591.0,101229.36,101150.14,101730.984,101667.37,101468.02,101339.24,102635.86,101534.26,102200.234,102107.766,101736.22
1992-01-01,100917.71,101398.21,101516.07,101150.17,102217.29,101977.03,101791.79,101191.55,101164.336,101838.586,101588.19,101476.41,101317.95,102723.46,101756.2,102482.8,100524.086,101998.695
1992-02-01,100697.29,101463.07,101431.68,101125.805,102131.95,101847.79,101561.57,101340.67,101227.95,102299.32,101558.68,101657.055,101199.16,102216.81,101783.29,102373.914,101173.836,102065.086
1992-03-01,101065.37,101339.26,101351.89,101177.734,101742.09,101855.99,101450.62,101285.02,101099.36,102101.5,101917.016,101523.74,101309.1,102015.87,101296.234,101762.22,101783.34,101570.36
1992-04-01,101269.086,101526.57,101142.914,101060.945,101388.83,101887.92,101157.79,101240.29,101111.46,102049.68,101588.66,101492.05,101506.805,101214.8,101462.54,101428.55,101729.29,102076.06
1992-05-01,101288.15,101592.73,100967.76,101011.13,101154.9,102117.26,100648.9,101346.516,101175.61,102007.13,101473.63,101449.15,101705.15,101032.62,101247.73,101290.87,101490.75,101838.64
1992-06-01,101412.555,101674.586,100703.78,100948.695,100935.06,102210.2,100120.71,101595.33,101347.58,102209.32,101676.945,101577.086,101925.04,100634.56,101037.45,101252.445,102075.71,102012.21
1992-07-01,101700.08,101981.164,100776.195,101105.68,100908.56,102412.33,100048.19,101787.42,101459.83,102156.68,101618.28,101532.53,102196.69,100681.83,101749.83,101400.93,102475.54,102168.19
1992-08-01,101364.695,101902.914,100874.164,101073.336,100932.055,102575.33,100244.17,101789.664,101421.29,102100.555,101696.83,101450.2,102163.17,100572.18,101288.92,101509.58,102265.2,101929.82
1992-09-01,101155.484,101800.41,100936.77,101034.625,101280.36,102240.01,100702.484,101554.73,101244.48,101936.26,101358.14,101334.125,101731.234,101074.87,101120.375,101780.1,101825.72,102086.625
1992-10-01,101213.79,101752.95,101170.18,100946.336,101444.07,102119.086,101092.58,101520.555,101269.33,101825.07,101474.94,101510.81,101478.83,102116.195,101742.69,101669.56,101783.17,102338.914
1992-11-01,100912.23,101586.234,101286.62,100972.24,101740.15,102095.36,101493.76,101280.48,101127.63,101815.984,101467.5,101444.6,101377.15,102469.984,101425.24,102101.62,101666.26,101671.984
1992-12-01,100727.86,101508.516,101352.77,100978.734,101958.15,101931.0,101705.27,101286.02,101130.64,102034.4,101514.0,101572.72,101305.15,102529.125,101475.11,102042.37,102021.65,102102.38
1993-01-01,100899.57,101472.43,101466.18,100960.58,102170.3,101840.586,101716.805,101368.45,101247.31,102214.08,101332.59,101705.95,101194.46,102777.68,101363.18,102580.695,100955.55,101617.8
1993-02-01,100699.77,101442.88,101397.88,101014.28,101945.24,101763.4,101542.016,101290.9,101184.1,102031.74,101704.98,101630.12,101157.01,102254.11,101560.35,102104.4,101122.12,101787.74
1993-03-01,101022.86,101489.72,101333.76,101042.12,101690.51,101796.14,101368.39,101334.37,101202.62,102117.15,101916.37,101589.77,101353.125,101929.73,101090.85,101781.61,101705.89,101566.73
1993-04-01,101375.57,101482.55,101188.336,101014.34,101267.3,101927.586,101085.21,101255.586,101092.2,101990.79,101938.19,101434.42,101546.92,101497.445,101630.79,101383.54,101929.055,101575.305
1993-05-01,101520.01,101746.84,100945.49,101032.98,101134.51,101960.016,100588.62,101359.625,101131.26,101994.77,101821.16,101499.1,101673.28,101076.63,101732.26,101273.98,102086.62,101971.6
1993-06-01,101615.89,101735.38,100739.01,101088.65,101047.51,102324.734,100134.516,101620.984,101358.766,102218.98,101742.49,101557.53,102110.41,100513.27,102278.38,101414.984,101997.72,101515.47
1993-07-01,101504.74,101933.53,100801.6,101016.24,100871.25,102185.38,99970.266,101688.98,101367.72,102169.99,101672.484,101446.01,102206.9,100407.516,101739.49,101548.27,102294.51,101954.984
1993-08-01,101701.664,101871.914,100926.67,101189.56,100898.836,102310.086,100271.29,101724.41,101376.55,102068.28,101631.71,101399.664,102136.83,100719.2,101380.96,101488.44,102033.336,101621.53
1993-09-01,101490.46,101857.08,100909.81,101157.19,101086.69,102158.41,100635.336,101528.71,101270.914,102006.79,101534.3,101411.555,101848.805,101280.3,101509.83,101433.69,101682.96,101947.94
1993-10-01,101263.125,101764.016,101164.36,101116.11,101349.14,102155.52,101130.89,101446.01,101210.52,101830.35,101433.87,101429.27,101647.22,102089.01,101748.625,101627.484,101835.01,101817.59
1993-11-01,100985.836,101754.2,101225.914,100924.34,101687.07,101908.336,101332.59,101272.57,101100.05,102001.7,101750.34,101505.91,101364.836,102270.17,101744.21,101723.8,102381.08,102490.33
1993-12-01,100831.7,101553.18,101405.055,100839.8,101894.97,102010.41,101614.79,101233.21,101106.18,102152.22,101834.7,101588.8,101347.18,102853.7,101798.96,102167.91,101811.71,102225.17
1994-01-01,100603.79,101502.69,101374.69,100880.93,101799.57,101754.805,101568.95,101159.58,101132.2,102303.445,101695.44,101680.055,101122.086,102408.18,101785.21,101944.41,101393.47,101858.94
1994-02-01,100667.76,101492.87,101322.77,100882.016,101988.38,101775.28,101413.76,101234.15,101138.74,102299.266,101571.86,101654.37,101107.24,102172.9,102018.49,102000.38,101798.234,102311.375
1994-03-01,101082.766,101498.38,101267.89,100995.234,101680.9,101830.52,101298.12,101208.766,101124.625,102262.375,101900.85,101601.97,101299.63,102226.02,101186.9,101886.62,102152.37,101604.39
1994-04-01,101280.67,101602.695,101060.96,100976.7,101224.82,101720.695,100984.695,101259.59,101104.03,101956.04,101980.57,101471.79,101567.195,101250.08,101772.07,101247.836,102304.53,101812.71
1994-05-01,101365.54,101660.79,100949.68,100968.586,101148.195,102110.33,100675.82,101393.04,101216.586,102232.33,101875.17,101538.79,101852.086,100868.81,101245.055,101400.914,102362.56,101701.31
1994-06-01,101469.06,101804.836,100616.21,100997.055,101008.56,102450.34,99832.53,101527.16,101334.04,102251.95,101807.445,101527.16,101993.836,100602.16,101046.06,101517.47,102530.664,101803.445
1994-07-01,101625.17,101839.19,100692.66,101006.2,100754.32,102512.914,99833.32,101693.68,101370.93,102144.31,101655.03,101420.664,102162.42,100359.43,101587.555,101292.18,102501.95,101736.445
1994-08-01,101699.31,101896.914,100780.67,101096.46,100799.21,102380.555,100144.32,101697.195,101270.555,101987.055,101621.29,101300.54,102010.31,100544.67,102246.195,101399.34,102166.18,102494.92
1994-09-01,101442.77,101677.875,101040.97,101106.76,101095.98,102025.4,100723.98,101657.64,101239.72,101894.25,101494.51,101300.234,101812.47,101267.23,100924.73,101526.25,101830.52,101216.88
1994-10-01,101258.26,101746.99,101174.6,101107.24,101262.86,102181.74,101239.36,101425.63,101150.62,101766.375,101494.87,101378.984,101541.39,101987.234,101455.86,101564.47,101793.02,102046.48
1994-11-01,101017.586,101735.96,101196.05,100991.97,101669.45,102020.8,101509.95,101345.67,101174.78,101904.19,101768.43,101465.67,101325.68,102310.05,101992.2,101990.08,102195.92,102421.81
1994-12-01,101001.54,101532.55,101520.555,100958.164,102243.17,101978.21,101761.47,101299.94,101178.055,102017.945,101939.805,101590.7,101415.82,102629.47,101558.17,102489.72,101813.56,102179.445
1995-01-01,100842.98,101511.9,101541.01,100993.27,102158.414,101867.61,101762.28,101321.25,101221.86,102270.15,101674.62,101717.73,101195.02,102727.6,101765.39,102287.12,100629.016,102228.766
1995-02-01,100834.56,101610.055,101337.46,101033.695,101832.914,101720.07,101456.1,101286.836,101205.79,102400.17,101412.71,101683.93,101197.305,102438.31,101915.2,102044.19,100612.59,102004.664
1995-03-01,100802.28,101512.38,101211.65,100948.99,101617.37,101833.4,101354.16,101181.234,101103.77,101973.9,101577.77,101533.28,101351.4,101874.37,101876.78,101707.86,101223.516,101851.47
1995-04-01,101071.56,101512.04,101045.836,100941.95,101258.555,101859.95,101036.31,101135.3,101002.72,101854.3,101722.34,101416.71,101482.31,101420.164,101902.92,101341.05,102361.06,101747.8
1995-05-01,101355.05,101685.445,100883.805,100983.82,101218.06,101986.59,100570.04,101291.18,101128.055,101954.17,101835.055,101410.44,101757.8,101009.69,101913.55,101533.42,102060.19,101636.54
1995-06-01,101585.22,101780.56,100748.2,101030.04,100961.06,102181.445,100102.586,101525.555,101259.17,101958.31,101797.32,101465.83,101955.555,100502.44,101000.305,101193.58,102026.945,101696.96
1995-07-01,101447.82,101905.336,100567.414,100971.55,100667.57,102386.17,99772.68,101565.84,101201.09,101923.55,101712.34,101287.45,101957.97,100504.92,101276.42,101219.305,102482.945,102194.83
1995-08-01,101618.67,101895.68,100752.55,100964.305,100843.59,102207.45,100212.47,101654.48,101209.445,101803.19,101707.17,101191.305,101949.07,100763.72,101922.1,101286.97,102688.21,102372.72
1995-09-01,101331.32,101869.336,100948.71,101075.836,101129.23,102358.58,100674.055,101717.8,101284.42,101870.92,101599.57,101353.33,101809.67,101312.98,102103.44,101449.82,101587.57,102364.92
1995-10-01,101093.56,101772.695,101072.664,100936.71,101489.21,102066.54,101048.59,101370.57,101156.68,101635.44,101668.06,101350.57,101398.71,101852.914,101827.47,101815.945,102146.41,102021.29
1995-11-01,100922.984,101709.1,101305.25,100925.125,101855.88,102142.41,101341.875,101298.625,101141.64,101752.35,101573.15,101383.54,101368.5,102292.36,102071.5,101994.734,101198.75,102571.02
1995-12-01,100768.414,101638.47,101470.86,100958.85,102021.91,101957.28,101792.98,101252.625,101199.85,101779.734,101636.266,101560.39,101361.26,102837.13,101871.41,102005.28,100559.0,101812.77
1996-01-01,100535.164,101499.055,101295.305,100819.57,101657.086,101659.94,101600.086,101153.46,101036.91,101887.16,101467.586,101445.81,100995.67,102498.91,101507.79,101610.94,101204.04,102630.195
1996-02-01,100707.75,101467.4,101214.1,100799.26,101562.484,101651.14,101396.76,101146.484,101040.125,102010.87,101647.87,101462.734,101104.89,102605.64,101747.87,101542.59,101539.38,102466.34
1996-03-01,100857.23,101527.01,101098.09,100886.27,101390.99,101706.02,101170.38,101124.59,101080.75,101932.766,101628.1,101444.91,101255.09,101836.65,101815.12,101449.875,101633.984,102170.9
1996-04-01,101041.336,101631.68,101027.81,100953.83,101293.055,101793.95,100876.57,101166.08,101046.19,101893.586,101843.805,101354.914,101613.914,101612.21,102129.664,101363.34,101676.19,102222.93
1996-05-01,101412.7,101794.44,100965.17,101066.445,101025.93,101868.664,100716.3,101358.67,101140.55,102064.29,101760.3,101466.555,101810.57,101120.53,101604.33,101271.59,101963.445,101469.83
1996-06-01,101437.2,101820.21,100671.79,101022.66,101015.805,102117.836,100140.45,101562.06,101258.555,102203.83,101797.29,101460.19,102024.94,100629.945,101497.3,101453.94,102564.945,101869.45
1996-07-01,101424.164,101828.336,100752.93,100978.45,100817.445,102446.336,100004.31,101722.945,101383.05,102205.83,101770.18,101474.68,102116.69,100469.43,101025.81,101465.586,102551.18,101965.086
1996-08-01,101476.74,101845.13,100842.98,101056.74,100836.61,102145.85,100355.36,101669.88,101297.484,102039.125,101651.266,101323.74,101888.86,100626.125,101363.1,101396.76,102082.73,102227.6
1996-09-01,101142.79,101787.95,100812.17,100903.92,101090.09,102157.07,100595.445,101568.305,101206.586,101886.07,101490.93,101341.45,101624.16,101133.21,102443.91,101372.68,101591.72,102017.055
1996-10-01,101176.02,101815.36,101192.39,100952.74,101545.75,102237.73,101103.375,101386.87,101206.89,101917.36,101546.12,101399.484,101553.266,101797.47,101948.65,101853.75,101758.234,102270.11
1996-11-01,100817.445,101619.19,101285.3,100839.34,101628.28,102060.17,101438.055,101177.17,101084.695,102010.445,101424.586,101408.336,101251.22,102333.42,101031.94,102045.92,101569.336,102051.8
1996-12-01,100662.086,101521.8,101443.2,100686.164,101884.8,101989.83,101709.18,101219.56,101140.55,101909.66,101366.92,101577.47,101251.7,102438.086,101867.57,101837.555,100987.19,102418.92
1997-01-01,100873.664,101574.805,101443.45,100966.94,101919.56,101903.03,101670.29,101189.69,101129.3,101804.21,101368.695,101536.78,101094.78,102511.305,102059.67,102069.305,100485.92,102420.43
1997-02-01,100607.93,101350.18,101437.2,100780.805,102286.164,102011.31,101500.57,101290.2,101149.33,102386.32,101699.555,101529.07,101111.664,102357.18,101854.086,102580.92,101392.93,102307.54
1997-03-01,100748.04,101384.46,101260.18,100979.2,101560.44,101902.445,101390.305,101197.57,101087.42,102091.33,101651.664,101500.164,101443.336,101966.695,101665.33,101771.04,101899.414,101605.58
1997-04-01,101457.82,101560.32,101122.93,101068.03,101373.31,102078.19,101136.19,101317.07,101208.32,101856.66,101779.16,101502.32,101555.7,101601.96,101249.44,101468.336,101599.68,101608.914
1997-05-01,101381.484,101447.6,101031.88,101034.27,101229.23,102136.65,100757.5,101473.35,101260.65,102155.39,101573.75,101513.59,101840.484,100850.77,100857.9,101419.74,101968.15,101413.14
1997-06-01,101729.57,101670.41,100779.93,101159.086,100875.18,101956.7,100251.43,101505.19,101252.94,102052.95,101821.21,101443.57,101906.71,100653.95,101347.44,101271.92,102255.44,101867.58
1997-07-01,101655.58,101652.54,100726.836,101042.57,100863.21,102533.91,99897.56,101792.53,101436.68,102264.2,101692.31,101547.3,102247.2,100598.586,101353.336,101493.8,102419.086,101333.42
1997-08-01,101713.92,101681.33,100902.28,101178.18,101024.81,102360.336,100229.18,101823.55,101385.28,102055.055,101649.33,101409.17,102044.55,100484.58,101234.836,101490.29,102234.414,101143.55
1997-09-01,101565.984,101724.61,101017.1,101246.87,101274.26,102141.84,100748.09,101488.77,101245.23,101837.85,101599.86,101356.49,101804.97,101494.15,101487.26,101647.4,101913.72,102241.016
1997-10-01,101405.195,101759.71,101268.18,101222.69,101405.43,102109.195,101372.43,101346.914,101173.04,101549.05,101601.2,101387.33,101697.04,101945.664,101482.055,101580.7,101736.58,102349.586
1997-11-01,101186.71,101719.82,101180.17,101186.53,101590.805,101928.79,101468.445,101311.28,101154.82,101889.305,101716.43,101441.7,101266.664,102206.67,101799.42,101646.055,102245.57,102257.195
1997-12-01,100943.05,101429.2,101364.96,101033.28,101971.42,101995.66,101687.695,101291.31,101206.16,102101.55,101916.17,101633.086,101422.31,102609.08,102236.58,101969.32,102074.21,102371.55
1998-01-01,100759.77,101268.59,101395.65,101153.9,101959.1,101968.625,101688.5,101189.38,101148.1,102038.51,101571.34,101554.516,101266.77,102593.91,101914.87,102102.35,100238.6,102493.39
1998-02-01,101129.32,101433.586,101431.44,101285.805,101986.96,101923.56,101621.195,101339.43,101216.414,101752.086,102046.33,101576.83,101214.086,102244.71,102448.08,102305.586,101192.22,101845.29
1998-03-01,101148.61,101427.47,101272.76,101208.73,101709.234,101865.77,101358.66,101204.26,101059.75,102011.85,101954.125,101432.766,101377.625,101977.51,102044.625,101923.375,101698.77,101997.61
1998-04-01,101313.72,101583.63,101111.234,101169.28,101263.74,101860.35,101018.09,101249.5,101075.76,102160.516,102225.87,101483.37,101613.125,101311.89,102604.87,101334.39,102904.97,101700.03
1998-05-01,101405.54,101720.195,100885.19,101064.04,101101.53,102006.305,100628.19,101460.68,101253.914,102091.07,102119.17,101588.93,101754.04,101127.055,101219.31,101323.17,102896.71,101674.445
1998-06-01,101452.74,101791.6,100722.28,101042.61,101105.88,102229.65,100125.86,101675.89,101383.234,102243.64,101941.77,101582.75,102107.14,100609.6,101973.73,101629.26,102571.72,102333.51
1998-07-01,101518.66,101929.3,100702.18,101027.55,100682.83,102467.93,100004.55,101666.19,101340.695,102113.82,101958.414,101398.67,102133.67,100444.3,102258.95,101302.44,102594.22,102636.57
1998-08-01,101411.97,102003.53,100774.46,101057.42,100726.06,102370.18,100301.055,101646.84,101258.45,101975.805,101809.305,101281.7,101986.2,100765.32,102234.31,101376.805,102606.06,102672.17
1998-09-01,101287.19,101967.3,100876.3,101025.66,101081.18,102290.46,100616.78,101587.92,101208.04,101831.17,101711.44,101284.414,101812.46,101177.66,102243.7,101413.164,102077.08,102270.17
1998-10-01,101029.75,101799.98,101080.61,100985.26,101473.98,102288.89,100902.516,101489.36,101239.984,101947.51,101818.51,101432.64,101601.84,101723.85,102131.78,101821.16,102258.766,102435.73
1998-11-01,100790.15,101760.02,101290.97,100879.39,101671.86,102200.34,101359.6,101188.25,101077.9,101809.24,101858.91,101361.74,101408.75,102018.85,101838.484,101849.266,102167.01,102538.63
1998-12-01,100726.44,101619.805,101411.336,100848.57,102008.07,101960.555,101599.33,101237.72,101145.586,102197.95,101929.17,101608.086,101293.555,102668.2,101669.21,102226.18,101906.04,102291.09
1999-01-01,100516.34,101532.86,101355.78,100759.14,101855.51,101779.39,101526.51,101163.01,101084.52,102197.516,101817.76,101588.484,101156.77,102389.984,102092.26,101927.88,101708.26,102279.984
1999-02-01,100528.805,101432.2,101368.42,100881.66,101715.42,101738.84,101617.32,101213.45,101086.2,102050.96,102098.8,101627.414,101222.18,102461.55,101723.95,101808.79,101961.83,102378.21
1999-03-01,100874.18,101479.79,101042.914,100782.93,101445.414,101716.664,101085.21,101105.83,100986.92,101993.16,102016.08,101493.805,101186.67,101566.19,101999.82,101485.21,102684.164,102168.93
1999-04-01,101087.14,101611.41,101098.98,100936.22,101548.62,101963.38,100858.984,101301.03,101126.51,102076.74,102034.64,101447.28,101679.61,101376.4,101328.375,101696.234,102355.73,101862.234
1999-05-01,101397.82,101765.94,100773.22,100979.07,101166.18,101992.28,100343.94,101366.43,101171.29,101998.08,101827.79,101444.29,101868.21,101048.71,101847.28,101601.81,101890.07,102029.28
1999-06-01,101512.37,101777.15,100790.72,101066.4,101043.35,101946.51,100159.26,101486.52,101210.91,102144.39,101901.22,101363.75,102022.74,100558.39,101449.77,101562.26,102398.14,101792.34
1999-07-01,101516.35,101993.34,100716.6,100985.86,100726.5,102280.86,99944.125,101702.41,101311.62,102086.65,101844.11,101372.6,102183.625,100331.484,101493.375,101282.59,102822.5,102072.88
1999-08-01,101614.95,101856.56,100823.42,101106.57,100795.2,102296.68,100253.31,101732.055,101271.195,101840.555,101856.56,101218.31,101995.086,100588.04,101489.195,101305.7,102357.97,101612.836
1999-09-01,101402.49,101869.64,100807.73,101084.15,101028.53,102268.02,100610.77,101520.41,101180.01,101822.24,101758.9,101244.85,101745.63,101074.25,102107.14,101378.64,102069.89,102360.4
1999-10-01,101105.266,101823.24,101020.74,100958.516,101443.234,102246.35,100949.86,101452.14,101232.516,101971.85,101727.01,101406.86,101631.65,101866.91,102267.53,101838.75,101989.86,102547.01
1999-11-01,100942.82,101772.79,101261.54,100887.945,101802.06,102046.664,101433.45,101251.2,101140.95,101557.586,101852.33,101403.305,101424.92,102294.44,102120.16,101926.2,102444.92,102024.67
1999-12-01,100764.31,101676.18,101357.46,100845.84,101984.81,101876.93,101622.305,101190.66,101097.29,101974.78,101659.92,101519.72,101318.16,102775.414,101510.44,102098.05,101480.664,102052.58
2000-01-01,100715.79,101534.82,101323.79,100813.44,101971.414,101706.586,101530.7,101102.93,101031.44,101940.67,101927.68,101502.05,101011.18,102678.555,101222.92,102234.93,102296.414,102023.19
2000-02-01,100738.01,101593.74,101328.62,100869.02,102090.27,101859.41,101382.89,101219.52,101154.34,102402.23,101998.4,101619.0,101085.35,102380.12,101996.13,102431.24,101441.875,102068.52
2000-03-01,100945.88,101472.98,101207.49,100914.24,101870.125,101809.0,101170.61,101125.27,100994.85,101791.6,102004.24,101342.14,101276.125,101832.77,101909.15,102025.87,101813.35,102179.64
2000-04-01,101045.32,101605.06,100991.34,100910.67,101197.84,101934.53,100799.08,101218.45,101042.695,102123.695,102094.32,101444.32,101545.305,101322.836,102037.06,101310.33,102574.29,102058.16
2000-05-01,101374.91,101724.58,100807.06,100984.43,101176.93,102102.96,100400.2,101361.086,101171.92,102137.58,101906.414,101532.79,101843.555,100938.555,101768.42,101469.164,101845.7,101974.03
2000-06-01,101646.35,101829.97,100745.64,100980.5,100955.89,102103.85,100124.65,101523.5,101294.12,102219.734,101733.63,101471.73,102096.766,100672.12,101351.13,101559.125,102247.26,102096.23
2000-07-01,101547.51,101866.734,100683.85,100998.37,100660.02,102182.98,100010.14,101525.34,101227.75,102024.97,101767.77,101327.72,102056.61,100374.76,101884.73,101305.26,102637.86,101980.52
2000-08-01,101373.59,101774.98,100752.49,100976.15,100863.125,102464.73,100217.35,101641.34,101330.64,102062.87,101663.87,101371.87,102047.375,100508.99,101405.35,101577.77,102454.89,102177.13
2000-09-01,101361.2,101837.42,100856.695,101047.586,101095.96,102328.7,100644.83,101516.41,101203.914,101951.21,101553.29,101293.46,101685.08,101183.42,101806.08,101491.92,101661.06,101998.82
2000-10-01,101008.38,101766.4,101079.28,100898.76,101561.15,102223.84,100993.484,101496.625,101214.1,102035.99,101644.5,101439.61,101571.1,101787.73,101519.15,101753.766,102183.63,101893.9
2000-11-01,100747.6,101681.98,101189.734,100782.63,101658.02,101890.625,101374.375,101195.4,101080.234,101927.266,101713.49,101416.375,101251.22,102329.77,101684.6,101909.27,101975.88,101771.23
2000-12-01,100650.84,101550.01,101329.15,100778.52,101919.1,102014.01,101571.76,101275.35,101177.766,102141.625,101706.766,101617.75,101266.36,102425.52,101533.15,102069.0,101253.25,101924.23
2001-01-01,100847.58,101555.84,101349.586,100856.336,102044.555,101838.44,101563.34,101338.47,101175.914,102312.67,101864.96,101673.31,100992.96,102290.03,101674.96,102115.17,101175.78,102288.32
2001-02-01,100487.07,101266.54,101325.305,100708.72,101895.3,101715.56,101420.2,101185.586,101065.81,101906.09,101673.71,101496.086,101171.305,102251.93,101728.664,102007.44,102060.22,102184.08
2001-03-01,100921.02,101456.99,101195.266,100945.77,101402.5,101721.23,101215.73,101236.39,101099.9,101981.51,101881.34,101507.47,101321.484,101761.5,101630.27,101634.88,101954.73,102129.98
2001-04-01,101164.13,101589.27,101036.52,100932.15,101291.28,101752.35,100937.34,101308.0,101107.6,102144.984,101984.47,101489.375,101583.875,101432.38,102032.25,101386.64,102538.6,102239.88
2001-05-01,101385.52,101761.37,100758.016,101014.61,101083.91,101876.48,100357.02,101353.016,101204.61,102053.64,101834.62,101528.99,101871.14,100936.625,101861.734,101430.14,101992.766,102068.98
2001-06-01,101463.77,101873.12,100669.1,100918.984,100952.62,102250.28,99979.4,101570.26,101287.86,102195.59,101732.74,101452.125,102081.15,100545.11,101829.22,101447.78,102369.734,102028.89
2001-07-01,101581.91,101797.234,100751.625,101027.77,100745.64,102246.99,99999.87,101638.37,101292.13,102123.13,101736.1,101372.03,102090.36,100446.86,101165.38,101405.99,102383.16,101482.13
2001-08-01,101465.945,101863.31,100837.445,100978.55,100867.06,102444.43,100323.92,101841.2,101406.586,102035.54,101739.32,101403.09,101989.805,100761.305,101473.58,101445.805,102480.09,101925.57
2001-09-01,101344.72,101911.02,100922.48,101042.516,101140.64,102280.625,100690.62,101529.65,101232.91,101710.5,101640.34,101316.88,101622.24,101227.51,101800.13,101456.27,102066.27,102436.266
2001-10-01,101020.53,101722.414,101100.69,100953.21,101539.195,102083.586,100994.47,101413.43,101207.7,101850.28,101660.945,101376.836,101572.43,101802.44,101999.54,101987.83,102305.43,101955.71
2001-11-01,100853.63,101783.484,101336.89,100863.24,101828.63,101992.5,101429.22,101276.48,101159.86,101625.734,101620.99,101424.02,101374.53,102301.35,102237.65,101927.74,101658.375,102507.41
2001-12-01,100704.836,101437.31,101424.55,100916.16,101918.2,101922.805,101744.92,101210.664,101096.22,101563.54,101675.16,101377.69,101233.305,102873.71,101929.055,102035.67,101655.55,101786.58
2002-01-01,100702.016,101533.11,101415.375,100943.016,102269.125,101868.61,101648.375,101243.39,101181.26,102170.27,101627.72,101548.52,101209.734,102424.87,101546.11,102636.984,101644.02,102330.375
2002-02-01,100660.234,101452.97,101496.87,100994.5,101865.61,101763.875,101704.625,101286.75,101137.59,102125.266,101935.09,101586.36,101305.23,102348.62,101383.484,102113.73,101857.016,101797.35
2002-03-01,100980.32,101439.086,101179.78,100928.19,101424.79,101836.07,101251.33,101247.68,101097.41,102086.195,101786.94,101535.055,101348.06,101774.7,101611.836,101535.055,101964.45,102005.41
2002-04-01,101171.31,101593.83,100998.086,100927.42,101267.805,101619.42,100897.945,101192.96,101028.92,102147.68,101627.664,101436.086,101517.695,101358.83,101800.06,101379.07,101357.53,102291.95
2002-05-01,101371.836,101548.41,100816.04,100974.67,101190.79,102080.664,100506.43,101356.06,101190.08,102229.7,101667.086,101501.57,101786.586,101049.45,101030.16,101424.44,102095.43,101654.79
2002-06-01,101491.336,101825.54,100759.79,100956.195,101018.8,102516.07,100092.33,101607.66,101338.414,102301.95,101762.81,101556.055,102108.08,100513.67,101389.42,101536.81,102121.555,102079.836
