,zgu850GLB_cluster1,zgu850GLB_cluster2,zgu850GLB_cluster3,zgu850GLB_cluster4,zgu850GLB_cluster5,zgu850GLB_cluster6,zgu850GLB_cluster7,zgu850GLB_cluster8,zgu850GLB_cluster9,zgu850GLB_cluster10,zgu850GLB_cluster11,zgu850GLB_cluster12,zgu850GLB_cluster13,zgu850GLB_cluster14,zgu850GLB_cluster15,zgu850GLB_cluster16,zgu850GLB_cluster17,zgu850GLB_cluster18
1980-01-01,-0.44741487751404446,0.3041518516227847,-1.2444876335762642,-1.4285369051827326,0.2713573367699333,-0.16414615145428055,-0.0030328415495013577,-0.5235804369052252,0.21563231562956786,-0.060578462150361806,-1.3997837519034362,0.6537038546342115,-0.01040722568513163,0.18159695608977833,-0.22832156914585042,-2.472301200032234,-0.01682179990684849,0.5092056796831242
1980-02-01,-0.49931580821673077,0.2830600111536641,-1.3102413834752265,-0.7382700840632122,0.22548072148060455,-0.17179283928159778,0.022953634180082633,-0.6446787218252819,0.21396968991328508,-0.09825929005940755,-1.040062537560096,0.6984727068261786,0.005435314804515583,0.1655066269065681,-0.2263640232805936,-2.749374136328697,-0.006521412161090275,0.39158737396492677
1980-03-01,-0.4509507368008296,0.26442899974317496,-1.4616241326203216,-0.19364640530612734,0.0815602154403493,-0.197637188930408,0.04804602071367237,-0.6156237920125326,0.2633204826941857,-0.10747671458456251,-1.0794662512265718,0.5713565008980888,0.1070838521590969,0.15189865413475354,-0.14482672484415882,-2.4058042094111443,-0.05782524737533025,0.28424937935436473
1980-04-01,-0.3053137825595008,0.20740078813065596,-1.696343196404947,-0.034886645153164864,-0.20654588073923968,-0.11553926086878474,0.04988368381349362,-0.5852946887413661,0.3760727170186165,-0.21858968668513828,-0.6018953445630195,0.5084673454473306,0.10757686557785777,0.12349328395016124,-0.1015178845176157,-2.1724019199609756,-0.03294302311179967,0.07493409502785653
1980-05-01,-0.2457075027955903,0.2042625608339987,-2.049630558168566,3.307237890031603,-0.5941816430160966,-0.13604141960415658,0.0588457726543527,-0.7619225978851318,0.6125356524418561,-0.4013756513595581,0.391889459047562,0.3547160180060418,0.20244988619081125,0.15214846558598402,-0.03420691164034718,-1.367062982171774,-0.04026211046174854,-0.22211096194737096
1980-06-01,-0.14735106378793716,0.21564170636765942,-2.575893820943059,8.592604266272652,-0.9685220925704293,-0.1313096521991502,0.05083054475352636,-0.7104594260454178,0.8476055585421048,-0.4198501904805501,1.3286593632820325,0.4525912987006889,0.27301664520430086,0.09860584182701637,0.07940587288928481,-1.1747796088457108,-0.10151114043604825,-0.3663295003421166
1980-07-01,-0.16218262414137524,0.19392689557674803,-2.712306460818729,10.462302631802029,-1.1150204617044202,-0.15741484290221283,0.0644659613062849,-0.7375431557496389,0.8750145251934345,-0.41413217120700413,1.6742351727607923,0.3848215380867759,0.3092254368250802,0.10201065822599745,0.1086051143565268,-0.7586611900478601,-0.1017159548032634,-0.4467017729492748
1980-08-01,-0.25335752094785374,0.19724026240937695,-2.688537578325014,9.198107322057089,-1.0729758635811184,-0.1576056653401304,0.07771479233163889,-0.8444422235091528,0.9045430482962192,-0.4429023133383857,1.6021074392856696,0.35545603259579167,0.2912032524211295,0.09616802172987375,0.07952854599592821,-0.6634222809225321,-0.08057433050863283,-0.42921977446359744
1980-09-01,-0.30449945479631424,0.22618854469288893,-2.2476576470039986,6.058595577875773,-0.7603531298430071,-0.160831497278179,0.04718726805741209,-0.6711938232183456,0.627890496681898,-0.3209063278304206,0.7547678091587164,0.4280636271277627,0.23742795690594104,0.09440901526326788,0.07301704079475044,-1.300362218171358,-0.05764411964559616,-0.1779723583775408
1980-10-01,-0.40070455935266286,0.2854357651674031,-1.8270632705172978,2.2001480062802634,-0.3310329240301381,-0.1636197362735086,0.024220862868555192,-0.651087189714114,0.45277892779081297,-0.17819438874721527,-0.1918966762530498,0.442704656621912,0.12847903940901662,0.1476088594092001,-0.06683135159173102,-1.7753610387444496,-0.04130434958528285,0.09495898095123907
