,vws850-200GLB_cluster1,vws850-200GLB_cluster2,vws850-200GLB_cluster3,vws850-200GLB_cluster4,vws850-200GLB_cluster5,vws850-200GLB_cluster6,vws850-200GLB_cluster7,vws850-200GLB_cluster8,vws850-200GLB_cluster9,vws850-200GLB_cluster10,vws850-200GLB_cluster11,vws850-200GLB_cluster12,vws850-200GLB_cluster13,vws850-200GLB_cluster14,vws850-200GLB_cluster15,vws850-200GLB_cluster16,vws850-200GLB_cluster17,vws850-200GLB_cluster18
1980-01-01,10.56948471069336,38.20130920410156,17.107059478759766,9.775901794433594,21.050416946411133,33.34690856933594,49.77085494995117,25.290525436401367,21.592151641845703,29.941343307495117,18.95745086669922,30.19455337524414,13.745843887329102,44.65329360961914,67.51028442382812,28.652515411376953,3.9628894329071045,10.155248641967773
1980-02-01,11.062440872192383,31.835660934448242,10.414867401123047,9.695901870727539,23.359792709350586,40.188255310058594,50.613922119140625,20.81821060180664,13.879072189331055,26.731176376342773,22.07951545715332,25.5283145904541,10.143960952758789,43.30759811401367,60.89967346191406,27.784778594970703,9.584625244140625,11.081626892089844
1980-03-01,7.290900230407715,35.094764709472656,26.172399520874023,8.41246223449707,14.576712608337402,46.07517623901367,41.076744079589844,24.128543853759766,27.52696418762207,29.57463264465332,20.873788833618164,25.2452392578125,9.056568145751953,31.778060913085938,51.53370666503906,18.260540008544922,4.9577436447143555,7.957141876220703
1980-04-01,7.155812740325928,29.72685432434082,28.761558532714844,19.076416015625,11.025561332702637,32.9189338684082,39.77402877807617,20.991193771362305,16.760643005371094,30.57826042175293,17.001686096191406,16.41216468811035,11.98106575012207,22.46941566467285,44.949241638183594,24.781606674194336,7.2195234298706055,28.54654884338379
1980-05-01,7.387087821960449,26.836030960083008,40.487220764160156,18.348161697387695,0.6712788939476013,32.33913803100586,32.311309814453125,33.39317321777344,13.395177841186523,24.71373748779297,24.816129684448242,19.125383377075195,8.33762264251709,19.7208194732666,31.130096435546875,11.942072868347168,5.894145965576172,31.945505142211914
1980-06-01,14.401844024658203,33.33445739746094,51.956878662109375,21.776710510253906,10.471827507019043,15.093111038208008,11.791090965270996,35.56580352783203,5.807645797729492,23.894947052001953,20.114194869995117,10.546055793762207,29.00907325744629,10.625439643859863,19.280244827270508,4.057046413421631,10.760010719299316,30.385547637939453
1980-07-01,14.264819145202637,24.028165817260742,46.427040100097656,21.663400650024414,15.019997596740723,4.229687690734863,10.224668502807617,35.28385543823242,5.811464786529541,15.448516845703125,20.906007766723633,18.460412979125977,31.39400863647461,15.9045991897583,9.134371757507324,5.185180187225342,6.553728103637695,30.132055282592773
1980-08-01,16.903217315673828,27.8369140625,42.22362518310547,25.871511459350586,10.519620895385742,9.668269157409668,13.992870330810547,33.052764892578125,7.845053195953369,12.604223251342773,22.004459381103516,27.585397720336914,32.22010040283203,17.283443450927734,15.795186996459961,6.837350845336914,9.901761054992676,30.4378604888916
1980-09-01,11.154853820800781,34.1873893737793,32.03492736816406,15.27836799621582,4.209845066070557,14.25314998626709,12.648390769958496,33.17282485961914,5.627705097198486,17.485076904296875,28.556652069091797,23.099512100219727,22.324750900268555,2.845599889755249,18.53524398803711,0.8065661191940308,5.3070244789123535,28.29432487487793
1980-10-01,8.82052993774414,37.07196807861328,35.194740295410156,16.6226749420166,7.960994243621826,25.960010528564453,30.644855499267578,38.88703155517578,13.556675910949707,12.717659950256348,27.810705184936523,13.488283157348633,14.302188873291016,15.282403945922852,38.89684295654297,9.281390190124512,8.995133399963379,26.832763671875
1980-11-01,3.7857277393341064,33.9734992980957,28.171367645263672,18.99834632873535,14.685625076293945,24.431116104125977,28.452810287475586,33.58948516845703,17.07233428955078,8.879491806030273,13.285887718200684,18.73705291748047,7.885771751403809,25.142772674560547,45.82010269165039,10.021106719970703,9.086480140686035,17.51087760925293
1980-12-01,11.168524742126465,45.732662200927734,24.917903900146484,9.038985252380371,19.890722274780273,24.004013061523438,43.02040100097656,23.00718879699707,23.45534896850586,28.738021850585938,28.907548904418945,21.80636978149414,15.342267990112305,28.720487594604492,65.07584381103516,30.320087432861328,7.775815486907959,15.070479393005371
1981-01-01,14.652373313903809,35.96803283691406,23.718582153320312,9.108744621276855,21.142200469970703,30.62689971923828,54.60376739501953,19.218177795410156,19.215240478515625,36.288272857666016,21.609277725219727,17.475513458251953,12.156432151794434,38.509403228759766,64.0363998413086,31.89195442199707,10.990211486816406,5.544695854187012
1981-02-01,12.136713981628418,41.167327880859375,12.707927703857422,9.821243286132812,19.958147048950195,32.21870803833008,46.852272033691406,19.7717227935791,25.40663719177246,36.919132232666016,22.512557983398438,24.67975616455078,15.773913383483887,37.0998420715332,61.68547058105469,24.273916244506836,10.808753967285156,9.01344108581543
1981-03-01,5.5471296310424805,24.519859313964844,30.225290298461914,10.239276885986328,19.7620849609375,46.66830825805664,48.097476959228516,26.367311477661133,23.176883697509766,27.427858352661133,16.2845458984375,13.508350372314453,16.99228286743164,37.631195068359375,42.44448471069336,27.49671745300293,6.725456714630127,13.107851028442383
1981-04-01,2.7713136672973633,22.652799606323242,27.300670623779297,18.73797035217285,10.837160110473633,32.914058685302734,31.242231369018555,19.405929565429688,26.28724479675293,44.38405990600586,22.867467880249023,25.509540557861328,6.606570720672607,22.95691680908203,38.53623580932617,16.597694396972656,6.7804484367370605,15.960504531860352
1981-05-01,3.4187676906585693,21.689136505126953,47.513370513916016,23.472043991088867,5.039273738861084,22.428205490112305,28.37546730041504,29.861236572265625,14.466034889221191,21.428203582763672,24.848834991455078,20.577194213867188,5.492895126342773,11.255817413330078,33.805477142333984,9.214149475097656,11.710884094238281,32.12314224243164
1981-06-01,18.626243591308594,26.72372055053711,52.65727615356445,31.35782814025879,6.956827163696289,7.729526996612549,22.71319007873535,38.32270431518555,15.253406524658203,19.419679641723633,23.860607147216797,16.06712532043457,28.928335189819336,9.42282772064209,15.472421646118164,7.30720329284668,12.705044746398926,29.696060180664062
1981-07-01,16.38075065612793,15.553749084472656,45.762264251708984,12.694561958312988,17.476158142089844,3.6032145023345947,12.046445846557617,33.560081481933594,9.793498039245605,11.365534782409668,26.069137573242188,24.10468101501465,32.145179748535156,20.801923751831055,10.472380638122559,7.137447357177734,7.718633651733398,29.813173294067383
1981-08-01,18.68122100830078,21.203706741333008,40.5139274597168,23.070281982421875,10.641042709350586,8.97749137878418,10.21003246307373,34.30683135986328,7.085028648376465,11.990877151489258,21.073881149291992,25.2161865234375,30.829740524291992,13.794757843017578,8.25019645690918,6.023098468780518,10.572656631469727,23.7874698638916
1981-09-01,8.233243942260742,31.84953498840332,36.89442825317383,21.17128562927246,4.683312892913818,19.333026885986328,11.899772644042969,30.567739486694336,8.545458793640137,5.676333904266357,27.224855422973633,22.247278213500977,23.54863166809082,4.759373664855957,14.14974308013916,7.455982685089111,7.647343635559082,29.233903884887695
