,vws_u250-50GLB_cluster1,vws_u250-50GLB_cluster2,vws_u250-50GLB_cluster3,vws_u250-50GLB_cluster4,vws_u250-50GLB_cluster5,vws_u250-50GLB_cluster6,vws_u250-50GLB_cluster7,vws_u250-50GLB_cluster8,vws_u250-50GLB_cluster9,vws_u250-50GLB_cluster10,vws_u250-50GLB_cluster11,vws_u250-50GLB_cluster12,vws_u250-50GLB_cluster13,vws_u250-50GLB_cluster14,vws_u250-50GLB_cluster15,vws_u250-50GLB_cluster16,vws_u250-50GLB_cluster17,vws_u250-50GLB_cluster18
1980-01-01,-18.87222671508789,-22.25872802734375,-42.08984375,-16.804201126098633,-37.62628173828125,-20.99089813232422,-39.333038330078125,-55.602081298828125,-24.848403930664062,-11.304092407226562,-14.462686538696289,-24.32000160217285,-29.463905334472656,-30.829647064208984,-21.98355484008789,-25.984554290771484,-24.949695587158203,-21.900833129882812
1980-02-01,-21.04660987854004,-13.40081787109375,-39.243560791015625,-11.496543884277344,-28.472938537597656,-25.792098999023438,-44.416160583496094,-55.261070251464844,-26.61593246459961,-4.119172096252441,-18.440052032470703,-24.054956436157227,-28.304119110107422,-27.04810905456543,-17.771530151367188,-21.512548446655273,-16.010753631591797,-31.427265167236328
1980-03-01,-13.778970718383789,-22.45117950439453,-31.8948917388916,-8.780252456665039,-36.06302261352539,-18.855344772338867,-34.67026901245117,-42.010498046875,-16.427734375,-12.13636589050293,-9.81679916381836,-22.321189880371094,-20.486133575439453,-30.026071548461914,-16.758617401123047,-18.414730072021484,-18.860410690307617,-21.875507354736328
1980-04-01,-12.413228988647461,-31.48972511291504,-23.21761703491211,-20.941940307617188,-24.02288246154785,-26.09259605407715,-31.646726608276367,-32.538089752197266,-16.611745834350586,-27.554563522338867,-9.283330917358398,-17.268449783325195,-23.49785614013672,-13.078372955322266,-17.920089721679688,-30.42954444885254,-30.691213607788086,-16.807575225830078
1980-05-01,-7.184919357299805,-29.568571090698242,-27.45327377319336,-16.235280990600586,-6.9097442626953125,-33.95447540283203,-33.1931037902832,-26.433609008789062,-8.628318786621094,-30.088531494140625,1.1344623565673828,-20.538463592529297,-17.270137786865234,-35.4215087890625,-4.441616058349609,-21.90252113342285,-32.61912155151367,-28.246721267700195
1980-06-01,-0.0979156494140625,-18.001123428344727,-15.826740264892578,-21.77252960205078,2.9036808013916016,-33.01753234863281,-20.492887496948242,-19.213239669799805,-5.5051727294921875,-28.326066970825195,6.502889633178711,-7.287895202636719,-14.071025848388672,-35.01128387451172,5.869821548461914,-14.560602188110352,-47.25569152832031,-20.99090003967285
1980-07-01,3.2733917236328125,-11.818988800048828,-11.518489837646484,-13.897144317626953,7.7420196533203125,-24.3740234375,-15.592082977294922,-14.226339340209961,-2.4292984008789062,-36.02587890625,17.8846378326416,-0.2785491943359375,-14.086219787597656,-32.04344940185547,11.727825164794922,-1.3404197692871094,-40.78825378417969,-24.618810653686523
1980-08-01,5.949165344238281,-14.125049591064453,-10.811141967773438,-10.505578994750977,7.411134719848633,-25.045921325683594,-20.94363021850586,-19.67917823791504,1.3387336730957031,-29.610776901245117,18.507579803466797,-8.540531158447266,-11.847686767578125,-20.737672805786133,17.0911922454834,-3.7714061737060547,-33.177913665771484,-13.42445182800293
1980-09-01,3.9959354400634766,-10.910743713378906,-9.845497131347656,-8.104976654052734,8.30418586730957,-28.356454849243164,-27.367176055908203,-17.103008270263672,0.6364459991455078,-16.665767669677734,13.181352615356445,-15.239250183105469,-10.838153839111328,-20.400033950805664,12.828522682189941,-8.49157428741455,-30.28436279296875,-28.41385269165039
1980-10-01,6.994152069091797,-18.830020904541016,-20.854156494140625,-5.439332962036133,2.6369457244873047,-34.933624267578125,-22.719600677490234,-23.507986068725586,1.6763687133789062,-9.089192390441895,11.876384735107422,-22.304309844970703,-10.878667831420898,-19.80410385131836,6.897926330566406,-13.27420425415039,-49.53643035888672,-26.01831817626953
1980-11-01,6.2631683349609375,-25.99974822998047,-22.170942306518555,3.8288040161132812,3.236252784729004,-23.136585235595703,-21.392688751220703,-31.99786949157715,-0.27179908752441406,-12.985523223876953,12.208959579467773,-18.676395416259766,-9.155029296875,-11.98611831665039,8.062774658203125,-20.558725357055664,-26.01494026184082,-24.625566482543945
1980-12-01,5.8917694091796875,-19.282455444335938,-28.202829360961914,0.4591865539550781,-0.6280050277709961,-19.751773834228516,-28.5151424407959,-53.38718032836914,-4.016193389892578,-15.892580032348633,16.04451560974121,-32.2797966003418,-15.966859817504883,-16.686025619506836,6.582235336303711,-16.05633544921875,-25.20798683166504,-22.346511840820312
1981-01-01,11.059276580810547,-12.27972412109375,-34.192726135253906,1.9637279510498047,0.3817329406738281,-15.298725128173828,-38.397308349609375,-49.96494674682617,2.705172538757324,-1.760014533996582,10.50135612487793,-24.14834976196289,-14.237945556640625,-25.18710708618164,7.530071258544922,-14.861936569213867,-19.437238693237305,-27.486684799194336
1981-02-01,7.777830123901367,-10.58761215209961,-27.908798217773438,3.716402053833008,-16.799968719482422,-20.20621109008789,-36.323463439941406,-47.70758056640625,1.0130634307861328,-11.793380737304688,11.61903190612793,-25.607378005981445,-12.389839172363281,-23.99785614013672,5.623235702514648,-13.364362716674805,-20.844879150390625,-30.995702743530273
1981-03-01,10.914291381835938,-22.955429077148438,-30.06155776977539,-1.7012863159179688,-1.9013290405273438,-20.34202003479004,-23.759273529052734,-37.76231002807617,0.8607368469238281,-10.921630859375,10.282960891723633,-17.40927505493164,-19.41521453857422,-24.21074867248535,2.321603775024414,-17.65886878967285,-35.545310974121094,-21.60100746154785
1981-04-01,6.63262939453125,-25.5743465423584,-25.952409744262695,-7.241935729980469,3.8595523834228516,-18.899505615234375,-27.033376693725586,-36.31245040893555,1.429666519165039,-27.985876083374023,12.830301284790039,-15.81076431274414,-18.543466567993164,-28.040935516357422,3.4245948791503906,-23.203189849853516,-22.650775909423828,-21.89097785949707
