,vo1000GLB_cluster1,vo1000GLB_cluster2,vo1000GLB_cluster3,vo1000GLB_cluster4,vo1000GLB_cluster5,vo1000GLB_cluster6,vo1000GLB_cluster7,vo1000GLB_cluster8,vo1000GLB_cluster9,vo1000GLB_cluster10,vo1000GLB_cluster11,vo1000GLB_cluster12,vo1000GLB_cluster13,vo1000GLB_cluster14,vo1000GLB_cluster15,vo1000GLB_cluster16,vo1000GLB_cluster17,vo1000GLB_cluster18
1980-01-01,-4.5229244e-06,1.201823e-05,4.0913947e-06,0.00010164859,4.096732e-05,-8.618372e-07,-0.00010175708,-5.8321028e-05,-1.5928621e-05,8.332296e-06,3.1433585e-05,2.2893812e-05,5.415386e-05,-4.6306086e-06,0.00015229086,8.241179e-06,1.5697151e-07,-1.6508428e-05
1980-02-01,-4.00938e-06,1.1123666e-05,4.7954527e-06,9.986774e-05,8.099907e-05,-5.387992e-07,-7.931014e-05,-5.799799e-05,-1.7137936e-05,6.9241796e-06,4.3609598e-05,2.3879486e-05,5.876749e-05,2.7325215e-05,0.00016520407,7.934708e-06,-2.9822913e-06,-1.4843543e-05
1980-03-01,-4.216454e-06,2.763997e-05,4.107962e-06,3.3645145e-05,6.020045e-05,5.7574653e-08,-9.783923e-05,-4.9532762e-05,-1.1149328e-05,7.4377313e-06,4.7577156e-05,1.2755416e-05,6.256939e-05,3.6569047e-05,0.000121991645,3.991998e-06,2.3589582e-05,-1.7510676e-05
1980-04-01,-5.1607203e-06,2.6521764e-05,3.5115881e-06,-7.319729e-05,7.5051874e-05,6.6223583e-07,-7.2518094e-05,-2.4948808e-05,-9.633535e-06,6.352653e-06,2.7383197e-05,-1.3509984e-05,6.281788e-05,5.010347e-05,0.0001251309,2.202869e-06,1.3467754e-05,4.04998e-06
1980-05-01,-3.62836e-06,2.9048082e-05,2.6998532e-06,-0.000141706,0.00015266359,1.1840602e-06,-7.204596e-05,2.315137e-07,-1.6881168e-05,1.0378193e-05,2.5594069e-05,-3.671067e-05,5.545429e-05,3.917819e-05,-2.4521723e-06,-9.66667e-06,6.8773355e-05,3.9671504e-06
1980-06-01,-2.6841008e-06,3.120166e-05,-6.2991603e-07,-0.00016394586,0.00015996092,7.7819277e-07,-9.798831e-05,-8.7803855e-06,-9.459596e-06,1.0278796e-05,-1.0196782e-05,-5.792344e-05,5.5851873e-05,4.4835484e-05,5.4829434e-06,-1.5034057e-05,0.00010715679,2.0533156e-05
1980-07-01,-3.9762454e-06,3.045619e-05,1.1177981e-06,-0.0001506765,0.00014872917,1.6727572e-06,-0.000102278915,4.4558474e-06,-1.0238196e-05,7.851879e-06,-5.748807e-06,-6.022612e-05,4.8546266e-05,4.7792513e-05,-6.296779e-05,-1.5000922e-05,0.00014300563,2.4036864e-05
1980-08-01,-3.6449273e-06,2.8675346e-05,9.0709364e-08,-0.00015863645,0.0001505183,3.0974334e-06,-7.9492376e-05,-2.800065e-06,-1.1306707e-05,8.92867e-06,-5.972448e-06,-6.203181e-05,4.1861884e-05,5.3574047e-05,-6.229686e-05,-1.6624392e-05,0.0001322957,2.4666373e-05
1980-09-01,-4.6306086e-06,2.8211496e-05,-8.121424e-07,-0.00014447252,0.00010589777,2.260851e-06,-8.643354e-05,-1.539851e-05,-9.376767e-06,7.545408e-06,-1.8889332e-06,-4.6376932e-05,4.6989062e-05,3.6188027e-05,-6.657089e-05,-1.2955024e-05,7.680787e-05,1.2001663e-05
1980-10-01,-5.425776e-06,2.7731083e-05,1.0432486e-06,-9.3540344e-05,9.9519864e-05,1.6064951e-06,-7.197141e-05,-7.397124e-06,-1.3841302e-05,9.682422e-06,1.373281e-05,-2.5454072e-05,5.417871e-05,-1.9763647e-05,1.3948171e-05,-7.811279e-06,1.7269653e-05,-3.7443242e-06
