,sstGLB_cluster1,sstGLB_cluster2,sstGLB_cluster3,sstGLB_cluster4,sstGLB_cluster5,sstGLB_cluster6,sstGLB_cluster7,sstGLB_cluster8,sstGLB_cluster9,sstGLB_cluster10,sstGLB_cluster11,sstGLB_cluster12,sstGLB_cluster13,sstGLB_cluster14,sstGLB_cluster15,sstGLB_cluster16,sstGLB_cluster17,sstGLB_cluster18
1980-01-01,388.7547766644022,554.6608479817708,336.58360567959875,393.03834245011615,381.48802412317156,361.9840146543027,376.23322315705127,348.64696321033296,409.027099609375,441.84308949083385,362.79416698619633,328.02394701086956,355.06273752235506,1045.3479908130787,305.24944276300096,304.285888671875,317.00534014634684,298.7299968286888
1980-02-01,388.2112718665082,553.3849225725446,337.44609139182353,394.2746136639569,382.38534480967417,362.26265022346564,375.0811650202824,349.5652516682943,407.71759033203125,442.99988699431464,361.9489611292178,328.02209605341375,355.99278829183925,1039.679746274595,305.0467066485766,304.9823961759869,317.46660689233056,297.70463766510954
1980-03-01,388.2244740361753,553.2963053385416,337.57166428999466,393.7775895402238,382.73976427443483,362.57311388536976,375.2073825933994,349.2623102097284,407.27634974888394,443.4617599638382,361.99260313818064,328.2698722507643,355.8949849691736,1039.4333450882523,305.23509251252386,304.6779271175987,317.8555340834067,297.74471951514175
1980-04-01,389.22566289487094,554.1168794177827,336.71722412109375,392.5494013605891,382.19899279005983,362.5673952761355,375.94479291866986,348.1138138543992,407.1961321149554,442.270033430345,362.95031214052915,328.5439997134002,354.8493534685618,1045.3445999710648,305.9430537333015,303.5418701171875,317.68261546819986,298.4105061009987
1980-05-01,390.11846127717394,554.7162155877976,335.21671295166016,390.94159925306167,380.8525832155917,361.99465456667605,377.2092770307492,346.65391104561945,408.5138375418527,440.2876296845993,364.1456650810008,328.73775979746944,353.2173064817865,1059.4644052010995,306.52598606721136,302.32110274465464,316.9675477793519,300.2885641510954
1980-06-01,391.49968686311144,557.0018659319196,333.80395715886897,389.0694283150338,379.44856684258644,360.78838543132974,379.33650872646234,344.96236528669084,412.1851893833706,438.52412157719675,365.9137187559912,328.4930486264436,351.6676569559488,1076.7332854094327,306.9088690760178,300.98128469366776,315.86078052789395,303.6172768504349
1980-07-01,392.19970703125006,559.8374720982142,332.4451273137873,387.9556604333826,377.97306141954783,359.7798665364583,381.47416726136817,343.82057189941406,416.1216953822545,437.02008842241645,367.24235675086277,328.1103515625,350.3788408026638,1091.5787308304398,306.7626953125,300.1459703947369,314.79896223041374,306.4292357139981
1980-08-01,392.80578613281256,562.894287109375,331.7363218827681,387.074444745038,377.38459160987367,359.2886893240897,382.6483897673778,343.0099124000186,419.34914725167414,436.19004051284037,368.17613847416607,327.97106535538387,349.53355904085095,1098.4884756582753,306.7201803658755,299.31846217105266,314.3029226383693,307.7710023860342
1980-09-01,392.9326198412025,562.052990141369,331.50665976784444,386.93288854650547,377.33407527842417,359.6400447077937,382.5625884227263,342.97805059523813,418.7095860072545,435.97582826519954,368.2268388432228,328.0957694675612,349.3897219738328,1092.5378870081017,306.8866448244672,299.2925061677632,314.5078739649813,307.12170158464886
1980-10-01,392.34211797299594,560.4081217447916,332.03868865966797,387.81478469436234,377.7494130236037,360.2743796042136,381.46915924854767,343.73955499558224,415.31119210379467,436.7962072391321,367.371167141967,328.11910214631456,350.0574318759413,1081.1054371021412,306.73262812102416,300.10758249383224,314.87875924983496,305.19975485260954
1980-11-01,391.3271829356318,557.8597586495536,333.09988542036575,389.04602463180953,378.8011136968085,361.11485936620215,379.5909196902544,345.0354439871652,412.3616681780134,438.0743196695158,366.0070688446607,328.28730707583225,351.26940256141756,1065.3462727864583,306.30831730578086,301.07505396792766,315.596513345208,302.70816763651743
1980-12-01,389.87280804177993,555.5205426897321,334.91793545809657,391.2739109348606,380.07573553856383,361.611975134314,377.4674831292568,347.05083937872024,410.1375906808036,440.24303171894337,364.11005499904144,328.09626703676975,353.3881865352033,1050.7776331018517,305.5367583840251,302.6420834189967,316.08994175011003,300.1553564956508
1981-01-01,388.7162449048913,553.6858840215774,336.5645148537376,393.2086429080448,381.2574800531915,361.76483795807525,375.9554740710136,348.75867934454055,408.39717320033486,442.1256943504409,362.79519672042755,327.8208525284477,355.09439491363895,1038.467859338831,304.8833094783715,303.91495554070724,316.4856064487511,298.2008471931379
1981-02-01,388.082739788553,552.5821649460565,337.26579492742366,394.18683438687714,382.13262030418883,362.0056977143159,375.05420782627203,349.5979309082031,407.3025076729911,443.17296094233444,362.03495329874426,327.7400340204654,355.8416527437877,1033.9276349103009,304.7578845618639,304.57358912417766,317.03390202052157,297.42469394329896
1981-03-01,388.3045097019362,552.4778529575892,337.31842041015625,393.74014364706505,382.4298874875332,362.36911349826386,374.9670957907652,349.303708757673,406.5960693359375,442.8850683835473,362.0206680765913,327.9944710109545,355.7601009506777,1034.2210557725693,305.15722221393924,304.3695068359375,317.4463191502531,297.3547237435567
1981-04-01,389.0288245159647,552.8241838727679,336.4324916492809,392.63070596230995,381.79442060754656,362.4277933939799,375.4862271822416,348.2698168073382,407.24033900669644,441.8840464979115,362.84404356786814,328.5476021144701,354.72200692418113,1041.4119014033565,305.8449160355041,303.34344161184214,317.4162958709287,298.40330143564756
1981-05-01,390.18452519955844,554.3557593936011,335.1173921064897,390.90021494272594,380.73739559092417,361.93169487847223,376.96556678185095,346.6150374639602,408.76935686383933,440.24816834100403,364.0407445240606,328.7745666503906,353.1322065606175,1056.9806134259259,306.54769004452925,302.32322291324016,316.857157962423,300.27063114126935
1981-06-01,391.54509171195656,556.9837007068452,333.4359949285334,389.43949518976984,379.15375405169544,360.78802801825265,379.63597224308893,345.02872285388764,410.7911464146206,438.38401265663674,366.0801986975173,328.2946578316067,351.4002420816077,1074.7869420934605,306.6732857973521,301.31851999383224,315.8230633802817,303.366151790029
1981-07-01,392.2479911472487,560.0317092168899,332.15659748424184,388.1825421307538,377.93650525681517,359.7533629821227,381.43001458583734,343.770508539109,415.26589529854914,436.89955909653463,367.4513927997987,328.10350501019025,350.111278855657,1092.2910337094906,306.6679821062937,300.5521432976974,314.85087435010456,306.20312248308636
1981-08-01,392.5575853430707,561.9632103329612,331.49214657870203,387.2152380041174,377.0005765874335,359.201086462439,382.09359584710535,343.05835905529204,419.1791207449777,435.6489427018874,367.89022808426,327.8948443868886,349.3550495929029,1099.8601842809605,306.6256923529938,299.61461117393094,314.1494643520302,307.46919297680415
1981-09-01,392.77441936990493,562.3969087146577,331.3621520996094,386.9252591519742,376.9627737491689,359.50062611439563,382.33802991035657,342.81163896833147,418.8613455636161,435.6904133711711,368.1463697936637,327.9081261676291,349.1651052451996,1092.2995108145253,306.8096985950421,299.6430407072369,314.3957003741197,307.238895376933
1981-10-01,392.36159614894706,560.3999837239583,331.92105726762253,387.5267028808594,377.6524710147939,360.2904448638091,381.2635568472055,343.5615721203032,416.60491943359375,436.1824111183091,367.29060448020516,328.156910771909,349.7865791780403,1078.922073929398,306.7708178027592,300.1060726768092,314.96989290479206,305.4581160397874
1981-11-01,391.32020369819975,558.2669503348214,332.8660097989169,388.60541678763724,378.6706802692819,361.1498675188861,379.46047660632007,344.6315402076358,412.8406633649554,437.83382000309405,365.8123180178777,328.2840098505435,350.88460531579443,1063.0235460069443,306.32978055920006,300.8510228207237,315.6357348804743,302.81076332957474
1981-12-01,390.10333517323375,555.8716110956101,334.48148207231003,390.7305330843539,380.0962797124335,361.62416383668824,377.56275274814703,346.36710030691967,409.8481968470982,439.88976809057857,364.2438268368961,327.99616938051975,352.6073409850339,1048.697577582465,305.67286057023296,302.2862805818257,316.3209189831371,300.3131040592784
