,vo600GLB_cluster1,vo600GLB_cluster2,vo600GLB_cluster3,vo600GLB_cluster4,vo600GLB_cluster5,vo600GLB_cluster6,vo600GLB_cluster7,vo600GLB_cluster8,vo600GLB_cluster9,vo600GLB_cluster10,vo600GLB_cluster11,vo600GLB_cluster12,vo600GLB_cluster13,vo600GLB_cluster14,vo600GLB_cluster15,vo600GLB_cluster16,vo600GLB_cluster17,vo600GLB_cluster18
1980-01-01,3.0606316e-07,-6.3120533e-06,3.627545e-06,2.7308652e-05,6.1621467e-06,-2.8435956e-05,1.8056537e-05,0.00020938559,0.00015243168,2.179217e-05,-1.5116886e-05,-5.6576973e-06,7.766102e-05,0.00028982182,1.334351e-05,4.9656956e-07,-1.0544667e-05,-0.00010404319
1980-02-01,2.6832859e-06,-1.0710326e-05,1.372453e-05,4.1364903e-05,6.021335e-06,-3.8201615e-05,6.394068e-06,0.00023211417,0.00022103149,1.1165081e-05,-1.2648554e-05,-1.6818594e-06,7.3958516e-05,0.00023417661,8.705028e-06,1.4905308e-06,-4.986774e-06,-8.480177e-05
1980-03-01,-1.4250836e-06,-3.3218894e-06,1.6810445e-06,4.1472584e-05,1.0701231e-05,-3.970912e-05,1.3459474e-05,0.00024326309,0.00015749258,2.0980435e-05,-8.714123e-06,-6.4694323e-06,6.86077e-05,0.00021906014,9.272917e-07,2.2774184e-06,-1.0801443e-05,-0.00010232861
1980-04-01,-1.2014425e-06,-6.4942797e-06,1.3666548e-05,0.00015469294,8.705028e-06,-1.8388673e-05,1.4859299e-05,0.0002185466,0.00011664911,9.334537e-06,-3.794019e-06,-7.115508e-06,6.0341263e-05,0.0001795585,-1.4582183e-06,4.381298e-06,-1.1472366e-05,-8.655778e-05
1980-05-01,-5.885013e-07,1.8218561e-06,1.4710204e-05,0.00014752813,-6.41973e-06,-1.0726893e-05,7.6199576e-06,5.5197517e-05,0.00015396404,1.9075345e-05,-1.5489619e-05,-2.4438923e-06,4.3220298e-05,0.00014600407,-7.2397524e-06,3.461886e-06,-9.070296e-06,-6.690222e-05
1980-06-01,-2.4604597e-06,9.342817e-06,1.9365252e-05,0.000100315025,-7.210256e-07,-1.9937594e-05,1.3227545e-05,0.000101159894,5.335869e-05,2.5362144e-05,-6.0966995e-06,-3.0568335e-06,4.1514e-05,-2.244734e-05,-8.573312e-06,5.317277e-06,-1.1538628e-05,-3.7000573e-05
1980-07-01,-1.6238773e-06,-1.0523509e-06,1.5347996e-05,0.00011868673,1.9212457e-06,-1.083457e-05,1.5273446e-05,9.392055e-05,-1.5327605e-06,2.9818399e-05,4.8865622e-06,-3.0402662e-06,3.0746094e-05,-9.505613e-05,-7.819559e-06,3.876041e-06,-1.2681681e-05,-1.3352605e-05
1980-08-01,-1.1020456e-06,-1.8392311e-06,1.6076898e-05,7.344497e-05,-2.750363e-06,-1.0983669e-05,5.839109e-06,0.000120749195,1.489243e-05,2.1609943e-05,1.17614545e-05,-2.0214575e-06,3.1077416e-05,-5.868548e-05,-1.1969343e-05,4.488982e-06,-1.1339835e-05,-4.2069776e-05
1980-09-01,-1.8557985e-06,7.942988e-06,1.4171812e-05,7.541633e-05,-6.3120533e-06,-1.4272016e-05,9.193725e-06,0.00012958716,1.6648428e-05,1.9298986e-05,-8.987467e-06,-3.7443242e-06,3.508639e-05,-2.8828945e-06,-7.27288e-06,2.086912e-06,-9.873744e-06,-4.8596783e-05
1980-10-01,-5.8021396e-07,2.1614542e-06,8.398558e-06,0.00010878854,3.5576522e-07,-1.9225256e-05,5.300717e-06,0.00011577939,8.978733e-05,2.4227375e-05,-1.4222322e-05,-3.3384567e-06,5.435265e-05,5.9305887e-05,-7.0823735e-06,9.769865e-07,-1.0660631e-05,-8.509997e-05
