,zgu50GLB_cluster1,zgu50GLB_cluster2,zgu50GLB_cluster3,zgu50GLB_cluster4,zgu50GLB_cluster5,zgu50GLB_cluster6,zgu50GLB_cluster7,zgu50GLB_cluster8,zgu50GLB_cluster9,zgu50GLB_cluster10,zgu50GLB_cluster11,zgu50GLB_cluster12,zgu50GLB_cluster13,zgu50GLB_cluster14,zgu50GLB_cluster15,zgu50GLB_cluster16,zgu50GLB_cluster17,zgu50GLB_cluster18
1980-01-01,0.049295045,-0.011817169,-0.11243324,0.24647522,-0.10196686,-0.17692184,-0.111083224,-0.19312859,0.012830352,0.41900748,0.080020145,-0.16071549,0.03646507,0.064151004,-0.0070903776,0.019245148,0.013843536,0.079006955
1980-02-01,-0.010128784,-0.05908661,-0.014180755,0.26166838,-0.042542268,-0.17219505,-0.1012909,-0.48788565,0.0975769,0.36734924,0.29070586,-0.09149971,-0.047269057,0.012154388,-0.023972321,0.0070907595,0.09791489,0.079006955
1980-03-01,0.07698135,0.054359436,0.05571022,0.18266182,-0.06583939,-0.09352531,-0.050308228,-0.025997926,-0.16881867,0.0979145,-0.1566639,-0.24782562,0.12154923,0.029711913,0.10230408,0.074617766,-0.048957445,0.13944396
1980-04-01,-0.20562096,-0.017556762,-0.19954376,-0.0013504028,0.0047271727,-0.26943436,-0.0955513,0.0047271727,0.053346634,0.10196648,-0.08609734,0.025660705,0.21406174,0.021608735,-0.03680267,0.032750703,0.2245285,0.14754753
1980-05-01,-0.16915627,0.018232727,-0.02430954,0.009791565,0.052671053,-0.09183731,-0.18705101,-0.03545189,0.09149952,0.045243453,-0.100278474,-0.03511391,0.1610527,0.019921113,0.02397194,-0.017894745,0.077318765,0.14315835
1980-06-01,-0.06752739,0.002701187,0.010466767,0.010466767,0.080695346,-0.0060775755,-0.13910675,-0.0405159,-0.116147235,-0.05199661,-0.03511429,0.005065155,0.037477873,0.049970247,0.21203613,0.014855957,0.07124138,0.006752777
1980-07-01,-0.18536282,-0.042542268,0.0057395934,0.025660705,0.18299942,0.01721878,-0.13741836,-0.02329712,-0.18603782,-0.024985503,-0.11310806,-0.022959137,0.090149686,0.08204575,0.07056618,-0.039165497,0.03984108,0.048957445
1980-08-01,0.054359816,-0.006415176,0.014855957,0.03612747,0.03680267,0.06786499,-0.15970269,-0.041867066,-0.10838165,-0.037815094,-0.02734909,-0.01586914,0.04456787,0.029711913,0.1279644,0.018907929,0.05638542,0.18131104
1980-09-01,0.11310844,0.015531158,-0.07259216,0.046931457,0.045581054,-0.012492371,-0.07664375,-0.020596314,-0.16814308,-0.028024292,0.034101106,-0.09251251,0.094875716,0.06786499,0.017557144,0.014855957,0.022621537,0.033425905
1980-10-01,0.14484635,0.005065155,-0.10871887,0.09149971,-0.018569946,-0.17624664,-0.11243286,-0.052671053,-0.11513443,0.17658424,-0.0010128021,0.13741836,0.06617699,0.0,0.058073424,0.09251251,0.19886819,-0.12188683
1980-11-01,0.019245148,-0.09352493,-0.26572037,0.18131141,0.005402374,-0.192453,0.03241272,-0.06651459,-0.023972321,0.19886819,0.038828276,0.014855957,0.07090378,-0.01958313,-0.2873291,0.09926529,0.21304893,-0.14383316
1980-12-01,-0.009116364,-0.068878174,-0.100953676,0.30488664,0.027011108,-0.18941459,-0.06583901,-0.30252305,0.010466767,0.26301917,-0.1563259,-0.14282036,0.27551156,-0.08407173,0.1269516,-0.024647523,0.0030384064,0.11243324
1981-01-01,-0.03413544,-0.10717926,0.10901451,0.34282684,0.060196687,-0.042578124,-0.034870148,-0.2907051,0.07744751,0.24886093,-0.12222862,-0.2885025,0.059829712,-0.0466156,-0.051387023,-0.0073410035,0.101673126,-0.020555114
1981-02-01,-0.039274596,-0.050653078,-0.100572206,0.0943325,0.04478073,-0.090294644,-0.04111023,-0.083321,0.0033027648,0.19967613,-0.0044044494,-0.2540001,0.22316742,-0.071575165,0.040008545,-0.0040374757,0.07634659,0.029730987
1981-03-01,0.019086838,0.042945098,0.06496849,0.06239891,0.00954361,-0.029731369,-0.017251587,-0.0943325,-0.10020523,0.07487869,0.12920228,-0.14902306,0.15122566,-0.03230057,-0.004771805,0.13213845,0.06460114,0.026794434
1981-04-01,0.17067909,0.026427459,-0.06790428,-0.029731369,0.033768464,-0.038173676,-0.04147644,-0.020554733,-0.0466156,-0.028263092,0.020188142,-0.0025691986,0.1633381,-0.054690935,0.057627488,0.015048981,-0.07744827,0.057994463
1981-05-01,-0.14755479,0.013948059,-0.0378067,-0.07451172,0.044046022,-0.0047714235,-0.07524566,0.013214111,-0.104242705,-0.05285568,-0.00256958,0.01578331,0.11562195,0.0073410035,0.04588165,-0.0018356324,0.12332954,0.028629685
1981-06-01,0.0330349,-0.02018776,0.0047714235,0.053956605,-0.021656036,0.023858642,-0.12883529,0.05102005,-0.022756958,-0.070841216,-0.011378479,-0.04771652,0.090294644,0.037072755,0.19967632,0.022756958,0.07891617,0.085890196
1981-07-01,0.069005966,-0.07414474,0.016149903,0.031933594,0.021656036,0.06496811,-0.31346244,0.0073410035,0.054323576,-0.02973175,-0.15269318,0.016149903,-0.033034515,-0.00073394773,0.22977448,-0.00954361,-0.05469074,0.1420494
1981-08-01,0.06863861,-0.07818146,0.08405457,0.019820403,-0.028630067,-0.01945343,-0.015415954,-0.0044044494,-0.090294644,0.016884614,-0.012112427,0.008442688,0.022756958,0.002936554,-0.07414436,0.006240082,0.09616776,0.14058113
1981-09-01,-0.06313286,-0.052120972,-0.018719483,-0.0014678955,-0.005506134,-0.057260133,-0.19600601,0.0018348694,-0.26464424,0.0066070557,0.0110115055,0.06386719,0.015415954,0.02716217,0.06056366,-0.005505371,0.20297965,0.072309114
1981-10-01,0.16957816,0.00954361,-0.12369613,-0.030098343,-0.009909821,-0.100572206,-0.050653078,0.026060486,-0.20775147,-0.0033035278,0.07634659,-0.03230057,0.067904666,0.040742494,0.05689316,-0.0088096615,0.02018776,0.018719863
1981-11-01,0.08368759,0.008074951,-0.119659044,0.103508756,0.02385788,-0.24225464,-0.031199645,-0.021289062,0.059462357,-0.0022022247,0.029731369,0.059462357,0.11158371,0.031198883,-0.01578331,0.04918518,0.070474245,-0.14535256
1981-12-01,-0.0018356324,0.042945098,-0.31713295,0.26978302,0.01908722,-0.30612144,-0.0660698,-0.08515625,0.044412993,0.27528876,0.019454192,-0.188665,0.17471695,0.022389984,-0.06533508,0.07524566,0.031199265,0.0036705018
1982-01-01,0.00097045896,0.020059204,-0.049500655,0.13879585,0.07085343,-0.23423806,-0.08282471,-0.27500343,0.081530765,0.41606408,0.18894348,-0.16985512,0.0129413605,0.027176667,0.034617998,-0.02491188,-0.05920639,0.08573647
1982-02-01,0.007764435,-0.0993248,-0.01941223,0.06373634,0.040765382,-0.051441766,-0.017794799,-0.17082557,0.052412413,0.12294273,0.314151,-0.06308899,-0.030412292,0.006470871,-0.033971023,-0.06405945,0.040118027,0.06438331
1982-03-01,0.04982414,0.0427063,-0.034941483,0.15238419,-0.0006469727,-0.19250259,-0.07247162,-0.11356048,0.0,0.006793976,0.03332405,-0.08929558,0.053382874,0.033323668,0.031059265,-0.0012943267,0.090265654,0.08864784
1982-04-01,0.051765442,-0.008735657,-0.0071174623,-0.062442016,0.027500153,-0.16985512,-0.041088868,-0.014235306,0.011970902,-0.11161919,-0.13879585,0.04529457,0.17729644,0.013264465,0.039147567,0.040118407,-0.05629463,0.20900269
1982-05-01,0.009705925,0.022647094,0.025235748,-0.08055954,0.012618256,0.022970581,-0.14591332,0.0055000307,0.12682514,-0.01941185,-0.01779442,-0.044647597,0.08573647,0.018441772,0.20835534,0.0067947386,-0.10676613,-0.052736092
