,zgu600GLB_cluster1,zgu600GLB_cluster2,zgu600GLB_cluster3,zgu600GLB_cluster4,zgu600GLB_cluster5,zgu600GLB_cluster6,zgu600GLB_cluster7,zgu600GLB_cluster8,zgu600GLB_cluster9,zgu600GLB_cluster10,zgu600GLB_cluster11,zgu600GLB_cluster12,zgu600GLB_cluster13,zgu600GLB_cluster14,zgu600GLB_cluster15,zgu600GLB_cluster16,zgu600GLB_cluster17,zgu600GLB_cluster18
1980-01-01,0.38997117,-0.089811325,0.010803985,0.3160282,0.0043891906,0.38625678,0.774202,1.1145401,-0.47606832,0.17928544,0.14518395,-1.4460999,-0.41698188,0.20258217,0.07225456,0.09183731,-0.13167877,-0.0955513
1980-02-01,0.29509467,-0.20123176,0.0975769,0.42407227,0.08609734,0.2883423,0.5793854,1.6409162,-0.87481785,0.037139893,-0.057735823,-1.8529522,-0.39233437,0.24782562,-0.28395233,-0.005064392,-0.079006955,-0.35992128
1980-03-01,-0.18333702,-0.25255242,0.10703049,0.40989152,-0.05132141,0.30995065,0.2559288,1.6706285,-0.39537296,0.1563263,-0.07698097,-1.4045703,-0.10264168,0.23533288,0.06144943,-0.37038785,-0.07529297,-0.16375427
1980-04-01,0.031062698,-0.2225029,-0.001688385,0.36532325,-0.010466767,0.26133117,0.63982236,0.7269329,-0.008778572,0.26200637,-0.11243324,-1.1334476,-0.08069515,0.21001014,0.3197422,-0.36295968,-0.21980134,-0.094200894
1980-05-01,-0.07124157,-0.11884804,-0.038490295,0.41022912,0.13505478,0.15126152,0.5999813,0.6445492,-0.2886797,0.23364487,-0.33358613,-1.2566853,-0.05638542,-0.116147235,0.22925568,-0.6918186,-0.17185669,-0.04152908
1980-06-01,-0.038490675,-0.08103295,0.030725097,0.35755768,0.14079514,0.2782131,1.012236,0.9919777,-0.16881867,0.20494576,-0.26403198,-0.5365055,0.22790489,-0.13404198,0.570607,-0.68303984,-0.095214084,0.09656449
1980-07-01,0.33662415,0.0023635863,0.1259388,0.20899734,0.0877861,0.12290001,0.9524746,0.5398819,-0.13336678,0.20325775,-0.20967332,0.23668365,0.11412124,-0.2785507,0.46222535,-0.99906844,-0.006414795,-0.06583939
1980-08-01,0.1276268,-0.018907547,-0.13201599,0.14754716,0.027348328,-0.01958313,1.0324943,0.5432579,-0.10736847,0.30691224,-0.14856033,-0.08204575,-0.019245148,-0.22351608,0.21169853,-0.84578097,-0.029036712,-0.0962265
1980-09-01,-0.12830219,-0.015193557,0.08305816,0.3200802,0.12931518,0.14180756,1.1945603,0.827211,-0.2241909,0.27416152,-0.15801391,-0.20292015,-0.007765961,-0.1276268,0.6675087,-1.080439,-0.07326736,-0.009454345
1980-10-01,0.009453964,-0.04423065,0.017894745,0.37511483,0.062462617,0.20798492,0.5999813,1.2087406,-0.3241318,0.0020256042,-0.23398209,-1.0389096,-0.45040816,-0.07259178,0.29779586,-0.5749962,-0.100278474,-0.0962265
