,vo600GLB_cluster1,vo600GLB_cluster2,vo600GLB_cluster3,vo600GLB_cluster4,vo600GLB_cluster5,vo600GLB_cluster6,vo600GLB_cluster7,vo600GLB_cluster8,vo600GLB_cluster9,vo600GLB_cluster10,vo600GLB_cluster11,vo600GLB_cluster12,vo600GLB_cluster13,vo600GLB_cluster14,vo600GLB_cluster15,vo600GLB_cluster16,vo600GLB_cluster17,vo600GLB_cluster18
1980-01-01,3.974301559936998e-06,-1.1325768824580365e-05,1.9106448148488114e-06,0.0009839829726843163,9.495644036112785e-06,-0.0002135536407068786,1.18157976807485e-05,0.020938557281624526,0.015243167581502348,8.44755539639244e-05,-1.4930690753246974e-05,-6.160454554396307e-06,0.0007771808304823935,0.028982182266190648,1.0320210751028121e-05,1.2758795772913476e-06,-5.414527604144297e-06,-0.0020624515309464186
1980-02-01,2.7052457642957326e-06,-1.2819729906163223e-05,2.5055821440043222e-06,0.0015095618437044322,1.1177073303638892e-05,-0.00021387473275859116,1.127747901214828e-05,0.023211416555568576,0.022103148512542248,7.207365622609638e-05,-1.7127519555358365e-05,-6.193737035848305e-06,0.0008324693044414744,0.02341766085010022,1.1340242487514107e-05,1.3291977516852457e-06,-6.370912357338225e-06,-0.00199438160052523
1980-03-01,2.756618527714145e-06,-1.3738327916437428e-05,3.4042465981541636e-06,0.0011565972090465948,9.551764828616217e-06,-0.00019030131726241153,1.1629846655430853e-05,0.024326308630406857,0.015749259910080582,8.985441057190586e-05,-1.6238472907394247e-05,-1.7250790413529814e-06,0.000795849846326746,0.021906013716943562,-3.082945247434503e-06,2.9576713028807562e-06,-1.4977033262968891e-05,-0.0017717608716338873
1980-04-01,-3.652200357084331e-07,-4.483486229160448e-06,8.559599329234187e-06,0.0024591118562966585,5.420888274531216e-06,-0.00018423436106079156,9.932297088042681e-06,0.021854660008102655,0.011664911289699376,8.50154300188968e-05,-1.1249576145024115e-05,-1.73565137559934e-06,0.0007366532372543588,0.01795584976207465,-1.1894236189052647e-05,3.3065636427970706e-06,-1.3571468337248327e-05,-0.0017359778576064855
1980-05-01,-7.395340751705455e-07,5.4211018469950724e-09,1.0390089891970951e-05,0.0024896435206755996,1.777128339011297e-06,-0.00010002368071582168,8.469596512583105e-06,0.005519751721294597,0.01539640361443162,0.00010959536386788105,-8.601909688656547e-06,-2.666819130973131e-06,0.0004454435475054197,0.014600406575482339,-6.013376741072191e-06,3.839782280055638e-06,-1.7073336583749032e-05,-0.0011220897431485355
1980-06-01,-8.132553394630962e-06,1.2348381929886302e-05,1.5032164097361851e-05,0.002325362147530541,-9.55957645048104e-07,-0.00013369226508075371,7.476397620063525e-06,0.010115989425685257,0.005335868991096504,0.0001099699287666366,-3.729047428612187e-06,-3.0832946980959005e-06,0.0002825786577886902,-0.002244734059786424,-1.9469044727523076e-05,3.999594303987436e-06,-1.52129793938234e-05,-0.0010698037658585235
1980-07-01,-7.009260295366504e-06,1.0503374816776599e-05,1.7235592325659553e-05,0.0022867701773066074,-7.579376356777185e-07,-0.00012548797611897398,8.265526320746395e-06,0.009392054926138371,-0.00015327606206483324,0.00010149775474788979,-1.8164136539874627e-06,-2.8622180896010992e-06,6.202074473549146e-05,-0.009505612979410216,-1.8320961256699623e-05,3.64530992274037e-06,-1.4854110001275936e-05,-0.0004983176404493861
1980-08-01,-5.599171747697902e-06,1.0621555145095748e-05,1.383915238292087e-05,0.0020342452626209706,8.92326594562151e-07,-0.00012885916981354562,8.105883366792461e-06,0.012074919504811987,0.0014892430044710636,0.00010373307584534184,-2.6678994159356178e-06,-2.622659489617037e-06,0.00014838923561910633,-0.005868548032594845,-1.7876159923038573e-05,3.64859248717727e-06,-1.1543846089002933e-05,-0.0006171619315864518
1980-09-01,-4.1634027100067675e-06,8.546406265410159e-06,1.0840493322924662e-05,0.0017696690338198096,2.335726553751228e-07,-0.00012759817562053085,8.932705394748936e-06,0.012958716251887381,0.00166484278452117,0.00010354371904843272,-1.6660540066026722e-06,-3.2032441352302504e-06,0.00030892380891600624,-0.00028828944778069854,-1.9405833641121115e-05,3.6013728404360992e-06,-1.4908098055906363e-05,-0.0008353644807357341
1980-10-01,-7.545352044291911e-07,6.169639503226672e-07,8.323724171173165e-06,0.0020579637202899903,1.2884845663271317e-06,-0.00015042003522264876,8.87399603209434e-06,0.011577938130358234,0.00897873323992826,8.702327949532236e-05,-9.619116576561171e-06,-2.9740105413144706e-06,0.0004511417864705436,0.005930588667979464,-1.2597611082628345e-05,3.203331381044488e-06,-1.6161977230698645e-05,-0.0012968183727934957
1980-11-01,8.101759282036201e-07,-3.7992959740281107e-06,4.919137754462886e-06,0.001858454488683492,4.992590623532096e-06,-0.00017860315387628766,9.78158552989004e-06,0.010092796583194286,0.006678543286398053,7.137484947004571e-05,-1.3769707073764978e-05,-3.881121732563666e-06,0.0005111253631184809,0.008821356459520757,-2.3077809932363753e-06,2.542132604132433e-06,-1.0318580815216924e-05,-0.0017439885414205492
1980-12-01,6.963382387931401e-07,-8.381275180117001e-06,4.88035704049752e-06,0.001286620827158913,8.307652586660608e-06,-0.0002055746436882247,1.3154165102360838e-05,0.016106256225612015,0.008740182965993881,8.114655149536421e-05,-1.579142937861841e-05,-5.6488561211801645e-06,0.0006322455010376871,0.018596126756165177,1.1360910905190491e-05,2.217257556713528e-06,-7.1211178254560324e-06,-0.0016951403813436627
1981-01-01,4.380007152170953e-06,-1.3760289573016756e-05,1.8838390428054202e-06,0.0013557556667365134,9.657685706732776e-06,-0.00021534061589692204,1.2972312129959725e-05,0.017358681361656636,0.007570283923996612,6.445119512276366e-05,-1.718900416085615e-05,-6.008120070489082e-06,0.0005583868551184423,0.013124014367349446,1.1047535772136234e-05,1.7485538339398038e-06,-9.4397874545019e-06,-0.0016800717276055366
