,mgv850GLB_cluster1,mgv850GLB_cluster2,mgv850GLB_cluster3,mgv850GLB_cluster4,mgv850GLB_cluster5,mgv850GLB_cluster6,mgv850GLB_cluster7,mgv850GLB_cluster8,mgv850GLB_cluster9,mgv850GLB_cluster10,mgv850GLB_cluster11,mgv850GLB_cluster12,mgv850GLB_cluster13,mgv850GLB_cluster14,mgv850GLB_cluster15,mgv850GLB_cluster16,mgv850GLB_cluster17,mgv850GLB_cluster18
1980-01-01,-0.17266588078604803,-0.19622013677616376,0.019004348441020405,1.7915953289378772,-0.5673399025743658,1.6847352186838787,-0.9586248742906671,0.6316802718422629,-0.2585329260531958,0.1578464638441801,1.0513191223144531,-0.31096934242182617,0.12014315201995078,0.5931634278524489,0.12630638955844997,0.28484223775886464,-0.09921262964582366,0.05937433883624991
1980-02-01,-0.08052127539283699,-0.22032068589249174,-0.005522381226203854,1.3434089494474006,-0.5022087219086561,2.1914335091908774,-1.1195000849272074,0.6481142357142284,-0.2637819326543189,0.2148801926523447,0.6049384474754333,-0.24798573230818122,0.04252413277294528,0.5712538721069457,0.17159093213451784,0.2499215376148954,-0.09104083105323785,0.042709948644621076
1980-03-01,-0.01279893726889604,-0.25481425628468796,-0.01508277851800106,1.0863782781543154,-0.28788630257953296,2.0734647909800215,-0.9003865875695881,0.6709193942522762,-0.1182931342295238,0.25062349935372674,-0.08743280917406082,-0.31139161523586045,-0.016024207089389307,0.476060618483831,0.21455844043422553,0.3280106165477534,-0.08967587093480325,-0.07988155621629922
1980-04-01,0.20655082429156585,-0.3437722353516398,-0.004905955899480007,0.5012459375641563,-0.0865586017343131,1.9873154163360596,-0.8034552398480866,0.4773780553027837,-0.04264418059935817,0.2968262881040573,-0.8699474334716797,-0.16072313708987104,-0.031412894722450985,0.37123020442705307,0.17001802433218996,0.22437047730222276,-0.08738124040501075,-0.1007696295186028
1980-05-01,0.4003398656065947,-0.47063271741609314,0.04760844045881477,-0.7608630440451881,0.13282178816470233,2.717246810595195,-0.47425184594957454,0.3881470723585649,0.07870763830550305,0.5107118127246698,-2.7045397758483887,-0.2551956007832206,-0.06429947326692302,0.014039853380786048,0.1441189892968889,0.2697782332532144,-0.09191401876856006,-0.19862560912426272
1980-06-01,0.5406918673733481,-0.6420551723725088,0.08870485915447311,-2.5914688905080157,0.30643343925476074,3.267315228780111,-0.6247603187435552,0.32768210377356016,0.11221760424313607,0.6551628311475118,-5.861743927001953,-0.19540549835301765,-0.09472322095645946,-0.20350063485758646,0.1343201561752012,0.2731410225042316,-0.07045474538750002,-0.2734328682867357
1980-07-01,0.5782623696171381,-0.6927036755793804,0.1019118474327403,-2.943490490768895,0.361455807631666,3.0663955211639404,-0.5197938335569281,0.2839015589820014,0.10854307465352021,0.6735548997918765,-6.948167324066162,-0.1814026746057695,-0.07044903682858757,-0.32125178074079846,0.14719137353664738,0.29313012458490983,-0.07749958857774351,-0.30278676223260753
1980-08-01,0.5275024892457949,-0.7219017357439609,0.07674921062781657,-2.5750564806389087,0.2566483718427745,3.177053531010946,-0.4883149344670145,0.32705872347860626,0.12923557456437643,0.6901292130351067,-5.926109313964844,-0.20020212548943708,-0.054913349031062604,-0.2820461160606808,0.17135316390270566,0.3001455912749733,-0.07825106274737209,-0.3194035489324461
1980-09-01,0.34190338421491234,-0.4615865446425773,0.061685969992775286,-1.6086161136627197,0.007909064350480383,2.878008882204692,-0.47337142260451065,0.3474080201351281,0.013265261644279802,0.4984909979005655,-3.94673752784729,-0.19568533632337773,-0.05876442752359958,-0.08109252279003461,0.11242678583636459,0.31707303233123857,-0.08151539172349351,-0.21237758388791061
1980-10-01,0.20386262072457206,-0.40820312459726593,0.0707693754782458,0.039988719491344506,-0.24545282464135776,2.4233464399973554,-0.5160058799542879,0.4277395780640419,-0.09482284983644237,0.29015413795908296,-1.8188711404800415,-0.21597029907362802,-0.006353692360892054,0.14973231665198766,0.09384596640014584,0.30016911942422675,-0.08935308379882029,-0.1361632927132703
