,mgv500GLB_cluster1,mgv500GLB_cluster2,mgv500GLB_cluster3,mgv500GLB_cluster4,mgv500GLB_cluster5,mgv500GLB_cluster6,mgv500GLB_cluster7,mgv500GLB_cluster8,mgv500GLB_cluster9,mgv500GLB_cluster10,mgv500GLB_cluster11,mgv500GLB_cluster12,mgv500GLB_cluster13,mgv500GLB_cluster14,mgv500GLB_cluster15,mgv500GLB_cluster16,mgv500GLB_cluster17,mgv500GLB_cluster18
1980-01-01,0.14403972,0.06009517,-0.5905763,-0.08367507,1.1508355,0.4127162,-0.524283,0.6149647,0.1580529,-0.025331592,-0.008623523,-0.43494874,-0.1887742,0.06561961,-0.59879553,-0.029777909,-0.122211434,0.22448102
1980-02-01,0.13379927,0.43050224,-0.8754218,0.007276094,1.4106189,0.74930286,-0.41460258,1.0129939,0.121537685,0.09162488,-0.009566724,0.04257865,-0.51983654,-0.057804514,-0.23687725,0.5207796,-0.021154594,0.6692659
1980-03-01,-0.046216667,0.054301225,-0.74189204,-0.11803441,0.8944205,-0.90210074,-0.65565693,0.41648898,0.013878477,-0.18001594,0.03341613,-0.34534496,-0.39358276,-0.510135,0.40503588,0.8414666,-0.092163846,-0.19847564
1980-04-01,-0.10132635,0.04257862,-0.5276515,-0.13689835,0.7708616,-0.32540306,-0.75388414,-0.14403972,-0.07653372,-0.15468435,-0.00943197,-0.3365867,-0.09351127,0.012800527,0.0041770935,-0.29751143,-0.14444391,0.46917328
1980-05-01,0.011587858,0.1922775,-0.38320756,-0.008354032,0.69136363,-0.6129435,-0.4597413,0.3147584,-0.054435957,-0.038671084,-0.0196724,-0.36973333,0.12652317,-0.08623518,-0.12814006,0.2414585,0.10860243,-0.0056591034
1980-06-01,0.03530253,0.13986269,-0.43252334,-0.09458921,0.67923677,0.3328139,0.030586552,-0.09984417,-0.07222195,-0.4038232,0.12382834,-0.89805853,-0.03921013,-0.14808197,0.23916788,0.38900152,-0.058882475,-0.8077811
1980-07-01,0.12867905,0.14444394,-0.35194734,-0.6463596,0.52616936,0.3332181,0.38468975,-0.12463679,-0.33699092,-0.66266346,0.26571214,-0.20588648,-0.32863688,0.21572268,0.12369361,0.24954304,-0.2021137,-0.39425644
1980-08-01,0.17920749,0.07693796,-0.43764353,-0.22016922,0.5991998,-0.11736069,0.27042818,0.23283496,0.016708065,-0.33443078,0.31044665,-0.28188124,-0.28659722,0.12827484,0.12665792,0.46054977,-0.10577283,-0.38468972
1980-09-01,0.046081923,0.3232472,-0.29144797,0.12948751,0.59717864,0.25870556,0.09876621,0.34305432,-0.16047828,0.08246239,0.08515725,-0.34790507,0.016708065,0.12584946,-0.054974936,0.6951364,-0.10065262,-0.6041853
1980-10-01,0.02950859,0.0714135,-0.67883253,-0.0634637,1.0332053,-0.0751863,-0.37970424,0.27810842,-0.018459719,-0.2243462,0.17947695,-0.42902002,-0.54462904,-0.12800536,-0.2142405,-0.14686923,0.15495387,0.846587
1980-11-01,-0.046620894,0.18446243,-0.32540306,-0.096475616,0.83917606,-0.36218777,-0.23040967,0.37552726,0.05766977,-0.04217439,0.108871914,0.073569395,-0.72882205,-0.08758259,0.15320218,0.24846514,0.23849416,0.7201985
