,mgv250GLB_cluster1,mgv250GLB_cluster2,mgv250GLB_cluster3,mgv250GLB_cluster4,mgv250GLB_cluster5,mgv250GLB_cluster6,mgv250GLB_cluster7,mgv250GLB_cluster8,mgv250GLB_cluster9,mgv250GLB_cluster10,mgv250GLB_cluster11,mgv250GLB_cluster12,mgv250GLB_cluster13,mgv250GLB_cluster14,mgv250GLB_cluster15,mgv250GLB_cluster16,mgv250GLB_cluster17,mgv250GLB_cluster18
1980-01-01,-0.02048086,-0.27298817,0.2750094,-0.34938723,-0.31610575,-0.20184426,0.4040927,-1.039673,-0.1646553,0.64299107,0.7160214,1.0691817,-0.20036204,0.6458206,1.2791102,-0.017920732,0.4086739,0.35545063
1980-02-01,0.051202137,-0.07006609,0.24994731,-0.37471884,-0.07828536,-0.13595514,0.36636478,-0.6601034,-0.21087196,-0.21868701,0.7241061,1.2218447,-0.38293812,1.6466877,1.3255962,0.057130814,0.7036252,0.30667385
1980-03-01,-0.031395,0.0014821052,0.8147877,-0.31853122,-0.28983107,0.05901718,0.06885342,-1.1560904,-0.23364344,0.3375299,0.7610254,-0.016707992,0.10941088,-1.6598924,1.8147118,0.22542414,-0.21208465,0.32445985
1980-04-01,0.35464218,-0.10860243,0.2176091,0.39479542,-0.64016145,-0.13379928,-0.27150607,-0.74121827,-0.3962776,1.2404392,0.24455757,0.21814804,-0.22677155,-1.0120507,-0.53748775,0.14619558,-1.5405105,0.6421826
1980-05-01,-0.30546117,-0.11574378,0.011453104,-0.11547427,-0.31543213,-0.025062084,-0.49787346,-0.14808197,-0.17853376,0.70308626,-0.70928437,-0.1646553,0.632616,-1.4138527,0.16869755,0.009431958,0.13891944,0.26193938
1980-06-01,-0.18163285,0.11426163,0.12908325,-0.68786025,-0.42295662,-0.004042244,-0.07626438,-0.03274243,-0.7049726,0.55998975,0.5923279,-0.3950649,-0.13218231,0.31974372,0.6607771,0.4294243,-0.87353545,0.30195785
1980-07-01,-0.15913086,0.33887735,-0.22771478,-0.05335802,-0.29724187,-0.014282608,-0.20413479,0.37930006,-0.67532927,0.5477281,0.51619846,-0.61429083,0.3515431,0.6580822,0.81182337,0.26247826,-0.5572949,0.20224842
1980-08-01,-0.2849803,-0.008354044,-0.39304376,-0.3829381,-0.452061,0.025870513,-0.18756151,0.40274525,-0.42888528,-0.14686927,0.02492733,-0.22973594,0.78770447,-0.6266872,0.77746403,0.30829072,-0.33092752,0.0021558763
1980-09-01,-0.027352715,0.1916038,-0.040961742,0.005254984,0.09202912,-0.03247292,-0.09647562,0.33712566,-0.3239209,0.223942,0.28511506,0.14511761,0.6669752,0.006198168,0.8872792,0.22421145,-0.46162766,0.3815907
1980-10-01,-0.08744786,-0.006063414,0.25412428,0.029778052,0.074377835,-0.011992073,0.16061302,-0.17327881,-0.2503515,0.8646423,0.66562784,1.0028882,-0.6342329,-0.059960365,-0.52832526,0.303979,0.030990768,0.3480398
1980-11-01,0.23310447,0.14282702,0.23337395,-0.1056381,-0.30222735,0.1932207,-0.33267915,-0.8480692,-0.4860161,0.26961976,-0.08650474,1.3522754,0.17233567,-1.3560482,0.0029642105,0.24038057,-0.48951945,0.4146026
1980-12-01,0.20804235,-0.36784694,0.6392182,-0.30034098,-0.7447216,-0.2072339,0.0021558763,-0.6617203,-0.732999,-0.0035032271,0.83230436,1.5149091,0.16425113,0.017381668,1.3255962,0.06440687,-0.2510252,0.5411258
1981-01-01,0.0784895,-0.2919755,0.7117608,-0.3632784,-0.19389872,-0.45740947,0.25350577,-0.9227101,-0.37412882,-0.19375792,1.3429183,2.7500935,-0.54590404,0.80772364,1.0462925,0.09554024,-1.1252048,0.20742646
1981-02-01,0.31339455,-0.3066307,0.31438094,-0.45952314,-0.35933274,-0.22560462,0.28929812,-1.1538106,-0.47107822,-0.1648703,0.817165,0.3813154,-0.061157037,0.27534756,1.2895114,0.26365146,0.33833638,0.40315732
