,mpiGLB_cluster1,mpiGLB_cluster2,mpiGLB_cluster3,mpiGLB_cluster4,mpiGLB_cluster5,mpiGLB_cluster6,mpiGLB_cluster7,mpiGLB_cluster8,mpiGLB_cluster9,mpiGLB_cluster10,mpiGLB_cluster11,mpiGLB_cluster12,mpiGLB_cluster13,mpiGLB_cluster14,mpiGLB_cluster15,mpiGLB_cluster16,mpiGLB_cluster17,mpiGLB_cluster18
1980-11-01,7.957774543003554,3.7797139016172334,3.188699490240268,8.920039721077027,5.850835605663528,2.9927035576844263,0.0,4.224622234632124,7.889037976006124,8.899647626177297,4.980738384666497,5.794333564998629,2.6183553309076224,7.1524013397300505,7.02262395547751,5.3195903261207445,6.90302535826492,3.9027941819891105
1980-12-01,8.466621616328364,3.3736486379421224,3.858811694249618,8.70067088174992,6.607132332100904,3.0180525149602944,0.0,4.578470677433729,7.597878806290626,8.900595247107393,6.3638167250739155,5.444115695227191,2.9510349163136063,7.106250885538031,8.052838767547241,5.552654442993834,7.014986025433873,5.024573763721504
1981-01-01,8.603669085612248,3.85487811843514,5.451542468807443,8.315409481582913,5.520276273573712,3.358685715769635,2.4773371284999284,5.335264526292155,7.23220902498008,8.810963894831133,6.798097809396741,5.737849856623141,3.3089926663457483,6.083530156958129,8.099129443992556,5.4546516459626995,6.923075307123954,5.186094894059595
1981-02-01,8.560530570464563,3.881169805313008,7.252409403588212,8.052152979772737,5.011222418091019,3.3274769765268606,2.2147677981439386,3.540684625663755,7.329816988882433,8.426414347634475,7.256782942860832,5.6834721074206245,4.176583447120992,6.522639032201935,8.369348065880487,4.707122359126344,6.4710286814865565,5.557462690223144
1981-03-01,8.808413057093828,3.632058021083245,8.157255208350474,8.036622056432755,4.4608417378462,3.085045475755109,3.1850576025823982,3.99463359916598,5.790816883849152,8.647928019528475,7.286221776362169,3.5958209474173817,4.97424723553739,7.663688830189162,8.292205140955572,3.648142534936957,5.123028813864818,6.069688697718629
1981-04-01,8.530892540353335,5.116156005937562,7.84523338102454,8.019092724765482,4.179270576838187,3.4741237391793143,0.0,3.2986755234371063,6.627370782282237,8.81972749942438,6.565193853618081,5.534096202521321,4.9217594748038795,7.459916662281977,8.061534565861814,3.205751352272229,6.155803659973462,6.4469385423711625
1981-05-01,8.451183473786042,5.380543499271409,7.26125196778677,8.416201591292118,4.341991599242008,3.9549035367981236,0.0,2.7596272855090778,6.548539971726206,8.753842066388133,6.422380919336081,4.033789717966536,3.3379469027946502,7.712481987861865,7.668370708194578,2.6309815693788634,5.487904298303169,6.527003845894299
1981-06-01,8.076440653713549,5.057536421993926,5.443585764152677,8.293733050340354,4.828192051183614,4.737190818794859,0.0,2.500702444261005,7.608218806052205,8.643673253067128,5.980278537409058,3.759517168557617,3.1776484147337327,7.279964916641241,6.923114069315076,0.0,6.409224295502415,5.538670607984681
1981-07-01,7.397213750430909,4.622931414428603,4.019725764033059,8.219064905500368,7.0387628004442675,4.053104403586685,0.0,0.0,8.033475336256918,8.594755855265909,5.754801146965612,2.9081163766325817,2.767828080612362,7.067996563931904,6.481850559615055,6.259432001100173,6.362667150061661,4.789697342629257
1981-08-01,6.896341829423663,4.80115616687924,3.242385933801409,8.385961066063704,8.009327236846607,4.022841831503146,0.0,3.2525056803238273,8.311850274369188,8.440168262290262,4.688096206676198,4.314072474416802,2.6570662321260197,6.595073106708135,5.646994572212954,6.417546748402098,6.884864091568386,4.473037025743932
1981-09-01,7.066528558395422,3.8009340715398983,2.974941091860082,8.711757226422165,7.349056045334181,3.572478850545031,0.0,2.4424316872186402,8.463666793557087,8.568480906671468,4.411782852179294,6.1521243930680996,0.0,6.784685611959323,5.842986662095971,7.2703322182332695,7.56708582071325,4.546950175486265
1981-10-01,7.497868881988845,3.2044244307336456,3.041310049952448,8.797707274916435,6.583342663070926,3.128969041451944,0.0,3.547072644215153,8.22432370655621,8.702469713879543,5.155668177752151,6.446479698011506,2.553073755956788,6.283276803627039,6.3280832564597596,6.412350394608456,7.777755422003604,4.863729160211125
1981-11-01,8.256063742777922,3.8494867412405473,3.165516491015317,8.887003550229494,5.432417677710609,3.382909030585296,2.2177164083297263,3.9326360048333115,7.6112043710015245,8.835423455813913,6.068655595861969,6.081258820578966,2.8893462022209584,6.347016562574128,7.509942357259255,5.054060495531989,7.040050085645534,3.724146238466482
1981-12-01,8.301560969155013,3.1905639299033357,4.0788232704432215,8.545057516192706,5.476487382893582,3.3868481095590397,0.0,4.50088417062209,6.9737155658011165,8.703566987961876,6.523131848743229,5.189576230310285,3.077222834822402,7.308274060280314,7.9702395622506375,5.56401540926676,6.327638059137011,4.839186833299672
1982-01-01,8.453257996941561,3.7098890794443165,6.442886642892668,8.288245867807571,5.739092221252285,3.270428854957041,2.5721981822845335,3.545338336429289,6.729565483897616,8.635171740461798,6.811359551857908,4.9760355332165345,3.2611720730017857,7.647852641394656,7.94433807987815,5.516955484695941,6.1359286702600455,4.9037512074706155
1982-02-01,8.390037533732349,3.668772752402394,7.965821371617476,7.823713293356494,4.780244268223631,4.007875770475174,0.0,3.9466079699778214,6.22953005815993,8.641538380483972,7.184955854334777,4.8971766050081085,3.428046317377797,7.741659299254263,7.877018876330488,5.265219163354977,5.691672720464181,5.6746523125966215
1982-03-01,8.60916140387081,4.097661328864982,8.34715778121644,7.826653615638025,3.9629271953059986,4.483797292629231,3.4270483747931864,3.248074200781912,6.652634017362733,8.727492818689528,7.783264220204476,5.224255737141993,3.1432162090186644,8.123953597381004,8.317700921262837,3.64119180029859,5.997305742200882,5.113881082105896
1982-04-01,8.680525714629786,4.031151433378751,8.559422259297122,8.135599622965328,4.345182998924312,3.9806159284710967,2.2680911544353344,2.9256094588612074,6.810345779710545,8.916505607979134,7.54286049021348,5.365021176277888,3.2621020982088305,8.749845243780374,8.278667283100324,3.003660649301566,5.853303943304411,6.376348881660747
1982-05-01,8.387391024166169,4.723526590895271,7.162365426806898,7.914788371214188,4.129520188410507,4.389913625054768,0.0,3.309502020454538,6.330583217262267,8.862643065534174,7.019894700559429,4.4389750494921465,3.2459658438970056,8.659831813022286,7.78013297040714,2.8081633418826066,5.5130514524629,6.06571050026303
1982-06-01,7.95204558086489,5.404139605858357,5.64223134789918,8.000360357207299,3.9355828597028886,4.902581857032341,0.0,0.0,7.733494270639891,8.804472143768287,6.352500058105912,3.642815553119958,2.944053771261443,8.665347866964117,6.892924493410213,2.503031937426931,6.558352816832663,5.650441460898824
1982-07-01,7.4702586916112,4.617955941445838,3.998490220853649,8.024431157019976,6.7292127844193645,3.9175351137147985,0.0,0.0,8.090720734547084,8.596696256387785,6.04825472576749,4.795339862901779,0.0,8.450675844222626,6.299956576571347,5.655508854604259,6.810840714421682,5.442388292162513
1982-08-01,7.2405427210184925,3.7672033363989197,3.22287020039976,8.16395974944337,7.340376440353739,3.8861456739047715,0.0,3.376262946214728,8.077298031492447,8.403661010779771,5.895237565171009,3.847706740669183,0.0,7.921029405473118,5.570954015079403,7.155780986498564,6.596734389014364,5.131365586813202
1982-09-01,7.428101294825529,3.0263488969792385,3.2382145315516873,8.28300262322355,7.867843214934288,3.5690225624854963,0.0,3.612033281646179,8.276456782589642,8.474703075684236,6.272540567899559,5.600339733089981,2.430465625934138,8.09549921629387,6.394540490744635,6.396295814445102,7.402756389080144,4.919975594395952
1982-10-01,8.346801303720898,3.5738471223647625,3.362223168280524,8.556416403313959,7.291283642409201,3.162722935869051,0.0,2.972459098776628,7.954052474069329,8.708007898933268,5.6571277355003255,5.596546507505371,2.744708790466441,8.622114017622566,6.353694605583796,6.205104477437444,7.644722551172099,4.115632490098763
1982-11-01,8.44281413375761,3.2800522749165144,4.244035957735155,8.766671667249367,6.559597267042591,2.9446462317240822,3.3598926917937115,4.187377078251363,7.614490297895152,8.651666671571315,5.7655629290082455,5.717105953774758,2.7689760483247974,8.796348564217146,7.163899725392265,6.136150332434136,7.459131459079908,4.173591607161129
1982-12-01,8.633374525249495,3.75685172078541,6.367769400164319,8.362814143939998,6.143441420609534,3.028081710912417,2.885366627035274,4.929709387625929,7.3447845517179955,8.984329250378918,6.050428981124676,5.726708158259307,3.1273539947826885,8.999348602762696,7.693950838639793,4.658820095225231,6.9327948497679746,4.533077338950406
1983-01-01,8.676164589138443,5.197277799447003,7.272860420530622,7.568394586281098,5.888671532956279,3.1609562645771576,0.0,5.368040861174276,6.441947927734577,8.784122292804296,6.8251901366883905,5.732807217126595,4.690979883149301,8.71611568166015,7.712788862106407,5.273234233569476,6.790448399970036,5.198621436506342
1983-02-01,8.650674499011267,4.79236320519227,8.727756221622418,7.419048884618196,5.661911163111971,3.9325241326307374,2.636268153406283,5.466886683091482,6.338556131473361,8.567347767904437,6.704310166254105,5.677988255616359,5.813713157988745,8.466534817314779,8.062663898271223,4.559630290510058,6.23963357274761,5.774086210020046
1983-03-01,8.613927345456954,3.5244465069658517,8.563732520527585,7.477651413228027,4.9589320289374585,3.109771352963884,3.455174712493456,4.735541003774117,6.050900737915111,8.447180780948889,7.663688361313614,4.654520345596728,5.553407894612577,8.657676657401092,8.683348630105462,4.308157420553194,5.782132889337745,5.452757424396705
1983-04-01,8.589349976057624,4.495164391956514,8.396555347172564,8.09132982957092,3.7205836002473713,3.7229051566448024,3.99221672378624,2.6753217897933426,5.9722658640714865,8.355036809533567,7.676931711163927,5.461989133134991,5.989000927043317,8.774341339248885,8.313705446572376,3.16338543957362,5.937078736117066,5.379955687131609
1983-05-01,8.05946484721336,5.373618188278713,8.59698008229705,8.195594027269804,4.569895803185645,3.8453230002598136,0.0,2.219316887613154,6.23837665490187,8.467750207070518,6.535132788481058,4.3896988868677616,4.93271483205304,8.640380151756284,7.1069409982678415,2.4934829305469797,5.401012016251942,5.6823373314493635
1983-06-01,7.990554866602741,4.110780649075506,8.168234778434472,8.385276622131515,4.83389237369319,3.65050255451845,0.0,0.0,7.226051773010077,8.606507774269494,6.469241798230788,2.6938149720642595,3.969355720002507,8.37261791207552,7.138915644962258,1.6631127592990427,5.699429805186061,5.953050694058319
1983-07-01,7.535262224646956,3.906585473700605,6.808401882046073,7.882354146716913,6.466270493278864,3.6387024901048957,0.0,0.0,8.076575311164952,8.317022187725506,5.983138562865371,3.8966136407985106,3.528109740049612,7.070096877902947,6.2486392923517124,5.862232772316997,6.319893065369518,5.59417578806086
1983-08-01,6.943987798885466,3.9784101152630136,5.643140402839984,8.246295278513031,8.139774152112423,4.035114402602353,0.0,3.491335660672066,8.164723116602197,8.427705125749277,4.566360477929967,4.569704509971088,3.1261328757491245,6.576753688704358,5.453248794223414,7.339725496591535,6.48854489385566,5.338666760034802
1983-09-01,7.194328495765939,4.491950663331315,3.595070284206742,8.388175817043846,8.346521339259649,3.7545239291705297,0.0,3.6884179183797543,8.246002897551051,8.606718609055044,5.251104343398323,5.404599066762395,3.2497940775956033,7.217616456245836,6.150619001290512,6.249232429818853,7.32467655151357,4.765653910937249
1983-10-01,7.792938674668539,3.5182628902187596,3.280176736005305,8.683792766155918,7.4097840768593795,3.664136799003404,0.0,3.83390977623445,8.30218268204363,8.853565048848578,4.764332752332501,6.814123200312118,2.6896843250165565,6.795851597358084,6.036100905541569,5.610163978569683,7.434796646307098,4.275592113408019
1983-11-01,8.069708465627816,3.9312377520046686,3.3788096201872793,8.812872776989561,6.303578211028877,3.135082964284626,3.2158539211036854,4.440731295800982,7.918897669946583,8.962194340533047,5.3643416799819565,5.997620401770268,2.8732834883326914,5.577954126827655,6.996201248069748,5.651076078483417,6.692007783489672,3.7497908588526103
1983-12-01,8.481537433801627,3.638218176890136,5.370414079523066,8.689190814724327,6.186507039573846,3.0303732589481203,2.9742411981788432,4.473716454943082,7.236374237205502,8.826527425305574,6.180815209446305,5.529980459370581,3.015787006877405,6.2755469694710255,7.224702249238269,5.121868919790068,6.34983487750007,5.394254115709499
1984-01-01,8.673124967004895,4.276314855537317,7.034750483358615,8.453822509097439,5.493410594132078,3.173506669973643,0.0,4.4956915420422074,6.992456347306163,9.001181021640853,6.82368877463437,4.765402240254451,3.913267284726935,6.901209736507783,8.160304329109351,5.360427087943783,6.064596113993602,5.6686585381450545
1984-02-01,8.533883650064245,4.155841821751825,8.113684113434749,8.084739815092197,4.880586096159053,3.4107906602225215,2.862710132926994,3.9979233158800396,6.958594992268006,8.78673427044134,7.300006332063956,4.996900205208686,5.395811261718356,7.386495041801267,8.311839752108842,4.249685225429084,6.19593541410817,6.2661605607691975
1984-03-01,8.501389141028344,3.5956960435183194,8.4525392278587,7.9893872189108,4.478295903416605,3.3524685893591477,0.0,4.4392790670473445,6.5767515366433065,8.735446483913831,7.599978075599352,5.501198232203889,4.57876406071027,7.709946654204593,8.374558973167561,4.538813833044852,6.018911011843707,5.415306727035662
1984-04-01,8.65219951781063,4.915566716418301,8.400490862526016,8.222203720290254,3.9688051090794096,4.658969819601808,2.5540597744681004,3.272102482374652,6.189190117701547,8.991795796754422,6.7214679841431835,4.244387197966391,3.30804593673873,8.38158499954793,7.591647963570602,3.1523504332542682,4.8192325906395705,5.845993831236749
1984-05-01,8.59205036622564,5.167359139348274,7.3578685411977505,8.01578306330373,4.869094591456075,4.006335521283155,0.0,3.049142647892607,7.039075620995584,8.846024703334685,6.683418138110095,4.866610727085859,3.240498484889397,8.109781763465536,7.121542564592703,2.309523039135513,5.785236804503696,5.691956646280621
1984-06-01,8.17098721578982,4.374773001213727,5.679507404117757,8.040539842045504,5.905506382298015,4.514220975801365,0.0,1.9891173574715242,7.34636658366411,8.599108136730077,5.883477637626406,3.023164386456157,2.9498889323701203,7.364378498083803,6.172682975299372,3.601562817228581,5.009985519888849,5.771394338522304
1984-07-01,7.832497939261628,4.240351600843228,3.2695329393590855,8.138129557815555,7.717798342218129,3.398683631210968,0.0,0.0,7.775130674363575,8.498720620907315,5.334981337460288,3.214024561228104,2.6278713337270525,6.760180021522822,5.719749235216722,6.576629742626072,6.0622114420298425,5.079858575167392
1984-08-01,7.084780428752067,3.9349352929944974,3.169161529477267,8.260003665365744,7.678836778071821,3.5470624318613604,0.0,2.045069487014795,7.933143717744345,8.635923871870567,5.625113822441696,4.89968359438877,2.3240770826383486,6.4639069596206875,5.823081224575721,6.996597290546416,7.035416684250008,5.223517953146147
1984-09-01,7.424239535630051,4.129593672128658,3.1319393893338927,8.55050986385647,8.207941618754553,3.4341055831718093,0.0,3.6090962366631696,8.180165829803734,8.77989221029264,5.903676753536975,6.19874045822213,0.0,6.733950505109653,6.285390012665019,6.161001189144809,7.644900813598864,5.484391408310844
1984-10-01,7.466040662586134,3.995298181643996,2.9394451628376457,8.496460058621238,6.937190482253874,3.5166102877256797,2.322830915166975,3.6600379416478845,8.28709689116508,8.796175020493424,4.408274672160028,5.69218033928854,0.0,5.768019096766232,5.802238274311011,5.568323374502701,7.3250350298496505,4.725671577933649
1984-11-01,8.07164018709314,3.0218648391837917,3.149801978801521,8.6567766912119,6.186045206932072,3.3554006804270564,3.088956044577952,3.987287349984231,7.624741492727437,8.938650036864088,5.146005538058771,5.469677940514773,2.7093637263487027,5.375858000947534,6.529687611662239,5.236067702994202,6.852353743370749,3.9714866945014373
1984-12-01,8.26216063517625,3.6631466894527707,4.573312279289637,8.21762218598857,5.706787696325408,2.97252728082458,3.536555362470341,3.7133895832111885,7.796049756112233,8.810041994381166,7.280013820134809,5.976253751631528,2.9778212962739876,5.360364622715,8.142423584918587,5.682477085527037,7.205188094403063,4.316448340447246
1985-01-01,8.246304008336738,4.370607257265602,5.801385864500765,7.468202231137923,5.792884208578927,3.32573350590024,2.499561822934205,5.408992471774545,6.655515075084913,8.690356338842848,7.36344591978972,5.422342312815975,3.445450323748821,6.576055862645754,7.803130048068108,5.355026544679649,6.30015177647407,5.385273764202134
1985-02-01,8.1109497649216,4.419649591007231,7.4730909765693125,7.815953601106814,4.601614733599611,3.584521562082945,0.0,3.137956808656174,6.698399076199258,8.748156445953143,6.6658203369774,5.282639650932043,4.46428393485343,6.980547199150594,7.506965837986321,4.730774558646004,6.411809587923799,6.649507452785147
1985-03-01,8.286895018506717,4.378170365952721,8.160734122376178,7.665576683907626,4.5860469217101425,3.543846923192423,2.9208951030800985,3.0974083687496137,6.840622983558215,8.89008220483276,7.324911880391951,4.247991245615634,5.344877547439049,7.565059238521957,8.192886633819276,3.3846373491492328,5.89772273865456,5.066141988518003
1985-04-01,8.305934289064002,4.710430488902367,8.160678595419995,8.020038710805045,4.3106494350781865,3.5573454264570805,0.0,2.9684657934668772,6.769243608518117,8.847831456031846,7.36691168974929,5.13823872142653,2.658212438890687,7.7406416613921465,8.123032901085319,3.0187208609098577,5.670097070051888,6.522893989461846
1985-05-01,8.18478473877766,4.401948017026603,6.822777876597197,8.010997368763608,3.8804100224054756,4.0086613966483196,0.0,0.0,7.343205543298874,8.89046795546711,6.629771571370223,4.054411098564463,3.2598405813992546,7.527309976371709,7.532697393332833,2.435238300309074,5.9486008961343115,5.710818405295478
1985-06-01,7.871718435750527,3.920319756655157,4.9770954661801925,8.079654369625095,5.0313839020505196,4.4405260929098835,0.0,2.4916737736187757,8.017063083959947,8.904665442384639,6.041707212631465,3.327259037038233,0.0,7.736808859089159,6.633856445892902,2.089787061333145,6.144627705834049,5.857282765039168
1985-07-01,7.63045859990494,4.346284476129153,3.163428806966126,8.18213126395166,7.055292182841834,4.6203475196675425,0.0,2.052056449790198,8.282950840367008,8.758659872355356,5.490408641926948,5.100413918845235,2.8048674201503867,7.5923084669088095,6.529114389766677,5.8404828914097235,6.615123938091151,4.70734878246183
1985-08-01,7.05971370900332,4.06474676150946,3.17822432719165,8.318774933464386,7.40907221647433,3.8644691968022986,0.0,2.4525837242046706,8.164225172441297,8.584659449936975,5.198959153792424,5.220357427966261,2.4690893704725743,6.398639091748193,5.795447983012941,7.146523509790925,6.87746958496993,4.824878299603827
1985-09-01,6.9577624625479775,4.141906440481978,3.0025272946103105,8.430890438303418,7.760860609496878,3.6271026942674958,0.0,4.673252495479259,8.504004155944195,8.641050146981542,4.885714667993221,6.348288985392012,0.0,6.262654174512622,5.765265423683009,6.5596262594723775,7.645653651255577,5.309274862921657
1985-10-01,7.194177021157975,3.7588597812011786,2.8474617107173197,8.563678369916442,6.885863738696742,3.367234677579026,0.0,3.626153298206532,8.336572048996832,8.82638995680528,5.27799442769886,6.96080614601046,0.0,6.917423032819383,6.533763100925824,5.750550806686816,7.6507761770406475,4.634957920530341
1985-11-01,7.521502569828427,3.2071546523789656,3.114024653201922,8.632509629926192,6.678962897811798,3.694967466728514,2.5425228712235706,4.65177952895406,7.5121177298903605,8.93061836554432,5.845940316184009,6.744279886947465,2.806115768253304,6.260571285077409,6.7833534812272545,5.606664659798156,7.1936549928050395,3.9041410317851257
1985-12-01,7.88315591780895,3.5779733474802633,3.217611942982764,8.323286989930077,5.853921472723946,2.8828901577456683,0.0,5.267315310154899,6.657273502279156,8.807346621476508,5.716620902457672,6.068271093726742,3.048498551375401,7.088772420644499,7.225198414528501,4.653606476836639,6.301099581625475,4.8284059088456575
1986-01-01,8.108208434950892,4.37565334298963,5.476100492153043,7.743967203274005,5.79920909869896,3.5324471907118755,0.0,4.697836828864586,7.088426910952964,8.774893982290463,6.518478244632175,5.627521002287468,3.2758767645794467,5.750859761133334,7.995065138636623,4.408281891091297,6.775366996729294,4.77724877722561
1986-02-01,8.333250675955096,4.574832593417058,7.985721185752921,7.879967073005846,5.7664461845499675,3.4401132967249133,0.0,5.288983110170811,6.504336536100561,8.706170230256134,6.317795552889252,5.20661573842492,5.322693823587053,7.09417342420974,7.743962957842957,4.981817245195725,5.91726574681602,5.2053192784080915
1986-03-01,8.236995950742505,5.242060444951774,8.304799376467356,7.39565219540591,4.782461942843945,3.7596754005391855,0.0,3.0690006377541175,6.495040179348048,8.648865283441456,6.8912544519711245,4.588946596526778,4.440610113012244,7.4975737397663345,7.939628842734157,3.808440745372724,5.532053552119786,5.8455245898794415
1986-04-01,8.255725922333081,4.680288987608199,8.23641939792788,7.851217165104602,3.2959832837828515,3.798100295337678,2.422405901263322,2.953055182790721,6.410784784662353,8.892229640393404,7.114500103778849,5.134879294531092,3.2709362458813414,8.176471402653727,8.031265138848298,3.6292264749891476,5.61748183010991,5.405826789194994
1986-05-01,7.86452186560143,4.872332110534678,6.912590945701762,8.158051807847913,4.084209845490603,3.406535724334761,0.0,2.3975448637359404,6.660939164132386,8.719733903333918,7.043711668190226,3.1171491922206855,2.982474696921468,8.183185709015042,7.658073005194823,2.853747278000545,5.714791966114849,6.016618583091709
1986-06-01,7.905619252322663,5.18021752987157,5.260898945614406,8.129092278469853,6.110048032327356,3.6662791546624454,0.0,0.0,7.863585014868125,8.950999058602438,6.429321092658445,2.9640353750547823,2.8824547892554127,8.278693956706604,6.669923210105169,3.0308688361325027,6.2152917448318545,5.370644758642462
1986-07-01,7.313462739513589,4.733880384707584,3.3531663384569783,8.016083896019467,7.623635136509418,3.9164295881345086,0.0,0.0,8.262817312615406,8.592609025390919,6.029498467759545,2.5332485200872426,0.0,7.521089863857679,6.343391274430678,6.315188832532943,6.831212429191323,5.033938075214779
1986-08-01,6.9730461165949595,4.948496765395322,3.004047338147159,8.297987127433347,8.547556471689777,4.051092407774761,0.0,3.074092506842589,8.231870842261607,8.544278668980075,5.2459677349381755,5.538181315919901,0.0,7.473161213708601,5.964663967408726,5.8942077674883615,7.495746993874548,4.975512825802424
1986-09-01,6.959384533287137,3.8952658398164637,2.9579421167741327,8.292268737467726,8.123578771815682,3.3724913133743004,0.0,3.269093853789878,8.341972676488199,8.4714796166462,5.024829757354312,6.287999554795242,0.0,6.972366284777975,6.110637733861472,6.110863990810484,7.813833915852648,5.004562984822041
1986-10-01,7.320502667125186,4.285864438228316,3.084237616176987,8.558595326175194,7.022209787514646,3.65135262466803,0.0,3.577123537677781,8.041854680886667,8.832035564038737,5.300810061293355,5.483652513652038,2.3639796892923766,7.85009002502881,6.694599596961094,4.947779056737523,7.554698485491345,3.7398952610260405
1986-11-01,8.174799989253295,3.6853672651807305,3.189670527569012,8.617237170355159,5.8175597282367075,3.258901064594467,0.0,3.4469297946218234,7.917534738116484,8.935084150476595,4.206473989444046,6.13476484487141,2.6054871656249987,7.79492374840741,6.709532338371868,5.4640868106280465,7.347045463084272,3.805941997835868
1986-12-01,8.412226919471788,3.2371142446558125,3.6940862641929306,8.146206578489034,5.350370268941412,3.244441995345363,2.467855283631903,4.196881314303371,7.503367289094411,8.87709845938176,5.727991393573384,5.0988658831786235,2.8242443290953325,7.933958882980144,7.701928367903737,4.971920233222435,6.702424707559426,4.39844042560026
1987-01-01,8.52603413021545,4.035750065508107,5.472540604055372,7.880077575173442,5.3031977909050525,3.29334679451303,2.7950219953911657,4.003225217264847,6.458200687390907,8.838579897835594,6.335181337156773,5.072593863818496,3.319356494320984,8.066547950628326,8.374704052611081,4.836485226257908,6.027572662167908,3.8093096270834628
1987-02-01,8.4080416032255,5.061183442779735,7.922546398814723,7.6130677490652845,4.812445984679375,3.47992307446183,2.361726624863504,4.128177404451993,6.395321885755216,8.660512327739998,6.769948466874229,3.9624280407833856,5.564934056664115,7.938769318547398,8.079099098596625,5.1126156751427025,5.258771393687521,4.666486283426185
1987-03-01,8.817172363972867,5.246758602793378,8.54387213033924,7.869932235521065,3.765641375994394,4.3872134837470895,2.6354253279868947,3.313137922720796,6.20281116648297,8.89181743987397,7.262229347303752,4.371511719549894,6.006720050265029,8.49541584147824,8.360767999805491,3.8174564510410547,5.506653107162035,5.693577650572898
1987-04-01,8.724678762815813,5.301408464735015,8.251130135674162,7.805335866256498,3.4367747585090935,3.9402531480721668,0.0,3.0402123565754566,6.345614822464255,8.87862866495983,6.524144493854756,4.791091296279902,3.2961741594138867,8.581372385296136,7.733758099856985,3.3140518354488395,6.029077338894269,5.5983212865231256
1987-05-01,8.528010060289624,4.477574982994731,7.986094989208883,8.41989063569765,4.239374678667621,3.576678865874196,0.0,0.0,6.794955284969981,8.94712017827185,6.972428996123632,5.2410724801169035,3.349452757555419,8.497249624704981,7.896712413222878,2.8173587092135257,6.160154595873074,5.935519925730721
1987-06-01,7.865848361136044,3.8415623927292617,6.31202695362485,8.286659825943948,4.963793829615728,3.921240755082859,0.0,0.0,7.222455719283836,8.737132594277066,5.904383732202195,5.0480500629046166,2.917425327749512,8.647972766379546,6.729607802622811,3.7383734086625395,6.145697075791853,5.814665580950812
