,vws_v600-250GLB_cluster1,vws_v600-250GLB_cluster2,vws_v600-250GLB_cluster3,vws_v600-250GLB_cluster4,vws_v600-250GLB_cluster5,vws_v600-250GLB_cluster6,vws_v600-250GLB_cluster7,vws_v600-250GLB_cluster8,vws_v600-250GLB_cluster9,vws_v600-250GLB_cluster10,vws_v600-250GLB_cluster11,vws_v600-250GLB_cluster12,vws_v600-250GLB_cluster13,vws_v600-250GLB_cluster14,vws_v600-250GLB_cluster15,vws_v600-250GLB_cluster16,vws_v600-250GLB_cluster17,vws_v600-250GLB_cluster18
1980-01-01,-0.6093539127736431,2.427382446439275,3.0138141171056065,-7.332428451115081,-3.553437804527967,-8.730478540540203,9.550682372565563,7.363876854832619,2.065690531950536,-3.1377080292918977,5.48894423240513,1.7210118434386015,-13.202749885850405,-1.1203365060367543,-3.0768807608382702,4.647444898669689,3.0808051828756824,0.03196203135859632
1980-02-01,0.19193997119438616,1.5942285697997491,2.7251102178935347,-6.584563831986934,-2.396722792600391,-7.777360979123671,8.48767722850876,-1.0242042302069871,3.117104057059163,-5.388900886101937,6.2853612131823855,2.0889004742017856,-8.49888890903907,-1.469031703051701,-5.787975054183502,5.78388328700413,1.0964089249991125,-0.06468388407393155
1980-03-01,-1.9701938983738403,1.1085566072868025,1.8747302454345016,-9.126841028371663,-2.7647103675483113,-7.59653752033136,2.3389982472514643,2.328236164038528,0.5863697907175418,2.257019376946623,4.813783431572552,-0.3311092351462147,-11.096257139288586,0.4425533040370583,-3.522196933056713,5.355618314358848,4.991708529373419,-1.3149761884503828
1980-04-01,-0.8345962459999273,2.2442883887521137,1.4209528968847862,-1.9246520478707259,-3.16646154266442,-4.0721150253895235,7.975005729438191,-0.2358593838221734,-1.0047034609628527,-4.808798864638058,0.5846850552298716,-0.5693341190565765,-4.557078369148336,0.6732513807843112,-4.104103975257685,5.447012258327623,2.636880532433406,-3.731661636513156
1980-05-01,-0.06554736622275588,2.746867578368889,0.9979053854436977,-3.084113551704846,-3.0492747083107514,-0.38429720486451013,2.616947811232276,-2.7706928501434605,-2.2809985944590014,1.1365156429897556,-1.677572231836579,-3.6913188417800753,1.8097359179258792,1.3996377102047302,-2.049509716896645,1.8479542116607144,2.650929105003897,-5.162684861426182
1980-06-01,-1.38960604038852,2.373472554154271,-0.4286304807486981,-4.540556438115419,-1.6488259789656905,2.0806221149736728,-2.061839682780922,-5.010923102714123,-3.095411876367485,4.854638982342907,-3.890747408043124,9.010482734240524,-0.11182581054590773,0.5098967924058312,-0.38115062029793606,3.5362328863098886,1.5068350369124905,-0.5952047030070908
1980-07-01,-2.0614530250987553,2.218834598426727,-0.7007463789574325,-5.717649769238829,-2.555472823023768,2.6882906031217932,1.2216413226329588,-13.014486351134147,-4.628642800452881,3.8180995714646206,-4.262718151195688,8.951981414854991,-5.81276204423697,1.6312026405042872,-0.07075026727393206,5.73497013061547,3.0092900024690605,-2.571131104175793
1980-08-01,-1.1015389820445394,2.4168603382676177,-0.8801899709809632,-6.2261034745638035,-3.4384621274294775,2.6733285162079654,-0.4759593475136253,-12.123679903102943,-4.010691718405167,4.511421346351758,-4.1038038709848355,12.8845511693837,-2.044551124846918,0.9702878429829341,-0.5186009811632362,3.7202868256036634,2.8940643283793923,-0.7074704180692368
1980-09-01,-1.255987275770847,2.230775332567329,-1.256277234773704,-6.217709192362268,-2.5358070782773696,2.30393123471515,3.2047977002898542,-7.416836871203535,-3.311383611046107,4.371113105470395,-3.09977585670845,12.26243323781742,0.22711077174092895,0.7409219934110658,0.5143645894604987,1.283813496227636,2.396218301388101,-0.5446889205176663
1980-10-01,-0.37287765465021483,2.0894237542754115,0.6657813176034577,-3.6143783398419025,-1.1961376571476763,-2.7795859913558942,4.942356383450814,-5.561875047494794,-1.9875930665876265,1.0141231785926714,-0.3136768767555035,5.81049958408189,-14.517984854472932,0.720056149270458,-4.493272371613055,5.388354041302549,-0.013517422898450274,1.4109295669843642
1980-11-01,-0.5864352382190555,2.6807214945605247,1.8253935436381519,-6.147083864544793,-1.890627272303407,-6.80351627181983,9.584865560872077,-1.8945512265761602,0.0467154365928303,-1.9811412082367168,2.6240005938110347,-0.7177163987395099,-10.485534328259916,-0.09326874559367271,-4.160251978092152,6.622447493231078,4.988429899258769,-2.834603578236088
1980-12-01,-0.15929716804757404,0.4631863646937733,2.3812087447536303,-8.79123619959119,-2.6779908001748622,-12.75266723373802,12.880808399564359,-1.3449679344513679,1.2277130624137518,-6.36368725252553,4.729239800154915,5.843046456109556,-7.188489438395915,-0.04029385520175661,-3.9104905845656264,6.714522946162744,1.899913345850125,-1.7119173726263646
1981-01-01,1.167377178496354,0.5371789610960759,3.6826844970463863,-7.461738291557285,-3.0149548236746173,-15.766471680698695,9.54528164409812,0.6008498693728359,2.536930593513517,-6.956807391569498,6.485168140982054,6.1746696942944,-11.645717690013472,-1.741257615247626,-5.8764705482368,9.638544071767647,3.732238830680869,0.8562174667580258
1981-02-01,1.244831981268669,0.3051944742386127,3.095722200708688,-8.953790173536708,-3.0394546426929394,-11.205571933646194,5.58930722093871,-2.874384622832179,2.2744621928703452,-4.2802518677722245,6.270344564886098,-0.1026917897604242,-13.012441768672453,-0.9600411852668673,-4.451007865397964,6.961099513104016,4.619077211315073,1.1180015318539955
